{'text': 'somebody posts something on your website', 'start': 1.159, 'duration': 4.901}
{'text': 'it was and overtook Myspace and this is', 'start': 542.1, 'duration': 4.02}
{'text': "a thing that we've seen incutel do", 'start': 544.5, 'duration': 2.88}
{'text': 'because they have unlimited funding', 'start': 546.12, 'duration': 3.18}
{'text': 'sources another example I can give you', 'start': 547.38, 'duration': 4.44}
{'text': 'is how Google came out of nowhere and', 'start': 549.3, 'duration': 6.0}
{'text': "overtook Yahoo it's because incutel had", 'start': 551.82, 'duration': 5.88}
{'text': 'unlimited money to ensure that Google', 'start': 555.3, 'duration': 4.26}
{'text': "was able to overtake Yahoo that's how", 'start': 557.7, 'duration': 3.6}
{'text': 'Amazon went from being a failed business', 'start': 559.56, 'duration': 4.44}
{'text': 'platform a fail business model and eBay', 'start': 561.3, 'duration': 4.38}
{'text': 'was destroying them and out of nowhere', 'start': 564.0, 'duration': 4.62}
{'text': 'where Jeff is those inexplicably becomes', 'start': 565.68, 'duration': 4.98}
{'text': "the most wealthy man in the world that's", 'start': 568.62, 'duration': 3.96}
{'text': 'how Tesla was a failed business rely', 'start': 570.66, 'duration': 4.02}
{'text': 'buying only exclusively on our subsidies', 'start': 572.58, 'duration': 4.86}
{'text': 'and then now Elon Musk is the most', 'start': 574.68, 'duration': 5.4}
{'text': 'successful man in the world so my point', 'start': 577.44, 'duration': 5.579}
{'text': 'is the reason Facebook is has hit the', 'start': 580.08, 'duration': 5.16}
{'text': "peak that it's hit is because of the", 'start': 583.019, 'duration': 4.981}
{'text': "government so even though it's private", 'start': 585.24, 'duration': 4.86}
{'text': "it's just it's just once again it's just", 'start': 588.0, 'duration': 4.5}
{'text': 'another way to Rebrand public but they', 'start': 590.1, 'duration': 3.9}
{'text': "just don't call it that we'll be honest", 'start': 592.5, 'duration': 2.82}
{'text': 'if you want to have a conversation about', 'start': 594.0, 'duration': 3.06}
{'text': 'whether or not some subsidy for electric', 'start': 595.32, 'duration': 3.42}
{'text': 'vehicles should be repealed if you want', 'start': 597.06, 'duration': 2.52}
{'text': 'to have a conversation about whether', 'start': 598.74, 'duration': 1.98}
{'text': 'some people should be allowed to', 'start': 599.58, 'duration': 2.58}
{'text': 'privately invest in a company no no I', 'start': 600.72, 'duration': 3.48}
{'text': 'just said the government literally', 'start': 602.16, 'duration': 4.619}
{'text': 'created it is the problem no no because', 'start': 604.2, 'duration': 4.62}
{'text': "you're doing no no no we're not gonna do", 'start': 606.779, 'duration': 4.101}
{'text': 'it', 'start': 608.82, 'duration': 2.06}
{'text': 'in a private company where no one else', 'start': 618.5, 'duration': 4.54}
{'text': "could compete that's what we're talking", 'start': 621.3, 'duration': 3.0}
{'text': 'about when you say when you say', 'start': 623.04, 'duration': 2.82}
{'text': 'something along those along the lines of', 'start': 624.3, 'duration': 5.06}
{'text': 'like how did Amazon Jeff Bezos came out', 'start': 625.86, 'duration': 6.74}
{'text': 'right now', 'start': 629.36, 'duration': 5.68}
{'text': 'probably uses Amazon Prime everybody in', 'start': 632.6, 'duration': 3.64}
{'text': 'this room probably buy [\xa0__\xa0] off Amazon', 'start': 635.04, 'duration': 2.58}
{'text': 'everybody in this room probably uses', 'start': 636.24, 'duration': 3.0}
{'text': 'Amazon video like we know why these', 'start': 637.62, 'duration': 2.88}
{'text': 'companies become huge because they offer', 'start': 639.24, 'duration': 3.12}
{'text': 'products that everybody in society no no', 'start': 640.5, 'duration': 3.6}
{'text': 'I just want to talk about repealing an', 'start': 642.36, 'duration': 4.4}
{'text': 'individuals', 'start': 644.1, 'duration': 2.66}
{'text': 'that can compete with unlimited funding', 'start': 649.459, 'duration': 4.541}
{'text': "from the government you can nobody's", 'start': 652.079, 'duration': 3.061}
{'text': 'getting unlimited funding from the', 'start': 654.0, 'duration': 2.7}
{'text': 'government I just told you do you talk', 'start': 655.14, 'duration': 2.819}
{'text': 'about talking to me about specific', 'start': 656.7, 'duration': 3.92}
{'text': 'substances', 'start': 657.959, 'duration': 2.661}
{'text': "one second let me cut in let's hear from", 'start': 663.68, 'duration': 4.0}
{'text': 'the Marxist', 'start': 666.3, 'duration': 4.2}
{'text': 'um see the purpose of the state is to', 'start': 667.68, 'duration': 5.159}
{'text': 'uphold class relations right', 'start': 670.5, 'duration': 5.16}
{'text': "go on yeah so that's it that's it I'm", 'start': 672.839, 'duration': 5.301}
{'text': 'the moderator', 'start': 675.66, 'duration': 2.48}
{'text': 'um the purpose of the state is to uphold', 'start': 678.24, 'duration': 3.42}
{'text': 'class relations a fundamental difference', 'start': 679.74, 'duration': 4.62}
{'text': 'between two classes owner not owner', 'start': 681.66, 'duration': 5.34}
{'text': 'right Facebook is an owner they benefit', 'start': 684.36, 'duration': 4.58}
{'text': 'from all the action that the state does', 'start': 687.0, 'duration': 4.32}
{'text': "ultimately I'm gonna have to decide with", 'start': 688.94, 'duration': 4.48}
{'text': "Nico on this like it's it's going to be", 'start': 691.32, 'duration': 3.9}
{'text': 'either through State subsidies either', 'start': 693.42, 'duration': 3.24}
{'text': 'through investment either through any of', 'start': 695.22, 'duration': 4.14}
{'text': 'that uh that Facebook gains its', 'start': 696.66, 'duration': 4.02}
{'text': 'dominance that Amazon gains its', 'start': 699.36, 'duration': 2.94}
{'text': 'dominance again it was just a dumb', 'start': 700.68, 'duration': 4.86}
{'text': 'bookstore in the 1990s that was nearing', 'start': 702.3, 'duration': 5.94}
{'text': 'the uh if you remember the.com bubble', 'start': 705.54, 'duration': 5.099}
{'text': 'that was that was they were going to go', 'start': 708.24, 'duration': 5.099}
{'text': "down with that why didn't they that's a", 'start': 710.639, 'duration': 4.561}
{'text': "in my opinion that's really the question", 'start': 713.339, 'duration': 5.221}
{'text': "here uh it's 100 yeah I'm just basically", 'start': 715.2, 'duration': 4.98}
{'text': 'with you on this like the only way you', 'start': 718.56, 'duration': 3.42}
{'text': 'can invest in the SpaceX is to buy', 'start': 720.18, 'duration': 4.38}
{'text': 'stocks in Google and SpaceX is literally', 'start': 721.98, 'duration': 4.799}
{'text': 'basically owned by the Pentagon now so', 'start': 724.56, 'duration': 4.44}
{'text': "like that's a coincidence sure is your", 'start': 726.779, 'duration': 4.921}
{'text': 'eye is your argument that because', 'start': 729.0, 'duration': 4.98}
{'text': 'government has undue influences over', 'start': 731.7, 'duration': 4.74}
{'text': 'these social media entities that', 'start': 733.98, 'duration': 3.96}
{'text': "therefore they're obstructing Free", 'start': 736.44, 'duration': 4.5}
{'text': 'Speech but not directly through law but', 'start': 737.94, 'duration': 4.92}
{'text': 'indirectly through company policy yeah', 'start': 740.94, 'duration': 2.76}
{'text': "where they don't have to be held", 'start': 742.86, 'duration': 2.88}
{'text': "accountable for what they do they're how", 'start': 743.7, 'duration': 3.12}
{'text': "what do you mean by that they don't have", 'start': 745.74, 'duration': 2.52}
{'text': 'to be held accountable the government', 'start': 746.82, 'duration': 3.48}
{'text': "can't be held accountable for something", 'start': 748.26, 'duration': 3.72}
{'text': 'because people like Destiny are going to', 'start': 750.3, 'duration': 2.82}
{'text': 'come up here make an argument say no', 'start': 751.98, 'duration': 2.58}
{'text': "that's just a private company that's not", 'start': 753.12, 'duration': 2.82}
{'text': 'the government doing that yeah the', 'start': 754.56, 'duration': 2.76}
{'text': 'government is literally letting them', 'start': 755.94, 'duration': 4.079}
{'text': 'skate it every at every turn no matter', 'start': 757.32, 'duration': 4.74}
{'text': 'how much information gets put on them no', 'start': 760.019, 'duration': 3.301}
{'text': "matter how much people find out they're", 'start': 762.06, 'duration': 3.54}
{'text': 'using their Monopoly to influence the', 'start': 763.32, 'duration': 4.86}
{'text': 'outcome of politics and but then when we', 'start': 765.6, 'duration': 3.96}
{'text': 'go and try to hold anybody accountable', 'start': 768.18, 'duration': 3.24}
{'text': 'the government just ultimately gives', 'start': 769.56, 'duration': 3.66}
{'text': 'Facebook what they want again and then', 'start': 771.42, 'duration': 4.02}
{'text': 'Facebook like just starts the meta verse', 'start': 773.22, 'duration': 4.32}
{'text': 'and so the reason why nobody is held', 'start': 775.44, 'duration': 3.54}
{'text': 'accountable is because at the end of the', 'start': 777.54, 'duration': 3.0}
{'text': 'day all we do is we go online and we', 'start': 778.98, 'duration': 2.94}
{'text': '[\xa0__\xa0] post about how horrible these', 'start': 780.54, 'duration': 2.64}
{'text': "companies are but you can't actually", 'start': 781.92, 'duration': 2.76}
{'text': 'point to a piece of legislation that', 'start': 783.18, 'duration': 2.76}
{'text': "you'd want repealed you can't point to", 'start': 784.68, 'duration': 2.94}
{'text': 'like some actual we could literally just', 'start': 785.94, 'duration': 3.42}
{'text': "reform 2 30. you can't if you want to", 'start': 787.62, 'duration': 2.76}
{'text': "talk about Tuesday you can't repealing", 'start': 789.36, 'duration': 3.12}
{'text': "230 would lead to it okay so I didn't", 'start': 790.38, 'duration': 3.48}
{'text': 'say repeat you talk about reforming 2', 'start': 792.48, 'duration': 4.14}
{'text': "30. sure you can perform 230. that's", 'start': 793.86, 'duration': 4.02}
{'text': 'probably going to destroy every single', 'start': 796.62, 'duration': 3.719}
{'text': 'new website why would it do that well', 'start': 797.88, 'duration': 3.959}
{'text': 'you could just reform and make sure it', 'start': 800.339, 'duration': 4.161}
{'text': "doesn't do that okay", 'start': 801.839, 'duration': 2.661}
{'text': "it's not going to destroy all future", 'start': 815.959, 'duration': 4.68}
{'text': 'websites', 'start': 818.16, 'duration': 2.479}
{'text': "you're being ridiculous bro come on no", 'start': 821.42, 'duration': 4.38}
{'text': 'no I want to know', 'start': 823.74, 'duration': 4.08}
{'text': 'Ariel whisper to me that we should', 'start': 825.8, 'duration': 5.38}
{'text': "Express what section 230 is so it's it's", 'start': 827.82, 'duration': 5.819}
{'text': 'quote no provider or use of an', 'start': 831.18, 'duration': 4.08}
