{'text': "like that's the worst argument possible", 'start': 0.08, 'duration': 5.6}
{'text': 'actually deals with people and not what', 'start': 140.959, 'duration': 5.681}
{'text': 'we might consider biological automata so', 'start': 143.599, 'duration': 5.201}
{'text': "we're thinking like mosquitoes we're", 'start': 146.64, 'duration': 3.12}
{'text': 'thinking', 'start': 148.8, 'duration': 1.84}
{'text': 'you know', 'start': 149.76, 'duration': 4.479}
{'text': 'things that are definitely less on', 'start': 150.64, 'duration': 5.2}
{'text': 'on the consciousness scale than dogs', 'start': 154.239, 'duration': 3.921}
{'text': "maybe plants that's an embryo to me and", 'start': 155.84, 'duration': 5.679}
{'text': 'then it actively changes over time', 'start': 158.16, 'duration': 6.159}
{'text': 'this is that is a true fact it at week', 'start': 161.519, 'duration': 3.841}
{'text': 'five', 'start': 164.319, 'duration': 2.801}
{'text': "there's a heartbeat", 'start': 165.36, 'duration': 4.239}
{'text': 'which makes it', 'start': 167.12, 'duration': 6.0}
{'text': "viable baby once it hasn't happened", 'start': 169.599, 'duration': 6.401}
{'text': 'there i there is cardiac nerves and', 'start': 173.12, 'duration': 4.8}
{'text': 'tissue developing at that point but', 'start': 176.0, 'duration': 5.28}
{'text': "there's not a heart muscle and it's not", 'start': 177.92, 'duration': 4.48}
{'text': 'a heart', 'start': 181.28, 'duration': 3.28}
{'text': 'beat that functions in the way that a', 'start': 182.4, 'duration': 4.72}
{'text': "fully developed human's heart would", 'start': 184.56, 'duration': 4.24}
{'text': 'function and so we have things like the', 'start': 187.12, 'duration': 4.8}
{'text': 'heartbeat bill in places like texas', 'start': 188.8, 'duration': 4.4}
{'text': 'which are actually', 'start': 191.92, 'duration': 3.92}
{'text': 'a misnomer or kind of a confusing way', 'start': 193.2, 'duration': 4.56}
{'text': 'that that gives the indication that this', 'start': 195.84, 'duration': 4.72}
{'text': 'is a fully functioning cardiac system', 'start': 197.76, 'duration': 4.559}
{'text': 'which is not true', 'start': 200.56, 'duration': 4.319}
{'text': 'and most doctors consider it a fetus in', 'start': 202.319, 'duration': 5.121}
{'text': 'eight weeks', 'start': 204.879, 'duration': 2.561}
{'text': 'so anything', 'start': 207.519, 'duration': 3.601}
{'text': "i i'm", 'start': 209.519, 'duration': 3.121}
{'text': "i'm a little different than everybody", 'start': 211.12, 'duration': 3.839}
{'text': "else i'm a little pro-life", 'start': 212.64, 'duration': 5.679}
{'text': 'but i also believe that', 'start': 214.959, 'duration': 4.64}
{'text': 'if', 'start': 218.319, 'duration': 4.321}
{'text': 'you have rape or incest you should be', 'start': 219.599, 'duration': 5.121}
{'text': 'able to have an abortion', 'start': 222.64, 'duration': 5.519}
{'text': 'i myself would not want to be raped and', 'start': 224.72, 'duration': 5.439}
{'text': 'raise a baby out of that', 'start': 228.159, 'duration': 3.44}
{'text': "if i'm going to have a baby it's going", 'start': 230.159, 'duration': 2.241}
{'text': 'to be', 'start': 231.599, 'duration': 2.64}
{'text': "because it's a loving family it's a", 'start': 232.4, 'duration': 5.199}
{'text': 'loving couple that wants it', 'start': 234.239, 'duration': 3.36}
{'text': 'so', 'start': 237.76, 'duration': 3.039}
{'text': "i feel like that's the worst argument", 'start': 239.2, 'duration': 2.959}
{'text': 'possible', 'start': 240.799, 'duration': 4.8}
{'text': "but that's my that's my glory yeah raped", 'start': 242.159, 'duration': 4.321}
{'text': 'in', 'start': 245.599, 'duration': 3.2}
{'text': 'uh you can have incest you need to have', 'start': 246.48, 'duration': 4.479}
{'text': 'an abortion if', 'start': 248.799, 'duration': 4.0}
{'text': "you're just some lady that goes out", 'start': 250.959, 'duration': 3.761}
{'text': 'there and has sex every other week and', 'start': 252.799, 'duration': 3.601}
{'text': 'gets pregnant every other year and', 'start': 254.72, 'duration': 2.72}
{'text': "hasn't", 'start': 256.4, 'duration': 2.959}
{'text': 'there we go', 'start': 257.44, 'duration': 3.359}
{'text': 'well i think i think that the i feel', 'start': 259.359, 'duration': 3.28}
{'text': 'like you take long did it', 'start': 260.799, 'duration': 3.201}
{'text': "well i feel like we're gonna have to", 'start': 262.639, 'duration': 2.961}
{'text': 'figure out like when is the when is it', 'start': 264.0, 'duration': 3.6}
{'text': 'like a baby when is it a thing that is', 'start': 265.6, 'duration': 3.92}
{'text': 'worth protecting and i think if that', 'start': 267.6, 'duration': 3.92}
{'text': 'answer is going to be at conception i', 'start': 269.52, 'duration': 3.36}
{'text': "mean i don't think that even in the case", 'start': 271.52, 'duration': 3.2}
{'text': "disagree well sure that's great but i'm", 'start': 272.88, 'duration': 2.96}
{'text': 'saying like even if it is that', 'start': 274.72, 'duration': 2.72}
{'text': 'conception then even for rape or incest', 'start': 275.84, 'duration': 2.48}
{'text': "we can't just say that we're going to", 'start': 277.44, 'duration': 2.56}
{'text': 'kill somebody you know because somebody', 'start': 278.32, 'duration': 2.8}
{'text': "else committed a crime that's probably", 'start': 280.0, 'duration': 3.36}
{'text': "not a good thing i think johnny's answer", 'start': 281.12, 'duration': 4.32}
{'text': 'of like when do we consider it to be', 'start': 283.36, 'duration': 3.76}
{'text': 'something worth protecting i think', 'start': 285.44, 'duration': 3.44}
{'text': 'having that like conscious experience', 'start': 287.12, 'duration': 3.68}
{'text': 'where it is like experiencing what it is', 'start': 288.88, 'duration': 4.0}
{'text': 'like to be a thing is probably the good', 'start': 290.8, 'duration': 3.52}
{'text': 'point to start because that seems to be', 'start': 292.88, 'duration': 2.96}
{'text': 'the point at which we end right like', 'start': 294.32, 'duration': 2.96}
{'text': 'people point to like oh well you know it', 'start': 295.84, 'duration': 3.12}
{'text': "has a heartbeat it's like okay like dead", 'start': 297.28, 'duration': 3.04}
{'text': 'people can have heartbeats we can keep a', 'start': 298.96, 'duration': 2.64}
{'text': 'heart running on a machine or we can', 'start': 300.32, 'duration': 2.64}
{'text': "keep a fully comatose person's heart", 'start': 301.6, 'duration': 2.72}
{'text': 'beating for a while you know people', 'start': 302.96, 'duration': 3.36}
{'text': 'without brains can have heartbeats but', 'start': 304.32, 'duration': 3.68}
{'text': 'when you lose that conscious experience', 'start': 306.32, 'duration': 2.64}
{'text': "it seems like that's when we're all", 'start': 308.0, 'duration': 2.24}
{'text': 'pretty like willing to say like okay', 'start': 308.96, 'duration': 2.799}
{'text': "this person is dead now you know it's", 'start': 310.24, 'duration': 2.959}
{'text': 'time to move on so i think we should', 'start': 311.759, 'duration': 2.561}
{'text': 'probably start it at that conscious', 'start': 313.199, 'duration': 2.801}
{'text': 'experience starting as well', 'start': 314.32, 'duration': 3.84}
{'text': "yeah my my point um i didn't mean to", 'start': 316.0, 'duration': 4.08}
{'text': 'interrupt you earlier kathy but my point', 'start': 318.16, 'duration': 3.92}
{'text': 'really is that a lot of people like to', 'start': 320.08, 'duration': 5.119}
{'text': 'argue about life beginning at', 'start': 322.08, 'duration': 5.44}
{'text': 'fertilization or', 'start': 325.199, 'duration': 5.041}
{'text': 'implantation or wherever the point may', 'start': 327.52, 'duration': 3.44}
{'text': 'be', 'start': 330.24, 'duration': 2.239}
{'text': 'but i think the more important argument', 'start': 330.96, 'duration': 2.64}
{'text': 'similar to', 'start': 332.479, 'duration': 4.0}
{'text': "destiny's point here is that personhood", 'start': 333.6, 'duration': 5.12}
{'text': "doesn't necessarily begin at that point", 'start': 336.479, 'duration': 4.081}
{'text': 'right there is obviously a difference', 'start': 338.72, 'duration': 3.84}
{'text': 'between a', 'start': 340.56, 'duration': 6.32}
{'text': 'weak old developing fetus and a', 'start': 342.56, 'duration': 7.28}
{'text': 'fully formed baby that has just been', 'start': 346.88, 'duration': 5.44}
{'text': "born which takes us back to mr girl's", 'start': 349.84, 'duration': 4.56}
{'text': 'original point here um there there is a', 'start': 352.32, 'duration': 4.319}
{'text': 'difference there and', 'start': 354.4, 'duration': 5.919}
{'text': 'where we define it is is generally', 'start': 356.639, 'duration': 5.84}
{'text': 'somewhere for for a lot of people around', 'start': 360.319, 'duration': 3.361}
{'text': 'the time that it starts to be', 'start': 362.479, 'duration': 3.361}
{'text': 'recognizable as a human it starts to', 'start': 363.68, 'duration': 5.28}
{'text': 'maybe behave in a more', 'start': 365.84, 'duration': 5.44}
{'text': 'human way', 'start': 368.96, 'duration': 5.12}
{'text': "for me that's going to be", 'start': 371.28, 'duration': 4.08}
{'text': 'viability', 'start': 374.08, 'duration': 3.76}
{'text': 'i think that personhood is really tied', 'start': 375.36, 'duration': 5.839}
{'text': 'to can your body function and sustain', 'start': 377.84, 'duration': 6.079}
{'text': "itself separate of somebody else's body", 'start': 381.199, 'duration': 5.361}
{'text': 'and and most physicians will say that at', 'start': 383.919, 'duration': 5.84}
{'text': '26 weeks a fetus has a viability chance', 'start': 386.56, 'duration': 7.12}
{'text': 'of 85 which is pretty good um so if if', 'start': 389.759, 'duration': 5.521}
{'text': 'it were up to me that would be the', 'start': 393.68, 'duration': 3.92}
{'text': 'determining factor', 'start': 395.28, 'duration': 4.96}
{'text': "it's okay so uh i just want to can we", 'start': 397.6, 'duration': 4.48}
{'text': 'just go around and can everybody give a', 'start': 400.24, 'duration': 3.92}
{'text': 'number in weeks', 'start': 402.08, 'duration': 5.36}
{'text': 'after which they think abortion should', 'start': 404.16, 'duration': 4.879}
{'text': 'be banned', 'start': 407.44, 'duration': 4.08}
{'text': 'uh if you if you have a number', 'start': 409.039, 'duration': 5.921}
{'text': 'so genevieve 26 26 but i would still', 'start': 411.52, 'duration': 5.36}
{'text': 'make exceptions beyond that for things', 'start': 414.96, 'duration': 4.48}
{'text': 'like fetal abnormality', 'start': 416.88, 'duration': 4.0}
{'text': 'health of the mother', 'start': 419.44, 'duration': 3.52}
{'text': 'um things medical complications just in', 'start': 420.88, 'duration': 5.2}
{'text': 'general 26 weeks but 26 weeks in general', 'start': 422.96, 'duration': 6.88}
{'text': 'yeah i just mean a nice general ban okay', 'start': 426.08, 'duration': 8.76}
{'text': "um i'll also say 26 or at viability", 'start': 429.84, 'duration': 8.4}
{'text': "kathy i i'd say", 'start': 434.84, 'duration': 5.72}
{'text': "eight weeks when it's considered a fetus", 'start': 438.24, 'duration': 4.399}
{'text': "when it's", 'start': 440.56, 'duration': 5.52}
{'text': 'becoming a human body', 'start': 442.639, 'duration': 5.041}
{'text': 'stephen', 'start': 446.08, 'duration': 4.16}
{'text': "um i'd say i think 20 to 24 is when all", 'start': 447.68, 'duration': 4.48}
{'text': 'the parts exist and are communicating in', 'start': 450.24, 'duration': 3.2}
{'text': 'such a way that there might be a', 'start': 452.16, 'duration': 2.72}
{'text': 'conscious experience so i would say it', 'start': 453.44, 'duration': 4.0}
{'text': 'around that time', 'start': 454.88, 'duration': 2.56}
{'text': 'johnny', 'start': 457.599, 'duration': 3.681}
{'text': "i'm obviously not", 'start': 459.039, 'duration': 5.921}
{'text': 'a doctor uh and i know that', 'start': 461.28, 'duration': 6.88}
{'text': "i know right it's very intimidating um i", 'start': 464.96, 'duration': 4.639}
{'text': 'think that', 'start': 468.16, 'duration': 4.96}
{'text': '15 weeks is generally the amount of time', 'start': 469.599, 'duration': 6.241}
{'text': "that i have heard wherein and and it's", 'start': 473.12, 'duration': 4.16}
{'text': 'generally like considered this fuzzy', 'start': 475.84, 'duration': 4.479}
{'text': 'area between 15 to 20 weeks wherein', 'start': 477.28, 'duration': 5.52}
{'text': 'there is fetal development of neural', 'start': 480.319, 'duration': 3.521}
{'text': 'tissue', 'start': 482.8, 'duration': 3.44}
{'text': 'and of tissue that will become the', 'start': 483.84, 'duration': 4.88}
{'text': 'nervous system that is actively', 'start': 486.24, 'duration': 4.639}
{'text': 'interpreting outside sources of', 'start': 488.72, 'duration': 4.56}
{'text': "information even if it's not in a way", 'start': 490.879, 'duration': 4.88}
{'text': "that it looks like thought yet it's", 'start': 493.28, 'duration': 5.039}
{'text': 'still able to', 'start': 495.759, 'duration': 4.241}
{'text': "pull something in and i think there's", 'start': 498.319, 'duration': 4.16}
{'text': 'something to be said for that so i would', 'start': 500.0, 'duration': 5.12}
{'text': 'say at about 15 to 20 weeks with medical', 'start': 502.479, 'duration': 5.361}
{'text': "discretion that's going to be my", 'start': 505.12, 'duration': 4.16}
{'text': 'fuzzy line', 'start': 507.84, 'duration': 3.12}
{'text': 'okay', 'start': 509.28, 'duration': 3.28}
{'text': 'how about e-mail okay', 'start': 510.96, 'duration': 3.84}
{'text': "uh i don't know", 'start': 512.56, 'duration': 3.2}
{'text': 'uh', 'start': 514.8, 'duration': 3.599}
{'text': 'i i think i agree with johnny i if i had', 'start': 515.76, 'duration': 5.68}
{'text': "to draw a line i'd probably say", 'start': 518.399, 'duration': 4.0}
{'text': 'um', 'start': 521.44, 'duration': 1.68}
{'text': 'like', 'start': 522.399, 'duration': 2.401}
{'text': '18 weeks', 'start': 523.12, 'duration': 3.6}
{'text': "no i'm not what's your justification", 'start': 524.8, 'duration': 3.599}
{'text': 'though', 'start': 526.72, 'duration': 2.64}
{'text': 'um', 'start': 528.399, 'duration': 3.521}
{'text': "i i don't know it's some combination of", 'start': 529.36, 'duration': 5.28}
{'text': 'like how it feels to look at a picture', 'start': 531.92, 'duration': 5.52}
{'text': 'of a fetus that is at that age where', 'start': 534.64, 'duration': 4.319}
{'text': "it's like that kind of that feels like a", 'start': 537.44, 'duration': 2.8}
{'text': 'person', 'start': 538.959, 'duration': 5.281}
{'text': 'yeah um and then yeah so like the brain', 'start': 540.24, 'duration': 6.159}
{'text': 'how it feels', 'start': 544.24, 'duration': 4.32}
{'text': "well i think i'd be lying if i said i", 'start': 546.399, 'duration': 6.481}
{'text': "wasn't so i i that it probably is", 'start': 548.56, 'duration': 7.04}
{'text': 'if you if it was just like a shapeless', 'start': 552.88, 'duration': 3.6}
{'text': 'ball', 'start': 555.6, 'duration': 1.6}
{'text': 'and', 'start': 556.48, 'duration': 2.32}
{'text': 'somebody was like no that the brain is', 'start': 557.2, 'duration': 3.52}
{'text': "still it's going in there it's dreaming", 'start': 558.8, 'duration': 3.599}
{'text': 'but it just looks like a little like', 'start': 560.72, 'duration': 2.88}
{'text': 'blob', 'start': 562.399, 'duration': 2.641}
{'text': 'um', 'start': 563.6, 'duration': 3.76}
{'text': 'i might be like well', 'start': 565.04, 'duration': 4.88}
{'text': "you can kill that i guess i don't know", 'start': 567.36, 'duration': 5.36}
{'text': 'as close as it looks to a human', 'start': 569.92, 'duration': 4.479}
{'text': 'yeah when it starts looking like a human', 'start': 572.72, 'duration': 2.559}
{'text': 'then', 'start': 574.399, 'duration': 3.201}
{'text': "then i'm like well that feels it feels", 'start': 575.279, 'duration': 3.441}
{'text': 'pretty bad killing that what about', 'start': 577.6, 'duration': 3.52}
{'text': 'really ugly people that never look human', 'start': 578.72, 'duration': 5.04}
{'text': "yeah let's see exactly those those seem", 'start': 581.12, 'duration': 5.44}
{'text': 'abortable to me no i i just', 'start': 583.76, 'duration': 4.72}
{'text': "i just i do i do want to ignore i'm not", 'start': 586.56, 'duration': 3.52}
{'text': 'trying to say that my you know my heart', 'start': 588.48, 'duration': 4.32}
{'text': 'strings are the the basis of my', 'start': 590.08, 'duration': 3.92}
{'text': 'argument', 'start': 592.8, 'duration': 2.88}
{'text': 'but they', 'start': 594.0, 'duration': 4.48}
{'text': 'but they play into a lot into um my', 'start': 595.68, 'duration': 4.48}
{'text': 'answer to your question', 'start': 598.48, 'duration': 3.68}
{'text': 'so what else are you what else just', 'start': 600.16, 'duration': 3.6}
{'text': 'brain development i think i think i', 'start': 602.16, 'duration': 4.08}
{'text': 'think the brain is you know the the kind', 'start': 603.76, 'duration': 4.24}
{'text': 'of the seat of', 'start': 606.24, 'duration': 3.12}
{'text': 'existence', 'start': 608.0, 'duration': 2.64}
{'text': 'johnny', 'start': 609.36, 'duration': 3.12}
{'text': "i'd like to admit that with going with", 'start': 610.64, 'duration': 5.84}
{'text': '15 weeks there is a line wherein', 'start': 612.48, 'duration': 7.44}
{'text': "there's not viability outside the womb", 'start': 616.48, 'duration': 5.84}
{'text': 'but there is internal development that i', 'start': 619.92, 'duration': 5.28}
{'text': 'find so significant that it ought to be', 'start': 622.32, 'duration': 5.44}
{'text': 'preserved if possible', 'start': 625.2, 'duration': 4.8}
{'text': "and i don't have a necessarily great", 'start': 627.76, 'duration': 3.92}
{'text': 'answer for that either although i will', 'start': 630.0, 'duration': 2.64}
{'text': 'say that', 'start': 631.68, 'duration': 4.32}
{'text': "i think i think kathy's answer", 'start': 632.64, 'duration': 5.84}
{'text': 'with the heartbeat is just a little bit', 'start': 636.0, 'duration': 4.88}
{'text': "too early because again we're talking", 'start': 638.48, 'duration': 4.479}
{'text': 'about something that maybe has the shape', 'start': 640.88, 'duration': 4.0}
{'text': "of a heart but isn't feeling anything", 'start': 642.959, 'duration': 4.0}
{'text': "it's not experiencing anything", 'start': 644.88, 'duration': 3.519}
{'text': 'and', 'start': 646.959, 'duration': 3.201}
{'text': 'when you get into', 'start': 648.399, 'duration': 3.44}
{'text': "that line where it's experiencing", 'start': 650.16, 'duration': 3.6}
{'text': "something but it can't quite survive", 'start': 651.839, 'duration': 4.321}
{'text': 'outside the womb yet that feels to me', 'start': 653.76, 'duration': 3.759}
{'text': 'again like something that needs to be', 'start': 656.16, 'duration': 2.679}
{'text': 'preserved', 'start': 657.519, 'duration': 2.961}
{'text': 'for', 'start': 658.839, 'duration': 4.12}
{'text': 'the viability of its future life which', 'start': 660.48, 'duration': 4.72}
{'text': 'is a super', 'start': 662.959, 'duration': 5.041}
{'text': 'fuzzy topic to get into like what is', 'start': 665.2, 'duration': 3.92}
{'text': 'future', 'start': 668.0, 'duration': 3.36}
{'text': 'or possible life at that point do you', 'start': 669.12, 'duration': 5.279}
{'text': 'find it feasible when you can take that', 'start': 671.36, 'duration': 5.2}
{'text': 'sonogram and start seeing the fingers', 'start': 674.399, 'duration': 4.801}
{'text': 'and the feet and', 'start': 676.56, 'duration': 3.68}
{'text': 'yeah', 'start': 679.2, 'duration': 3.52}
{'text': 'oh by the time it has fingers and and', 'start': 680.24, 'duration': 4.719}
{'text': 'feet fully developed certainly yeah dude', 'start': 682.72, 'duration': 5.559}
{'text': "it's gonna be something that is actively", 'start': 684.959, 'duration': 5.44}
{'text': 'experiencing something', 'start': 688.279, 'duration': 3.8}
{'text': 'um', 'start': 690.399, 'duration': 4.641}
{'text': 'and and we ought to feel something for', 'start': 692.079, 'duration': 5.921}
{'text': "it right that's literally our", 'start': 695.04, 'duration': 5.12}
{'text': 'function is to feel something for', 'start': 698.0, 'duration': 4.88}
{'text': 'something like that yeah', 'start': 700.16, 'duration': 4.72}
{'text': 'and as it develops obviously we feel', 'start': 702.88, 'duration': 5.44}
{'text': 'more because the potential for that', 'start': 704.88, 'duration': 6.48}
{'text': 'future life becomes more and more likely', 'start': 708.32, 'duration': 5.68}
{'text': 'we can really start to see how it', 'start': 711.36, 'duration': 5.52}
{'text': 'realistically could pan out and so i', 'start': 714.0, 'duration': 5.68}
{'text': 'think that that gives', 'start': 716.88, 'duration': 5.68}
{'text': 'gives some credence to um to a lot of', 'start': 719.68, 'duration': 5.36}
{'text': 'the points here and that as it as it', 'start': 722.56, 'duration': 4.24}
{'text': 'develops further and further along not', 'start': 725.04, 'duration': 4.08}
{'text': 'only is it functioning more like a human', 'start': 726.8, 'duration': 5.36}
{'text': 'but but we can be pretty sure that that', 'start': 729.12, 'duration': 5.68}
{'text': 'its potential life is going to actualize', 'start': 732.16, 'duration': 3.679}
{'text': 'right', 'start': 734.8, 'duration': 2.56}
{'text': 'and on the side of', 'start': 735.839, 'duration': 3.521}
{'text': "more of the mother's biology at that", 'start': 737.36, 'duration': 3.52}
{'text': "point or how you compare the mother's", 'start': 739.36, 'duration': 4.159}
{'text': 'biology in this case', 'start': 740.88, 'duration': 4.72}
{'text': "i think everyone who's female here would", 'start': 743.519, 'duration': 4.241}
{'text': 'know that you know eight weeks is a', 'start': 745.6, 'duration': 3.52}
{'text': 'really rough', 'start': 747.76, 'duration': 3.68}
{'text': 'really small time period to notice that', 'start': 749.12, 'duration': 4.0}
{'text': "you didn't have a period for a lot of", 'start': 751.44, 'duration': 3.12}
{'text': "people especially if you're not on a", 'start': 753.12, 'duration': 4.48}
{'text': 'regular birth control and i think that', 'start': 754.56, 'duration': 6.24}
{'text': "you know i i think it's funny that", 'start': 757.6, 'duration': 5.359}
{'text': 'there are so many convenient timings in', 'start': 760.8, 'duration': 4.56}
{'text': 'the human body it it feels very like', 'start': 762.959, 'duration': 4.401}
{'text': 'spooky sometimes for me as a person who', 'start': 765.36, 'duration': 3.279}
{'text': "doesn't like believe in a clockwork", 'start': 767.36, 'duration': 5.44}
{'text': 'creator um that 15 weeks happens to be', 'start': 768.639, 'duration': 5.921}
{'text': 'about three months like oh you notice', 'start': 772.8, 'duration': 3.76}
{'text': "you're not having a period at that point", 'start': 774.56, 'duration': 4.24}
{'text': 'and it also happens to be right when', 'start': 776.56, 'duration': 4.0}
{'text': 'that viability of the nervous system', 'start': 778.8, 'duration': 4.24}
{'text': 'starts', 'start': 780.56, 'duration': 2.48}
{'text': "so i don't disagree obviously that we're", 'start': 784.32, 'duration': 3.28}
{'text': 'going to start seeing the nervous system', 'start': 786.0, 'duration': 5.04}
{'text': 'developing at 15 weeks but most', 'start': 787.6, 'duration': 6.64}
{'text': 'specialists in the field will say that', 'start': 791.04, 'duration': 5.68}
{'text': 'even though they can respond to stimuli', 'start': 794.24, 'duration': 4.48}
{'text': 'like if you are doing an amniocentesis', 'start': 796.72, 'duration': 3.359}
{'text': 'and the needle accidentally bumps the', 'start': 798.72, 'duration': 3.84}
{'text': "flip's going to move um but there's a", 'start': 800.079, 'duration': 3.841}
{'text': 'difference between responding to', 'start': 802.56, 'duration': 3.68}
{'text': 'stimulus and actually like sensing it or', 'start': 803.92, 'duration': 5.12}
{'text': 'having like the ability to', 'start': 806.24, 'duration': 4.32}
{'text': "understand that you're feeling something", 'start': 809.04, 'duration': 3.12}
{'text': 'because you know that you have a foot', 'start': 810.56, 'duration': 3.92}
{'text': 'like just having a sense of yourself and', 'start': 812.16, 'duration': 4.56}
{'text': "that typically doesn't develop until", 'start': 814.48, 'duration': 3.599}
{'text': "according to most experts they're going", 'start': 816.72, 'duration': 4.4}
{'text': 'to put that after 20 weeks', 'start': 818.079, 'duration': 5.361}
{'text': "but i mean that's i feel like talking", 'start': 821.12, 'duration': 4.719}
{'text': 'about the experiences of it are a little', 'start': 823.44, 'duration': 5.28}
{'text': 'bit moot because we there are people who', 'start': 825.839, 'duration': 6.0}
{'text': 'will argue all day up and down that', 'start': 828.72, 'duration': 5.2}
{'text': 'this sense of self of an infant like a', 'start': 831.839, 'duration': 4.321}
{'text': 'born infant is not equal', 'start': 833.92, 'duration': 4.479}
{'text': 'to that of later on so i feel like', 'start': 836.16, 'duration': 4.08}
{'text': "that's not like the best pro-choice", 'start': 838.399, 'duration': 3.521}
{'text': "argument honestly perhaps i didn't i", 'start': 840.24, 'duration': 3.039}
{'text': 'guess i could have also worded it in the', 'start': 841.92, 'duration': 3.44}
{'text': "sense that the brain isn't formed in a", 'start': 843.279, 'duration': 5.041}
{'text': 'way that we really think of as as being', 'start': 845.36, 'duration': 5.2}
{'text': 'a fully formed brain until after 20', 'start': 848.32, 'duration': 4.639}
