{'text': 'i have with me destiny twitch streamer', 'start': 0.08, 'duration': 6.56}
{'text': 'heard about you i knew that', 'start': 82.72, 'duration': 4.8}
{'text': "are you guys married now or i'm gonna", 'start': 85.2, 'duration': 4.239}
{'text': 'engage or', 'start': 87.52, 'duration': 3.599}
{'text': "we're engaged hopefully married in the", 'start': 89.439, 'duration': 4.72}
{'text': 'next couple months yeah yeah really', 'start': 91.119, 'duration': 6.241}
{'text': 'and so uh melina why did you say yes to', 'start': 94.159, 'duration': 5.201}
{'text': 'destiny when he asked would you marry', 'start': 97.36, 'duration': 4.56}
{'text': 'him because i love him and what do you', 'start': 99.36, 'duration': 4.24}
{'text': 'love about him', 'start': 101.92, 'duration': 4.879}
{'text': "everything did you know he's a liberal", 'start': 103.6, 'duration': 5.76}
{'text': "yeah but that's amazing", 'start': 106.799, 'duration': 3.6}
{'text': 'yeah', 'start': 109.36, 'duration': 3.28}
{'text': "i think it's amazing really", 'start': 110.399, 'duration': 5.521}
{'text': 'so would you classify him as a beta male', 'start': 112.64, 'duration': 4.799}
{'text': 'on alpha male 1', 'start': 115.92, 'duration': 4.64}
{'text': "he's a sigma male 1", 'start': 117.439, 'duration': 3.121}
{'text': 'sigma male jesse you know where sigma', 'start': 121.6, 'duration': 3.28}
{'text': 'males are no god does not know this oh', 'start': 123.2, 'duration': 4.16}
{'text': "you're behind on the times i am what is", 'start': 124.88, 'duration': 3.599}
{'text': 'it', 'start': 127.36, 'duration': 2.64}
{'text': 'sigma males are men that go their own', 'start': 128.479, 'duration': 3.361}
{'text': "way jesse they don't play the alpha beta", 'start': 130.0, 'duration': 4.879}
{'text': 'games okay they live their own lives oh', 'start': 131.84, 'duration': 6.16}
{'text': "that's amazing it says destiny why", 'start': 134.879, 'duration': 5.681}
{'text': "didn't you ask molina to marry you", 'start': 138.0, 'duration': 5.04}
{'text': 'taxes because i love her too and what do', 'start': 140.56, 'duration': 4.319}
{'text': 'you love about her', 'start': 143.04, 'duration': 3.68}
{'text': 'uh i love her adventures guys you guys', 'start': 144.879, 'duration': 3.121}
{'text': "[\xa0__\xa0] up guys you can't you can't you", 'start': 146.72, 'duration': 3.28}
{'text': "can't claim you a single male i didn't", 'start': 148.0, 'duration': 3.12}
{'text': 'say that and', 'start': 150.0, 'duration': 2.64}
{'text': 'i love how adventurous she is she', 'start': 151.12, 'duration': 3.199}
{'text': 'travels a lot uh i like that she goes', 'start': 152.64, 'duration': 3.28}
{'text': 'outside a lot so it gets me outside a', 'start': 154.319, 'duration': 3.28}
{'text': 'lot we go like swimming and diving and', 'start': 155.92, 'duration': 2.64}
{'text': 'hiking', 'start': 157.599, 'duration': 2.961}
{'text': "um she's fun to be around and i got him", 'start': 158.56, 'duration': 3.6}
{'text': 'to go to the gym oh yeah she gets me to', 'start': 160.56, 'duration': 3.679}
{'text': 'go to the gym yeah', 'start': 162.16, 'duration': 3.68}
{'text': 'oh nice', 'start': 164.239, 'duration': 3.28}
{'text': 'and so when you got when are you getting', 'start': 165.84, 'duration': 3.119}
{'text': 'married', 'start': 167.519, 'duration': 4.241}
{'text': "i'm not 100 sure all the visa stuff is", 'start': 168.959, 'duration': 4.721}
{'text': 'complicated now because of the uh the', 'start': 171.76, 'duration': 3.6}
{'text': "corona virus so it's hard to figure out", 'start': 173.68, 'duration': 3.12}
{'text': 'when things are going to happen', 'start': 175.36, 'duration': 3.92}
{'text': 'so melina will you marry him are you', 'start': 176.8, 'duration': 4.48}
{'text': 'going to move to america', 'start': 179.28, 'duration': 3.12}
{'text': 'yeah', 'start': 181.28, 'duration': 3.679}
{'text': 'oh god nice and when you obey him they', 'start': 182.4, 'duration': 4.8}
{'text': 'were [\xa0__\xa0] engaged', 'start': 184.959, 'duration': 4.64}
{'text': "huh i'll be honest i i don't know i", 'start': 187.2, 'duration': 3.44}
{'text': "don't know a lot about the relationship", 'start': 189.599, 'duration': 2.64}
{'text': 'i thought they were like in this open', 'start': 190.64, 'duration': 3.44}
{'text': "relationship thing that's what i thought", 'start': 192.239, 'duration': 3.201}
{'text': "i don't know wait what did he say did he", 'start': 194.08, 'duration': 2.96}
{'text': 'say something obey hold on move to', 'start': 195.44, 'duration': 4.0}
{'text': 'america yeah', 'start': 197.04, 'duration': 6.96}
{'text': 'oh god and when you obey him', 'start': 199.44, 'duration': 4.56}
{'text': "oh i didn't hear that", 'start': 204.799, 'duration': 5.36}
{'text': 'obey like take my orders', 'start': 207.12, 'duration': 5.839}
{'text': 'wait for what', 'start': 210.159, 'duration': 2.8}
{'text': 'what do you mean by that jesse because', 'start': 213.2, 'duration': 3.2}
{'text': 'uh', 'start': 215.28, 'duration': 3.92}
{'text': 'the man is the head of the wife', 'start': 216.4, 'duration': 5.36}
{'text': "and it's the wife's responsibility to", 'start': 219.2, 'duration': 5.28}
{'text': 'obey her husband', 'start': 221.76, 'duration': 5.199}
{'text': 'can you say', 'start': 224.48, 'duration': 2.479}
{'text': "what i wasn't prepared for that", 'start': 239.04, 'duration': 4.72}
{'text': 'and when you get married are you going', 'start': 241.92, 'duration': 3.84}
{'text': 'to stay home and watch over his children', 'start': 243.76, 'duration': 5.28}
{'text': 'and raise his children for him', 'start': 245.76, 'duration': 3.28}
{'text': 'yeah', 'start': 249.2, 'duration': 2.64}
{'text': 'maybe if we have kids in the future', 'start': 250.4, 'duration': 3.36}
{'text': 'maybe i mean she streams so she can work', 'start': 251.84, 'duration': 3.52}
{'text': 'and scream at the same time or scream', 'start': 253.76, 'duration': 3.12}
{'text': 'because i thought i could work and take', 'start': 255.36, 'duration': 2.719}
{'text': 'care of the kids at the same time and', 'start': 256.88, 'duration': 4.0}
{'text': 'make more money yeah amazing', 'start': 258.079, 'duration': 5.361}
{'text': 'uh well as well congratulations on', 'start': 260.88, 'duration': 4.0}
{'text': 'getting married', 'start': 263.44, 'duration': 3.039}
{'text': 'thanks jesse yeah i do wish you well', 'start': 264.88, 'duration': 4.0}
{'text': "with that um melina you're a very", 'start': 266.479, 'duration': 4.16}
{'text': 'interesting person so i need to talk to', 'start': 268.88, 'duration': 3.84}
{'text': 'you first i already know about destiny', 'start': 270.639, 'duration': 3.84}
{'text': 'or something i learned some new things', 'start': 272.72, 'duration': 4.08}
{'text': 'about that', 'start': 274.479, 'duration': 2.321}
{'text': "so what's important to you molina", 'start': 276.96, 'duration': 6.959}
{'text': 'in life yeah period', 'start': 280.88, 'duration': 4.08}
{'text': 'like', 'start': 283.919, 'duration': 2.241}
{'text': 'having fun', 'start': 284.96, 'duration': 2.48}
{'text': 'having fun', 'start': 286.16, 'duration': 3.599}
{'text': 'yeah how old are you', 'start': 287.44, 'duration': 5.199}
{'text': '23 23 and what', 'start': 289.759, 'duration': 5.041}
{'text': 'jesus bro', 'start': 292.639, 'duration': 5.601}
{'text': 'dude what i thought i i thought she was', 'start': 294.8, 'duration': 6.72}
{'text': 'older than me dude what the [\xa0__\xa0] no you', 'start': 298.24, 'duration': 5.28}
{'text': 'hat when you say having fun what do you', 'start': 301.52, 'duration': 2.88}
{'text': 'mean', 'start': 303.52, 'duration': 3.92}
{'text': 'like travel experiencing things like', 'start': 304.4, 'duration': 5.44}
{'text': 'doing psychedelic drugs is fun for me', 'start': 307.44, 'duration': 4.8}
{'text': 'like painting streaming meeting people', 'start': 309.84, 'duration': 5.44}
{'text': 'oh no did you say doing drops', 'start': 312.24, 'duration': 5.2}
{'text': "yeah that's fun and what type of dress", 'start': 315.28, 'duration': 3.28}
{'text': 'did you do', 'start': 317.44, 'duration': 1.92}
{'text': 'like', 'start': 318.56, 'duration': 1.84}
{'text': 'mushrooms', 'start': 319.36, 'duration': 3.48}
{'text': 'do you really', 'start': 320.4, 'duration': 4.16}
{'text': 'yeah', 'start': 322.84, 'duration': 3.56}
{'text': 'no why do you do them', 'start': 324.56, 'duration': 3.12}
{'text': "because it's fun", 'start': 326.4, 'duration': 3.68}
{'text': "you're missing out yeah you should you", 'start': 327.68, 'duration': 3.519}
{'text': 'should do them you should do and you', 'start': 330.08, 'duration': 3.2}
{'text': "will see it's fun but i don't need to i", 'start': 331.199, 'duration': 3.761}
{'text': 'have peace', 'start': 333.28, 'duration': 3.199}
{'text': 'but i mean', 'start': 334.96, 'duration': 3.36}
{'text': "sure but don't you want a little bit", 'start': 336.479, 'duration': 3.841}
{'text': 'more peace by having some psychedelic', 'start': 338.32, 'duration': 4.0}
{'text': 'mushrooms', 'start': 340.32, 'duration': 5.599}
{'text': 'like imagine like maybe your life is fun', 'start': 342.32, 'duration': 5.28}
{'text': 'but maybe sometimes you go on roller', 'start': 345.919, 'duration': 3.201}
{'text': 'coasters to make it even more fun', 'start': 347.6, 'duration': 4.0}
{'text': "sometimes that's amazing and do you", 'start': 349.12, 'duration': 5.28}
{'text': 'smoke do you smoke pot as well no you', 'start': 351.6, 'duration': 5.36}
{'text': "know it's my pot", 'start': 354.4, 'duration': 2.56}
{'text': 'how often do you do mushrooms', 'start': 357.28, 'duration': 4.24}
{'text': 'like once a year really', 'start': 359.52, 'duration': 5.84}
{'text': 'and so how did your destiny meet', 'start': 361.52, 'duration': 6.399}
{'text': 'uh we met in new zealand so i reached', 'start': 365.36, 'duration': 4.32}
{'text': 'out to him on social media nice one and', 'start': 367.919, 'duration': 3.921}
{'text': 'then we met in new zealand like two', 'start': 369.68, 'duration': 3.84}
{'text': 'years ago three', 'start': 371.84, 'duration': 4.479}
{'text': 'stops three years ago', 'start': 373.52, 'duration': 2.799}
{'text': 'i watched one of your videos last night', 'start': 376.88, 'duration': 4.159}
{'text': "that means that he he reads dm's", 'start': 378.72, 'duration': 3.84}
{'text': 'ah', 'start': 381.039, 'duration': 4.0}
{'text': 'this weasel because i just got a little', 'start': 382.56, 'duration': 4.32}
{'text': 'idea of what you do', 'start': 385.039, 'duration': 2.641}
{'text': 'and', 'start': 386.88, 'duration': 4.4}
{'text': 'you are on your instagram or or your', 'start': 387.68, 'duration': 5.6}
{'text': 'twitch stream', 'start': 391.28, 'duration': 4.8}
{'text': 'you give our advice to other women and', 'start': 393.28, 'duration': 5.52}
{'text': 'men how to have sex can we get to that', 'start': 396.08, 'duration': 4.959}
{'text': 'part that you wanted me to see okay', 'start': 398.8, 'duration': 4.0}
{'text': "is that true i i want to be here i'm", 'start': 401.039, 'duration': 4.481}
{'text': 'clear on it sometimes to ask yes or that', 'start': 402.8, 'duration': 4.08}
{'text': 'i respond', 'start': 405.52, 'duration': 4.0}
{'text': 'and so you said something in the video i', 'start': 406.88, 'duration': 4.719}
{'text': 'thought you were joking about', 'start': 409.52, 'duration': 2.72}
{'text': 'oh', 'start': 411.599, 'duration': 2.88}
{'text': 'you said that you slept with 50 men and', 'start': 412.24, 'duration': 3.6}
{'text': 'women', 'start': 414.479, 'duration': 4.72}
{'text': 'yeah probably at 23 years old', 'start': 415.84, 'duration': 4.24}
{'text': 'yeah', 'start': 419.199, 'duration': 3.84}
{'text': "fun doesn't that sound", 'start': 420.08, 'duration': 2.959}
{'text': 'and had sex with them being hot and', 'start': 430.08, 'duration': 4.239}
{'text': "being so what is it like slipping that's", 'start': 432.319, 'duration': 3.44}
{'text': 'right', 'start': 434.319, 'duration': 3.841}
{'text': '50 men and women or 50 men and some', 'start': 435.759, 'duration': 4.481}
{'text': 'women i mean', 'start': 438.16, 'duration': 4.319}
{'text': "it's like i get better and better every", 'start': 440.24, 'duration': 3.84}
{'text': 'single time you know so like maybe in', 'start': 442.479, 'duration': 3.681}
{'text': "the start it wasn't that good and then", 'start': 444.08, 'duration': 3.839}
{'text': 'later on i was really good', 'start': 446.16, 'duration': 4.4}
{'text': "so you really slept with 50 men it's not", 'start': 447.919, 'duration': 5.361}
{'text': "it's not that no women as well 50 men", 'start': 450.56, 'duration': 3.759}
{'text': 'and women', 'start': 453.28, 'duration': 1.919}
{'text': 'yeah', 'start': 454.319, 'duration': 4.0}
{'text': "and what is that like you said it's fun", 'start': 455.199, 'duration': 4.241}
{'text': 'yeah', 'start': 458.319, 'duration': 4.121}
{'text': 'um', 'start': 459.44, 'duration': 3.0}
{'text': 'why why yeah', 'start': 465.28, 'duration': 4.72}
{'text': 'yeah why what are you looking for that', 'start': 467.599, 'duration': 4.801}
{'text': "causes you why haven't you slept with 50", 'start': 470.0, 'duration': 3.44}
{'text': 'men', 'start': 472.4, 'duration': 3.04}
{'text': "i've been a [\xa0__\xa0] maker", 'start': 473.44, 'duration': 4.24}
{'text': 'but', 'start': 475.44, 'duration': 2.24}
{'text': "why you keep saying that you're saying", 'start': 498.479, 'duration': 4.081}
{'text': "something that's not true", 'start': 500.0, 'duration': 4.16}
{'text': "i don't know i'm just asking if it's", 'start': 502.56, 'duration': 4.6}
{'text': 'true', 'start': 504.16, 'duration': 3.0}
{'text': 'did you know that women who sleep around', 'start': 507.599, 'duration': 3.921}
{'text': 'like that are slaps', 'start': 509.36, 'duration': 3.44}
{'text': 'that sounds like a lot of fun in that', 'start': 511.52, 'duration': 3.12}
{'text': "case i can be a [\xa0__\xa0] i'm having a lot of", 'start': 512.8, 'duration': 3.919}
{'text': "fun you know my will you be a st he's", 'start': 514.64, 'duration': 3.199}
{'text': 'also [\xa0__\xa0]', 'start': 516.719, 'duration': 2.161}
{'text': 'so what', 'start': 517.839, 'duration': 3.12}
{'text': 'he sleeps with women', 'start': 518.88, 'duration': 4.719}
{'text': "he's living with men and women yeah", 'start': 520.959, 'duration': 4.88}
{'text': "and so he's a slap maker", 'start': 523.599, 'duration': 4.641}
{'text': "nah he's a [\xa0__\xa0] as well", 'start': 525.839, 'duration': 4.241}
{'text': 'is that true destiny', 'start': 528.24, 'duration': 3.92}
{'text': "i i guess in your world yeah that's what", 'start': 530.08, 'duration': 5.36}
{'text': "i'd be jesse with men and women", 'start': 532.16, 'duration': 5.76}
{'text': 'yep and why do you', 'start': 535.44, 'duration': 4.16}
{'text': 'why are you doing it with both people', 'start': 537.92, 'duration': 3.52}
{'text': 'both men and women fun why not twice as', 'start': 539.6, 'duration': 4.64}
{'text': 'much fun jesse but why is it just fun to', 'start': 541.44, 'duration': 3.76}
{'text': 'do it', 'start': 544.24, 'duration': 3.599}
{'text': 'yeah sure what yeah once you get married', 'start': 545.2, 'duration': 4.72}
{'text': 'would you continue to do that', 'start': 547.839, 'duration': 3.761}
{'text': 'yes probably yeah', 'start': 549.92, 'duration': 3.599}
{'text': 'really', 'start': 551.6, 'duration': 3.919}
{'text': "i read that and i didn't i don't know if", 'start': 553.519, 'duration': 4.241}
{'text': 'i knew this or not at one time you were', 'start': 555.519, 'duration': 4.241}
{'text': 'a christian', 'start': 557.76, 'duration': 4.72}
{'text': 'long time ago like until i was 16 maybe', 'start': 559.76, 'duration': 4.639}
{'text': 'i went to catholic school what oh', 'start': 562.48, 'duration': 4.4}
{'text': 'christian what happened', 'start': 564.399, 'duration': 4.241}
{'text': 'i grew up a little bit started asking', 'start': 566.88, 'duration': 3.28}
{'text': 'questions i mean you kind of lose your', 'start': 568.64, 'duration': 2.72}
{'text': 'religion pretty quickly when you go', 'start': 570.16, 'duration': 2.96}
{'text': 'through that process i think', 'start': 571.36, 'duration': 3.76}
{'text': 'really and and', 'start': 573.12, 'duration': 3.44}
{'text': 'and you just', 'start': 575.12, 'duration': 4.0}
{'text': "didn't believe in god anymore", 'start': 576.56, 'duration': 4.32}
{'text': 'yeah not much', 'start': 579.12, 'duration': 2.96}
{'text': 'i think', 'start': 580.88, 'duration': 5.2}
{'text': 'and uh molina do you are you a christian', 'start': 582.08, 'duration': 4.879}
{'text': 'no', 'start': 586.08, 'duration': 2.48}
{'text': 'do you believe in god', 'start': 586.959, 'duration': 2.56}
{'text': 'no', 'start': 588.56, 'duration': 4.08}
{'text': 'do you have mores and values', 'start': 589.519, 'duration': 4.961}
{'text': "no you don't have anymore you don't have", 'start': 592.64, 'duration': 3.199}
{'text': 'morals or values', 'start': 594.48, 'duration': 2.24}
{'text': 'no', 'start': 595.839, 'duration': 2.161}
{'text': 'you kind of do', 'start': 596.72, 'duration': 3.36}
{'text': "you murder someone they're not yeah sure", 'start': 598.0, 'duration': 3.279}
{'text': "but not i don't believe in god or", 'start': 600.08, 'duration': 2.56}
{'text': 'anything though but do you have that', 'start': 601.279, 'duration': 2.961}
{'text': "yeah it's not a very common thing in", 'start': 602.64, 'duration': 3.6}
{'text': 'sweden to like be super religious or', 'start': 604.24, 'duration': 4.64}
{'text': "like believe in god we're pretty like", 'start': 606.24, 'duration': 4.32}
{'text': 'not into that stuff', 'start': 608.88, 'duration': 2.639}
{'text': 'really', 'start': 610.56, 'duration': 2.64}
{'text': "yeah it's like if you're uh i remember", 'start': 611.519, 'duration': 3.201}
{'text': 'there was like one guy', 'start': 613.2, 'duration': 5.23}
{'text': 'was religious and he got bullied because', 'start': 614.72, 'duration': 9.94}
{'text': '[Laughter]', 'start': 618.43, 'duration': 6.23}
{'text': "chat okay don't bully people for the", 'start': 629.519, 'duration': 4.961}
{'text': "religion god i know it's little timmy", 'start': 631.6, 'duration': 5.679}
{'text': 'dude little timmy was in sweden all', 'start': 634.48, 'duration': 5.359}
{'text': 'along', 'start': 637.279, 'duration': 2.56}
{'text': 'not either', 'start': 641.839, 'duration': 2.481}
{'text': 'no', 'start': 643.04, 'duration': 4.0}
{'text': 'what is it like to grow up without a', 'start': 644.32, 'duration': 5.12}
{'text': 'belief in god', 'start': 647.04, 'duration': 5.84}
{'text': 'uh i get to have a lot of more fun than', 'start': 649.44, 'duration': 6.399}
{'text': 'most people do yeah exactly', 'start': 652.88, 'duration': 5.92}
{'text': 'yeah um and what do you do when you have', 'start': 655.839, 'duration': 5.68}
{'text': 'those empty moments when', 'start': 658.8, 'duration': 4.719}
{'text': "that kind of stuff doesn't satisfy you", 'start': 661.519, 'duration': 4.081}
{'text': 'anymore i take mushrooms you take', 'start': 663.519, 'duration': 3.121}
{'text': 'mushrooms', 'start': 665.6, 'duration': 2.32}
{'text': 'yeah', 'start': 666.64, 'duration': 3.759}
{'text': 'and do you take mushrooms definitely', 'start': 667.92, 'duration': 7.28}
{'text': 'sometimes yeah really were you taking', 'start': 670.399, 'duration': 4.801}
{'text': 'and what do you do with your empty', 'start': 680.16, 'duration': 2.799}
{'text': 'moments', 'start': 681.6, 'duration': 3.28}
{'text': "i don't really have empty moments i got", 'start': 682.959, 'duration': 3.921}
{'text': 'i work a ton i do things for fun on the', 'start': 684.88, 'duration': 3.76}
{'text': 'side like i got people to hang out with', 'start': 686.88, 'duration': 3.36}
{'text': "guys guys i'm not i'm not going through", 'start': 688.64, 'duration': 3.92}
{'text': 'all the things guys guys yeah this is', 'start': 690.24, 'duration': 4.32}
{'text': 'this is troll do you guys plan to have', 'start': 692.56, 'duration': 4.16}
{'text': 'children once you get married', 'start': 694.56, 'duration': 4.0}
{'text': 'probably eventually yeah', 'start': 696.72, 'duration': 3.359}
{'text': 'and when you cut out all this other', 'start': 698.56, 'duration': 4.16}
{'text': 'stuff once you have children', 'start': 700.079, 'duration': 4.081}
{'text': 'um i mean like when you have children', 'start': 702.72, 'duration': 3.28}
{'text': "like you probably can't do as much", 'start': 704.16, 'duration': 2.799}
{'text': 'because', 'start': 706.0, 'duration': 2.48}
{'text': "yeah it depends on what's going on like", 'start': 706.959, 'duration': 2.401}
{'text': "we're not gonna have like the kid", 'start': 708.48, 'duration': 2.08}
{'text': "crawling around the living room or we're", 'start': 709.36, 'duration': 4.0}
{'text': 'like high on mushrooms like you know', 'start': 710.56, 'duration': 4.079}
{'text': "crawling around and stuff that's not", 'start': 713.36, 'duration': 4.0}
{'text': 'gonna happen yeah amazing wait was he', 'start': 714.639, 'duration': 5.361}
{'text': 'not with molina when reckful was alive i', 'start': 717.36, 'duration': 4.159}
{'text': "don't know my timelines are mixed i", 'start': 720.0, 'duration': 4.72}
{'text': "didn't know you already had a child", 'start': 721.519, 'duration': 4.88}
{'text': 'as a boy or girl', 'start': 724.72, 'duration': 2.559}
{'text': 'boy', 'start': 726.399, 'duration': 2.481}
{'text': 'and how old is he', 'start': 727.279, 'duration': 4.401}
{'text': '10 years old you spend time with him', 'start': 728.88, 'duration': 4.48}
{'text': 'um yeah i used to a lot when he was', 'start': 731.68, 'duration': 2.8}
{'text': 'younger but then since i moved to', 'start': 733.36, 'duration': 2.479}
{'text': 'california i just have to fly out there', 'start': 734.48, 'duration': 3.68}
{'text': 'basically every time i travel oh i see', 'start': 735.839, 'duration': 4.481}
{'text': 'i said are you when you do see him', 'start': 738.16, 'duration': 3.84}
{'text': "you're pretty close to him he's close to", 'start': 740.32, 'duration': 3.04}
{'text': 'you are you close to him yeah i think so', 'start': 742.0, 'duration': 2.72}
{'text': 'yeah sometimes we stream together when i', 'start': 743.36, 'duration': 2.64}
{'text': 'go down he likes to like goof off on', 'start': 744.72, 'duration': 2.4}
{'text': 'stream and stuff let me talk on the', 'start': 746.0, 'duration': 2.399}
{'text': 'phone and whatnot yeah', 'start': 747.12, 'duration': 2.719}
{'text': "that's amazing", 'start': 748.399, 'duration': 2.321}
{'text': 'um', 'start': 749.839, 'duration': 2.081}
{'text': 'destiny', 'start': 750.72, 'duration': 5.28}
{'text': "what's uh so you have no morals", 'start': 751.92, 'duration': 6.32}
{'text': 'i mean i think i have morals but no not', 'start': 756.0, 'duration': 5.04}
{'text': 'you but destiny i mean not you molina', 'start': 758.24, 'duration': 4.0}
{'text': 'molina', 'start': 761.04, 'duration': 2.96}
{'text': 'yeah i have morals sure what are you', 'start': 762.24, 'duration': 5.039}
{'text': 'where do you get your morse from', 'start': 764.0, 'duration': 4.16}
{'text': 'um', 'start': 767.279, 'duration': 2.881}
{'text': 'i treat people around me well i found', 'start': 768.16, 'duration': 4.4}
{'text': 'them under this bush', 'start': 770.16, 'duration': 5.6}
{'text': 'and how is it like slaps', 'start': 772.56, 'duration': 5.279}
{'text': 'like i sleep with people so they can', 'start': 775.76, 'duration': 3.84}
{'text': 'sleep with me is that what you mean do', 'start': 777.839, 'duration': 4.721}
{'text': 'you get paid to do you do people pay you', 'start': 779.6, 'duration': 7.16}
{'text': 'to sleep with you or is it free', 'start': 782.56, 'duration': 4.2}
{'text': 'why do you think i would get paid to', 'start': 787.12, 'duration': 4.32}
{'text': "sleep with people well uh i'm just i i", 'start': 788.88, 'duration': 4.8}
{'text': "don't know because i don't i i don't", 'start': 791.44, 'duration': 4.399}
{'text': 'know you i know destiny yeah but do you', 'start': 793.68, 'duration': 4.08}
{'text': 'think like for a woman to sleep with a', 'start': 795.839, 'duration': 3.841}
{'text': 'lot of people she needs to get paid', 'start': 797.76, 'duration': 3.92}
{'text': "because she doesn't want to", 'start': 799.68, 'duration': 4.32}
{'text': "it's a matter of not today because", 'start': 801.68, 'duration': 4.719}
{'text': 'the lack of value so you can get it free', 'start': 804.0, 'duration': 4.24}
{'text': 'now anywhere', 'start': 806.399, 'duration': 4.481}
{'text': "yeah i guess so no i've never i've never", 'start': 808.24, 'duration': 4.48}
{'text': 'been paid this is a good time to put the', 'start': 810.88, 'duration': 4.399}
{'text': 'donation i heard you say in your', 'start': 812.72, 'duration': 5.04}
{'text': "instagram thing that you've been you", 'start': 815.279, 'duration': 4.081}
{'text': 'were raped', 'start': 817.76, 'duration': 2.96}
{'text': 'oh', 'start': 819.36, 'duration': 2.719}
{'text': 'yeah one time', 'start': 820.72, 'duration': 2.08}
{'text': 'and', 'start': 822.079, 'duration': 3.971}
{'text': 'how and how', 'start': 822.8, 'duration': 6.08}
{'text': '[Music]', 'start': 826.05, 'duration': 5.95}
{'text': 'wow dude that segue man that was a', 'start': 828.88, 'duration': 6.72}
{'text': 'master class and had a segway man jesus', 'start': 832.0, 'duration': 6.16}
{'text': "christ are you doing what you're doing", 'start': 835.6, 'duration': 4.4}
{'text': 'now', 'start': 838.16, 'duration': 4.8}
{'text': 'oh you think that i have like issues', 'start': 840.0, 'duration': 5.36}
{'text': '[Laughter]', 'start': 842.96, 'duration': 4.8}
{'text': "what the [\xa0__\xa0] so that's right i got a", 'start': 845.36, 'duration': 3.919}
{'text': 'therapy for a little bit there but it', 'start': 847.76, 'duration': 2.72}
{'text': 'was all good', 'start': 849.279, 'duration': 3.521}
{'text': 'so were you able to overcome that trauma', 'start': 850.48, 'duration': 3.76}
{'text': 'oh my god', 'start': 852.8, 'duration': 3.839}
{'text': "how do you know you've overcome that", 'start': 854.24, 'duration': 4.399}
{'text': 'because whenever something similar has', 'start': 856.639, 'duration': 3.841}
{'text': "happened i've punched the guys in the", 'start': 858.639, 'duration': 3.601}
{'text': "face so you've been", 'start': 860.48, 'duration': 4.08}
{'text': 'uh they have tried to rape you but other', 'start': 862.24, 'duration': 4.159}
{'text': "guys have tried i'm not rapey like", 'start': 864.56, 'duration': 4.32}
{'text': 'sexually harassed or something usually i', 'start': 866.399, 'duration': 5.44}
{'text': 'just like do something about it', 'start': 868.88, 'duration': 4.16}
{'text': 'yeah', 'start': 871.839, 'duration': 4.0}
{'text': 'and so if you have a sex with so many', 'start': 873.04, 'duration': 4.0}
{'text': "people how do you know if you're being", 'start': 875.839, 'duration': 2.721}
{'text': 'raped or not', 'start': 877.04, 'duration': 2.4}
{'text': 'oh', 'start': 878.56, 'duration': 4.92}
{'text': 'because i want it', 'start': 879.44, 'duration': 4.04}
