{'text': "i'm so passionate about equipping women", 'start': 7.6, 'duration': 6.88}
{'text': "i'm gonna say in the late 90s early", 'start': 144.56, 'duration': 2.96}
{'text': '2000s because this is my whole [\xa0__\xa0]', 'start': 145.92, 'duration': 3.76}
{'text': "life because i'm only 33. um are you", 'start': 147.52, 'duration': 3.68}
{'text': 'taking notes are you looking at twitter', 'start': 149.68, 'duration': 3.199}
{'text': "i'm typing something and i'm trying to", 'start': 151.2, 'duration': 3.759}
{'text': 'figure out is there any chance i could', 'start': 152.879, 'duration': 3.601}
{'text': 'get you to consent to pause for two', 'start': 154.959, 'duration': 3.121}
{'text': "minutes i've needed to go to the oh yeah", 'start': 156.48, 'duration': 3.52}
{'text': "go for it yeah i've been streaming for", 'start': 158.08, 'duration': 3.84}
{'text': "six hours you don't need to", 'start': 160.0, 'duration': 5.319}
{'text': 'ask my permission', 'start': 161.92, 'duration': 3.399}
{'text': 'by the end of this conversation guys', 'start': 171.84, 'duration': 3.119}
{'text': "she's gonna be pro rape as well okay i'm", 'start': 173.28, 'duration': 3.44}
{'text': 'a master debater i can get everybody to', 'start': 174.959, 'duration': 4.241}
{'text': 'move over to the uh', 'start': 176.72, 'duration': 4.4}
{'text': 'to the program', 'start': 179.2, 'duration': 3.6}
{'text': 'twitch apparently', 'start': 181.12, 'duration': 3.119}
{'text': 'i gotta go delete all my tweets real', 'start': 182.8, 'duration': 4.0}
{'text': 'quick hold on', 'start': 184.239, 'duration': 2.561}
{'text': 'what do you think about therapy in', 'start': 186.959, 'duration': 4.0}
{'text': "person versus video chat um i've", 'start': 188.08, 'duration': 4.0}
{'text': 'actually thought a little bit of other', 'start': 190.959, 'duration': 3.601}
{'text': "reasons i'm not sure i think that video", 'start': 192.08, 'duration': 3.84}
{'text': 'chat', 'start': 194.56, 'duration': 3.12}
{'text': "might actually be better but i don't", 'start': 195.92, 'duration': 2.56}
{'text': 'know', 'start': 197.68, 'duration': 1.68}
{'text': 'um', 'start': 198.48, 'duration': 2.399}
{'text': "i think that if it's like a dating a", 'start': 199.36, 'duration': 3.68}
{'text': 'romantic thing i want to see people in', 'start': 200.879, 'duration': 4.401}
{'text': 'person because that i get a way more', 'start': 203.04, 'duration': 4.64}
{'text': 'holistic sense of who they are by', 'start': 205.28, 'duration': 4.64}
{'text': 'interacting with them in person i wonder', 'start': 207.68, 'duration': 4.16}
{'text': 'if having a video chat provides some', 'start': 209.92, 'duration': 3.84}
{'text': 'level of separation that lets you', 'start': 211.84, 'duration': 3.6}
{'text': 'understand like a therapist patient', 'start': 213.76, 'duration': 3.68}
{'text': 'relationship better than like fooling', 'start': 215.44, 'duration': 3.359}
{'text': 'yourself into thinking your therapist is', 'start': 217.44, 'duration': 3.04}
{'text': "your friend or maybe it's the case that", 'start': 218.799, 'duration': 2.8}
{'text': 'your therapist needs to be your friend', 'start': 220.48, 'duration': 2.319}
{'text': "for any good therapy to happen i don't", 'start': 221.599, 'duration': 2.481}
{'text': "know i don't think about it more hey", 'start': 222.799, 'duration': 2.8}
{'text': "what's up hey", 'start': 224.08, 'duration': 3.76}
{'text': 'do you want uh did you delete all your i', 'start': 225.599, 'duration': 3.681}
{'text': 'have a wireless headset just so you know', 'start': 227.84, 'duration': 2.8}
{'text': "so i can hear everything while i'm", 'start': 229.28, 'duration': 3.039}
{'text': 'walking around i just have my mic muted', 'start': 230.64, 'duration': 3.679}
{'text': "because oh [\xa0__\xa0] i'm not doing anything", 'start': 232.319, 'duration': 2.961}
{'text': 'too', 'start': 234.319, 'duration': 2.48}
{'text': "no you just you just said i'm going to", 'start': 235.28, 'duration': 3.599}
{'text': 'delete all my tweets', 'start': 236.799, 'duration': 3.841}
{'text': "i'm just kidding okay i mean i'm not", 'start': 238.879, 'duration': 3.601}
{'text': "going to look them up so it's fine i", 'start': 240.64, 'duration': 3.84}
{'text': 'think that um', 'start': 242.48, 'duration': 3.36}
{'text': 'i think that', 'start': 244.48, 'duration': 3.36}
{'text': 'especially through the early 2000s', 'start': 245.84, 'duration': 4.479}
{'text': 'and then prior to this the way that a', 'start': 247.84, 'duration': 5.28}
{'text': 'man has sex with a woman is the goal is', 'start': 250.319, 'duration': 5.361}
{'text': "like you're kind of like a a hunter or a", 'start': 253.12, 'duration': 4.239}
{'text': "trapper and you're kind of getting the", 'start': 255.68, 'duration': 3.679}
{'text': 'woman to make all the wrong steps while', 'start': 257.359, 'duration': 3.521}
{'text': "you're like getting her in the perfect", 'start': 259.359, 'duration': 3.84}
{'text': 'position so that you can do the sex to', 'start': 260.88, 'duration': 4.8}
{'text': "her that's like the goal of like how it", 'start': 263.199, 'duration': 4.481}
{'text': "works right so i'm going to take a", 'start': 265.68, 'duration': 3.84}
{'text': 'person out hopefully get them a nice', 'start': 267.68, 'duration': 3.84}
{'text': 'dinner hopefully get them to drink a bit', 'start': 269.52, 'duration': 4.08}
{'text': 'maybe get them to go back to my place', 'start': 271.52, 'duration': 3.679}
{'text': 'get them in a room and i want to get', 'start': 273.6, 'duration': 4.0}
{'text': "them to a point to where i don't but the", 'start': 275.199, 'duration': 4.081}
{'text': 'goal is you get the girl to a point', 'start': 277.6, 'duration': 3.28}
{'text': "where she can't say no at this point she", 'start': 279.28, 'duration': 3.28}
{'text': 'it has to happen you know right that', 'start': 280.88, 'duration': 3.36}
{'text': 'seemed to be like the the way that we', 'start': 282.56, 'duration': 3.28}
{'text': 'would operate um', 'start': 284.24, 'duration': 5.44}
{'text': "i would argue that in a way i think it's", 'start': 285.84, 'duration': 5.68}
{'text': 'easy to say this is kind of like rape', 'start': 289.68, 'duration': 4.32}
{'text': 'culture um', 'start': 291.52, 'duration': 5.04}
{'text': 'yeah yeah your push push push push push', 'start': 294.0, 'duration': 3.759}
{'text': 'and when i finally broke it down all the', 'start': 296.56, 'duration': 3.68}
{'text': 'defenses i could finally get in um yeah', 'start': 297.759, 'duration': 4.241}
{'text': "i i think that's a really bad way of", 'start': 300.24, 'duration': 4.72}
{'text': 'going after sexual interactions for a', 'start': 302.0, 'duration': 4.96}
{'text': 'wide variety of reasons', 'start': 304.96, 'duration': 3.12}
{'text': 'um', 'start': 306.96, 'duration': 3.36}
{'text': 'i talk a lot about on my stream that', 'start': 308.08, 'duration': 5.2}
{'text': 'like negotiating consent before any', 'start': 310.32, 'duration': 4.64}
{'text': 'sexual interaction is really cool', 'start': 313.28, 'duration': 3.28}
{'text': 'negotiating consent during sexual', 'start': 314.96, 'duration': 3.6}
{'text': 'interactions can be tough for a variety', 'start': 316.56, 'duration': 3.76}
{'text': 'of reasons um', 'start': 318.56, 'duration': 3.359}
{'text': 'et cetera et cetera et cetera', 'start': 320.32, 'duration': 2.8}
{'text': 'um', 'start': 321.919, 'duration': 3.521}
{'text': 'i think that', 'start': 323.12, 'duration': 4.4}
{'text': 'i feel like we never move in a good', 'start': 325.44, 'duration': 3.84}
{'text': 'direction i feel like the pendulum just', 'start': 327.52, 'duration': 4.88}
{'text': 'swings so far in the other way sometimes', 'start': 329.28, 'duration': 4.16}
{'text': 'um', 'start': 332.4, 'duration': 3.2}
{'text': 'that i agree that', 'start': 333.44, 'duration': 5.199}
{'text': 'okay past all that [\xa0__\xa0] okay uh uh hold', 'start': 335.6, 'duration': 4.159}
{'text': "on i don't want people to say that i'm", 'start': 338.639, 'duration': 2.641}
{'text': 'misrepresenting what i said so if', 'start': 339.759, 'duration': 2.961}
{'text': "somebody links in my original tweet i'll", 'start': 341.28, 'duration': 3.6}
{'text': "read it but basically oh that's what", 'start': 342.72, 'duration': 3.36}
{'text': 'dylan was talking about that you had a', 'start': 344.88, 'duration': 2.48}
{'text': "spicy tweet that everyone's getting", 'start': 346.08, 'duration': 3.6}
{'text': 'older oh no no no it was it was spicy', 'start': 347.36, 'duration': 4.08}
{'text': 'tweets there were a lot of them okay i', 'start': 349.68, 'duration': 3.84}
{'text': 'was real mad i get really upset because', 'start': 351.44, 'duration': 3.599}
{'text': "i'm 85 percent of the people that talk", 'start': 353.52, 'duration': 2.799}
{'text': 'about sex on twitter are [\xa0__\xa0] very', 'start': 355.039, 'duration': 2.481}
{'text': 'terrible i can tell by the way they type', 'start': 356.319, 'duration': 2.961}
{'text': "in everyone's terrible everything right", 'start': 357.52, 'duration': 3.44}
{'text': 'but the thing that irritates me the most', 'start': 359.28, 'duration': 3.28}
{'text': 'is that um', 'start': 360.96, 'duration': 4.56}
{'text': "i i'm about to borrow so much verbiage", 'start': 362.56, 'duration': 5.28}
{'text': 'from verbiage from conservatives in the', 'start': 365.52, 'duration': 4.399}
{'text': 'in the early 2010s and i never thought i', 'start': 367.84, 'duration': 3.12}
{'text': 'would do this and it sucks through this', 'start': 369.919, 'duration': 2.321}
{'text': 'but have you ever heard of the concept', 'start': 370.96, 'duration': 3.28}
{'text': 'of like the bigotry of low expectations', 'start': 372.24, 'duration': 2.88}
{'text': 'yes', 'start': 374.24, 'duration': 2.239}
{'text': "okay it's", 'start': 375.12, 'duration': 3.12}
{'text': 'a long okay a while ago that was a super', 'start': 376.479, 'duration': 5.041}
{'text': '[\xa0__\xa0] concept but today', 'start': 378.24, 'duration': 6.32}
{'text': "i don't know sometimes um", 'start': 381.52, 'duration': 5.28}
{'text': 'where like', 'start': 384.56, 'duration': 5.28}
{'text': 'there are times when as a woman i', 'start': 386.8, 'duration': 5.92}
{'text': 'definitely think it can be scary to', 'start': 389.84, 'duration': 4.96}
{'text': 'negotiate certain types of consensual', 'start': 392.72, 'duration': 4.319}
{'text': 'activities yeah in the middle of an', 'start': 394.8, 'duration': 3.92}
{'text': 'encounter absolutely i can empathize', 'start': 397.039, 'duration': 3.361}
{'text': 'with that', 'start': 398.72, 'duration': 3.919}
{'text': 'but if our default expectation and this', 'start': 400.4, 'duration': 3.359}
{'text': 'was the debate that i had with hans', 'start': 402.639, 'duration': 3.601}
{'text': 'today if our default expectation is that', 'start': 403.759, 'duration': 5.041}
{'text': "a woman can't even like verbalize a", 'start': 406.24, 'duration': 4.56}
{'text': 'boundary or if a guy is like trying to', 'start': 408.8, 'duration': 2.959}
{'text': 'break a boundary or whatever during', 'start': 410.8, 'duration': 3.2}
{'text': "sexual if a woman can't even talk that", 'start': 411.759, 'duration': 4.081}
{'text': "expectation doesn't exist then i think", 'start': 414.0, 'duration': 4.0}
{'text': 'we need to take a step back and we need', 'start': 415.84, 'duration': 4.079}
{'text': 'to like stop telling people to have', 'start': 418.0, 'duration': 4.479}
{'text': 'casual sex like we need to say like hey', 'start': 419.919, 'duration': 4.321}
{'text': 'if the default expectation is a woman', 'start': 422.479, 'duration': 4.16}
{'text': "can't even like verbalize like hey i", 'start': 424.24, 'duration': 3.28}
{'text': "don't want you to do this during a", 'start': 426.639, 'duration': 1.84}
{'text': "session kind of that's what we're going", 'start': 427.52, 'duration': 2.799}
{'text': "to expect then we shouldn't have casual", 'start': 428.479, 'duration': 3.521}
{'text': 'sex anymore because like why that just', 'start': 430.319, 'duration': 4.32}
{'text': "feels ridiculous to me um you're going", 'start': 432.0, 'duration': 4.72}
{'text': 'to get me to get cancelled before i even', 'start': 434.639, 'duration': 3.921}
{'text': 'get started yeah wait wait hold on let', 'start': 436.72, 'duration': 4.72}
{'text': 'me hold on let me let me read the tweet', 'start': 438.56, 'duration': 4.72}
{'text': 'so that you know before you hop on to', 'start': 441.44, 'duration': 2.96}
{'text': 'this because i want to give you plenty', 'start': 443.28, 'duration': 3.28}
{'text': 'of opportunity to say i do not i do not', 'start': 444.4, 'duration': 5.04}
{'text': 'endorse anything that he said i probably', 'start': 446.56, 'duration': 4.24}
{'text': "don't endorse the way you said it that's", 'start': 449.44, 'duration': 3.12}
{'text': "for sure that's good okay that's good so", 'start': 450.8, 'duration': 3.44}
{'text': 'i think the issue is that', 'start': 452.56, 'duration': 4.24}
{'text': 'somebody had tweeted out basically that', 'start': 454.24, 'duration': 3.76}
{'text': 'um', 'start': 456.8, 'duration': 5.36}
{'text': 'i wanna find hold on i have to find the', 'start': 458.0, 'duration': 5.759}
{'text': 'okay', 'start': 462.16, 'duration': 5.599}
{'text': 'so a person tweeted out okay', 'start': 463.759, 'duration': 4.0}
{'text': 'a dude slipped his condom off during sex', 'start': 467.919, 'duration': 3.761}
{'text': 'after i asked him to wear one this week', 'start': 470.16, 'duration': 2.8}
{'text': "and it's been bothering me but it was", 'start': 471.68, 'duration': 3.6}
{'text': 'too awkward to say anything not even the', 'start': 472.96, 'duration': 4.16}
{'text': 'first time this has happened stop doing', 'start': 475.28, 'duration': 4.319}
{'text': 'this man so somebody quote tweeted that', 'start': 477.12, 'duration': 4.56}
{'text': 'and they said if you knew he took off', 'start': 479.599, 'duration': 3.44}
{'text': "the condom and you couldn't even bring", 'start': 481.68, 'duration': 2.799}
{'text': "yourself to say anything you shouldn't", 'start': 483.039, 'duration': 3.201}
{'text': 'be having casual sex', 'start': 484.479, 'duration': 2.881}
{'text': 'now', 'start': 486.24, 'duration': 2.72}
{'text': 'i agree with that', 'start': 487.36, 'duration': 2.399}
{'text': 'um', 'start': 488.96, 'duration': 2.239}
{'text': 'now a lot of people got mad because i', 'start': 489.759, 'duration': 4.401}
{'text': 'retweeted him and then my next tweet was', 'start': 491.199, 'duration': 4.641}
{'text': 'if you are noticing someone is taking a', 'start': 494.16, 'duration': 3.36}
{'text': "condom off and you can't say anything", 'start': 495.84, 'duration': 2.96}
{'text': "you probably don't have the emotional", 'start': 497.52, 'duration': 3.04}
{'text': 'trade to engage in sex you should just', 'start': 498.8, 'duration': 3.6}
{'text': 'grab a caretaker or something and stick', 'start': 500.56, 'duration': 4.24}
{'text': 'to masturbating to furry porn sorry', 'start': 502.4, 'duration': 3.84}
{'text': 'and then the next picture i just give', 'start': 504.8, 'duration': 2.48}
{'text': 'you the most extreme ones you know', 'start': 506.24, 'duration': 2.72}
{'text': 'before just white people might be mad or', 'start': 507.28, 'duration': 3.599}
{'text': 'whatever and then people got really mad', 'start': 508.96, 'duration': 3.68}
{'text': 'that i said that and then i quote', 'start': 510.879, 'duration': 3.6}
{'text': 'tweeted myself and i said sorry i want', 'start': 512.64, 'duration': 3.92}
{'text': 'to apologize for my last tweet', 'start': 514.479, 'duration': 4.161}
{'text': 'you should treat okay they sound worse', 'start': 516.56, 'duration': 5.039}
{'text': 'when i read them okay', 'start': 518.64, 'duration': 5.04}
{'text': 'hold on okay jesus', 'start': 521.599, 'duration': 4.481}
{'text': 'jesus okay you should treat every single', 'start': 523.68, 'duration': 4.159}
{'text': 'woman you come across like a [\xa0__\xa0]', 'start': 526.08, 'duration': 3.36}
{'text': "child who's incapable of voicing an", 'start': 527.839, 'duration': 3.761}
{'text': 'opinion about literally anything ideally', 'start': 529.44, 'duration': 3.839}
{'text': 'you would bring her dad along to every', 'start': 531.6, 'duration': 2.96}
{'text': '[\xa0__\xa0] so that he can guide her through', 'start': 533.279, 'duration': 2.641}
{'text': 'the process', 'start': 534.56, 'duration': 3.52}
{'text': 'that was my okay', 'start': 535.92, 'duration': 7.52}
{'text': "okay so now i'm a little bit spicy sure", 'start': 538.08, 'duration': 5.36}
{'text': 'okay', 'start': 543.76, 'duration': 2.32}
{'text': 'holy [\xa0__\xa0]', 'start': 549.279, 'duration': 3.841}
{'text': "they're a little bit spicy okay a little", 'start': 551.36, 'duration': 3.28}
{'text': 'bit i would give it a six on the one to', 'start': 553.12, 'duration': 3.52}
{'text': 'ten spice meters yeah give it like one', 'start': 554.64, 'duration': 4.56}
{'text': 'one spicy pepper out of three one on', 'start': 556.64, 'duration': 3.759}
{'text': "three okay that's good", 'start': 559.2, 'duration': 4.0}
{'text': "no it's for sure like [\xa0__\xa0] maxed out", 'start': 560.399, 'duration': 6.401}
{'text': "as spicy as mcdonald's goes sure okay", 'start': 563.2, 'duration': 4.56}
{'text': 'but like', 'start': 566.8, 'duration': 4.56}
{'text': 'holy [\xa0__\xa0] like if if you', 'start': 567.76, 'duration': 5.199}
{'text': "are noticing somebody's doing something", 'start': 571.36, 'duration': 3.52}
{'text': "and you can't even like just say one", 'start': 572.959, 'duration': 3.601}
{'text': "thing it feels like if that's the", 'start': 574.88, 'duration': 3.68}
{'text': 'default expectation why are we', 'start': 576.56, 'duration': 4.08}
{'text': 'recommending anybody have casual sex if', 'start': 578.56, 'duration': 3.279}
{'text': "it sounds like everybody's just gonna", 'start': 580.64, 'duration': 2.639}
{'text': 'get raped okay', 'start': 581.839, 'duration': 2.401}
{'text': 'so', 'start': 583.279, 'duration': 2.641}
{'text': 'okay', 'start': 584.24, 'duration': 3.76}
{'text': "i i'm so mad at you for bringing this up", 'start': 585.92, 'duration': 4.16}
{'text': "because i've been [\xa0__\xa0] thinking about", 'start': 588.0, 'duration': 4.88}
{'text': 'this [\xa0__\xa0] for so long it started on tick', 'start': 590.08, 'duration': 4.4}
{'text': 'tock where i saw this chick basically', 'start': 592.88, 'duration': 3.76}
{'text': "being like look like it's not my fault", 'start': 594.48, 'duration': 3.52}
{'text': 'that i like got into this like really', 'start': 596.64, 'duration': 3.28}
{'text': "terrible relationship like i didn't pick", 'start': 598.0, 'duration': 4.88}
{'text': 'them they picked me and i was like what', 'start': 599.92, 'duration': 4.4}
{'text': 'like what do you mean and then i was', 'start': 602.88, 'duration': 2.48}
{'text': 'like okay', 'start': 604.32, 'duration': 3.04}
{'text': 'but really emotionally mature you can', 'start': 605.36, 'duration': 3.919}
{'text': "have that out if we are like yeah you're", 'start': 607.36, 'duration': 4.96}
{'text': "just like pretty unwell and so it's like", 'start': 609.279, 'duration': 4.321}
{'text': 'fair enough that you can maybe be like', 'start': 612.32, 'duration': 2.959}
{'text': "i'm a victim of like basically something", 'start': 613.6, 'duration': 2.96}
{'text': "that i couldn't resist because i was", 'start': 615.279, 'duration': 2.961}
{'text': 'like not mature enough or whatever thank', 'start': 616.56, 'duration': 2.48}
{'text': 'you', 'start': 618.24, 'duration': 3.039}
{'text': 'um', 'start': 619.04, 'duration': 4.72}
{'text': "but then i like was scrolling [\xa0__\xa0] i'm", 'start': 621.279, 'duration': 4.961}
{'text': "gonna sound like such an ass this i'm so", 'start': 623.76, 'duration': 5.68}
{'text': 'mad at you i expect you to venmo me uh', 'start': 626.24, 'duration': 6.56}
{'text': 'venmo [\xa0__\xa0] fax me 150 bucks if i get', 'start': 629.44, 'duration': 5.519}
{'text': 'cancelled tomorrow', 'start': 632.8, 'duration': 4.88}
{'text': 'oh no um', 'start': 634.959, 'duration': 5.041}
{'text': 'i was scrolling through her', 'start': 637.68, 'duration': 4.08}
{'text': 'page and then she has a lot of things', 'start': 640.0, 'duration': 3.76}
{'text': "like girl boss girl empowerment like i'm", 'start': 641.76, 'duration': 3.68}
{'text': 'a strong like strong woman stuff like', 'start': 643.76, 'duration': 3.44}
{'text': 'that and i was like okay', 'start': 645.44, 'duration': 3.2}
{'text': "i'm all for empowering women it's", 'start': 647.2, 'duration': 2.639}
{'text': 'actually like my', 'start': 648.64, 'duration': 3.04}
{'text': 'even though like women hate me and think', 'start': 649.839, 'duration': 3.041}
{'text': "i'm like a pick me half the time at", 'start': 651.68, 'duration': 4.8}
{'text': "least on tick tock i'm so passionate", 'start': 652.88, 'duration': 6.48}
{'text': 'about equipping women to navigate like', 'start': 656.48, 'duration': 6.24}
{'text': 'dating landscapes as like a mature', 'start': 659.36, 'duration': 5.2}
{'text': 'capable adult because i actually think', 'start': 662.72, 'duration': 4.48}
{'text': "that we've absolutely infantilized women", 'start': 664.56, 'duration': 4.719}
{'text': 'and i think we always have like i think', 'start': 667.2, 'duration': 4.319}
{'text': 'historically we infantilize women and', 'start': 669.279, 'duration': 4.721}
{'text': "it's like this weird like actual", 'start': 671.519, 'duration': 4.88}
{'text': 'patriarchal like view of women that it', 'start': 674.0, 'duration': 3.92}
{'text': "like feels like we're like weirdly", 'start': 676.399, 'duration': 4.0}
{'text': "holding on to and i don't understand why", 'start': 677.92, 'duration': 4.4}
{'text': "because i think the reality is that it's", 'start': 680.399, 'duration': 3.921}
{'text': "not saying that you aren't a victim of", 'start': 682.32, 'duration': 3.92}
{'text': "actual circumstances it's saying", 'start': 684.32, 'duration': 4.0}
{'text': "honestly if you're not able to like say", 'start': 686.24, 'duration': 4.08}
{'text': "the word sex or if you're not able to", 'start': 688.32, 'duration': 4.079}
{'text': 'say like hey these are my boundaries and', 'start': 690.32, 'duration': 3.84}
{'text': "i'm not okay with it maybe we should", 'start': 692.399, 'duration': 3.601}
{'text': 'just evaluate certain circumstances to', 'start': 694.16, 'duration': 3.919}
{'text': 'make sure you stay safer like how do we', 'start': 696.0, 'duration': 4.16}
{'text': "do that because casually don't have", 'start': 698.079, 'duration': 4.641}
{'text': "casual effects yeah that's a really good", 'start': 700.16, 'duration': 4.32}
{'text': "rule of thumb and if you want to they're", 'start': 702.72, 'duration': 3.04}
{'text': "like that's what we have to talk about", 'start': 704.48, 'duration': 2.479}
{'text': "it's like we've been like so as a", 'start': 705.76, 'duration': 3.44}
{'text': 'culture like so like rah-rah casual sex', 'start': 706.959, 'duration': 4.081}
{'text': "and it's like sure [\xa0__\xa0] whoever you want", 'start': 709.2, 'duration': 3.199}
{'text': "i don't give a [\xa0__\xa0]", 'start': 711.04, 'duration': 4.32}
{'text': "but we've had major sexual assault like", 'start': 712.399, 'duration': 5.201}
{'text': 'problems come out of this like major', 'start': 715.36, 'duration': 4.24}
{'text': 'sexual soul major consent problems', 'start': 717.6, 'duration': 4.72}
{'text': 'because consent is a [\xa0__\xa0] mess right', 'start': 719.6, 'duration': 4.239}
{'text': 'um', 'start': 722.32, 'duration': 3.68}
{'text': "ah i'm just so frustrated by this", 'start': 723.839, 'duration': 3.761}
{'text': 'and then the issue is that like any and', 'start': 726.0, 'duration': 4.24}
{'text': 'i will admit that i engage with these in', 'start': 727.6, 'duration': 5.359}
{'text': "relatively spicy ways okay but i've been", 'start': 730.24, 'duration': 4.64}
{'text': 'like a huge advocate historically on', 'start': 732.959, 'duration': 4.401}
{'text': 'women that have um like weird issues', 'start': 734.88, 'duration': 4.32}
{'text': 'like we talk a lot about consent and i', 'start': 737.36, 'duration': 4.159}
{'text': 'give a lot of advice on the guy side for', 'start': 739.2, 'duration': 3.68}
{'text': 'um like ensuring the safety of the', 'start': 741.519, 'duration': 3.44}
{'text': 'person with and how all these things um', 'start': 742.88, 'duration': 4.8}
{'text': 'but the frustrating thing is that like', 'start': 744.959, 'duration': 5.44}
{'text': 'it always feels like everything has to', 'start': 747.68, 'duration': 4.56}
{'text': 'come from the male side because women', 'start': 750.399, 'duration': 3.601}
{'text': 'have to be treated', 'start': 752.24, 'duration': 3.599}
