{'text': "can we talk about let's talk about", 'start': 3.77, 'duration': 5.02}
{'text': "if I've collected it all but we'll see", 'start': 86.729, 'duration': 3.681}
{'text': "they've tried bumble I think I did a", 'start': 103.49, 'duration': 3.67}
{'text': "long time ago but I didn't like it I", 'start': 105.72, 'duration': 4.11}
{'text': "don't know in bumble the girl has to", 'start': 107.16, 'duration': 4.35}
{'text': 'message you first so you know how like', 'start': 109.83, 'duration': 4.02}
{'text': 'girls typically just never do the first', 'start': 111.51, 'duration': 3.63}
{'text': "message because they don't have to on", 'start': 113.85, 'duration': 4.46}
{'text': "bumble you're like force it's even worse", 'start': 115.14, 'duration': 6.0}
{'text': "bumble is a true mine because it's like", 'start': 118.31, 'duration': 3.94}
{'text': 'if you imagined someone in bumble the', 'start': 121.14, 'duration': 2.88}
{'text': 'girl I think I think the girl has a', 'start': 122.25, 'duration': 3.6}
{'text': 'message first right what do they change', 'start': 124.02, 'duration': 4.14}
{'text': "that I'm gonna remember and then it's", 'start': 125.85, 'duration': 3.33}
{'text': "like but they'll match you then they", 'start': 128.16, 'duration': 3.21}
{'text': "just never message you and it's like the", 'start': 129.18, 'duration': 7.26}
{'text': '[\xa0__\xa0] is the point of this hi Steven why', 'start': 131.37, 'duration': 8.45}
{'text': 'why did you match me', 'start': 136.44, 'duration': 3.38}
{'text': "try omegle if I was into miners I won't", 'start': 155.24, 'duration': 5.829}
{'text': "it isn't that platform like all like 15", 'start': 158.79, 'duration': 4.669}
{'text': 'year-olds', 'start': 161.069, 'duration': 2.39}
{'text': '[Music]', 'start': 164.22, 'duration': 3.06}
{'text': 'move', 'start': 184.939, 'duration': 3.0}
{'text': "triangle Sudha Korea's connect it all", 'start': 190.969, 'duration': 19.511}
{'text': 'oh no weapon wrecking ball damn', 'start': 196.739, 'duration': 27.15}
{'text': 'another melee one I really have 1987 HP', 'start': 210.48, 'duration': 16.589}
{'text': 'on this weapon or is that just like the', 'start': 223.889, 'duration': 4.621}
{'text': "materia and show that it assumes I won't", 'start': 227.069, 'duration': 5.75}
{'text': 'Reese lot oh yeah okay Irish', 'start': 228.51, 'duration': 4.309}
{'text': "what's the best dating app that I've had", 'start': 241.82, 'duration': 7.23}
{'text': 'surprisingly good luck on tenor no no', 'start': 244.98, 'duration': 4.07}
{'text': 'okay', 'start': 251.69, 'duration': 3.0}
{'text': 'attack power attack power attack power', 'start': 254.72, 'duration': 5.95}
{'text': 'new material slots tech biotech part', 'start': 257.0, 'duration': 11.46}
{'text': 'Akbar twitch is the best dating', 'start': 260.67, 'duration': 7.79}
{'text': 'do they ever know who you are sometimes', 'start': 272.24, 'duration': 3.58}
{'text': 'but if I want tender I usually want', 'start': 274.5, 'duration': 2.85}
{'text': "girls that don't know me like if I'm are", 'start': 275.82, 'duration': 3.39}
{'text': "just like flaunt my twitch status I'd", 'start': 277.35, 'duration': 3.24}
{'text': 'message like twitch girls or whatever', 'start': 279.21, 'duration': 2.76}
{'text': "but like I think it's really fun getting", 'start': 280.59, 'duration': 3.9}
{'text': "to know somebody that doesn't know who", 'start': 281.97, 'duration': 12.29}
{'text': 'you are deals damage to dis interesting', 'start': 284.49, 'duration': 9.77}
{'text': 'yeah tinder is all about like a numbers', 'start': 308.18, 'duration': 4.54}
{'text': 'game like you just you match a match and', 'start': 310.59, 'duration': 3.449}
{'text': 'match and match and match and every now', 'start': 312.72, 'duration': 2.34}
{'text': "and then you'll find somebody that's", 'start': 314.039, 'duration': 1.801}
{'text': 'worth talking to', 'start': 315.06, 'duration': 23.759}
{'text': "she's pretty rare what do you talk about", 'start': 315.84, 'duration': 24.299}
{'text': 'on tinder or is it getting the number to', 'start': 338.819, 'duration': 2.88}
{'text': "talk to I don't know I usually I", 'start': 340.139, 'duration': 3.09}
{'text': "literally start with like hey what's up", 'start': 341.699, 'duration': 2.94}
{'text': 'how are you blah blah blah what are you', 'start': 343.229, 'duration': 3.15}
{'text': 'up to find out what and then talk and', 'start': 344.639, 'duration': 2.821}
{'text': "chat I don't follow where the", 'start': 346.379, 'duration': 3.451}
{'text': 'conversation goes if they have something', 'start': 347.46, 'duration': 3.989}
{'text': "to profile it's usually easier to do it", 'start': 349.83, 'duration': 2.97}
{'text': "off that it's nice if you can like work", 'start': 351.449, 'duration': 3.15}
{'text': 'off of like a picture so like for me', 'start': 352.8, 'duration': 2.79}
{'text': "it's really easy if somebody is a", 'start': 354.599, 'duration': 2.341}
{'text': 'picture of like an instrument like oh', 'start': 355.59, 'duration': 2.639}
{'text': 'cool you play this instrument like a', 'start': 356.94, 'duration': 3.18}
{'text': "ball although actually I don't think", 'start': 358.229, 'duration': 3.81}
{'text': "I've ever hooked up with somebody or", 'start': 360.12, 'duration': 3.63}
{'text': 'gotten far with somebody based off of a', 'start': 362.039, 'duration': 3.12}
{'text': "shared interest like music I think it's", 'start': 363.75, 'duration': 3.029}
{'text': 'ever happened all the times I put', 'start': 365.159, 'duration': 3.06}
{'text': 'something in I never talked about it', 'start': 366.779, 'duration': 2.911}
{'text': 'girls put a lot of stuff in their', 'start': 368.219, 'duration': 2.7}
{'text': "profile that they don't really ever want", 'start': 369.69, 'duration': 2.699}
{'text': 'to talk about on tinder to really', 'start': 370.919, 'duration': 2.881}
{'text': '[\xa0__\xa0] bizarre like you would think', 'start': 372.389, 'duration': 3.481}
{'text': 'that would be like the secret like lines', 'start': 373.8, 'duration': 3.63}
{'text': 'like oh god I read their profile when I', 'start': 375.87, 'duration': 3.09}
{'text': 'talk about things I robot know most', 'start': 377.43, 'duration': 3.359}
{'text': 'rumors I have no engagement with it at', 'start': 378.96, 'duration': 4.91}
{'text': "all it's really [\xa0__\xa0] weird", 'start': 380.789, 'duration': 3.081}
{'text': "I put that I'm a pianist in my profile", 'start': 389.68, 'duration': 22.98}
{'text': 'and I never send the responses where I', 'start': 411.46, 'duration': 2.579}
{'text': 'used to play piano but then I quit when', 'start': 412.66, 'duration': 2.94}
{'text': 'I was a kid I kind of regret it lol are', 'start': 414.039, 'duration': 4.231}
{'text': "you a guy or a girl I'm guessing you're", 'start': 415.6, 'duration': 3.99}
{'text': 'a guy and those are girls responding to', 'start': 418.27, 'duration': 12.3}
{'text': 'you and that sounds about right', 'start': 419.59, 'duration': 13.829}
{'text': 'a lot of people get forced to do like', 'start': 430.57, 'duration': 4.379}
{'text': 'piano at an early age and then they just', 'start': 433.419, 'duration': 2.941}
{'text': "quit when they're in high school I was", 'start': 434.949, 'duration': 11.371}
{'text': "so jealous of those people please don't", 'start': 436.36, 'duration': 11.309}
{'text': 'time I have to hunt down some of scary', 'start': 446.32, 'duration': 3.77}
{'text': '[\xa0__\xa0]', 'start': 447.669, 'duration': 2.421}
{'text': '[Music]', 'start': 450.67, 'duration': 3.06}
{'text': 'Oh No', 'start': 453.76, 'duration': 4.52}
{'text': '[Music]', 'start': 462.03, 'duration': 3.15}
{'text': "every girl's outside of online dating", 'start': 471.58, 'duration': 3.339}
{'text': "and four chatted I don't even know where", 'start': 473.75, 'duration': 2.19}
{'text': "you'd begin to I don't know what the", 'start': 474.919, 'duration': 4.581}
{'text': '[\xa0__\xa0] meat girls at [\xa0__\xa0] that [\xa0__\xa0]', 'start': 475.94, 'duration': 3.56}
{'text': '[Music]', 'start': 479.83, 'duration': 5.349}
{'text': 'okay I need one more music disc any', 'start': 493.3, 'duration': 6.58}
{'text': '[\xa0__\xa0] idea where I could possibly find', 'start': 497.63, 'duration': 12.15}
{'text': 'it you tip the recreation receptionist', 'start': 499.88, 'duration': 11.219}
{'text': "I'm sorry at the gym ask for number two", 'start': 509.78, 'duration': 3.9}
{'text': 'I try not to ask people working I try to', 'start': 511.099, 'duration': 5.57}
{'text': 'help people working ever', 'start': 513.68, 'duration': 2.989}
{'text': "it's too high risk of crunch there you", 'start': 518.8, 'duration': 8.279}
{'text': 'get the one near the bee place I have no', 'start': 525.489, 'duration': 4.051}
{'text': 'idea which someone of these places is', 'start': 527.079, 'duration': 3.771}
{'text': 'the bee place', 'start': 529.54, 'duration': 4.369}
{'text': '[Music]', 'start': 530.85, 'duration': 3.059}
{'text': 'you need to go place where women expect', 'start': 548.699, 'duration': 4.031}
{'text': 'to hit on like bars and stuff I like', 'start': 550.81, 'duration': 3.66}
{'text': 'Anna deal like bars and club scenes I', 'start': 552.73, 'duration': 3.69}
{'text': "don't like loud places dude like I can't", 'start': 554.47, 'duration': 4.109}
{'text': "I don't know like where if I have to", 'start': 556.42, 'duration': 3.33}
{'text': 'scream at somebody to talk to them I', 'start': 558.579, 'duration': 2.641}
{'text': 'immediately lose interest in the entire', 'start': 559.75, 'duration': 4.35}
{'text': "setting and I just I can't just [\xa0__\xa0] me", 'start': 561.22, 'duration': 4.77}
{'text': 'I guess the only place to meet girls is', 'start': 564.1, 'duration': 3.75}
{'text': "like bars or clubs like I'm just thank", 'start': 565.99, 'duration': 3.539}
{'text': "you I'm glad I did twitch because I", 'start': 567.85, 'duration': 4.789}
{'text': 'would never meet girls otherwise', 'start': 569.529, 'duration': 3.11}
{'text': '[Music]', 'start': 581.8, 'duration': 3.09}
{'text': "right do I hear a song here that I don't", 'start': 588.38, 'duration': 16.01}
{'text': 'have I really got this one [\xa0__\xa0]', 'start': 590.24, 'duration': 20.54}
{'text': '[Music]', 'start': 604.39, 'duration': 9.16}
{'text': 'you mean all your partners online um no', 'start': 610.78, 'duration': 5.23}
{'text': 'not initially Catherine Rachel and then', 'start': 613.55, 'duration': 6.06}
{'text': "like come on they're like college", 'start': 616.01, 'duration': 5.25}
{'text': 'related stuff like those people were all', 'start': 619.61, 'duration': 3.78}
{'text': "like offline people because I wasn't", 'start': 621.26, 'duration': 8.7}
{'text': "like I don't even know cuz girls didn't", 'start': 623.39, 'duration': 7.98}
{'text': "play online games hence you can't even", 'start': 629.96, 'duration': 5.66}
{'text': 'made it even if you wanted to online', 'start': 631.37, 'duration': 4.25}
{'text': 'what am I looking for', 'start': 636.25, 'duration': 5.7}
{'text': "there's one behind the honeybee n really", 'start': 638.09, 'duration': 3.86}
{'text': 'you ever meet girls who are really', 'start': 651.73, 'duration': 9.28}
{'text': "upfront like I'm gonna tell you exactly", 'start': 653.6, 'duration': 9.72}
{'text': "the process after two-three weeks I'm", 'start': 661.01, 'duration': 7.62}
{'text': 'not having sex I get depressed feelings', 'start': 663.32, 'duration': 8.19}
{'text': 'about having sex the feeling that the', 'start': 668.63, 'duration': 6.12}
{'text': 'enjoyment you get out of it is something', 'start': 671.51, 'duration': 6.81}
{'text': "I need to have just a life um I haven't", 'start': 674.75, 'duration': 4.89}
{'text': 'had sex for two months before I came', 'start': 678.32, 'duration': 1.65}
{'text': 'again', 'start': 679.64, 'duration': 1.949}
{'text': 'can you imagine the forehead and all I', 'start': 679.97, 'duration': 3.63}
{'text': 'want to do is just take us you go City', 'start': 681.589, 'duration': 3.231}
{'text': 'pills a couple script ago my doctor', 'start': 683.6, 'duration': 3.9}
{'text': "I couldn't anything just six whole death", 'start': 684.82, 'duration': 5.11}
{'text': 'sex or death so might might as well do', 'start': 687.5, 'duration': 3.63}
{'text': "to me we're going for something that's", 'start': 689.93, 'duration': 6.83}
{'text': 'less of a consequence my people I know I', 'start': 691.13, 'duration': 5.63}
{'text': "don't really wanna talk about this cuz", 'start': 697.69, 'duration': 3.13}
{'text': "it's gonna get really squad W really", 'start': 699.5, 'duration': 3.39}
{'text': "quick in here so alright where's the", 'start': 700.82, 'duration': 10.26}
{'text': 'honey bee n again one thing I will say', 'start': 702.89, 'duration': 10.8}
{'text': 'is that I find that in my life it is', 'start': 711.08, 'duration': 5.1}
{'text': 'very surprising to me that a lot of', 'start': 713.69, 'duration': 4.14}
{'text': "girls that you wouldn't assume so are", 'start': 716.18, 'duration': 7.14}
{'text': 'very much into a good amount of sex and', 'start': 717.83, 'duration': 7.56}
{'text': 'I find that a lot of people that have', 'start': 723.32, 'duration': 5.01}
{'text': "very hyper sexual attitudes that that's", 'start': 725.39, 'duration': 4.41}
{'text': 'more part of a character they play than', 'start': 728.33, 'duration': 3.33}
{'text': "anything they actually desire now that's", 'start': 729.8, 'duration': 3.57}
{'text': 'not 100 percent all the time for', 'start': 731.66, 'duration': 5.07}
{'text': "everybody but I don't know like I've met", 'start': 733.37, 'duration': 5.909}
{'text': 'girls that have like very sexual fronts', 'start': 736.73, 'duration': 3.78}
{'text': 'and they say things like oh yeah like', 'start': 739.279, 'duration': 2.581}
{'text': "I'm a huge sex addict buh-buh-buh-buh", 'start': 740.51, 'duration': 3.06}
{'text': "I'm like oh wow crazy like how often do", 'start': 741.86, 'duration': 2.669}
{'text': 'you masturbate or whatever is like oh I', 'start': 743.57, 'duration': 1.95}
{'text': "don't notice having been in the mood", 'start': 744.529, 'duration': 1.951}
{'text': "lately like I don't think I probably", 'start': 745.52, 'duration': 2.069}
{'text': "masked you're better for like a year or", 'start': 746.48, 'duration': 3.26}
{'text': 'two', 'start': 747.589, 'duration': 2.151}
{'text': 'okay I get off like three times a day I', 'start': 752.499, 'duration': 3.791}
{'text': "don't know how the [\xa0__\xa0] you go a year", 'start': 754.85, 'duration': 2.94}
{'text': 'without masturbating and then in the', 'start': 756.29, 'duration': 2.519}
{'text': "next breath tell me that you're like a", 'start': 757.79, 'duration': 3.359}
{'text': '[\xa0__\xa0] sex addict like slash need to', 'start': 758.809, 'duration': 4.59}
{'text': 'orgasm all the time like I understand I', 'start': 761.149, 'duration': 3.781}
{'text': "don't understand that one at all but", 'start': 763.399, 'duration': 9.031}
{'text': 'okay dude okay I need to go behind the', 'start': 764.93, 'duration': 15.259}
{'text': 'honeybee in oh I hear you yes', 'start': 772.43, 'duration': 7.759}
{'text': "it's very very very strange because like", 'start': 788.859, 'duration': 4.931}
{'text': "I've there are so many people I know", 'start': 791.839, 'duration': 4.29}
{'text': 'that are so [\xa0__\xa0] hot', 'start': 793.79, 'duration': 4.439}
{'text': "very like attractive there's one of the", 'start': 796.129, 'duration': 3.51}
{'text': "reasons why I don't like put stocking", 'start': 798.229, 'duration': 3.51}
{'text': 'like if like here is like a thing if', 'start': 799.639, 'duration': 5.79}
{'text': 'somebody oh man how you do wanna be if I', 'start': 801.739, 'duration': 5.07}
{'text': 'ask somebody like Oh like how was this', 'start': 805.429, 'duration': 2.46}
{'text': 'person or better like was that like a', 'start': 806.809, 'duration': 2.19}
{'text': 'good sexual spirits whatever and they', 'start': 807.889, 'duration': 2.37}
{'text': 'start off with like oh dude it was so', 'start': 808.999, 'duration': 2.67}
{'text': 'good i guy was so hot or that girl was', 'start': 810.259, 'duration': 3.151}
{'text': "so hot they don't give a [\xa0__\xa0] about sex", 'start': 811.669, 'duration': 2.94}
{'text': "they don't like sex like it's more of", 'start': 813.41, 'duration': 2.849}
{'text': 'like a game to them or like the act of', 'start': 814.609, 'duration': 3.09}
{'text': 'just having sex with certain people is', 'start': 816.259, 'duration': 3.18}
{'text': 'like more fun for them than carrying', 'start': 817.699, 'duration': 2.85}
{'text': 'anything at all about like the actual', 'start': 819.439, 'duration': 1.5}
{'text': 'act', 'start': 820.549, 'duration': 2.34}
{'text': 'I made a surprising amount of people', 'start': 820.939, 'duration': 4.56}
{'text': 'that are like that and it is incredibly', 'start': 822.889, 'duration': 9.06}
{'text': 'disappointing holy [\xa0__\xa0] like there are a', 'start': 825.499, 'duration': 7.89}
{'text': 'lot of people that have sexuality is', 'start': 831.949, 'duration': 2.73}
{'text': 'like a big part of their image or like a', 'start': 833.389, 'duration': 2.79}
{'text': "big front that they put on Elena's talk", 'start': 834.679, 'duration': 3.33}
{'text': 'about this to actually wear sexuality is', 'start': 836.179, 'duration': 3.0}
{'text': 'like a big part of their image or like a', 'start': 838.009, 'duration': 2.61}
{'text': 'big part of their character but in', 'start': 839.179, 'duration': 3.12}
{'text': "actuality they're not like very sexual", 'start': 840.619, 'duration': 3.03}
{'text': "people like I don't really care that", 'start': 842.299, 'duration': 9.6}
{'text': "much like it's really strange please", 'start': 843.649, 'duration': 10.481}
{'text': "tell me it's just [\xa0__\xa0] three songs", 'start': 851.899, 'duration': 5.53}
{'text': '[Music]', 'start': 854.13, 'duration': 3.299}
{'text': 'oh my god that song was so good it gave', 'start': 864.48, 'duration': 14.11}
{'text': 'his suitor design what if he broke his', 'start': 866.8, 'duration': 16.77}
{'text': 'hip and died right now usually the woman', 'start': 878.59, 'duration': 6.12}
{'text': "that are about the koomer life don't", 'start': 883.57, 'duration': 3.24}
{'text': 'talk or flan at that often that tense it', 'start': 884.71, 'duration': 4.56}
{'text': 'seems like that is kind of true like', 'start': 886.81, 'duration': 4.17}
{'text': 'there are a lot of like girls were like', 'start': 889.27, 'duration': 3.12}
{'text': "you would never expect it but it's like", 'start': 890.98, 'duration': 2.79}
{'text': 'this girl wants to [\xa0__\xa0] like once a day', 'start': 892.39, 'duration': 4.14}
{'text': 'or is like down at any point in time I', 'start': 893.77, 'duration': 5.23}
{'text': 'know yeah', 'start': 896.53, 'duration': 8.21}
{'text': '[Music]', 'start': 899.0, 'duration': 5.74}
{'text': '[Music]', 'start': 907.32, 'duration': 3.069}
{'text': 'okay is that all the quests cleared now', 'start': 933.899, 'duration': 4.331}
{'text': 'in this chapter that all the side quests', 'start': 936.639, 'duration': 2.94}
{'text': 'in the game are we done with everything', 'start': 938.23, 'duration': 4.32}
{'text': 'basically the sending is fake gamer', 'start': 939.579, 'duration': 4.141}
{'text': 'girls or whatever just using a medium', 'start': 942.55, 'duration': 3.779}
{'text': 'for attention some people do sex is just', 'start': 943.72, 'duration': 3.9}
{'text': 'one of those really weird things though', 'start': 946.329, 'duration': 3.091}
{'text': 'because I think there are guys that use', 'start': 947.62, 'duration': 3.629}
{'text': 'it for attention to which is also like', 'start': 949.42, 'duration': 7.589}
{'text': 'really really really strange to me like', 'start': 951.249, 'duration': 9.27}
{'text': "if you like okay so I so you're the hot", 'start': 957.009, 'duration': 6.091}
{'text': "take if you're a guy and you don't like", 'start': 960.519, 'duration': 5.37}
{'text': 'giving or getting head and all you want', 'start': 963.1, 'duration': 4.5}
{'text': 'to do is like [\xa0__\xa0] in one position and', 'start': 965.889, 'duration': 3.331}
{'text': "finish and that's like a really", 'start': 967.6, 'duration': 3.87}
{'text': "satisfying sexual exposure I don't know", 'start': 969.22, 'duration': 3.179}
{'text': "man it kind of seems like you're just", 'start': 971.47, 'duration': 3.599}
{'text': 'not that into it like Europe supposedly', 'start': 972.399, 'duration': 4.44}
{'text': 'or from talking to girls seems like', 'start': 975.069, 'duration': 3.24}
{'text': 'there are a surprising number of guys', 'start': 976.839, 'duration': 3.12}
{'text': 'that are like that that are just like', 'start': 978.309, 'duration': 3.51}
{'text': '[\xa0__\xa0] one or two positions and like', 'start': 979.959, 'duration': 3.451}
{'text': "that's it and like that's all they want", 'start': 981.819, 'duration': 3.39}
{'text': "and then they're like good and it's like", 'start': 983.41, 'duration': 4.25}
{'text': 'okay', 'start': 985.209, 'duration': 2.451}
{'text': "why does that matter I mean if that's", 'start': 996.85, 'duration': 3.63}
{'text': 'genuinely like how you enjoy a certain', 'start': 998.92, 'duration': 3.029}
{'text': "thing like that's fine it just seems", 'start': 1000.48, 'duration': 3.719}
{'text': "weird it's not weird just like there are", 'start': 1001.949, 'duration': 3.991}
{'text': 'so many games revolving around sex that', 'start': 1004.199, 'duration': 3.63}
{'text': "I don't like like because for me like I", 'start': 1005.94, 'duration': 3.3}
{'text': 'genuinely I just like really like sex', 'start': 1007.829, 'duration': 2.971}
{'text': "it's really really fun for me I really", 'start': 1009.24, 'duration': 3.06}
{'text': 'enjoy doing it I enjoy doing it with new', 'start': 1010.8, 'duration': 3.81}
{'text': 'people with like frequent partners over', 'start': 1012.3, 'duration': 3.479}
{'text': 'a long period of time like all of that', 'start': 1014.61, 'duration': 2.94}
{'text': 'is so much fun for me but then like well', 'start': 1015.779, 'duration': 3.781}
{'text': 'I have that attitude about it like I', 'start': 1017.55, 'duration': 3.839}
{'text': 'also have to work around like the games', 'start': 1019.56, 'duration': 3.48}
{'text': 'that people want to play with it which', 'start': 1021.389, 'duration': 4.501}
{'text': 'like is very unsatisfying and and then', 'start': 1023.04, 'duration': 4.74}
{'text': 'like feels like really weird so like one', 'start': 1025.89, 'duration': 3.36}
{'text': 'of the weird things for instance is it', 'start': 1027.78, 'duration': 13.769}
{'text': "like oh we're climbing turn around what", 'start': 1029.25, 'duration': 21.33}
{'text': "mr. Metiria like I'm for instance like a", 'start': 1041.549, 'duration': 12.51}
{'text': 'lot of guys like as a guy in society', 'start': 1050.58, 'duration': 5.07}
{'text': 'today one of the ways that you value', 'start': 1054.059, 'duration': 2.881}
{'text': 'yourself letter from The Guardian', 'start': 1055.65, 'duration': 2.43}
{'text': "obtained almost what's your obtained", 'start': 1056.94, 'duration': 5.64}
{'text': 'cool story bro one of the UM one of the', 'start': 1058.08, 'duration': 5.729}
{'text': 'best ways that you mark your value as a', 'start': 1062.58, 'duration': 2.79}
{'text': 'man is how many women will [\xa0__\xa0] you and', 'start': 1063.809, 'duration': 3.181}
{'text': 'so like for a lot of guys is just a', 'start': 1065.37, 'duration': 2.91}
{'text': 'matter of like if I have a lot of sexual', 'start': 1066.99, 'duration': 2.88}
{'text': "partners it shows that like I'm really", 'start': 1068.28, 'duration': 3.21}
{'text': 'cool because like the best way to be', 'start': 1069.87, 'duration': 3.39}
{'text': 'cool as a guy is to get approval from', 'start': 1071.49, 'duration': 3.72}
{'text': "other women and it's like okay", 'start': 1073.26, 'duration': 3.57}
{'text': "that's like a really toxic game to play", 'start': 1075.21, 'duration': 3.75}
{'text': "and then for girls in the flip side it's", 'start': 1076.83, 'duration': 3.18}
{'text': "like okay well you can't give it up to", 'start': 1078.96, 'duration': 2.699}
{'text': "too many guys because I'm like you're", 'start': 1080.01, 'duration': 3.12}
{'text': "not worth it I don't know there's like", 'start': 1081.659, 'duration': 2.821}
{'text': "there's so many like stupid games like", 'start': 1083.13, 'duration': 4.7}
{'text': "that that people play and it's like okay", 'start': 1084.48, 'duration': 3.35}
{'text': 'Jimmy where you go cubby awkward ah okay', 'start': 1093.09, 'duration': 6.72}
{'text': "I'm good to go right", 'start': 1097.0, 'duration': 2.81}
{'text': 'we never not interested in sex for weeks', 'start': 1109.05, 'duration': 3.34}
{'text': 'or months', 'start': 1111.67, 'duration': 2.49}
{'text': "no I'm if I had to guess as long as we", 'start': 1112.39, 'duration': 2.79}
{'text': 'were gone without master day my life is', 'start': 1114.16, 'duration': 1.92}
{'text': 'for like two days', 'start': 1115.18, 'duration': 5.82}
{'text': 'maybe maybe three days do you think a', 'start': 1116.08, 'duration': 6.51}
{'text': 'lot of do you think you turn off a lot', 'start': 1121.0, 'duration': 3.33}
{'text': 'of girls by being so upfront about sex', 'start': 1122.59, 'duration': 5.37}
{'text': "it's possible but I actually like that I", 'start': 1124.33, 'duration': 5.85}
{'text': 'would rather just like turn them off', 'start': 1127.96, 'duration': 3.93}
{'text': 'immediately and then move on to somebody', 'start': 1130.18, 'duration': 3.42}
{'text': 'that is worth my time because like if', 'start': 1131.89, 'duration': 3.09}
{'text': "you're if you treat sex with some weird", 'start': 1133.6, 'duration': 2.85}
{'text': 'game slash power struggle thing or', 'start': 1134.98, 'duration': 2.82}
{'text': 'whatever like first why you probably', 'start': 1136.45, 'duration': 3.15}
{'text': "[\xa0__\xa0] suck at sex anyway so it's not a", 'start': 1137.8, 'duration': 3.54}
{'text': 'would be worth [\xa0__\xa0] you and then like', 'start': 1139.6, 'duration': 2.94}
{'text': "I don't want to play all the [\xa0__\xa0]", 'start': 1141.34, 'duration': 2.43}
{'text': "game now back in high school I'll play", 'start': 1142.54, 'duration': 2.37}
{'text': 'all the [\xa0__\xa0] games to figure that', 'start': 1143.77, 'duration': 2.73}
{'text': '[\xa0__\xa0] out like just be like upfront with', 'start': 1144.91, 'duration': 3.0}
{'text': 'everything this is what I like this what', 'start': 1146.5, 'duration': 2.46}
{'text': "I don't like this is what I'm after", 'start': 1147.91, 'duration': 3.06}
{'text': 'oh yeah do you not like sex with your', 'start': 1148.96, 'duration': 3.09}
{'text': "partner if they don't know what they're", 'start': 1150.97, 'duration': 2.46}
{'text': "doing what if they show they're willing", 'start': 1152.05, 'duration': 2.94}
{'text': "to learn or anything's not really that", 'start': 1153.43, 'duration': 2.94}
{'text': "I'm past that like I'd rather just have", 'start': 1154.99, 'duration': 2.85}
{'text': 'somebody with experience the obsession', 'start': 1156.37, 'duration': 2.76}
{'text': 'with [\xa0__\xa0] virgins is for guys that', 'start': 1157.84, 'duration': 2.7}
{'text': 'are too shy to admit that they want like', 'start': 1159.13, 'duration': 4.26}
{'text': "a [\xa0__\xa0] I don't know I don't know I", 'start': 1160.54, 'duration': 4.5}
{'text': "like I'd rather be with like it's like", 'start': 1163.39, 'duration': 3.06}
{'text': 'one reason why I kind of prefer like if', 'start': 1165.04, 'duration': 2.79}
{'text': 'I can like older people are nice because', 'start': 1166.45, 'duration': 4.13}
{'text': "I've usually figured out stuff more like", 'start': 1167.83, 'duration': 6.5}
{'text': 'donors has claimed up', 'start': 1170.58, 'duration': 3.75}
{'text': 'this example well how do you get', 'start': 1179.98, 'duration': 20.62}
{'text': 'experience I mean about you I mean', 'start': 1198.86, 'duration': 3.15}
{'text': "everybody starts somewhere I'm just", 'start': 1200.6, 'duration': 2.96}
{'text': 'saying to like for me personally like I', 'start': 1202.01, 'duration': 3.75}
{'text': "don't know I call it virgin advice", 'start': 1203.56, 'duration': 3.34}
{'text': 'sometimes because I notice that a lot of', 'start': 1205.76, 'duration': 2.94}
{'text': 'people talk online and stuff do you', 'start': 1206.9, 'duration': 3.18}
{'text': "think they don't ever have any so they", 'start': 1208.7, 'duration': 3.39}
{'text': "say really weird [\xa0__\xa0] like you can't", 'start': 1210.08, 'duration': 3.18}
