{'text': '99.9 survival rate yeah i remember', 'start': 1.399, 'duration': 4.201}
{'text': "what's your your i heard a couple things", 'start': 142.239, 'duration': 3.441}
{'text': 'that we have also in common you said', 'start': 144.48, 'duration': 4.64}
{'text': "that you're in an open relationship yeah", 'start': 145.68, 'duration': 5.36}
{'text': 'um how does that work is it open on both', 'start': 149.12, 'duration': 3.68}
{'text': 'ends or just open for you uh open on', 'start': 151.04, 'duration': 3.199}
{'text': 'both ends we just [\xa0__\xa0] wherever we wanna', 'start': 152.8, 'duration': 3.04}
{'text': '[\xa0__\xa0]', 'start': 154.239, 'duration': 2.561}
{'text': 'nice well how do you deal with the', 'start': 155.84, 'duration': 2.96}
{'text': "jealousy of that uh i don't really feel", 'start': 156.8, 'duration': 3.28}
{'text': "jealous if i felt jealousy i wouldn't be", 'start': 158.8, 'duration': 3.12}
{'text': 'in an open relationship', 'start': 160.08, 'duration': 4.48}
{'text': 'yeah yeah i had i had problems with that', 'start': 161.92, 'duration': 4.16}
{'text': 'and then i ended up', 'start': 164.56, 'duration': 2.959}
{'text': 'just saying like okay i could [\xa0__\xa0] other', 'start': 166.08, 'duration': 2.879}
{'text': "people but you can't", 'start': 167.519, 'duration': 4.08}
{'text': 'how do you get a girl to agree with that', 'start': 168.959, 'duration': 3.291}
{'text': 'um', 'start': 171.599, 'duration': 2.801}
{'text': '[Music]', 'start': 172.25, 'duration': 4.31}
{'text': 'i guess just a lot of explanation and', 'start': 174.4, 'duration': 3.759}
{'text': 'teaching her that', 'start': 176.56, 'duration': 3.44}
{'text': 'i told her that girls only want to be', 'start': 178.159, 'duration': 3.601}
{'text': 'loyal to one guy but guys can [\xa0__\xa0] a lot', 'start': 180.0, 'duration': 4.959}
{'text': "of things and it doesn't really matter", 'start': 181.76, 'duration': 4.64}
{'text': "okay i mean that's definitely one", 'start': 184.959, 'duration': 2.401}
{'text': 'perspective but i think the vast', 'start': 186.4, 'duration': 1.839}
{'text': 'majority of women would probably', 'start': 187.36, 'duration': 2.799}
{'text': 'disagree with that but i mean hey if you', 'start': 188.239, 'duration': 3.601}
{'text': 'make it i do at first', 'start': 190.159, 'duration': 3.36}
{'text': 'you really think that girls want to [\xa0__\xa0]', 'start': 191.84, 'duration': 2.88}
{'text': 'other people', 'start': 193.519, 'duration': 4.08}
{'text': 'um yeah i think girls are pretty horny', 'start': 194.72, 'duration': 4.56}
{'text': 'but i think that they tend to only want', 'start': 197.599, 'duration': 2.72}
{'text': 'to [\xa0__\xa0] people that they have more', 'start': 199.28, 'duration': 2.48}
{'text': 'connections with so like whereas a guy', 'start': 200.319, 'duration': 3.521}
{'text': 'will [\xa0__\xa0] anybody a girl will [\xa0__\xa0] a guy', 'start': 201.76, 'duration': 3.44}
{'text': 'a lot but only after she kind of like', 'start': 203.84, 'duration': 2.56}
{'text': 'knows him trusts and feels a little bit', 'start': 205.2, 'duration': 2.88}
{'text': 'closer to him', 'start': 206.4, 'duration': 4.64}
{'text': "okay and how how red pill are you what's", 'start': 208.08, 'duration': 5.04}
{'text': "your because i've seen uh before you ask", 'start': 211.04, 'duration': 3.199}
{'text': "this question i've heard that you've", 'start': 213.12, 'duration': 2.64}
{'text': 'changed your opinions like you probably', 'start': 214.239, 'duration': 3.441}
{'text': 'started off as more liberal as we all do', 'start': 215.76, 'duration': 3.28}
{'text': 'and then when you start making money', 'start': 217.68, 'duration': 3.44}
{'text': 'then you kind of become more centrist', 'start': 219.04, 'duration': 3.759}
{'text': "and maybe you're making the", 'start': 221.12, 'duration': 5.039}
{'text': 'the switch to become more in the middle', 'start': 222.799, 'duration': 5.841}
{'text': "um it's not that i'm i so compared to", 'start': 226.159, 'duration': 4.321}
{'text': 'like ultra progressives i would say that', 'start': 228.64, 'duration': 3.92}
{'text': "i'm like pretty red pill like um there's", 'start': 230.48, 'duration': 3.44}
{'text': 'a lot of kind of', 'start': 232.56, 'duration': 3.44}
{'text': 'facts of reality that people on the left', 'start': 233.92, 'duration': 3.28}
{'text': "don't like to acknowledge when it comes", 'start': 236.0, 'duration': 2.879}
{'text': 'to dating dynamics sexual dynamics', 'start': 237.2, 'duration': 4.48}
{'text': 'whatever um but', 'start': 238.879, 'duration': 4.08}
{'text': "like i wouldn't say that i'm like red", 'start': 241.68, 'duration': 2.479}
{'text': 'pill red pill because it seems like a', 'start': 242.959, 'duration': 2.401}
{'text': 'lot of people that are quote unquote red', 'start': 244.159, 'duration': 3.36}
{'text': 'pill have like really negative or toxic', 'start': 245.36, 'duration': 4.48}
{'text': 'views of women or have really bad ideas', 'start': 247.519, 'duration': 4.64}
{'text': 'of what it means to be masculine uh and', 'start': 249.84, 'duration': 3.599}
{'text': 'then like really toxic approaches to', 'start': 252.159, 'duration': 2.961}
{'text': 'like sexual relationships and stuff so', 'start': 253.439, 'duration': 2.881}
{'text': "uh yeah i don't know whether or not i'm", 'start': 255.12, 'duration': 2.32}
{'text': "red pill it's probably gonna depend on", 'start': 256.32, 'duration': 2.319}
{'text': "what side of the political eye you're on", 'start': 257.44, 'duration': 2.72}
{'text': 'or what we talk about', 'start': 258.639, 'duration': 3.84}
{'text': "and what's your your most controversial", 'start': 260.16, 'duration': 4.0}
{'text': 'political opinion you debate people on a', 'start': 262.479, 'duration': 3.201}
{'text': 'regular basis what do you usually get', 'start': 264.16, 'duration': 2.88}
{'text': 'the most flack for heard that you were', 'start': 265.68, 'duration': 3.36}
{'text': 'defending um kyle ryden house and saying', 'start': 267.04, 'duration': 4.879}
{'text': 'that he was innocent i i agree like he', 'start': 269.04, 'duration': 4.64}
{'text': 'was there was acting in self-defense', 'start': 271.919, 'duration': 3.84}
{'text': 'like not a very likable guy but the', 'start': 273.68, 'duration': 3.12}
{'text': 'truth is if you look at the whole', 'start': 275.759, 'duration': 3.281}
{'text': 'circumstances he was innocent', 'start': 276.8, 'duration': 3.44}
{'text': 'is that like something is that the most', 'start': 279.04, 'duration': 3.04}
{'text': "controversial [\xa0__\xa0] you ever said um it's", 'start': 280.24, 'duration': 2.959}
{'text': 'probably the one i got in the most', 'start': 282.08, 'duration': 3.44}
{'text': 'trouble for you probably yeah', 'start': 283.199, 'duration': 3.28}
{'text': "maybe that's why you got banned off", 'start': 285.52, 'duration': 1.84}
{'text': 'twitch', 'start': 286.479, 'duration': 2.081}
{'text': "well it was but that's why i got", 'start': 287.36, 'duration': 2.88}
{'text': 'unpartnered off of twitch um why i', 'start': 288.56, 'duration': 2.8}
{'text': 'ultimately got banned off twitch because', 'start': 290.24, 'duration': 2.959}
{'text': "i didn't think that i think it had to do", 'start': 291.36, 'duration': 3.92}
{'text': 'with uh me saying that trans women', 'start': 293.199, 'duration': 2.961}
{'text': "probably shouldn't compete with", 'start': 295.28, 'duration': 3.359}
{'text': "cisgender women in sports but i i don't", 'start': 296.16, 'duration': 4.319}
{'text': "know what i got banned for 100 i can't", 'start': 298.639, 'duration': 4.081}
{'text': 'know that it just said hate speech so', 'start': 300.479, 'duration': 3.761}
{'text': "you don't even they didn't even tell you", 'start': 302.72, 'duration': 3.199}
{'text': "that's why i'm saying my stream they", 'start': 304.24, 'duration': 2.72}
{'text': "really want me to go to twitch but i'm", 'start': 305.919, 'duration': 2.0}
{'text': "like i know i'm gonna get banned", 'start': 306.96, 'duration': 2.079}
{'text': 'considering all the other people people', 'start': 307.919, 'duration': 2.72}
{'text': 'like you get bad', 'start': 309.039, 'duration': 2.88}
{'text': "yeah i mean like i'm thinking if i'm", 'start': 310.639, 'duration': 2.56}
{'text': 'getting banned for transphobia most', 'start': 311.919, 'duration': 2.801}
{'text': 'people probably if you if you venture', 'start': 313.199, 'duration': 2.481}
{'text': "into that room you're gonna get [\xa0__\xa0]", 'start': 314.72, 'duration': 2.24}
{'text': 'pretty hard', 'start': 315.68, 'duration': 3.2}
{'text': 'but i will consider red pill to be', 'start': 316.96, 'duration': 4.32}
{'text': 'something bigger than just', 'start': 318.88, 'duration': 3.599}
{'text': 'something about women because if you', 'start': 321.28, 'duration': 2.32}
{'text': 'look at the matrix the idea of the red', 'start': 322.479, 'duration': 3.201}
{'text': 'pill is seeing the truth of the world um', 'start': 323.6, 'duration': 3.36}
{'text': 'and so something i always talk about my', 'start': 325.68, 'duration': 2.959}
{'text': 'stream is how like people have empathy', 'start': 326.96, 'duration': 3.12}
{'text': 'in the wrong places and people focus on', 'start': 328.639, 'duration': 2.641}
{'text': 'the wrong things', 'start': 330.08, 'duration': 2.559}
{'text': "because they think it's the right thing", 'start': 331.28, 'duration': 3.199}
{'text': 'to say like when everybody was praying', 'start': 332.639, 'duration': 3.361}
{'text': 'for ukraine and put the ukraine flag in', 'start': 334.479, 'duration': 2.961}
{'text': "their bio i'm like you guys are goofy", 'start': 336.0, 'duration': 3.52}
{'text': "you're not gonna stop world war iii by", 'start': 337.44, 'duration': 5.12}
{'text': "donating to a gofundme that's fake", 'start': 339.52, 'duration': 4.239}
{'text': 'yeah i mean', 'start': 342.56, 'duration': 2.4}
{'text': "i mean there's two parts of that so like", 'start': 343.759, 'duration': 2.641}
{'text': 'the red pill being the truth i mean like', 'start': 344.96, 'duration': 3.36}
{'text': 'obviously everybody feels like they are', 'start': 346.4, 'duration': 3.84}
{'text': 'perceiving and professing the truth', 'start': 348.32, 'duration': 3.92}
{'text': 'right everybody if you talk to like you', 'start': 350.24, 'duration': 2.959}
{'text': 'can talk to two people to believe', 'start': 352.24, 'duration': 2.239}
{'text': 'opposite things and both will be like oh', 'start': 353.199, 'duration': 2.641}
{'text': 'yeah i believe the truth like everybody', 'start': 354.479, 'duration': 2.72}
{'text': "will say that oh yeah i'm not biased", 'start': 355.84, 'duration': 2.4}
{'text': "well meanwhile they're like super", 'start': 357.199, 'duration': 3.681}
{'text': "partisan hacks so i mean there's that", 'start': 358.24, 'duration': 4.48}
{'text': "and then i mean i don't think there's", 'start': 360.88, 'duration': 3.28}
{'text': 'necessarily anything wrong with like a', 'start': 362.72, 'duration': 3.84}
{'text': 'show solidarity like um what was the', 'start': 364.16, 'duration': 3.68}
{'text': 'name of the minecrafter guy that just', 'start': 366.56, 'duration': 3.12}
{'text': 'died', 'start': 367.84, 'duration': 2.639}
{'text': 'uh', 'start': 369.68, 'duration': 2.4}
{'text': "notch i don't know no you're the", 'start': 370.479, 'duration': 2.641}
{'text': 'minecraft guy', 'start': 372.08, 'duration': 2.559}
{'text': '[\xa0__\xa0] what was there was some huge guy he', 'start': 373.12, 'duration': 3.519}
{'text': 'died at like 23 of cancer super said', 'start': 374.639, 'duration': 4.321}
{'text': "techno blade yeah um like i don't know", 'start': 376.639, 'duration': 3.921}
{'text': 'if it matters if you tweet out like rip', 'start': 378.96, 'duration': 3.2}
{'text': "techno blade like he's dead and it's not", 'start': 380.56, 'duration': 2.56}
{'text': "like you're gonna bring it back and i", 'start': 382.16, 'duration': 1.92}
{'text': "don't know if the family like", 'start': 383.12, 'duration': 2.0}
{'text': 'necessarily cares about your random', 'start': 384.08, 'duration': 2.48}
{'text': 'tweets but like showing solidarity is a', 'start': 385.12, 'duration': 2.56}
{'text': 'very human thing we want to feel', 'start': 386.56, 'duration': 2.32}
{'text': 'connected to other people about issues', 'start': 387.68, 'duration': 3.359}
{'text': "that we feel um connected to so i don't", 'start': 388.88, 'duration': 3.36}
{'text': 'think yeah but we all like have this', 'start': 391.039, 'duration': 2.801}
{'text': 'fake empathy on the internet now and', 'start': 392.24, 'duration': 2.959}
{'text': "it's like you get demon eyes if you", 'start': 393.84, 'duration': 3.04}
{'text': "don't participate in all this [\xa0__\xa0]", 'start': 395.199, 'duration': 2.641}
{'text': 'fake', 'start': 396.88, 'duration': 2.24}
{'text': "like if you don't post a black square on", 'start': 397.84, 'duration': 2.479}
{'text': "instagram that everybody's on your ass", 'start': 399.12, 'duration': 2.56}
{'text': "calling you racist it's like am i really", 'start': 400.319, 'duration': 2.72}
{'text': 'racist or that i just not posted black', 'start': 401.68, 'duration': 3.359}
{'text': 'square on instagram', 'start': 403.039, 'duration': 4.081}
{'text': "yeah i mean like they're they're that is", 'start': 405.039, 'duration': 3.361}
{'text': 'a thing for sure', 'start': 407.12, 'duration': 3.12}
{'text': 'but i think on the other end of it like', 'start': 408.4, 'duration': 3.359}
{'text': "it's it's not necessarily the worst", 'start': 410.24, 'duration': 3.6}
{'text': 'thing right like you can like for some', 'start': 411.759, 'duration': 3.681}
{'text': "issues that historically don't get very", 'start': 413.84, 'duration': 3.919}
{'text': 'much um support like seeing other people', 'start': 415.44, 'duration': 3.599}
{'text': 'that are willing to vocally support you', 'start': 417.759, 'duration': 2.88}
{'text': "can be a good feeling but i mean i'll", 'start': 419.039, 'duration': 3.041}
{'text': 'agree too that it goes pretty far', 'start': 420.639, 'duration': 3.921}
{'text': 'sometimes where um a lot of people will', 'start': 422.08, 'duration': 3.6}
{'text': 'you know virtually signal about things', 'start': 424.56, 'duration': 2.4}
{'text': "they support and they don't know [\xa0__\xa0]", 'start': 425.68, 'duration': 3.04}
{'text': "anything about it there's probably", 'start': 426.96, 'duration': 2.959}
{'text': 'probably half the people with yellow and', 'start': 428.72, 'duration': 2.64}
{'text': "blue flags in their profile don't know", 'start': 429.919, 'duration': 4.081}
{'text': 'where ukraine is on a map um like yeah i', 'start': 431.36, 'duration': 4.08}
{'text': 'mean it just it is what it is like the', 'start': 434.0, 'duration': 2.479}
{'text': 'human condition especially on the', 'start': 435.44, 'duration': 2.96}
{'text': "internet now where you're inundated with", 'start': 436.479, 'duration': 3.521}
{'text': "a [\xa0__\xa0] ton of information and you're", 'start': 438.4, 'duration': 3.04}
{'text': 'expected to have a position on literally', 'start': 440.0, 'duration': 3.199}
{'text': 'every single [\xa0__\xa0] issue that is', 'start': 441.44, 'duration': 3.199}
{'text': 'always going on you need to have a', 'start': 443.199, 'duration': 3.041}
{'text': 'stance on everything', 'start': 444.639, 'duration': 3.521}
{'text': "you're part of the problem yeah but then", 'start': 446.24, 'duration': 3.2}
{'text': 'who are you usually debating with i see', 'start': 448.16, 'duration': 2.879}
{'text': "that you're arguing on twitter all day", 'start': 449.44, 'duration': 2.879}
{'text': 'you have a lot of like you argue with', 'start': 451.039, 'duration': 2.961}
{'text': "politicians you you're", 'start': 452.319, 'duration': 3.681}
{'text': "you know you're really like involved in", 'start': 454.0, 'duration': 3.28}
{'text': 'big debates', 'start': 456.0, 'duration': 2.8}
{'text': 'what are you usually like what are your', 'start': 457.28, 'duration': 3.28}
{'text': 'strongest stances', 'start': 458.8, 'duration': 2.88}
{'text': 'i mean i have strong chances on all', 'start': 460.56, 'duration': 2.0}
{'text': 'sorts of things i would say', 'start': 461.68, 'duration': 2.88}
{'text': 'unfortunately as of recently probably', 'start': 462.56, 'duration': 4.0}
{'text': 'most of my debating is against people on', 'start': 464.56, 'duration': 3.52}
{'text': "the left um because they're the ones", 'start': 466.56, 'duration': 3.12}
{'text': 'that kind of like go after me the', 'start': 468.08, 'duration': 2.559}
{'text': "hardest or they're the ones that can", 'start': 469.68, 'duration': 2.239}
{'text': 'have the biggest the biggest impact on', 'start': 470.639, 'duration': 2.881}
{'text': "me it's not funny because then you start", 'start': 471.919, 'duration': 2.96}
{'text': "off as a liberal didn't you fathered", 'start': 473.52, 'duration': 2.64}
{'text': 'hassan abby', 'start': 474.879, 'duration': 3.6}
{'text': 'yeah and vosh but um i i mean', 'start': 476.16, 'duration': 4.56}
{'text': 'technically um hassana became more from', 'start': 478.479, 'duration': 4.081}
{'text': 'the um', 'start': 480.72, 'duration': 3.759}
{'text': 'uh from the young turks like he had a he', 'start': 482.56, 'duration': 3.28}
{'text': "had a career and stuff before me so it's", 'start': 484.479, 'duration': 3.201}
{'text': "not like he didn't exist at all", 'start': 485.84, 'duration': 2.72}
{'text': 'um', 'start': 487.68, 'duration': 3.199}
{'text': 'but i mean yeah but i i think online the', 'start': 488.56, 'duration': 3.28}
{'text': "thing is like conservatives don't really", 'start': 490.879, 'duration': 2.241}
{'text': "have any power online like i'm not going", 'start': 491.84, 'duration': 2.96}
{'text': 'to get cancelled by a [\xa0__\xa0] oh you get', 'start': 493.12, 'duration': 2.72}
{'text': "back that's everything you just get", 'start': 494.8, 'duration': 2.64}
{'text': 'deleted if you even say something mildly', 'start': 495.84, 'duration': 3.759}
{'text': 'conservative you got banned on twitch', 'start': 497.44, 'duration': 3.92}
{'text': 'so the um so the', 'start': 499.599, 'duration': 3.121}
{'text': 'the people that can do the most harm to', 'start': 501.36, 'duration': 3.36}
{'text': 'me online are going to be people that', 'start': 502.72, 'duration': 3.52}
{'text': 'are to the left of me so that tends to', 'start': 504.72, 'duration': 2.879}
{'text': 'be who i end up fighting with the most', 'start': 506.24, 'duration': 2.72}
{'text': 'unfortunately because i probably agree', 'start': 507.599, 'duration': 2.401}
{'text': 'with them politically on more things', 'start': 508.96, 'duration': 3.519}
{'text': 'than like a conservative', 'start': 510.0, 'duration': 4.24}
{'text': 'like what abortion', 'start': 512.479, 'duration': 3.521}
{'text': "uh sure that's one thing yeah abortion", 'start': 514.24, 'duration': 3.12}
{'text': 'could be a big one', 'start': 516.0, 'duration': 3.68}
{'text': "so you're you like abortion", 'start': 517.36, 'duration': 4.159}
{'text': "i mean i wouldn't say i like abortion", 'start': 519.68, 'duration': 3.039}
{'text': "insofar as like i don't like", 'start': 521.519, 'duration': 3.041}
{'text': "chemotherapy but it's probably a good", 'start': 522.719, 'duration': 3.601}
{'text': 'thing compared to the alternative yeah', 'start': 524.56, 'duration': 3.92}
{'text': 'uh', 'start': 526.32, 'duration': 2.16}
{'text': "what um are you anti-abortion what's", 'start': 528.959, 'duration': 4.0}
{'text': 'your you also you also have philosophy', 'start': 531.36, 'duration': 3.12}
{'text': "in your bio i'm curious about your your", 'start': 532.959, 'duration': 2.961}
{'text': 'ideas of philosophy and someone even', 'start': 534.48, 'duration': 2.96}
{'text': 'told me to reference uh do you know', 'start': 535.92, 'duration': 4.4}
{'text': 'brittany simon yeah i know her yeah', 'start': 537.44, 'duration': 4.0}
{'text': "what's uh", 'start': 540.32, 'duration': 3.68}
{'text': "what's your ideas on philosophy and the", 'start': 541.44, 'duration': 4.32}
{'text': 'levels i try to talk about the levels in', 'start': 544.0, 'duration': 2.88}
{'text': 'the chat and then i got kind of bored', 'start': 545.76, 'duration': 2.639}
{'text': 'about it pretty quickly it seems like', 'start': 546.88, 'duration': 2.88}
{'text': "it's just like astrology for people who", 'start': 548.399, 'duration': 2.801}
{'text': 'are smart', 'start': 549.76, 'duration': 3.44}
{'text': 'um i mean', 'start': 551.2, 'duration': 3.36}
{'text': 'i mean what do i think about philosophy', 'start': 553.2, 'duration': 2.48}
{'text': "i mean like flushes that's a really", 'start': 554.56, 'duration': 2.8}
{'text': 'broad question no no not not what do you', 'start': 555.68, 'duration': 2.719}
{'text': 'think about philosophy what do you think', 'start': 557.36, 'duration': 3.12}
{'text': 'of the the level oh the levels', 'start': 558.399, 'duration': 3.601}
{'text': 'yeah um i think that all sorts of people', 'start': 560.48, 'duration': 2.72}
{'text': 'have like different ways of kind of', 'start': 562.0, 'duration': 2.88}
{'text': 'organizing other people or how they want', 'start': 563.2, 'duration': 3.68}
{'text': 'to be people in the world um i think', 'start': 564.88, 'duration': 3.28}
{'text': 'psychologically right now we use like', 'start': 566.88, 'duration': 2.959}
{'text': 'the big five personality index some', 'start': 568.16, 'duration': 3.84}
{'text': 'people like myers-briggs um brittany', 'start': 569.839, 'duration': 3.921}
{'text': 'likes to organize people into what she', 'start': 572.0, 'duration': 2.72}
{'text': 'perceives as different levels of', 'start': 573.76, 'duration': 4.16}
{'text': 'introspection so i mean like and so far', 'start': 574.72, 'duration': 5.04}
{'text': "as she enjoys doing that i think that's", 'start': 577.92, 'duration': 3.359}
{'text': "fine i i don't know i don't like i don't", 'start': 579.76, 'duration': 2.72}
{'text': "have strong feelings about it i'm", 'start': 581.279, 'duration': 2.481}
{'text': 'probably never gonna use a system like', 'start': 582.48, 'duration': 2.799}
{'text': "hers but i'm not gonna sit there and say", 'start': 583.76, 'duration': 2.56}
{'text': "that like it's the worst thing in the", 'start': 585.279, 'duration': 2.161}
{'text': "world and it's garbage or whatever i", 'start': 586.32, 'duration': 4.92}
{'text': "just yeah i don't have a strong opinion", 'start': 587.44, 'duration': 3.8}
{'text': "you don't even seem like you have any", 'start': 591.44, 'duration': 2.24}
{'text': 'stronger opinions i thought you were', 'start': 592.56, 'duration': 2.8}
{'text': 'going to be way more of uh like have', 'start': 593.68, 'duration': 2.88}
{'text': "strong stances on [\xa0__\xa0] but you don't", 'start': 595.36, 'duration': 3.36}
{'text': 'even seem like that so what are you what', 'start': 596.56, 'duration': 3.6}
{'text': 'are you debating about and when you hold', 'start': 598.72, 'duration': 2.88}
{'text': 'on first of all i got a lot of strength', 'start': 600.16, 'duration': 2.64}
{'text': 'on everything but when you ask me a', 'start': 601.6, 'duration': 2.32}
{'text': 'question like what do you think about', 'start': 602.8, 'duration': 2.88}
{'text': 'philosophy in this thing then no no i', 'start': 603.92, 'duration': 2.56}
{'text': "don't mean what do you think about", 'start': 605.68, 'duration': 2.24}
{'text': 'philosophy in general but like so no but', 'start': 606.48, 'duration': 2.479}
