{'text': 'uh i always found it odd like throughout', 'start': 0.399, 'duration': 3.361}
{'text': "where the type of insult is it's made to", 'start': 107.6, 'duration': 3.839}
{'text': "feel like you don't belong and you never", 'start': 109.6, 'duration': 2.479}
{'text': 'will', 'start': 111.439, 'duration': 2.32}
{'text': 'and i think that we deal with these two', 'start': 112.079, 'duration': 3.281}
{'text': "things in different ways like if i'm", 'start': 113.759, 'duration': 2.881}
{'text': 'playing starcraft', 'start': 115.36, 'duration': 2.96}
{'text': "way back in the day and we're talking", 'start': 116.64, 'duration': 3.6}
{'text': "about all the net like i don't really", 'start': 118.32, 'duration': 3.439}
{'text': 'like if i lose the game and i suck and', 'start': 120.24, 'duration': 2.879}
{'text': 'people call me you know really bad names', 'start': 121.759, 'duration': 2.561}
{'text': "or whatever or somebody's mad at me well", 'start': 123.119, 'duration': 2.241}
{'text': "i think that's whatever", 'start': 124.32, 'duration': 3.119}
{'text': 'but i mean i have a place there like i', 'start': 125.36, 'duration': 3.28}
{'text': 'know that i can belong there especially', 'start': 127.439, 'duration': 2.481}
{'text': 'if i do well in games', 'start': 128.64, 'duration': 2.64}
{'text': "i think there's a difference if you're", 'start': 129.92, 'duration': 3.28}
{'text': 'online and you have like um like a', 'start': 131.28, 'duration': 3.679}
{'text': 'non-white sounding voice', 'start': 133.2, 'duration': 4.399}
{'text': 'or if you sound like a girl or if you', 'start': 134.959, 'duration': 5.121}
{'text': "don't sound like super heteronormative", 'start': 137.599, 'duration': 4.081}
{'text': 'um i think that these types of people', 'start': 140.08, 'duration': 2.96}
{'text': 'get insults that are fundamentally', 'start': 141.68, 'duration': 2.4}
{'text': "different where it's like it doesn't", 'start': 143.04, 'duration': 2.64}
{'text': "matter how good you're doing or how well", 'start': 144.08, 'duration': 2.879}
{'text': "you play whatever you just you don't", 'start': 145.68, 'duration': 2.8}
{'text': 'belong in that area', 'start': 146.959, 'duration': 4.56}
{'text': 'and i can imagine that if that is', 'start': 148.48, 'duration': 5.119}
{'text': 'the type of like voice that you have', 'start': 151.519, 'duration': 4.241}
{'text': 'that your experience with these insults', 'start': 153.599, 'duration': 3.201}
{'text': 'is just going to be like', 'start': 155.76, 'duration': 2.8}
{'text': 'fundamentally different does that make', 'start': 156.8, 'duration': 3.6}
{'text': 'sense', 'start': 158.56, 'duration': 4.48}
{'text': 'yes like if you had like a darker if you', 'start': 160.4, 'duration': 4.16}
{'text': 'had like a black sounding voice', 'start': 163.04, 'duration': 3.44}
{'text': 'right and every time you go into a lobby', 'start': 164.56, 'duration': 3.2}
{'text': "there's always some like dumb", 'start': 166.48, 'duration': 2.72}
{'text': 'calling you the n word like i think', 'start': 167.76, 'duration': 2.479}
{'text': "that's going to feel a little bit", 'start': 169.2, 'duration': 2.24}
{'text': 'different than like you feeding in a', 'start': 170.239, 'duration': 2.401}
{'text': 'game and people calling you like the f', 'start': 171.44, 'duration': 2.4}
{'text': 'word or random words right or like', 'start': 172.64, 'duration': 2.239}
{'text': "because you're going to made to feel", 'start': 173.84, 'duration': 2.16}
{'text': "you're going to be made to feel not like", 'start': 174.879, 'duration': 2.321}
{'text': "you suck at a game or somebody's trying", 'start': 176.0, 'duration': 2.4}
{'text': "to but like you don't belong here", 'start': 177.2, 'duration': 2.24}
{'text': 'because of who you are', 'start': 178.4, 'duration': 2.4}
{'text': "like and you'll never belong because of", 'start': 179.44, 'duration': 2.48}
{'text': "who you i think that's like a different", 'start': 180.8, 'duration': 3.359}
{'text': 'type of experience', 'start': 181.92, 'duration': 4.72}
{'text': "you're true um for the thing like", 'start': 184.159, 'duration': 3.521}
{'text': 'referring to that', 'start': 186.64, 'duration': 3.2}
{'text': 'i had a friend that was a girl and you', 'start': 187.68, 'duration': 3.36}
{'text': 'know back then', 'start': 189.84, 'duration': 3.84}
{'text': "guys if you're not flirting with one he", 'start': 191.04, 'duration': 4.88}
{'text': 'said he was a gamer okay yeah go ahead', 'start': 193.68, 'duration': 5.6}
{'text': 'yeah i was a huge gamer um', 'start': 195.92, 'duration': 4.88}
{'text': 'she made me lost my train of thought so', 'start': 199.28, 'duration': 2.879}
{'text': 'i got a friend that was a girl yeah', 'start': 200.8, 'duration': 1.84}
{'text': 'girlfriend', 'start': 202.159, 'duration': 2.321}
{'text': 'yeah so we were like in a group playing', 'start': 202.64, 'duration': 3.12}
{'text': 'card or whatever and then whenever we', 'start': 204.48, 'duration': 2.399}
{'text': 'finish a match', 'start': 205.76, 'duration': 2.8}
{'text': 'a guy would try to flirt with her but if', 'start': 206.879, 'duration': 3.28}
{'text': "she doesn't like it then", 'start': 208.56, 'duration': 3.599}
{'text': 'you never call her fat ugly or whatever', 'start': 210.159, 'duration': 3.601}
{'text': 'not knowing what she looks like', 'start': 212.159, 'duration': 3.281}
{'text': 'but she can take the insults and then', 'start': 213.76, 'duration': 3.6}
{'text': "we'll just reply back with even", 'start': 215.44, 'duration': 4.079}
{'text': 'better insults saying like oh you lost', 'start': 217.36, 'duration': 4.0}
{'text': 'to a girl you lost a fat girl and you', 'start': 219.519, 'duration': 2.8}
{'text': 'went negative', 'start': 221.36, 'duration': 2.159}
{'text': 'and then that would just be a better', 'start': 222.319, 'duration': 3.041}
{'text': 'insult than just calling someone fat', 'start': 223.519, 'duration': 4.08}
{'text': 'yeah i mean like yeah there are some', 'start': 225.36, 'duration': 3.76}
{'text': 'people that can do that but those are', 'start': 227.599, 'duration': 1.92}
{'text': 'like', 'start': 229.12, 'duration': 2.56}
{'text': 'those are the exception not the norm i', 'start': 229.519, 'duration': 3.761}
{'text': "think and it's important to understand", 'start': 231.68, 'duration': 2.08}
{'text': 'that', 'start': 233.28, 'duration': 2.08}
{'text': "um and i think it's really bad too", 'start': 233.76, 'duration': 3.6}
{'text': 'because like online when we look at like', 'start': 235.36, 'duration': 3.519}
{'text': 'the types of people that exist', 'start': 237.36, 'duration': 2.64}
{'text': "like most of the people you're watching", 'start': 238.879, 'duration': 2.881}
{'text': 'on content creators are also going to be', 'start': 240.0, 'duration': 2.879}
{'text': 'like the exception', 'start': 241.76, 'duration': 2.559}
{'text': "it's not going to be the norm that like", 'start': 242.879, 'duration': 3.44}
{'text': "somebody's able to take that much abuse", 'start': 244.319, 'duration': 3.2}
{'text': 'over and over and over and over and over', 'start': 246.319, 'duration': 2.56}
{'text': 'again and like be okay with it and just', 'start': 247.519, 'duration': 2.481}
{'text': 'kind of like laugh it off like i think', 'start': 248.879, 'duration': 3.28}
{'text': 'most people get bothered by it over time', 'start': 250.0, 'duration': 3.84}
{'text': "and what's the advantage of being able", 'start': 252.159, 'duration': 3.681}
{'text': 'to do that other than being able to say', 'start': 253.84, 'duration': 4.32}
{'text': "oh i'm such a tough guy i can take it", 'start': 255.84, 'duration': 3.76}
{'text': "when i mean i think there's some", 'start': 258.16, 'duration': 3.199}
{'text': 'advantage to having some like', 'start': 259.6, 'duration': 3.68}
{'text': 'tenacity in life to wear like it makes', 'start': 261.359, 'duration': 3.681}
{'text': 'you feel good but having a little bit', 'start': 263.28, 'duration': 3.359}
{'text': 'more tenacity is way different than', 'start': 265.04, 'duration': 4.32}
{'text': 'being able to put up with a shitstorm', 'start': 266.639, 'duration': 4.881}
{'text': 'yeah but like some people can take those', 'start': 269.36, 'duration': 3.68}
{'text': "and then they'll feel like they're part", 'start': 271.52, 'duration': 2.64}
{'text': 'of like that group', 'start': 273.04, 'duration': 2.56}
{'text': "if like if you're in that group where", 'start': 274.16, 'duration': 3.44}
{'text': 'people just constantly just talk [\xa0__\xa0]', 'start': 275.6, 'duration': 3.44}
{'text': "you're aware they're not taking it", 'start': 277.6, 'duration': 3.28}
{'text': "seriously or you shouldn't take it", 'start': 279.04, 'duration': 2.96}
{'text': 'seriously and', 'start': 280.88, 'duration': 3.759}
{'text': 'more just like have fun with it but', 'start': 282.0, 'duration': 4.8}
{'text': "you're also trying to ham-fist yourself", 'start': 284.639, 'duration': 3.041}
{'text': 'somewhere that', 'start': 286.8, 'duration': 3.2}
{'text': "doesn't necessarily want you there and", 'start': 287.68, 'duration': 3.84}
{'text': 'that may or may not work out for you', 'start': 290.0, 'duration': 3.28}
{'text': "well that's no matter how much you put", 'start': 291.52, 'duration': 3.92}
{'text': 'true but there are like like as a woman', 'start': 293.28, 'duration': 3.52}
{'text': 'no matter how much you', 'start': 295.44, 'duration': 3.44}
{'text': 'try to ham-fist yourself into a group', 'start': 296.8, 'duration': 3.92}
{'text': "that's like that that like you said that", 'start': 298.88, 'duration': 2.48}
{'text': 'your', 'start': 300.72, 'duration': 2.72}
{'text': 'lady friend was able to put up with if', 'start': 301.36, 'duration': 4.0}
{'text': "that group is genuinely sexist there's", 'start': 303.44, 'duration': 3.68}
{'text': 'nothing you can do or say', 'start': 305.36, 'duration': 4.88}
{'text': 'that will change their tone and and', 'start': 307.12, 'duration': 5.519}
{'text': "they're just vitriol towards you i don't", 'start': 310.24, 'duration': 3.36}
{'text': 'i think well', 'start': 312.639, 'duration': 4.081}
{'text': "i don't think i don't think i think wait", 'start': 313.6, 'duration': 4.72}
{'text': 'there are people that can gain', 'start': 316.72, 'duration': 3.039}
{'text': 'acceptance in those groups', 'start': 318.32, 'duration': 3.04}
{'text': "it doesn't mean that those people will", 'start': 319.759, 'duration': 3.201}
{'text': 'change the minds of those people towards', 'start': 321.36, 'duration': 3.44}
{'text': 'other people but those people those', 'start': 322.96, 'duration': 3.76}
{'text': 'particular people can gain acceptance', 'start': 324.8, 'duration': 3.2}
{'text': 'the big problem that you run into is', 'start': 326.72, 'duration': 3.28}
{'text': 'that sometimes those people can also', 'start': 328.0, 'duration': 2.8}
{'text': 'start to take on', 'start': 330.0, 'duration': 2.72}
{'text': 'negative aspects or negative views of', 'start': 330.8, 'duration': 3.28}
{'text': 'people that even are in the group that', 'start': 332.72, 'duration': 2.24}
{'text': 'they belong to', 'start': 334.08, 'duration': 2.16}
{'text': 'the most common example of this', 'start': 334.96, 'duration': 3.2}
{'text': 'phenomenon is called the pikmi girl girl', 'start': 336.24, 'duration': 3.76}
{'text': 'yes so these people can gain acceptance', 'start': 338.16, 'duration': 2.479}
{'text': 'in these groups', 'start': 340.0, 'duration': 3.199}
{'text': 'or for black people right racist white', 'start': 340.639, 'duration': 3.921}
{'text': 'people might refer to them as like oh', 'start': 343.199, 'duration': 2.56}
{'text': "he's one of the good ones", 'start': 344.56, 'duration': 2.72}
{'text': 'so all the racist white guys might', 'start': 345.759, 'duration': 3.121}
{'text': 'really like daryl but', 'start': 347.28, 'duration': 3.359}
{'text': 'they still hate black people so it is', 'start': 348.88, 'duration': 2.96}
{'text': 'possible to gain acceptance but like', 'start': 350.639, 'duration': 2.321}
{'text': "there's a whole bunch of other banks", 'start': 351.84, 'duration': 2.32}
{'text': 'that goes along with it yeah but my', 'start': 352.96, 'duration': 3.04}
{'text': 'point was why would you want to', 'start': 354.16, 'duration': 3.28}
{'text': 'you should maybe because you want to', 'start': 356.0, 'duration': 2.56}
{'text': 'partake in that community because', 'start': 357.44, 'duration': 3.28}
{'text': 'because to me it sounds like mr intake', 'start': 358.56, 'duration': 3.68}
{'text': 'wants to so that he can use it as', 'start': 360.72, 'duration': 4.0}
{'text': "bragging rights to say that hey look i'm", 'start': 362.24, 'duration': 4.16}
{'text': 'such a tough guy', 'start': 364.72, 'duration': 3.52}
{'text': "well it's it's i mean like for some", 'start': 366.4, 'duration': 3.12}
{'text': "people it's like they just", 'start': 368.24, 'duration': 2.72}
{'text': 'want to be able to participate in those', 'start': 369.52, 'duration': 2.799}
{'text': 'communities and if that means like', 'start': 370.96, 'duration': 2.079}
{'text': 'having to', 'start': 372.319, 'duration': 2.32}
{'text': 'get through some level of like abuse or', 'start': 373.039, 'duration': 2.961}
{'text': "whatever like they're okay with it as", 'start': 374.639, 'duration': 2.721}
{'text': 'long as they get the', 'start': 376.0, 'duration': 5.52}
{'text': 'participation i guess get to participate', 'start': 377.36, 'duration': 6.64}
{'text': 'they want to haze so that because they', 'start': 381.52, 'duration': 3.84}
{'text': 'were hazed', 'start': 384.0, 'duration': 2.639}
{'text': "is kind of no no they don't it doesn't", 'start': 385.36, 'duration': 2.32}
{'text': 'have to be hazing but you just want to', 'start': 386.639, 'duration': 2.481}
{'text': 'be able to like why you play dota 2', 'start': 387.68, 'duration': 2.56}
{'text': 'sometimes with voice right and you get a', 'start': 389.12, 'duration': 2.32}
{'text': 'lot of people saying a lot of really', 'start': 390.24, 'duration': 2.959}
{'text': "stupid [\xa0__\xa0] but it's because you want to", 'start': 391.44, 'duration': 3.599}
{'text': 'play dota 2 right or if you want to like', 'start': 393.199, 'duration': 3.201}
{'text': "be able to like you don't want to be", 'start': 395.039, 'duration': 2.641}
{'text': 'included in the group like you want to', 'start': 396.4, 'duration': 2.72}
{'text': 'be included a group of sexes or racist', 'start': 397.68, 'duration': 2.56}
{'text': 'people you just want to be including a', 'start': 399.12, 'duration': 1.359}
{'text': 'group', 'start': 400.24, 'duration': 1.44}
{'text': 'that like does a certain activity that', 'start': 400.479, 'duration': 4.0}
{'text': 'you want to take and i think', 'start': 401.68, 'duration': 7.2}
{'text': "okay yeah i'm not saying like", 'start': 404.479, 'duration': 6.401}
{'text': 'what she was saying referring to like', 'start': 408.88, 'duration': 3.28}
{'text': 'guys would just always', 'start': 410.88, 'duration': 2.879}
{'text': 'constantly say like bad things because', 'start': 412.16, 'duration': 3.12}
{'text': "she's a girl whatever it's more just", 'start': 413.759, 'duration': 3.28}
{'text': 'like a beginning part and then over time', 'start': 415.28, 'duration': 2.319}
{'text': 'they just', 'start': 417.039, 'duration': 2.16}
{'text': "don't do that anymore because she's like", 'start': 417.599, 'duration': 3.121}
{'text': "really cool and so they don't do it", 'start': 419.199, 'duration': 2.081}
{'text': 'anymore', 'start': 420.72, 'duration': 2.319}
{'text': 'yeah they might not to her in particular', 'start': 421.28, 'duration': 3.199}
{'text': 'they probably still went to other girls', 'start': 423.039, 'duration': 2.401}
{'text': 'though it would be amazing', 'start': 424.479, 'duration': 2.56}
{'text': "and the problem is what they're doing is", 'start': 425.44, 'duration': 4.56}
{'text': "they're they're scouting a woman out for", 'start': 427.039, 'duration': 4.481}
{'text': 'things that are quote unquote really', 'start': 430.0, 'duration': 3.44}
{'text': 'cool where really cool means things that', 'start': 431.52, 'duration': 4.239}
{'text': 'make you not like other women', 'start': 433.44, 'duration': 3.36}
{'text': 'in their opinion yeah i think you just', 'start': 435.759, 'duration': 2.0}
{'text': 'have to be careful with that because', 'start': 436.8, 'duration': 2.399}
{'text': "then you also it's like really easy to", 'start': 437.759, 'duration': 4.0}
{'text': 'run into like', 'start': 439.199, 'duration': 4.4}
{'text': "this area where it's like oh like well", 'start': 441.759, 'duration': 3.521}
{'text': "why can't you handle us like all calling", 'start': 443.599, 'duration': 2.241}
{'text': 'you like', 'start': 445.28, 'duration': 1.759}
{'text': 'every time you say something like you', 'start': 445.84, 'duration': 2.96}
{'text': "know samantha she's super cool with it", 'start': 447.039, 'duration': 2.241}
{'text': 'like you', 'start': 448.8, 'duration': 2.799}
{'text': 'run into like weird areas like that too', 'start': 449.28, 'duration': 3.919}
{'text': 'if socialism is when the government does', 'start': 451.599, 'duration': 2.88}
{'text': "stuff you're a socialist", 'start': 453.199, 'duration': 2.72}
{'text': "and every time you've said that you're a", 'start': 454.479, 'duration': 3.12}
{'text': "socialist so why don't you just double", 'start': 455.919, 'duration': 2.881}
{'text': "down what's up with that", 'start': 457.599, 'duration': 2.401}
{'text': "i don't know it depends on the", 'start': 458.8, 'duration': 3.119}
{'text': 'conversation for why', 'start': 460.0, 'duration': 4.24}
{'text': 'just call yourself a labor socialist but', 'start': 461.919, 'duration': 3.441}
{'text': "i'm not and then all the other", 'start': 464.24, 'duration': 2.32}
{'text': 'socialists will hate me and now all the', 'start': 465.36, 'duration': 2.959}
{'text': 'liberals will hate me', 'start': 466.56, 'duration': 5.039}
{'text': 'how are you not exact i would say that', 'start': 468.319, 'duration': 4.081}
{'text': '99 one', 'start': 471.599, 'duration': 3.04}
{'text': 'like percent of your positions are like', 'start': 472.4, 'duration': 3.84}
{'text': "the socialists aren't liberals", 'start': 474.639, 'duration': 2.801}
{'text': "you can't be the same these are", 'start': 476.24, 'duration': 2.959}
{'text': 'contradictory things any socialist that', 'start': 477.44, 'duration': 3.039}
{'text': "calls themselves a socialist that's a", 'start': 479.199, 'duration': 1.921}
{'text': 'liberal is', 'start': 480.479, 'duration': 4.4}
{'text': "cringe why can't you be a liberal and a", 'start': 481.12, 'duration': 4.639}
{'text': 'socialist', 'start': 484.879, 'duration': 3.521}
{'text': "what's the contradiction because", 'start': 485.759, 'duration': 4.0}
{'text': 'liberalism', 'start': 488.4, 'duration': 3.76}
{'text': 'generally implies the ability for like', 'start': 489.759, 'duration': 4.72}
{'text': 'free or private enterprise', 'start': 492.16, 'duration': 4.96}
{'text': 'and socialism generally implies that', 'start': 494.479, 'duration': 4.481}
{'text': "private enterprise wouldn't exist", 'start': 497.12, 'duration': 2.96}
{'text': "i think these are like that's why you", 'start': 498.96, 'duration': 3.04}
{'text': 'can call yourself a labor socialist', 'start': 500.08, 'duration': 5.679}
{'text': "which is both together it's all good", 'start': 502.0, 'duration': 8.56}
{'text': 'gotcha okay have fun', 'start': 505.759, 'duration': 4.801}
{'text': 'when you use words like uh terms like', 'start': 511.44, 'duration': 3.44}
{'text': 'bad faith', 'start': 513.839, 'duration': 5.0}
{'text': 'or um a grifter', 'start': 514.88, 'duration': 7.039}
{'text': 'like um i am someone who', 'start': 518.839, 'duration': 6.12}
{'text': 'is often like just really literal with', 'start': 521.919, 'duration': 4.321}
{'text': 'like then straightforward with', 'start': 524.959, 'duration': 3.281}
{'text': 'definitions so like', 'start': 526.24, 'duration': 3.76}
{'text': 'i think of like a lot of times i think', 'start': 528.24, 'duration': 3.599}
{'text': 'like my mind just goes to', 'start': 530.0, 'duration': 4.959}
{'text': "um like somebody who's being like", 'start': 531.839, 'duration': 5.201}
{'text': 'deliberately dishonest and like', 'start': 534.959, 'duration': 4.56}
{'text': "they know that you're um like when you", 'start': 537.04, 'duration': 3.52}
{'text': "somebody's", 'start': 539.519, 'duration': 5.681}
{'text': 'um sorry when when somebody says', 'start': 540.56, 'duration': 6.48}
{'text': "wait also real quick i wouldn't define", 'start': 545.2, 'duration': 3.36}
{'text': 'like grifter and bad faith', 'start': 547.04, 'duration': 2.96}
{'text': 'as the same these are two different', 'start': 548.56, 'duration': 3.92}
{'text': 'things right well oh yeah', 'start': 550.0, 'duration': 4.72}
{'text': "but they're i mean i was just bringing", 'start': 552.48, 'duration': 3.359}
{'text': 'both those up because they both kind of', 'start': 554.72, 'duration': 2.48}
{'text': 'have to do with dishonesty', 'start': 555.839, 'duration': 5.0}
{'text': 'sure or basically a little bit yeah', 'start': 557.2, 'duration': 6.079}
{'text': "so when we're not talking about if", 'start': 560.839, 'duration': 3.321}
{'text': "you're not talking about just", 'start': 563.279, 'duration': 2.881}
{'text': 'like that kind of dishonesty is like a', 'start': 564.16, 'duration': 3.679}
{'text': 'deliberate thing', 'start': 566.16, 'duration': 4.0}
{'text': 'um then how do you kind of define that', 'start': 567.839, 'duration': 3.281}
{'text': 'because i', 'start': 570.16, 'duration': 2.72}
{'text': 'i kind of wonder if that could get like', 'start': 571.12, 'duration': 3.6}
{'text': 'misused um', 'start': 572.88, 'duration': 4.32}
{'text': 'a lot of times when in debates like', 'start': 574.72, 'duration': 3.92}
{'text': 'accusing people of bad faith', 'start': 577.2, 'duration': 3.6}
{'text': 'but yeah so i guess the way that i view', 'start': 578.64, 'duration': 3.52}
{'text': "it is somebody that's acting in bad", 'start': 580.8, 'duration': 3.52}
{'text': "faith is somebody that's like presenting", 'start': 582.16, 'duration': 3.679}
{'text': 'like they um want to have like a', 'start': 584.32, 'duration': 3.04}
{'text': 'reasonable discussion but they actually', 'start': 585.839, 'duration': 2.721}
{'text': 'have no interest in having a reasonable', 'start': 587.36, 'duration': 2.56}
{'text': "discussion that's like a bad faith", 'start': 588.56, 'duration': 2.16}
{'text': 'person', 'start': 589.92, 'duration': 3.039}
{'text': "um so somebody's like oh like you can", 'start': 590.72, 'duration': 3.36}
{'text': 'change my mind if you just show me some', 'start': 592.959, 'duration': 2.161}
{'text': 'piece of evidence and then you show them', 'start': 594.08, 'duration': 2.24}
{'text': 'a piece of evidence and they make up a', 'start': 595.12, 'duration': 2.48}
{'text': "reason why that they're not going to", 'start': 596.32, 'duration': 2.72}
{'text': "generate stuff like that like they're", 'start': 597.6, 'duration': 3.52}
{'text': 'coming into the conversation in bad', 'start': 599.04, 'duration': 3.919}
{'text': "faith they don't really have a", 'start': 601.12, 'duration': 5.04}
{'text': 'genuine interest in the discussion', 'start': 602.959, 'duration': 3.201}
{'text': 'um a grifter is somebody who like i', 'start': 606.24, 'duration': 3.12}
{'text': 'think', 'start': 608.72, 'duration': 2.16}
{'text': 'presents their political views as being', 'start': 609.36, 'duration': 3.36}
{'text': "one thing they're not actually though", 'start': 610.88, 'duration': 3.12}
{'text': 'they just say whatever they need to in', 'start': 612.72, 'duration': 2.32}
{'text': 'order to gain', 'start': 614.0, 'duration': 2.839}
{'text': 'the most amount of likes or retweets or', 'start': 615.04, 'duration': 4.64}
{'text': 'whatever', 'start': 616.839, 'duration': 5.881}
{'text': "um yeah i didn't think it was", 'start': 619.68, 'duration': 6.08}
{'text': "um if you're gonna say", 'start': 622.72, 'duration': 7.28}
{'text': "they like i don't know if", 'start': 625.76, 'duration': 6.16}
{'text': "i think it's a little kind of weird", 'start': 630.0, 'duration': 3.44}
{'text': "since people don't actually think that", 'start': 631.92, 'duration': 2.88}
{'text': "they're being dishonest", 'start': 633.44, 'duration': 3.76}
{'text': "exactly well that's what there's a", 'start': 634.8, 'duration': 3.92}
{'text': 'difference between like being dumb and', 'start': 637.2, 'duration': 3.12}
{'text': 'being bad faith i think that faith', 'start': 638.72, 'duration': 2.96}
{'text': 'generally implies', 'start': 640.32, 'duration': 4.4}
{'text': "like intentionality like it's kind of", 'start': 641.68, 'duration': 4.08}
{'text': "weird that like let's you get a", 'start': 644.72, 'duration': 2.239}
{'text': "religious person that just can't", 'start': 645.76, 'duration': 2.639}
{'text': 'comprehend not being religious and they', 'start': 646.959, 'duration': 2.56}
{'text': 'want to have like a debate or whatever i', 'start': 648.399, 'duration': 1.921}
{'text': "don't know if", 'start': 649.519, 'duration': 2.0}
{'text': "you would say like oh they're being bad", 'start': 650.32, 'duration': 2.24}
{'text': "faith because they don't understand what", 'start': 651.519, 'duration': 3.121}
{'text': "i'm saying right", 'start': 652.56, 'duration': 4.16}
{'text': "okay all right sorry if i couldn't ask", 'start': 654.64, 'duration': 4.319}
{'text': "that as clearly i'm just really nervous", 'start': 656.72, 'duration': 5.76}
{'text': 'um thank you and pepe wins', 'start': 658.959, 'duration': 7.44}
{'text': "uh my roommate he's uh really like", 'start': 662.48, 'duration': 5.68}
{'text': "he says he's libertarian but he's like", 'start': 666.399, 'duration': 3.281}
{'text': 'very conservative', 'start': 668.16, 'duration': 3.919}
{'text': "um and he's very like conspiratorial", 'start': 669.68, 'duration': 3.52}
{'text': 'okay', 'start': 672.079, 'duration': 2.241}
{'text': "you know he's all bought into the", 'start': 673.2, 'duration': 3.199}
{'text': 'populism stuff so one of the big things', 'start': 674.32, 'duration': 3.84}
{'text': 'we were arguing about the other day was', 'start': 676.399, 'duration': 2.321}
{'text': 'uh', 'start': 678.16, 'duration': 2.32}
