{'text': "let's say that there is a mother who's", 'start': 0.08, 'duration': 4.239}
{'text': 'birthed out of a person that', 'start': 142.4, 'duration': 3.12}
{'text': 'resembled a person but for some reason', 'start': 143.84, 'duration': 3.039}
{'text': "didn't have any type of conscious", 'start': 145.52, 'duration': 3.359}
{'text': 'formation or conscious experience yet', 'start': 146.879, 'duration': 3.36}
{'text': 'i would say that yeah you can have an', 'start': 148.879, 'duration': 2.801}
{'text': 'abortion of that thing up until it', 'start': 150.239, 'duration': 2.961}
{'text': 'begins to form some sort of conscious', 'start': 151.68, 'duration': 2.24}
{'text': 'experience', 'start': 153.2, 'duration': 2.24}
{'text': 'and then further i would hold that i', 'start': 153.92, 'duration': 2.8}
{'text': "think that's relatively consistent with", 'start': 155.44, 'duration': 2.799}
{'text': 'how we define things if you give birth', 'start': 156.72, 'duration': 2.799}
{'text': 'to something and that thing is brain', 'start': 158.239, 'duration': 1.761}
{'text': 'dead', 'start': 159.519, 'duration': 1.681}
{'text': "if it looks like it's never going to", 'start': 160.0, 'duration': 3.04}
{'text': 'have a conscious experience um', 'start': 161.2, 'duration': 3.2}
{'text': 'it seems like you would abort it or if', 'start': 163.04, 'duration': 2.16}
{'text': "it's not currently having when there's", 'start': 164.4, 'duration': 1.919}
{'text': "no reason to believe it'll have one you", 'start': 165.2, 'duration': 2.24}
{'text': 'would probably abort it', 'start': 166.319, 'duration': 2.801}
{'text': 'um although for emotional reasons people', 'start': 167.44, 'duration': 3.04}
{'text': 'get weird once it comes out of the body', 'start': 169.12, 'duration': 3.199}
{'text': 'of course but yeah', 'start': 170.48, 'duration': 3.36}
{'text': 'yeah yeah um i agree with you that if', 'start': 172.319, 'duration': 2.881}
{'text': 'something is brain dead and is not going', 'start': 173.84, 'duration': 2.399}
{'text': 'to actually you know', 'start': 175.2, 'duration': 2.88}
{'text': 'actualize its potential under my', 'start': 176.239, 'duration': 3.28}
{'text': 'framework i would obviously not grant it', 'start': 178.08, 'duration': 3.04}
{'text': 'moral consideration either', 'start': 179.519, 'duration': 3.041}
{'text': 'um so yeah i guess that kind of gets', 'start': 181.12, 'duration': 3.44}
{'text': 'into the principle of actualization so', 'start': 182.56, 'duration': 3.36}
{'text': "why don't you think that we should value", 'start': 184.56, 'duration': 3.28}
{'text': 'potentiality', 'start': 185.92, 'duration': 5.12}
{'text': "um i just i don't understand how any", 'start': 187.84, 'duration': 4.72}
{'text': 'type of moral system could', 'start': 191.04, 'duration': 3.52}
{'text': "value something that doesn't currently", 'start': 192.56, 'duration': 3.44}
{'text': 'exist the idea of', 'start': 194.56, 'duration': 3.44}
{'text': 'valuing or taking into consideration the', 'start': 196.0, 'duration': 3.28}
{'text': 'preferences of a thing that has no', 'start': 198.0, 'duration': 2.4}
{'text': 'preferences or can assert any', 'start': 199.28, 'duration': 1.92}
{'text': 'preferences', 'start': 200.4, 'duration': 2.24}
{'text': 'um just seems like it opens up a whole', 'start': 201.2, 'duration': 3.039}
{'text': 'can of worms to me', 'start': 202.64, 'duration': 3.679}
{'text': "so it seems as though it's far easier", 'start': 204.239, 'duration': 3.761}
{'text': 'and more reasonable to just say that', 'start': 206.319, 'duration': 3.041}
{'text': 'once you have a conscious', 'start': 208.0, 'duration': 3.44}
{'text': "and once you can assert preferences it's", 'start': 209.36, 'duration': 3.84}
{'text': 'easier there to be respectful or mindful', 'start': 211.44, 'duration': 3.12}
{'text': 'of those preferences and then any type', 'start': 213.2, 'duration': 3.039}
{'text': 'of ethical or government system ought to', 'start': 214.56, 'duration': 3.12}
{'text': 'respect and protect those preferences', 'start': 216.239, 'duration': 2.64}
{'text': "but you can't protect", 'start': 217.68, 'duration': 2.72}
{'text': "something that doesn't exist yet or", 'start': 218.879, 'duration': 3.28}
{'text': "there's not a harm being committed there", 'start': 220.4, 'duration': 4.24}
{'text': "if something doesn't exist yet", 'start': 222.159, 'duration': 4.241}
{'text': "okay um what do you mean by it doesn't", 'start': 224.64, 'duration': 3.92}
{'text': 'exist um so like', 'start': 226.4, 'duration': 3.6}
{'text': 'for instance if i were to throw a', 'start': 228.56, 'duration': 3.599}
{'text': 'baseball through the air', 'start': 230.0, 'duration': 3.92}
{'text': "it's fine if there's going to be a", 'start': 232.159, 'duration': 4.16}
{'text': "window there in a year it's not like i'm", 'start': 233.92, 'duration': 4.319}
{'text': 'pre-breaking a window or if i prevent a', 'start': 236.319, 'duration': 3.12}
{'text': "window from being born it's not the same", 'start': 238.239, 'duration': 2.321}
{'text': 'as breaking a window', 'start': 239.439, 'duration': 2.72}
{'text': 'the idea that preventing the formation', 'start': 240.56, 'duration': 3.28}
{'text': 'of a conscious experience is the same as', 'start': 242.159, 'duration': 2.881}
{'text': 'ending one', 'start': 243.84, 'duration': 3.119}
{'text': 'is i recognize that there would be a', 'start': 245.04, 'duration': 3.44}
{'text': 'distinction between those two things i', 'start': 246.959, 'duration': 3.041}
{'text': "don't think it's one of the same", 'start': 248.48, 'duration': 3.119}
{'text': "i don't understand what it means to", 'start': 250.0, 'duration': 3.92}
{'text': "respect the potentiality of life i don't", 'start': 251.599, 'duration': 2.801}
{'text': 'know why', 'start': 253.92, 'duration': 2.879}
{'text': 'that potential matters what matters is', 'start': 254.4, 'duration': 3.44}
{'text': 'whether or not a', 'start': 256.799, 'duration': 2.96}
{'text': 'preference asserting thing exists yet', 'start': 257.84, 'duration': 4.16}
{'text': "and then if it doesn't then it doesn't", 'start': 259.759, 'duration': 3.601}
{'text': 'so the reason that i would say it', 'start': 262.0, 'duration': 3.52}
{'text': 'matters is because in accordance with', 'start': 263.36, 'duration': 3.44}
{'text': 'like the categorization of human', 'start': 265.52, 'duration': 2.8}
{'text': 'substance the fetus would still have', 'start': 266.8, 'duration': 2.399}
{'text': 'potency', 'start': 268.32, 'duration': 2.4}
{'text': 'and like the ability to actually so like', 'start': 269.199, 'duration': 3.041}
{'text': 'somebody under general anesthesia for', 'start': 270.72, 'duration': 2.08}
{'text': 'example', 'start': 272.24, 'duration': 2.16}
{'text': 'although they may not be actualizing at', 'start': 272.8, 'duration': 3.52}
{'text': 't0 right they might not be actualizing', 'start': 274.4, 'duration': 3.359}
{'text': 'we still value their potentiality', 'start': 276.32, 'duration': 2.4}
{'text': 'because that we know', 'start': 277.759, 'duration': 2.641}
{'text': "that they're going to be able to do so", 'start': 278.72, 'duration': 3.52}
{'text': 'in x amount of time so then', 'start': 280.4, 'duration': 3.12}
{'text': "that's where i just think when you", 'start': 282.24, 'duration': 3.04}
{'text': 'mention moral baggage and what feels', 'start': 283.52, 'duration': 4.08}
{'text': 'you know intuitively wrong even though i', 'start': 285.28, 'duration': 4.4}
{'text': 'do believe there are objective morals um', 'start': 287.6, 'duration': 3.92}
{'text': 'i think that you can agree you know it', 'start': 289.68, 'duration': 3.44}
{'text': 'would be intuitively wrong to kill', 'start': 291.52, 'duration': 3.28}
{'text': "somebody that's under general anesthesia", 'start': 293.12, 'duration': 3.68}
{'text': "just because they're not actualizing", 'start': 294.8, 'duration': 4.08}
{'text': 'um or acting as you would say it', 'start': 296.8, 'duration': 3.52}
{'text': 'consciously at the moment', 'start': 298.88, 'duration': 3.12}
{'text': "while that's true the only reason why it", 'start': 300.32, 'duration': 3.28}
{'text': 'would be bad is because we imagine that', 'start': 302.0, 'duration': 2.88}
{'text': 'they would have asserted a preference', 'start': 303.6, 'duration': 2.72}
{'text': "while being conscious that they don't", 'start': 304.88, 'duration': 2.48}
{'text': 'want to be killed', 'start': 306.32, 'duration': 3.12}
{'text': 'so somebody undergoing anesthesia is', 'start': 307.36, 'duration': 3.76}
{'text': 'likely to have been alive before', 'start': 309.44, 'duration': 3.599}
{'text': 'undergoing anesthesia and in that living', 'start': 311.12, 'duration': 3.2}
{'text': "conscious form it didn't want to be", 'start': 313.039, 'duration': 2.401}
{'text': "killed so you wouldn't kill it while", 'start': 314.32, 'duration': 2.0}
{'text': "it's temporarily", 'start': 315.44, 'duration': 3.52}
{'text': 'unconscious well sure i have extinct', 'start': 316.32, 'duration': 3.28}
{'text': 'this because', 'start': 318.96, 'duration': 1.76}
{'text': "normally when you're put under general", 'start': 319.6, 'duration': 2.96}
{'text': 'anesthesia you actually you know consent', 'start': 320.72, 'duration': 3.52}
{'text': 'to doing so um', 'start': 322.56, 'duration': 3.68}
{'text': "but let's say you're in a car accident", 'start': 324.24, 'duration': 3.04}
{'text': 'for example', 'start': 326.24, 'duration': 2.959}
{'text': 'and you have no friends or family um', 'start': 327.28, 'duration': 4.0}
{'text': 'people are gonna put you under general', 'start': 329.199, 'duration': 3.201}
{'text': 'anesthesia', 'start': 331.28, 'duration': 2.8}
{'text': 'if they need to because we air on the', 'start': 332.4, 'duration': 3.84}
{'text': 'side of life so in that instance like if', 'start': 334.08, 'duration': 4.16}
{'text': "you were in a car accident and you're", 'start': 336.24, 'duration': 3.519}
{'text': 'put under general anesthesia do you', 'start': 338.24, 'duration': 2.399}
{'text': 'think it would be', 'start': 339.759, 'duration': 2.961}
{'text': 'moral and you can even have suicidal', 'start': 340.639, 'duration': 3.28}
{'text': "tendencies let's say right", 'start': 342.72, 'duration': 3.44}
{'text': 'like you were trying to kill yourself or', 'start': 343.919, 'duration': 3.601}
{'text': 'you know you want to die', 'start': 346.16, 'duration': 3.039}
{'text': "but given that we the doctors don't know", 'start': 347.52, 'duration': 2.959}
{'text': 'this at the time would you say it would', 'start': 349.199, 'duration': 3.041}
{'text': 'be morally permissible in order to kill', 'start': 350.479, 'duration': 2.56}
{'text': 'them', 'start': 352.24, 'duration': 2.959}
{'text': "um if the doctors don't know i mean your", 'start': 353.039, 'duration': 3.761}
{'text': 'job as a doctor is to keep', 'start': 355.199, 'duration': 3.681}
{'text': 'somebody alive i mean um no if', 'start': 356.8, 'duration': 3.119}
{'text': "somebody's going to the hospital the", 'start': 358.88, 'duration': 2.4}
{'text': 'assumption is going to be that this is a', 'start': 359.919, 'duration': 3.12}
{'text': 'person that wants to be living', 'start': 361.28, 'duration': 3.28}
{'text': 'they were in a prior country state and', 'start': 363.039, 'duration': 2.801}
{'text': 'they were living in that state so you', 'start': 364.56, 'duration': 2.479}
{'text': 'would assume so if you were given', 'start': 365.84, 'duration': 2.799}
{'text': 'indication otherwise then it would be a', 'start': 367.039, 'duration': 2.801}
{'text': "different story but no i mean you'd make", 'start': 368.639, 'duration': 2.241}
{'text': 'the assumption that they want to', 'start': 369.84, 'duration': 2.479}
{'text': 'continue and then once they', 'start': 370.88, 'duration': 2.56}
{'text': 'are alive they want to kill themselves', 'start': 372.319, 'duration': 3.761}
{'text': 'and do that i guess yeah i mean i would', 'start': 373.44, 'duration': 4.08}
{'text': "agree once they're alive and rational", 'start': 376.08, 'duration': 2.8}
{'text': "enough to make that decision they'd be", 'start': 377.52, 'duration': 2.0}
{'text': 'able to', 'start': 378.88, 'duration': 2.24}
{'text': 'um but why would past sentencing or', 'start': 379.52, 'duration': 3.28}
{'text': 'consciousness even matter when talking', 'start': 381.12, 'duration': 2.16}
{'text': 'about', 'start': 382.8, 'duration': 2.08}
{'text': 'like the moral consideration we would', 'start': 383.28, 'duration': 3.12}
{'text': 'give someone because', 'start': 384.88, 'duration': 3.2}
{'text': "because there's nothing to consider", 'start': 386.4, 'duration': 3.28}
{'text': 'before a conscious experience has', 'start': 388.08, 'duration': 2.239}
{'text': 'emerged', 'start': 389.68, 'duration': 2.32}
{'text': 'the past conscious experience emerged', 'start': 390.319, 'duration': 2.88}
{'text': 'then that past conscious thing is', 'start': 392.0, 'duration': 2.8}
{'text': 'asserted that it wants to be', 'start': 393.199, 'duration': 4.161}
{'text': 'um treated as a living thing as most', 'start': 394.8, 'duration': 3.679}
{'text': 'people do', 'start': 397.36, 'duration': 2.8}
{'text': "you know i'm ignoring edge cases where", 'start': 398.479, 'duration': 2.881}
{'text': 'something might be suicidal or something', 'start': 400.16, 'duration': 2.4}
{'text': 'like that but most people that are alive', 'start': 401.36, 'duration': 2.16}
{'text': 'have preferences that need to be', 'start': 402.56, 'duration': 1.52}
{'text': 'fulfilled', 'start': 403.52, 'duration': 2.239}
{'text': 'they usually want like food shelter', 'start': 404.08, 'duration': 3.92}
{'text': 'whatever once that thing has come into', 'start': 405.759, 'duration': 3.521}
{'text': "existence that's a right that we can", 'start': 408.0, 'duration': 2.16}
{'text': 'recognize', 'start': 409.28, 'duration': 2.319}
{'text': "if it hasn't come into existence yet", 'start': 410.16, 'duration': 4.4}
{'text': 'when there is nothing to recognize', 'start': 411.599, 'duration': 4.401}
{'text': 'well yeah right i would just say', 'start': 414.56, 'duration': 3.039}
{'text': 'existence that would still', 'start': 416.0, 'duration': 2.96}
{'text': 'i would say like a fetus or even a', 'start': 417.599, 'duration': 3.281}
{'text': 'zygote would still exist because we can', 'start': 418.96, 'duration': 3.6}
{'text': 'imagine that too for a fetish right like', 'start': 420.88, 'duration': 2.319}
{'text': 'most people', 'start': 422.56, 'duration': 2.639}
{'text': "don't want to be killed most people", 'start': 423.199, 'duration': 3.44}
{'text': "don't want their baby to be killed but", 'start': 425.199, 'duration': 3.28}
{'text': "even so you're saying because the baby", 'start': 426.639, 'duration': 3.12}
{'text': "can't think for itself", 'start': 428.479, 'duration': 3.28}
{'text': 'i want to die therefore we should have', 'start': 429.759, 'duration': 4.56}
{'text': 'the ability to make that decision for it', 'start': 431.759, 'duration': 4.961}
{'text': 'yeah so typically in when i speak in', 'start': 434.319, 'duration': 3.761}
{'text': 'terms of preferences and when', 'start': 436.72, 'duration': 2.64}
{'text': 'most people speak in terms of', 'start': 438.08, 'duration': 3.2}
{'text': "preferences um i don't know if we would", 'start': 439.36, 'duration': 4.0}
{'text': 'say that like a fetus wants to live', 'start': 441.28, 'duration': 3.759}
{'text': 'like a tree wants to live i think that', 'start': 443.36, 'duration': 3.36}
{'text': 'usually these are just things that do', 'start': 445.039, 'duration': 2.16}
{'text': 'they have', 'start': 446.72, 'duration': 1.759}
{'text': "some developmental process it's not", 'start': 447.199, 'duration': 3.12}
{'text': 'until some conscious experience emerges', 'start': 448.479, 'duration': 3.921}
{'text': 'that there becomes some preference or', 'start': 450.319, 'duration': 3.921}
{'text': 'desire that we begin to respect or', 'start': 452.4, 'duration': 3.199}
{'text': 'reciprocate as like', 'start': 454.24, 'duration': 3.84}
{'text': 'being like a conscious living thing yeah', 'start': 455.599, 'duration': 3.121}
{'text': 'yeah so', 'start': 458.08, 'duration': 2.399}
{'text': "i don't see why not we can't make the", 'start': 458.72, 'duration': 3.44}
{'text': 'assumption you mentioned before for the', 'start': 460.479, 'duration': 3.201}
{'text': 'fetus like with the person in the car', 'start': 462.16, 'duration': 2.159}
{'text': 'accident', 'start': 463.68, 'duration': 2.16}
{'text': 'because we can rationally assume that', 'start': 464.319, 'duration': 3.361}
{'text': 'the fetus would want to live as well', 'start': 465.84, 'duration': 3.359}
{'text': 'but we never would do that in any other', 'start': 467.68, 'duration': 3.04}
{'text': 'circumstance we assume that there needs', 'start': 469.199, 'duration': 2.961}
{'text': 'to be some', 'start': 470.72, 'duration': 3.36}
{'text': 'some base level brain functioning in', 'start': 472.16, 'duration': 3.599}
{'text': 'order to do that so for instance if', 'start': 474.08, 'duration': 3.44}
{'text': 'somebody is brain dead in a hospital bed', 'start': 475.759, 'duration': 2.56}
{'text': "and we don't think that they're ever", 'start': 477.52, 'duration': 1.679}
{'text': 'coming back we would never make', 'start': 478.319, 'duration': 2.16}
{'text': "assumptions let's even if the rest of", 'start': 479.199, 'duration': 2.161}
{'text': 'the body was healthy', 'start': 480.479, 'duration': 2.321}
{'text': "we wouldn't make the assumption well you", 'start': 481.36, 'duration': 3.279}
{'text': "know they probably want to we'd probably", 'start': 482.8, 'duration': 3.679}
{'text': 'say well the brain is ceased to function', 'start': 484.639, 'duration': 3.601}
{'text': "there's no more conscious experience", 'start': 486.479, 'duration': 2.961}
{'text': 'i agree with you because you know they', 'start': 488.24, 'duration': 2.639}
{'text': "wouldn't have the ability to actualize", 'start': 489.44, 'duration': 2.72}
{'text': 'their potential their brain dead so', 'start': 490.879, 'duration': 2.241}
{'text': "therefore we wouldn't get the moral", 'start': 492.16, 'duration': 2.159}
{'text': 'consideration done', 'start': 493.12, 'duration': 3.68}
{'text': 'um but in this case you know the active', 'start': 494.319, 'duration': 3.841}
{'text': 'potentiality would make all the', 'start': 496.8, 'duration': 1.839}
{'text': 'difference', 'start': 498.16, 'duration': 2.08}
{'text': 'the reason why we err on the side of', 'start': 498.639, 'duration': 3.12}
{'text': 'life in instances like the car accident', 'start': 500.24, 'duration': 2.079}
{'text': 'is mentioned', 'start': 501.759, 'duration': 1.921}
{'text': 'because we can rationally assume they', 'start': 502.319, 'duration': 3.201}
{'text': 'would want to live and even by going off', 'start': 503.68, 'duration': 3.68}
{'text': 'the principle of rationality', 'start': 505.52, 'duration': 3.92}
{'text': "newborns can't really make that decision", 'start': 507.36, 'duration': 3.36}
{'text': 'for themselves i mean you could argue', 'start': 509.44, 'duration': 2.479}
{'text': 'they have a conscience', 'start': 510.72, 'duration': 2.48}
{'text': 'right but that kind of would be special', 'start': 511.919, 'duration': 3.36}
{'text': 'pleading from the rationality principle', 'start': 513.2, 'duration': 5.12}
{'text': 'so why why would we assume', 'start': 515.279, 'duration': 5.841}
{'text': 'or why should we value the potentiality', 'start': 518.32, 'duration': 4.639}
{'text': 'of life', 'start': 521.12, 'duration': 3.92}
{'text': 'oh well well like i said before like it', 'start': 522.959, 'duration': 3.121}
{'text': 'would kind of have to', 'start': 525.04, 'duration': 3.04}
{'text': 'it grounded in my ethics with the', 'start': 526.08, 'duration': 4.64}
{'text': 'ability to act um or be without being', 'start': 528.08, 'duration': 3.52}
{'text': 'impended', 'start': 530.72, 'duration': 4.08}
{'text': "so yeah that so that i don't so", 'start': 531.6, 'duration': 5.6}
{'text': 'my main issue with why i so i describe', 'start': 534.8, 'duration': 4.56}
{'text': 'myself as like ethically i think 55', 'start': 537.2, 'duration': 4.319}
{'text': 'pro-choice and then legally 100 is', 'start': 539.36, 'duration': 4.0}
{'text': 'because i agree with you that there can', 'start': 541.519, 'duration': 3.121}
{'text': 'be a grounding here', 'start': 543.36, 'duration': 3.28}
{'text': 'but this grounding is going to happen on', 'start': 544.64, 'duration': 3.36}
{'text': 'a level that is', 'start': 546.64, 'duration': 3.759}
{'text': 'wholly unprovable um so for instance', 'start': 548.0, 'duration': 3.76}
{'text': 'earlier when you talked about like', 'start': 550.399, 'duration': 3.44}
{'text': 'people belonging to a human substance', 'start': 551.76, 'duration': 3.84}
{'text': 'i mean well what is the human substance', 'start': 553.839, 'duration': 3.44}
{'text': 'right that is the question', 'start': 555.6, 'duration': 3.359}
{'text': 'i mean yeah i mean i clarified after', 'start': 557.279, 'duration': 3.921}
{'text': 'that i said the human substance or the', 'start': 558.959, 'duration': 3.281}
{'text': 'substance form', 'start': 561.2, 'duration': 3.44}
{'text': 'is the defining characteristic would be', 'start': 562.24, 'duration': 3.36}
{'text': 'the potency', 'start': 564.64, 'duration': 2.8}
{'text': 'you know to attain values and actual', 'start': 565.6, 'duration': 3.919}
{'text': 'virtues but now going back to what i', 'start': 567.44, 'duration': 3.68}
{'text': 'said before', 'start': 569.519, 'duration': 4.0}
{'text': 'i need to know is this standard', 'start': 571.12, 'duration': 4.56}
{'text': 'rationality or is the standard', 'start': 573.519, 'duration': 5.76}
{'text': 'consciousness because in like the car', 'start': 575.68, 'duration': 5.44}
{'text': 'a car accident example i think you know', 'start': 579.279, 'duration': 3.68}
{'text': 'the standard rationality is the person', 'start': 581.12, 'duration': 3.36}
{'text': 'rationally enough to make that decision', 'start': 582.959, 'duration': 3.44}
{'text': 'to be able to kill themselves', 'start': 584.48, 'duration': 3.919}
{'text': 'or while a fetus obviously is not', 'start': 586.399, 'duration': 3.041}
{'text': 'neither is a newborn', 'start': 588.399, 'duration': 2.641}
{'text': 'or as a standard consciousness because a', 'start': 589.44, 'duration': 2.8}
{'text': 'person under general anesthesia is', 'start': 591.04, 'duration': 2.64}
{'text': 'obviously not conscious', 'start': 592.24, 'duration': 3.44}
{'text': 'um but we air on the side of life yeah', 'start': 593.68, 'duration': 3.36}
{'text': 'so i have no', 'start': 595.68, 'duration': 3.279}
{'text': 'attachment to the whatever rationality', 'start': 597.04, 'duration': 2.96}
{'text': "whatever we're using here it's not what", 'start': 598.959, 'duration': 1.921}
{'text': "i'm looking at i'm looking for a", 'start': 600.0, 'duration': 2.32}
{'text': "conscious experience that's like", 'start': 600.88, 'duration': 3.519}
{'text': 'ours so anything that has begun a', 'start': 602.32, 'duration': 4.0}
{'text': 'conscious experience like ours ought to', 'start': 604.399, 'duration': 3.521}
{'text': 'be valued as a conscious experience that', 'start': 606.32, 'duration': 2.56}
{'text': 'ought to be protected', 'start': 607.92, 'duration': 2.32}
{'text': 'recognizing that there might be some', 'start': 608.88, 'duration': 2.959}
{'text': 'temporary lapses in consciousness', 'start': 610.24, 'duration': 2.96}
{'text': "whether we're talking about sleep or", 'start': 611.839, 'duration': 2.56}
{'text': 'anesthesia', 'start': 613.2, 'duration': 2.4}
{'text': "doesn't mean that all of a sudden it", 'start': 614.399, 'duration': 2.961}
{'text': 'negates the prior assertions that they', 'start': 615.6, 'duration': 3.6}
{'text': 'had wanting to continue to exist', 'start': 617.36, 'duration': 3.36}
{'text': 'however when we speak of a fetus there', 'start': 619.2, 'duration': 2.879}
{'text': 'are no prior assertions of which to', 'start': 620.72, 'duration': 2.96}
{'text': 'reference there has been no conscious', 'start': 622.079, 'duration': 2.401}
{'text': 'experience yet', 'start': 623.68, 'duration': 3.279}
{'text': 'only one that might occur down the line', 'start': 624.48, 'duration': 4.4}
{'text': "but we can't we can't value", 'start': 626.959, 'duration': 3.44}
{'text': 'that that conscious experience that', 'start': 628.88, 'duration': 3.04}
{'text': "hasn't even begun to assert itself yet", 'start': 630.399, 'duration': 4.641}
{'text': "there's nothing there yet to protect", 'start': 631.92, 'duration': 5.359}
{'text': 'so so again like going back to the car', 'start': 635.04, 'duration': 4.0}
{'text': 'accident example using this conscious', 'start': 637.279, 'duration': 3.761}
{'text': 'experience we can 100', 'start': 639.04, 'duration': 3.68}
{'text': 'within ethicality kill that person', 'start': 641.04, 'duration': 3.359}
{'text': "that's under general anesthesia maybe no", 'start': 642.72, 'duration': 2.799}
{'text': "because they've had a no because they've", 'start': 644.399, 'duration': 3.12}
{'text': 'had a prior conscious experience', 'start': 645.519, 'duration': 4.481}
