{'text': 'okay so if you remember we look went', 'start': 0.06, 'duration': 3.899}
{'text': 'in the', 'start': 226.44, 'duration': 3.54}
{'text': 'um in the sarsko V2 virus', 'start': 227.7, 'duration': 4.14}
{'text': 'um then the vaccines but I think that', 'start': 229.98, 'duration': 3.42}
{'text': "when they've been studying people with", 'start': 231.84, 'duration': 2.16}
{'text': 'um', 'start': 233.4, 'duration': 3.0}
{'text': 'uh that have been infected that have the', 'start': 234.0, 'duration': 4.319}
{'text': 'natural immunity that there is a concern', 'start': 236.4, 'duration': 3.72}
{'text': 'right now that natural immunity wanes', 'start': 238.319, 'duration': 4.021}
{'text': 'much faster than the vaccine immunity I', 'start': 240.12, 'duration': 3.479}
{'text': "don't know why that would be the case", 'start': 242.34, 'duration': 3.24}
{'text': "but it's all still being researched so", 'start': 243.599, 'duration': 4.621}
{'text': "it's hard to um it's hard to tell", 'start': 245.58, 'duration': 4.68}
{'text': "we just don't have good answers to that", 'start': 248.22, 'duration': 3.54}
{'text': 'yet', 'start': 250.26, 'duration': 3.839}
{'text': 'now why would I take a chance in getting', 'start': 251.76, 'duration': 4.199}
{'text': "vaccinated on top of that by the way I'm", 'start': 254.099, 'duration': 4.14}
{'text': "glad you're you're better it only lasted", 'start': 255.959, 'duration': 3.361}
{'text': "a day you're probably the only one at", 'start': 258.239, 'duration': 4.02}
{'text': "CNN that's glad no no no no no no no the", 'start': 259.32, 'duration': 3.9}
{'text': 'rest of them are all lying about', 'start': 262.259, 'duration': 3.061}
{'text': 'maintaining horse medication we should', 'start': 263.22, 'duration': 3.6}
{'text': 'talk about that that bothered you it', 'start': 265.32, 'duration': 3.3}
{'text': "should bother you too they're lying at", 'start': 266.82, 'duration': 3.599}
{'text': 'your network about people taking human', 'start': 268.62, 'duration': 4.5}
{'text': 'drugs versus drugs calling it a horse', 'start': 270.419, 'duration': 4.741}
{'text': "dewormer is not a flattering thing it's", 'start': 273.12, 'duration': 5.46}
{'text': "a lie it's a lie on a News Network and", 'start': 275.16, 'duration': 6.3}
{'text': "it's a lie that's a willing that's", 'start': 278.58, 'duration': 4.8}
{'text': "that's a lie that they're conscious of", 'start': 281.46, 'duration': 4.5}
{'text': "it's not a mistake yeah they're", 'start': 283.38, 'duration': 5.039}
{'text': 'unfavorably framing it as veterinary', 'start': 285.96, 'duration': 4.92}
{'text': 'medicine well the FDA put this thing out', 'start': 288.419, 'duration': 4.201}
{'text': 'you saw that did you see that thing that', 'start': 290.88, 'duration': 4.099}
{'text': 'the FDA put out what did the FDA put up', 'start': 292.62, 'duration': 5.28}
{'text': 'it was a tweet and it was snarky I admit', 'start': 294.979, 'duration': 4.901}
{'text': 'it they said you were Sanjay Gupta was', 'start': 297.9, 'duration': 2.94}
{'text': 'totally unprepared for this am I', 'start': 299.88, 'duration': 2.28}
{'text': "pronounce his name right um he shouldn't", 'start': 300.84, 'duration': 3.18}
{'text': "be unprepared this is like CNN's chief", 'start': 302.16, 'duration': 3.3}
{'text': 'medical [\xa0__\xa0] correspondent or', 'start': 304.02, 'duration': 3.179}
{'text': "whatever isn't it like", 'start': 305.46, 'duration': 3.72}
{'text': 'um', 'start': 307.199, 'duration': 4.44}
{'text': "there's um yeah he should have been", 'start': 309.18, 'duration': 3.9}
{'text': 'ready for this obviously Rogan was going', 'start': 311.639, 'duration': 2.941}
{'text': 'to bring it up and CNN [\xa0__\xa0] up hard', 'start': 313.08, 'duration': 4.8}
{'text': 'here when they did it they did', 'start': 314.58, 'duration': 5.22}
{'text': "we're not a horse you are not a cow stop", 'start': 317.88, 'duration': 3.24}
{'text': 'taking the stuff or something like that', 'start': 319.8, 'duration': 2.64}
{'text': "why would you say that when you're", 'start': 321.12, 'duration': 2.76}
{'text': "talking about a drug that's been given", 'start': 322.44, 'duration': 3.62}
{'text': 'out to billions and billions of people', 'start': 323.88, 'duration': 4.379}
{'text': "who's responsible for one of the", 'start': 326.06, 'duration': 3.88}
{'text': 'inventors of it making the Nobel Prize', 'start': 328.259, 'duration': 4.741}
{'text': 'the Nobel Prize in 2015. yeah yeah a', 'start': 329.94, 'duration': 5.64}
{'text': 'drug that has been shown to stop viral', 'start': 333.0, 'duration': 5.4}
{'text': 'replication in vitro you know that right', 'start': 335.58, 'duration': 5.339}
{'text': "why would they lie and say that's horse", 'start': 338.4, 'duration': 4.26}
{'text': 'dewormer I can afford people medicine', 'start': 340.919, 'duration': 4.861}
{'text': "[\xa0__\xa0] this is ridiculous it's", 'start': 342.66, 'duration': 4.8}
{'text': 'just a lot like anyone is thick but', 'start': 345.78, 'duration': 3.479}
{'text': "don't you think that a lie like that is", 'start': 347.46, 'duration': 3.54}
{'text': 'dangerous on a News Network when you', 'start': 349.259, 'duration': 3.601}
{'text': "know that they know they're lying you", 'start': 351.0, 'duration': 3.78}
{'text': 'know that they know that I took medicine', 'start': 352.86, 'duration': 4.38}
{'text': 'like here it is', 'start': 354.78, 'duration': 4.5}
{'text': 'this is Ivermectin you got it right here', 'start': 357.24, 'duration': 3.66}
{'text': 'somebody gave it to me', 'start': 359.28, 'duration': 4.08}
{'text': 'all right hang on the thing is though', 'start': 360.9, 'duration': 4.44}
{'text': "we're we're like going so fast like I", 'start': 363.36, 'duration': 4.26}
{'text': "feel like I'm missing I'm missing that's", 'start': 365.34, 'duration': 5.82}
{'text': 'a problem that your News Network lies', 'start': 367.62, 'duration': 6.06}
{'text': 'well you can tell it this is like asking', 'start': 371.16, 'duration': 4.74}
{'text': 'the the who like uh so what do you think', 'start': 373.68, 'duration': 4.38}
{'text': "about Taiwan as being a country and he's", 'start': 375.9, 'duration': 4.019}
{'text': 'like', 'start': 378.06, 'duration': 3.18}
{'text': 'uh', 'start': 379.919, 'duration': 5.881}
{'text': "hello I think it's cutting out uh BHO", 'start': 381.24, 'duration': 8.959}
{'text': "considered taiwan's membership", 'start': 385.8, 'duration': 4.399}
{'text': 'what', 'start': 390.78, 'duration': 2.66}
{'text': 'hello', 'start': 397.02, 'duration': 4.08}
{'text': "I can't hear you I couldn't hear your", 'start': 399.02, 'duration': 4.0}
{'text': 'question okay yeah let me let me let me', 'start': 401.1, 'duration': 4.02}
{'text': "repeat the question okay let's move to", 'start': 403.02, 'duration': 4.2}
{'text': 'another one then I mean like you you', 'start': 405.12, 'duration': 3.96}
{'text': 'have to be able to address this right it', 'start': 407.22, 'duration': 4.62}
{'text': 'looks bad but dude what did they say', 'start': 409.08, 'duration': 4.619}
{'text': 'they lied when they said I was taking', 'start': 411.84, 'duration': 3.96}
{'text': 'horse dewormer first of all it was', 'start': 413.699, 'duration': 5.84}
{'text': 'prescribed to me by a doctor yeah', 'start': 415.8, 'duration': 6.54}
{'text': "of other medications if you've got a", 'start': 419.539, 'duration': 4.78}
{'text': 'human pill because there were people', 'start': 422.34, 'duration': 3.78}
{'text': 'that were taking it the veterinary', 'start': 424.319, 'duration': 4.261}
{'text': "medication and I you're not obviously", 'start': 426.12, 'duration': 4.019}
{'text': 'you got it from a doctor so that it', 'start': 428.58, 'duration': 3.42}
{'text': "shouldn't be called that Ivermectin can", 'start': 430.139, 'duration': 4.321}
{'text': 'be a very effective medication for', 'start': 432.0, 'duration': 4.38}
{'text': "parasitic disease and as you say it's", 'start': 434.46, 'duration': 3.84}
{'text': 'probably you know I think what a quarter', 'start': 436.38, 'duration': 3.42}
{'text': 'billion people have taken it around the', 'start': 438.3, 'duration': 4.26}
{'text': 'world I get that way more so way more', 'start': 439.8, 'duration': 4.739}
{'text': 'billions of people have taken it can I', 'start': 442.56, 'duration': 3.24}
{'text': 'just come back to the one I want to talk', 'start': 444.539, 'duration': 2.78}
{'text': 'about it', 'start': 445.8, 'duration': 4.5}
{'text': 'you have before we get to that does it', 'start': 447.319, 'duration': 4.961}
{'text': 'bother you that the news network you', 'start': 450.3, 'duration': 5.399}
{'text': 'work for out and out lied was outright', 'start': 452.28, 'duration': 6.96}
{'text': 'lied about me taking horse warmer they', 'start': 455.699, 'duration': 4.981}
{'text': "they shouldn't have said that why did", 'start': 459.24, 'duration': 3.42}
{'text': "they do that I don't know you didn't ask", 'start': 460.68, 'duration': 4.019}
{'text': "I didn't think you're the medical guy", 'start': 462.66, 'duration': 3.599}
{'text': "over there I didn't ask I should have", 'start': 464.699, 'duration': 5.581}
{'text': 'asked before such Glee no yeah I watched', 'start': 466.259, 'duration': 7.261}
{'text': 'I watched I watched you watched no I', 'start': 470.28, 'duration': 5.16}
{'text': "don't think there's yes I don't I no one", 'start': 473.52, 'duration': 4.22}
{'text': 'takes', 'start': 475.44, 'duration': 2.3}
{'text': 'livestock drug despite warnings yeah', 'start': 477.979, 'duration': 5.681}
{'text': 'Jamie had to pull this up you want to', 'start': 482.099, 'duration': 3.301}
{'text': 'play it is she does she this is your', 'start': 483.66, 'duration': 3.06}
{'text': "News Network I'm gonna watch let's see", 'start': 485.4, 'duration': 3.18}
{'text': "I'm gonna watch", 'start': 486.72, 'duration': 4.08}
{'text': 'Rogan telling his 13 million Instagram', 'start': 488.58, 'duration': 3.6}
{'text': 'followers that he was treated with', 'start': 490.8, 'duration': 3.72}
{'text': 'several drugs and he included Ivermectin', 'start': 492.18, 'duration': 4.919}
{'text': 'on the list a drug used for livestock', 'start': 494.52, 'duration': 5.64}
{'text': 'the FDA and the CDC warn against using', 'start': 497.099, 'duration': 5.401}
{'text': 'to treat covid', 'start': 500.16, 'duration': 4.379}
{'text': "do you think there's any way for a group", 'start': 502.5, 'duration': 4.02}
{'text': 'to handle the situation yeah you have to', 'start': 504.539, 'duration': 3.481}
{'text': 'just say like yeah they [\xa0__\xa0] up it was', 'start': 506.52, 'duration': 2.64}
{'text': 'like really shitty of them to do that', 'start': 508.02, 'duration': 2.76}
{'text': 'they should have never broadcast to that', 'start': 509.16, 'duration': 3.059}
{'text': 'segment it was incredibly irresponsible', 'start': 510.78, 'duration': 3.48}
{'text': 'to do it it was so stupid', 'start': 512.219, 'duration': 3.901}
{'text': "like it's it's indefensible you can't", 'start': 514.26, 'duration': 3.06}
{'text': "there's no way to spin it there's", 'start': 516.12, 'duration': 2.58}
{'text': "there's no way to spend it it was just", 'start': 517.32, 'duration': 2.88}
{'text': 'really really bad um there was another', 'start': 518.7, 'duration': 4.019}
{'text': 'thread that went up on um my subreddit', 'start': 520.2, 'duration': 3.6}
{'text': 'because every time I bring this up', 'start': 522.719, 'duration': 2.221}
{'text': "there's always people that get like", 'start': 523.8, 'duration': 2.4}
{'text': 'really aspened when I say it but like', 'start': 524.94, 'duration': 2.94}
{'text': 'this is why I say like misinformation is', 'start': 526.2, 'duration': 4.199}
{'text': 'really bad on the left and the right and', 'start': 527.88, 'duration': 4.019}
{'text': 'I think equally bad because once you', 'start': 530.399, 'duration': 3.781}
{'text': 'start to be once you descend into the', 'start': 531.899, 'duration': 3.961}
{'text': "world of misinformation it's all the", 'start': 534.18, 'duration': 3.12}
{'text': "same [\xa0__\xa0] it doesn't matter if it comes", 'start': 535.86, 'duration': 2.34}
{'text': "to the left to the right once you've", 'start': 537.3, 'duration': 2.7}
{'text': 'entered that world everything is [\xa0__\xa0]', 'start': 538.2, 'duration': 4.079}
{'text': 'and like um I mean', 'start': 540.0, 'duration': 5.279}
{'text': 'this is enough right here for like a', 'start': 542.279, 'duration': 4.381}
{'text': 'million Lauren Southerners to be like', 'start': 545.279, 'duration': 2.461}
{'text': "well this is why I don't trust the", 'start': 546.66, 'duration': 2.34}
{'text': 'mainstream media now I get all my news', 'start': 547.74, 'duration': 2.7}
{'text': "from Joe Rogan it's like okay well", 'start': 549.0, 'duration': 3.36}
{'text': 'because in this case Joe Rogan was one', 'start': 550.44, 'duration': 4.2}
{'text': 'million times more correct and Joe Rogan', 'start': 552.36, 'duration': 3.72}
{'text': "is like who is he Joe Rogan's like a", 'start': 554.64, 'duration': 2.639}
{'text': "what do we make fun of it's like he's", 'start': 556.08, 'duration': 2.819}
{'text': 'like a meathead ape loving DMT', 'start': 557.279, 'duration': 3.961}
{'text': 'worshiping pot smoking loser and then', 'start': 558.899, 'duration': 3.961}
{'text': "here you've got like the CNN like chief", 'start': 561.24, 'duration': 3.96}
{'text': "medical correspondent and he won't admit", 'start': 562.86, 'duration': 3.96}
{'text': 'that like yeah CNN [\xa0__\xa0] lied about', 'start': 565.2, 'duration': 2.819}
{'text': 'calling it a horsey wormer they', 'start': 566.82, 'duration': 2.519}
{'text': "shouldn't have said that right like it", 'start': 568.019, 'duration': 6.481}
{'text': 'looks so so so so so bad it looks so bad', 'start': 569.339, 'duration': 7.021}
{'text': "and you're", 'start': 574.5, 'duration': 5.64}
{'text': 'like it just it sucks it sucks', 'start': 576.36, 'duration': 5.58}
{'text': 'I thought I got covered look at they put', 'start': 580.14, 'duration': 4.699}
{'text': 'a yellow filter on me', 'start': 581.94, 'duration': 2.899}
{'text': 'the original video versus I look like', 'start': 584.959, 'duration': 5.141}
{'text': '[\xa0__\xa0] bears do you know that I think you', 'start': 588.0, 'duration': 5.459}
{'text': "look good it's enough prednisone I don't", 'start': 590.1, 'duration': 4.98}
{'text': "that's enough Jimmy I don't think Aaron", 'start': 593.459, 'duration': 4.081}
{'text': "had Glee oh well it's more Brian stelter", 'start': 595.08, 'duration': 5.34}
{'text': 'was the gleeful one but the point is', 'start': 597.54, 'duration': 6.0}
{'text': "that's a lie it can be used for humans I", 'start': 600.42, 'duration': 5.82}
{'text': 'I get it not it just could be used for', 'start': 603.54, 'duration': 6.239}
{'text': 'humans is often used for humans along', 'start': 606.24, 'duration': 6.599}
{'text': 'with all the other drugs I took all', 'start': 609.779, 'duration': 5.221}
{'text': "human drugs yes they know it's a human", 'start': 612.839, 'duration': 5.641}
{'text': "drug it can it's right and they lied the", 'start': 615.0, 'duration': 6.0}
{'text': "thing is it's defamatory it is it is uh", 'start': 618.48, 'duration': 3.66}
{'text': "yeah they shouldn't have done that it's", 'start': 621.0, 'duration': 2.88}
{'text': "defamatory right well I don't know if", 'start': 622.14, 'duration': 5.16}
{'text': "it's defamatory I bet it is", 'start': 623.88, 'duration': 6.36}
{'text': "I'm not a lawyer it's a lie Am I Wrong", 'start': 627.3, 'duration': 4.5}
{'text': "didn't Sanjay say they shouldn't have", 'start': 630.24, 'duration': 3.0}
{'text': "called it a horse yeah but it's more", 'start': 631.8, 'duration': 2.7}
{'text': 'than just saying like yeah well they', 'start': 633.24, 'duration': 2.159}
{'text': "shouldn't have said that it was like", 'start': 634.5, 'duration': 4.2}
{'text': 'they it was a big [\xa0__\xa0] up it was really', 'start': 635.399, 'duration': 5.401}
{'text': "bad it's not just them saying that like", 'start': 638.7, 'duration': 4.199}
{'text': 'oh yeah you know like they they misspoke', 'start': 640.8, 'duration': 5.159}
{'text': 'lol it was like a flat out like as close', 'start': 642.899, 'duration': 5.221}
{'text': 'to misinformation as you can get if not', 'start': 645.959, 'duration': 3.301}
{'text': 'that', 'start': 648.12, 'duration': 3.42}
{'text': "see here's the thing can we it can have", 'start': 649.26, 'duration': 4.56}
{'text': 'nuanced discussions about this no you', 'start': 651.54, 'duration': 3.9}
{'text': "can't you can't have nuanced discussions", 'start': 653.82, 'duration': 2.94}
{'text': 'about lying about someone taking', 'start': 655.44, 'duration': 3.18}
{'text': 'horseshoes there was no Glee by the way', 'start': 656.76, 'duration': 3.5}
{'text': 'from from her', 'start': 658.62, 'duration': 4.92}
{'text': "anyone takes uh anyone takes people's", 'start': 660.26, 'duration': 5.8}
{'text': "illness oh yes they they don't want you", 'start': 663.54, 'duration': 5.4}
{'text': 'to stop sick Joe yes they do they want', 'start': 666.06, 'duration': 5.64}
{'text': "you to get that I got healthy that's one", 'start': 668.94, 'duration': 4.5}
{'text': "thing that they didn't report on the", 'start': 671.7, 'duration': 3.54}
{'text': 'fact that I was negative five days later', 'start': 673.44, 'duration': 4.86}
{'text': 'and working out six days later well six', 'start': 675.24, 'duration': 4.62}
{'text': 'days after infection I was back at the', 'start': 678.3, 'duration': 3.779}
{'text': "gym I am glad so great I'm glad you you", 'start': 679.86, 'duration': 4.38}
{'text': 'do I really do I thank you most of the', 'start': 682.079, 'duration': 3.301}
{'text': "people you're glad you're a nice guy", 'start': 684.24, 'duration': 2.88}
{'text': 'most the people I know I think would be', 'start': 685.38, 'duration': 3.06}
{'text': "glad that you I don't think that there", 'start': 687.12, 'duration': 2.76}
{'text': "was anything there's a lot of people out", 'start': 688.44, 'duration': 3.3}
{'text': "there that weren't glad but my point is", 'start': 689.88, 'duration': 4.68}
{'text': "you're working for a news organization", 'start': 691.74, 'duration': 6.3}
{'text': "if they're lying about a comedian taking", 'start': 694.56, 'duration': 6.36}
{'text': 'horse medication what are they telling', 'start': 698.04, 'duration': 5.039}
{'text': 'us about Russia what are they telling us', 'start': 700.92, 'duration': 3.84}
{'text': 'about Syria do you understand that', 'start': 703.079, 'duration': 4.081}
{'text': "that's why people get concerned about", 'start': 704.76, 'duration': 5.16}
{'text': 'the veracity of the news the the this is', 'start': 707.16, 'duration': 5.22}
{'text': 'true actually as sad as this is 100 true', 'start': 709.92, 'duration': 3.96}
{'text': "it's one million percent true when you", 'start': 712.38, 'duration': 2.579}
{'text': 'hear one or two lies from somebody', 'start': 713.88, 'duration': 2.519}
{'text': "you're liable not to trust them for", 'start': 714.959, 'duration': 2.341}
{'text': 'anything', 'start': 716.399, 'duration': 3.24}
{'text': 'concern was look just the nuanced part', 'start': 717.3, 'duration': 3.719}
{'text': "of this and you're not taking a horse to", 'start': 719.639, 'duration': 2.88}
{'text': 'warmer I get it you got that as a', 'start': 721.019, 'duration': 3.181}
{'text': 'destiny would you blast your employer on', 'start': 722.519, 'duration': 4.5}
{'text': 'TV you guys are too fixated on on this', 'start': 724.2, 'duration': 4.62}
{'text': "guy on the Sanjay Gupta guy I don't care", 'start': 727.019, 'duration': 3.241}
{'text': "about him that's not the big problem", 'start': 728.82, 'duration': 2.88}
{'text': "like I don't know if he could have said", 'start': 730.26, 'duration': 2.639}
{'text': "anything here the problem is it's seen", 'start': 731.7, 'duration': 2.579}
{'text': "in light about in the first place that's", 'start': 732.899, 'duration': 3.06}
{'text': 'the big problem do you understand like I', 'start': 734.279, 'duration': 2.821}
{'text': "don't know what more this guy could have", 'start': 735.959, 'duration': 4.341}
{'text': 'done at this point but', 'start': 737.1, 'duration': 3.2}
{'text': 'boy is this going to be stupid D.A put', 'start': 745.26, 'duration': 3.9}
{'text': 'this well that is what people are', 'start': 747.779, 'duration': 2.581}
{'text': 'getting they are literally getting', 'start': 749.16, 'duration': 4.02}
{'text': 'Ivermectin from like Pet Care stores', 'start': 750.36, 'duration': 4.02}
{'text': "because their doctors aren't", 'start': 753.18, 'duration': 2.88}
{'text': "recommending it to them so they're going", 'start': 754.38, 'duration': 3.36}
{'text': 'to these Pet Care stores and literally', 'start': 756.06, 'duration': 3.48}
{'text': 'getting horse dewormer by the way I', 'start': 757.74, 'duration': 3.24}
{'text': "don't give a [\xa0__\xa0] about this this is not", 'start': 759.54, 'duration': 4.38}
{'text': 'dishonest okay Ivermectin is a horse', 'start': 760.98, 'duration': 5.34}
{'text': 'dewormer if you buy it even if you get', 'start': 763.92, 'duration': 5.039}
{'text': 'it from a doctor it remains a horse', 'start': 766.32, 'duration': 4.68}
