{'text': "I am never going to vote you're on a", 'start': 0.02, 'duration': 5.319}
{'text': 'absolutely what the okay', 'start': 64.32, 'duration': 4.74}
{'text': 'Gideon did you vote', 'start': 66.78, 'duration': 7.199}
{'text': 'yeah uh I am never going to vote why', 'start': 69.06, 'duration': 7.98}
{'text': 'because I feel as though', 'start': 73.979, 'duration': 4.32}
{'text': 'um', 'start': 77.04, 'duration': 3.6}
{'text': 'I feel like', 'start': 78.299, 'duration': 5.881}
{'text': "you know I'm not gonna put my my life in", 'start': 80.64, 'duration': 6.0}
{'text': 'the hands of politicians that at the end', 'start': 84.18, 'duration': 4.14}
{'text': 'of we believe it up to other people', 'start': 86.64, 'duration': 4.38}
{'text': "no no no no no I mean what what's going", 'start': 88.32, 'duration': 4.14}
{'text': "happen is what's going to happen you", 'start': 91.02, 'duration': 3.48}
{'text': "know what I mean like I don't want to", 'start': 92.46, 'duration': 5.28}
{'text': 'put myself in a hive mind of like oh man', 'start': 94.5, 'duration': 5.579}
{'text': "bro like yeah Obama man I'm a ride or", 'start': 97.74, 'duration': 4.68}
{'text': "die yeah he's gonna get it done or I", 'start': 100.079, 'duration': 4.441}
{'text': "don't want to be like oh yeah Trump man", 'start': 102.42, 'duration': 4.559}
{'text': "he's like you know like I just want to", 'start': 104.52, 'duration': 5.16}
{'text': 'take care of my life the best that I can', 'start': 106.979, 'duration': 5.521}
{'text': 'and whatever policies get publicized or', 'start': 109.68, 'duration': 4.74}
{'text': "whatever I'm gonna just run with them", 'start': 112.5, 'duration': 4.32}
{'text': 'but you know I feel like I feel like it', 'start': 114.42, 'duration': 3.479}
{'text': "really doesn't matter I feel like we", 'start': 116.82, 'duration': 4.2}
{'text': 'have no control over what happens', 'start': 117.899, 'duration': 5.161}
{'text': "that's just what I think I I think", 'start': 121.02, 'duration': 3.36}
{'text': 'votings', 'start': 123.06, 'duration': 4.08}
{'text': ' in my opinion but like if you', 'start': 124.38, 'duration': 5.7}
{'text': 'want to vote like you can I see all your', 'start': 127.14, 'duration': 5.88}
{'text': 'things in the background', 'start': 130.08, 'duration': 4.32}
{'text': 'for real', 'start': 133.02, 'duration': 3.84}
{'text': "a voting loser call me out you're a", 'start': 134.4, 'duration': 5.16}
{'text': "voters that's just me personally like I", 'start': 136.86, 'duration': 5.82}
{'text': "literally like say what's eight do you", 'start': 139.56, 'duration': 5.22}
{'text': 'say what state you live in oh I live in', 'start': 142.68, 'duration': 3.0}
{'text': 'Texas', 'start': 144.78, 'duration': 3.42}
{'text': 'is pretty important man man your vote', 'start': 145.68, 'duration': 4.68}
{'text': 'counts a lot', 'start': 148.2, 'duration': 4.5}
{'text': 'yeah well I mean I was like how much can', 'start': 150.36, 'duration': 4.5}
{'text': "my vote really count when my vote wasn't", 'start': 152.7, 'duration': 4.8}
{'text': 'uh recognized until like 1960 something', 'start': 154.86, 'duration': 5.879}
{'text': 'you feel me no a little bit more reason', 'start': 157.5, 'duration': 5.12}
{'text': "that's all the more", 'start': 160.739, 'duration': 3.981}
{'text': 'reasons', 'start': 162.62, 'duration': 4.839}
{'text': 'yeah dude I was gonna say one of the one', 'start': 164.72, 'duration': 4.599}
{'text': 'of the most crazy things to me I learned', 'start': 167.459, 'duration': 3.78}
{'text': 'this when we did um I work I did a whole', 'start': 169.319, 'duration': 3.721}
{'text': 'canvassing operation out of Columbus in', 'start': 171.239, 'duration': 3.601}
{'text': 'Georgia the state of Georgia the city of', 'start': 173.04, 'duration': 5.279}
{'text': 'Columbus and holy old black voters there', 'start': 174.84, 'duration': 5.64}
{'text': 'did not around when it came time to', 'start': 178.319, 'duration': 3.78}
{'text': 'voting dude it must have been like half', 'start': 180.48, 'duration': 3.3}
{'text': 'the doors that we tried to knock', 'start': 182.099, 'duration': 3.661}
{'text': 'on to talk about candidates um hey are', 'start': 183.78, 'duration': 3.48}
{'text': 'you gonna vote for Warnock no we already', 'start': 185.76, 'duration': 3.119}
{'text': 'voted we voted we voted there were so', 'start': 187.26, 'duration': 3.66}
{'text': 'many old black people that like yeah the', 'start': 188.879, 'duration': 3.181}
{'text': 'idea that you just recently got your', 'start': 190.92, 'duration': 2.22}
{'text': 'rights about I think is all the more', 'start': 192.06, 'duration': 2.58}
{'text': 'reason to exercise not to talk to you', 'start': 193.14, 'duration': 3.06}
{'text': "he's like whatever white black but", 'start': 194.64, 'duration': 3.599}
{'text': 'like um I think that I think that just', 'start': 196.2, 'duration': 3.42}
{'text': 'because you only got it recently I think', 'start': 198.239, 'duration': 2.58}
{'text': 'that makes it all the more important to', 'start': 199.62, 'duration': 2.58}
{'text': 'exercise not to take it for granted', 'start': 200.819, 'duration': 3.361}
{'text': "that's a oh", 'start': 202.2, 'duration': 4.92}
{'text': "okay whoa uh we don't have to if you", 'start': 204.18, 'duration': 5.82}
{'text': "don't want to of course no I mean like I", 'start': 207.12, 'duration': 4.56}
{'text': "just I just don't like getting wrapped", 'start': 210.0, 'duration': 3.959}
{'text': 'up and all that because I just I just', 'start': 211.68, 'duration': 5.76}
{'text': 'see especially nowadays like how about', 'start': 213.959, 'duration': 7.321}
{'text': 'if you say you like Trump like one like', 'start': 217.44, 'duration': 5.579}
{'text': 'a group of people are gonna hate you or', 'start': 221.28, 'duration': 3.959}
{'text': 'you say you like buy it in a group of', 'start': 223.019, 'duration': 3.36}
{'text': 'people are gonna hate you you know what', 'start': 225.239, 'duration': 3.481}
{'text': "I mean and it's just like it's like", 'start': 226.379, 'duration': 4.321}
{'text': 'low-key disgusting in my personal', 'start': 228.72, 'duration': 4.56}
{'text': "opinion and I know you I'm pretty sure", 'start': 230.7, 'duration': 4.38}
{'text': "you guys aren't like that where like", 'start': 233.28, 'duration': 3.48}
{'text': 'someone in here like trumped or Biden', 'start': 235.08, 'duration': 3.9}
{'text': "you would hate them but it's just like", 'start': 236.76, 'duration': 4.92}
{'text': "you know I don't want to like I want to", 'start': 238.98, 'duration': 4.14}
{'text': 'like try to find the best thing possible', 'start': 241.68, 'duration': 2.88}
{'text': 'and actually have good conversation with', 'start': 243.12, 'duration': 3.66}
{'text': 'people I feel like at least the people I', 'start': 244.56, 'duration': 4.56}
{'text': "know I can't have good conversation with", 'start': 246.78, 'duration': 4.94}
{'text': "them so it's like I'm not really", 'start': 249.12, 'duration': 5.88}
{'text': 'figuring out where one side leans or the', 'start': 251.72, 'duration': 5.38}
{'text': 'other side leans seeing where my peers', 'start': 255.0, 'duration': 3.9}
{'text': 'are signed into it all just seems like', 'start': 257.1, 'duration': 5.4}
{'text': 'you know Tick Tock set this or oh Tick', 'start': 258.9, 'duration': 4.799}
{'text': 'Tock saying that so I want to be', 'start': 262.5, 'duration': 3.78}
{'text': 'different and go this way and so', 'start': 263.699, 'duration': 4.321}
{'text': 'I guess I want to be different different', 'start': 266.28, 'duration': 5.22}
{'text': 'and just you know not do anything I I me', 'start': 268.02, 'duration': 4.86}
{'text': "personally I don't think my boat would", 'start': 271.5, 'duration': 2.82}
{'text': 'do anything', 'start': 272.88, 'duration': 3.599}
{'text': 'like my single vote like like what my', 'start': 274.32, 'duration': 4.02}
{'text': 'vote my vote particularly do anything', 'start': 276.479, 'duration': 3.78}
{'text': "here so here's like a question I always", 'start': 278.34, 'duration': 4.44}
{'text': 'have for people that talk like this so', 'start': 280.259, 'duration': 4.981}
{'text': 'um there are so many people that fight', 'start': 282.78, 'duration': 5.22}
{'text': 'so much for things relating to voting', 'start': 285.24, 'duration': 3.899}
{'text': 'rights', 'start': 288.0, 'duration': 2.94}
{'text': 'um they might fight for the right to', 'start': 289.139, 'duration': 3.421}
{'text': 'vote they might fight for voting hours', 'start': 290.94, 'duration': 3.78}
{'text': 'or how polls are ran or how boots are in', 'start': 292.56, 'duration': 3.9}
{'text': 'or whatever like if people are so', 'start': 294.72, 'duration': 3.9}
{'text': 'invested in those fights it must be', 'start': 296.46, 'duration': 3.06}
{'text': 'because they think it does something', 'start': 298.62, 'duration': 2.519}
{'text': 'right', 'start': 299.52, 'duration': 5.899}
{'text': 'yeah no I guess yeah', 'start': 301.139, 'duration': 4.28}
{'text': 'I mean imagine if a hundred thousand', 'start': 305.94, 'duration': 4.68}
{'text': "people felt the way you did then that'd", 'start': 307.74, 'duration': 4.14}
{'text': 'be the difference between winning or', 'start': 310.62, 'duration': 2.94}
{'text': 'losing in some states you know what I', 'start': 311.88, 'duration': 4.2}
{'text': 'mean and some serious rights', 'start': 313.56, 'duration': 4.62}
{'text': 'on the line', 'start': 316.08, 'duration': 5.1}
{'text': 'what about you ABBA do you did you vote', 'start': 318.18, 'duration': 4.38}
{'text': 'yes Canadian', 'start': 321.18, 'duration': 3.78}
{'text': "no no I didn't vote in Canada or in", 'start': 322.56, 'duration': 4.02}
{'text': "America where I'm eligible I got you", 'start': 324.96, 'duration': 3.239}
{'text': 'damn', 'start': 326.58, 'duration': 4.619}
{'text': 'I just I feel like if no one went out', 'start': 328.199, 'duration': 4.641}
{'text': 'and voted', 'start': 331.199, 'duration': 4.921}
{'text': "and you didn't do any of that because I", 'start': 332.84, 'duration': 4.96}
{'text': 'feel like um', 'start': 336.12, 'duration': 3.12}
{'text': "I don't know I feel like it's all", 'start': 337.8, 'duration': 3.3}
{'text': 'pre-planned because I saw this thing for', 'start': 339.24, 'duration': 5.1}
{'text': 'this girl she did some lineage and', 'start': 341.1, 'duration': 4.2}
{'text': 'like', 'start': 344.34, 'duration': 2.88}
{'text': 'figured out that', 'start': 345.3, 'duration': 4.2}
{'text': '40 out of like the 45 presidents were', 'start': 347.22, 'duration': 4.14}
{'text': 'like related somewhere you know what I', 'start': 349.5, 'duration': 3.06}
{'text': 'mean', 'start': 351.36, 'duration': 3.54}
{'text': 'bro you gotta get off The Tick Tock man', 'start': 352.56, 'duration': 4.32}
{'text': "there's some crazy on there blah", 'start': 354.9, 'duration': 3.66}
{'text': "blah but it's true though it's true like", 'start': 356.88, 'duration': 3.599}
{'text': "you could like it's actually true that", 'start': 358.56, 'duration': 3.78}
{'text': '40 out of like 45 of the presidents are', 'start': 360.479, 'duration': 4.401}
{'text': 'related related how', 'start': 362.34, 'duration': 5.82}
{'text': 'uh through some King in England', 'start': 364.88, 'duration': 4.78}
{'text': 'oh', 'start': 368.16, 'duration': 3.18}
{'text': "that's pretty distant relation right", 'start': 369.66, 'duration': 5.039}
{'text': "okay part of that list that's the", 'start': 371.34, 'duration': 6.62}
{'text': " thing Obama's part of that list", 'start': 374.699, 'duration': 7.62}
{'text': 'very distant list out of everybody Obama', 'start': 377.96, 'duration': 6.7}
{'text': 'sneaked his ass in there okay if it was', 'start': 382.319, 'duration': 4.38}
{'text': "everybody else but Obama I'll be like", 'start': 384.66, 'duration': 3.9}
{'text': 'okay', 'start': 386.699, 'duration': 5.041}
{'text': "I'll say this just to Dion's point I", 'start': 388.56, 'duration': 4.82}
{'text': "don't think it's dumb to vote", 'start': 391.74, 'duration': 4.799}
{'text': "I think it's actually I just don't care", 'start': 393.38, 'duration': 5.5}
{'text': "to get uh informed I don't want to put", 'start': 396.539, 'duration': 4.981}
{'text': 'the energy or the time and so', 'start': 398.88, 'duration': 4.259}
{'text': "um yeah because I don't want to get", 'start': 401.52, 'duration': 2.82}
{'text': "informed I'm not going to waste my time", 'start': 403.139, 'duration': 3.541}
{'text': 'going to vote ignorantly wait', 'start': 404.34, 'duration': 4.56}
{'text': 'yeah why is that why do you not want to', 'start': 406.68, 'duration': 4.56}
{'text': "get informed and see who's on the right", 'start': 408.9, 'duration': 5.1}
{'text': 'uh like yeah yeah because', 'start': 411.24, 'duration': 4.62}
{'text': 'um I just think as a thing to invest', 'start': 414.0, 'duration': 3.78}
{'text': 'your energy in generally it leaves me', 'start': 415.86, 'duration': 3.72}
{'text': 'feeling negative or at least me thinking', 'start': 417.78, 'duration': 4.919}
{'text': 'negatively and so for me who does a lot', 'start': 419.58, 'duration': 4.679}
{'text': 'of work but at least this is true prior', 'start': 422.699, 'duration': 3.661}
{'text': 'to doing YouTube before', 'start': 424.259, 'duration': 3.78}
{'text': 'um I just found allocating my time to', 'start': 426.36, 'duration': 3.059}
{'text': 'being really interested in politics with', 'start': 428.039, 'duration': 2.94}
{'text': 'such an emotional drink so I was just', 'start': 429.419, 'duration': 3.06}
{'text': "like well I don't want to do it", 'start': 430.979, 'duration': 4.22}
{'text': "that's it", 'start': 432.479, 'duration': 2.72}
{'text': 'oh also I found this thing from The', 'start': 435.419, 'duration': 3.06}
{'text': 'Daily News', 'start': 437.46, 'duration': 3.54}
{'text': 'the 42 of 43 U.S presidents linked back', 'start': 438.479, 'duration': 4.741}
{'text': 'to King John of England just as a heads', 'start': 441.0, 'duration': 3.599}
{'text': 'up this was done by a seventh grader', 'start': 443.22, 'duration': 3.3}
{'text': 'okay but', 'start': 444.599, 'duration': 4.021}
{'text': 'nice', 'start': 446.52, 'duration': 3.42}
{'text': 'true though', 'start': 448.62, 'duration': 5.46}
{'text': 'seventh graders are smart Okay based', 'start': 449.94, 'duration': 6.78}
{'text': 'so I want to see based judeon in the', 'start': 454.08, 'duration': 4.16}
{'text': 'chat', 'start': 456.72, 'duration': 3.479}
{'text': "is pretty common too I'm pretty sure", 'start': 458.24, 'duration': 4.299}
{'text': 'like the things like Wesley', 'start': 460.199, 'duration': 4.981}
{'text': 'well yeah it is common most elections I', 'start': 462.539, 'duration': 4.621}
{'text': 'think you got like if not 25 to like 30', 'start': 465.18, 'duration': 3.54}
{'text': 'percent of people are not voting more', 'start': 467.16, 'duration': 4.439}
{'text': "than that from midterm tram it's pretty", 'start': 468.72, 'duration': 5.039}
{'text': "common it's almost um it's almost like", 'start': 471.599, 'duration': 4.081}
{'text': 'relied upon for the other party to win', 'start': 473.759, 'duration': 4.141}
{'text': 'at a certain point right I think a', 'start': 475.68, 'duration': 3.6}
{'text': 'certain level of disinterest is like', 'start': 477.9, 'duration': 3.56}
{'text': 'pretty much', 'start': 479.28, 'duration': 2.18}
{'text': 'and that was run I think the way a lot', 'start': 482.039, 'duration': 3.121}
{'text': 'of it happens in the media sphere I', 'start': 483.479, 'duration': 2.881}
{'text': "think it's very natural for people to", 'start': 485.16, 'duration': 2.58}
{'text': 'want to tune it out as much as possible', 'start': 486.36, 'duration': 3.66}
{'text': 'so people can get mad or busy about it', 'start': 487.74, 'duration': 5.399}
{'text': "but yeah but it's like like you know you", 'start': 490.02, 'duration': 5.04}
{'text': "say oh your vote's imported and stuff", 'start': 493.139, 'duration': 4.081}
{'text': "like that but it's just like if I vote", 'start': 495.06, 'duration': 4.56}
{'text': "against a person that you don't want in", 'start': 497.22, 'duration': 4.5}
{'text': "office then it's like is my vote really", 'start': 499.62, 'duration': 4.44}
{'text': "important like it's important to you if", 'start': 501.72, 'duration': 4.919}
{'text': 'my boat goes to the person that you', 'start': 504.06, 'duration': 4.62}
{'text': 'wanted to go to but if it goes against', 'start': 506.639, 'duration': 4.321}
{'text': 'the person and the values that you', 'start': 508.68, 'duration': 6.26}
{'text': 'believe in is my vote important to you', 'start': 510.96, 'duration': 3.98}
{'text': 'are there things', 'start': 515.0, 'duration': 4.36}
{'text': 'are there things you care about though', 'start': 517.02, 'duration': 3.899}
{'text': "aren't there things that you would like", 'start': 519.36, 'duration': 3.119}
{'text': 'to see go one way or the other like gun', 'start': 520.919, 'duration': 3.36}
{'text': "rights or abortion like don't you want", 'start': 522.479, 'duration': 3.3}
{'text': 'to like maybe you want to raw dog some', 'start': 524.279, 'duration': 4.321}
{'text': "chicks you know like I don't know", 'start': 525.779, 'duration': 5.461}
{'text': 'nah definitely I feel like all women', 'start': 528.6, 'duration': 5.82}
{'text': 'should have control over what they do', 'start': 531.24, 'duration': 6.599}
{'text': "and don't do with their body I feel like", 'start': 534.42, 'duration': 7.02}
{'text': 'um me me personally I feel like you know', 'start': 537.839, 'duration': 5.281}
{'text': "I don't think it's necessary for us to", 'start': 541.44, 'duration': 4.74}
{'text': 'be walking around with in uh nuclear', 'start': 543.12, 'duration': 7.38}
{'text': "bombs in our houses but then again it's", 'start': 546.18, 'duration': 5.58}
{'text': 'just like', 'start': 550.5, 'duration': 3.6}
{'text': 'what what what is my vote gonna do you', 'start': 551.76, 'duration': 4.22}
{'text': 'know', 'start': 554.1, 'duration': 4.44}
{'text': 'I just look at it like like what what', 'start': 555.98, 'duration': 5.26}
{'text': 'possibly can my vote do especially here', 'start': 558.54, 'duration': 5.22}
{'text': "in Texas like if I like I I can't tell", 'start': 561.24, 'duration': 4.86}
{'text': 'if enough people turned up to vote in', 'start': 563.76, 'duration': 4.44}
{'text': 'Texas that there there is like a very', 'start': 566.1, 'duration': 3.96}
{'text': 'real chance of like swinging the the', 'start': 568.2, 'duration': 3.66}
{'text': 'state in a different way', 'start': 570.06, 'duration': 3.839}
{'text': "um it's it you know your vote is", 'start': 571.86, 'duration': 4.8}
{'text': 'important as part of like a larger group', 'start': 573.899, 'duration': 4.261}
{'text': 'of people if everybody thinks the same', 'start': 576.66, 'duration': 3.42}
{'text': 'way that you do then you know pretty', 'start': 578.16, 'duration': 4.08}
{'text': "pretty much we're like giving up a vote", 'start': 580.08, 'duration': 4.199}
{'text': "that isn't being cast is basically just", 'start': 582.24, 'duration': 4.44}
{'text': 'giving all that much more power to the', 'start': 584.279, 'duration': 5.041}
{'text': 'people who are who are voting who are', 'start': 586.68, 'duration': 4.8}
{'text': "not voting against your interests we're", 'start': 589.32, 'duration': 3.48}
{'text': "literally influencers right like don't", 'start': 591.48, 'duration': 3.299}
{'text': 'we like can we influence other people to', 'start': 592.8, 'duration': 4.2}
{'text': 'vote or not okay but like you know I', 'start': 594.779, 'duration': 4.321}
{'text': "feel like that's even scummier like I'm", 'start': 597.0, 'duration': 4.04}
{'text': 'gonna use my platform to', 'start': 599.1, 'duration': 4.859}
{'text': 'manipulate the people that you know look', 'start': 601.04, 'duration': 4.6}
{'text': 'up to me the most well we use our', 'start': 603.959, 'duration': 2.94}
{'text': 'platform to like sell ads and right', 'start': 605.64, 'duration': 4.5}
{'text': 'we might as well get him to vote too no', 'start': 606.899, 'duration': 5.341}
{'text': "uh I don't know that's me personally", 'start': 610.14, 'duration': 6.54}
{'text': 'like I never want to try to push my my', 'start': 612.24, 'duration': 6.42}
{'text': 'political leanings on the people that', 'start': 616.68, 'duration': 4.62}
{'text': 'watch me because to be fair you kind of', 'start': 618.66, 'duration': 4.5}
{'text': 'do still with your videos so sometimes', 'start': 621.3, 'duration': 3.719}
{'text': 'why do you say that', 'start': 623.16, 'duration': 4.32}
{'text': 'well irrespective whether or not you put', 'start': 625.019, 'duration': 4.921}
{'text': 'your own political takes on people I', 'start': 627.48, 'duration': 4.02}
{'text': 'think you do get involved in politics to', 'start': 629.94, 'duration': 2.64}
{'text': 'some degree with some of your videos', 'start': 631.5, 'duration': 3.54}
{'text': 'regards to the type of content it is and', 'start': 632.58, 'duration': 4.08}
{'text': 'so because you take an interesting stuff', 'start': 635.04, 'duration': 3.84}
{'text': 'and you highlight certain people you are', 'start': 636.66, 'duration': 3.96}
{'text': 'putting your hand in the ring itself', 'start': 638.88, 'duration': 3.54}
{'text': 'right so I think even when you did that', 'start': 640.62, 'duration': 3.899}
{'text': 'KKK video that kind of had influence on', 'start': 642.42, 'duration': 4.02}
{'text': 'the political sphere even if by a tiny', 'start': 644.519, 'duration': 4.141}
{'text': 'margin you know', 'start': 646.44, 'duration': 4.019}
{'text': "um I don't I don't think so I I never", 'start': 648.66, 'duration': 4.859}
{'text': 'said I never I never I feel like I never', 'start': 650.459, 'duration': 4.801}
{'text': "gave anybody a leaning that's like oh", 'start': 653.519, 'duration': 3.241}
{'text': 'yeah you guys gotta lean left in this', 'start': 655.26, 'duration': 4.019}
{'text': 'video or lean right I feel like I I like', 'start': 656.76, 'duration': 4.68}
{'text': 'because I I feel like my videos are', 'start': 659.279, 'duration': 4.021}
{'text': 'pretty just you know you just turn off', 'start': 661.44, 'duration': 4.019}
{'text': 'your brain you just watch and enjoy you', 'start': 663.3, 'duration': 4.5}
{'text': 'know and just have a good time okay', 'start': 665.459, 'duration': 4.981}
{'text': "like I like I don't know like", 'start': 667.8, 'duration': 5.719}
{'text': 'when Casey neistat made that video like', 'start': 670.44, 'duration': 6.72}
{'text': 'Hillary Clinton I am voting for Hillary', 'start': 673.519, 'duration': 6.641}
{'text': "Clinton it's just like bro I was", 'start': 677.16, 'duration': 5.34}
{'text': "14. it's like you're telling a 14 year", 'start': 680.16, 'duration': 3.84}
{'text': "old to go vote for Hillary Clinton it's", 'start': 682.5, 'duration': 4.68}
{'text': "like even if I wanted to I I can't I", 'start': 684.0, 'duration': 5.88}
{'text': "can't and then like in my mind in my", 'start': 687.18, 'duration': 5.46}
{'text': "mind I'm thinking okay I look up the", 'start': 689.88, 'duration': 6.36}
{'text': 'Casey neistat so I have to', 'start': 692.64, 'duration': 6.72}
{'text': 'I have to okay I oh damn if I did like', 'start': 696.24, 'duration': 6.48}
{'text': "Trump oh man I'm ostracized or if like I", 'start': 699.36, 'duration': 6.36}
{'text': 'watch the milk boys unless I liked Biden', 'start': 702.72, 'duration': 4.799}
{'text': "and Harris it's just like I can't", 'start': 705.72, 'duration': 3.78}
{'text': 'go to a meet and greet as a no boy', 'start': 707.519, 'duration': 4.26}
{'text': "liking Biden they're gonna eat my a", 'start': 709.5, 'duration': 3.12}
{'text': 'lot', 'start': 711.779, 'duration': 3.781}
{'text': 'if no yeah I want to ask you guys the', 'start': 712.62, 'duration': 4.38}
{'text': 'ones you were telling us about voting', 'start': 715.56, 'duration': 3.48}
{'text': 'and all this stuff uh if you guys see', 'start': 717.0, 'duration': 3.48}
{'text': 'that so many people are disinterested in', 'start': 719.04, 'duration': 3.0}
{'text': 'voting that so many people are pretty', 'start': 720.48, 'duration': 2.94}
{'text': 'apathetic toward the host falling', 'start': 722.04, 'duration': 3.66}
{'text': 'process rather than the whole discussion', 'start': 723.42, 'duration': 3.9}
{'text': "being centered around like don't you", 'start': 725.7, 'duration': 3.0}
{'text': 'guys feel like you have a responsibility', 'start': 727.32, 'duration': 3.36}
{'text': "or don't you guys want to exert this", 'start': 728.7, 'duration': 3.42}
{'text': 'kind of influence which is pretty much', 'start': 730.68, 'duration': 2.399}
{'text': "the same talking point you've been", 'start': 732.12, 'duration': 3.3}
{'text': 'hearing for 40 50 years will there be a', 'start': 733.079, 'duration': 3.841}
{'text': 'better way to incentivize people to do', 'start': 735.42, 'duration': 3.3}
{'text': 'so I feel like the discussion is more so', 'start': 736.92, 'duration': 3.479}
{'text': 'about like take personal responsibility', 'start': 738.72, 'duration': 3.059}
{'text': 'for the way that this country is being', 'start': 740.399, 'duration': 3.601}
{'text': "run or whatever and that hasn't worked", 'start': 741.779, 'duration': 3.361}
{'text': "for so long so at some point don't you", 'start': 744.0, 'duration': 2.279}
{'text': 'guys have to acknowledge that maybe the', 'start': 745.14, 'duration': 3.54}
{'text': 'rhetoric around this is just ineffective', 'start': 746.279, 'duration': 4.201}
{'text': 'well yeah I mean obviously it seems like', 'start': 748.68, 'duration': 3.3}
{'text': "it but I don't know what the solution is", 'start': 750.48, 'duration': 3.84}
{'text': "there I mean right there's like so much", 'start': 751.98, 'duration': 4.32}
{'text': "political fighting over like people's", 'start': 754.32, 'duration': 3.36}
{'text': 'right to vote there was a lot of', 'start': 756.3, 'duration': 3.06}
{'text': 'sacrifices made historically for the', 'start': 757.68, 'duration': 3.779}
{'text': 'right to vote um not even just for black', 'start': 759.36, 'duration': 3.24}
{'text': 'people but I mean just like the exists', 'start': 761.459, 'duration': 2.521}
{'text': 'of the United States for', 'start': 762.6, 'duration': 2.76}
{'text': 'um you know the defense and freedom that', 'start': 763.98, 'duration': 3.06}
{'text': 'we had from the Revolutionary onwards to', 'start': 765.36, 'duration': 2.76}
{'text': 'every other thing America has been', 'start': 767.04, 'duration': 2.64}
{'text': 'involved in like that all of these', 'start': 768.12, 'duration': 2.76}
{'text': 'institutions have been built up to', 'start': 769.68, 'duration': 3.12}
{'text': 'enable us to have a pretty cool Power', 'start': 770.88, 'duration': 3.18}
{'text': 'which is the ability to choose an', 'start': 772.8, 'duration': 3.479}
{'text': "elected official and so that's the", 'start': 774.06, 'duration': 4.079}
{'text': "that's the cool thing about it it's the", 'start': 776.279, 'duration': 3.841}
{'text': "right to vote you know if you don't want", 'start': 778.139, 'duration': 4.5}
{'text': "to you don't have to yeah well that's", 'start': 780.12, 'duration': 4.68}
{'text': "you it is that is true you don't have to", 'start': 782.639, 'duration': 3.721}
{'text': "participate in your democracy but it's", 'start': 784.8, 'duration': 3.18}
{'text': "like the mo it's arguably like one of", 'start': 786.36, 'duration': 3.36}
{'text': 'the most important influences we as the', 'start': 787.98, 'duration': 3.24}
{'text': 'public have unless maybe like a', 'start': 789.72, 'duration': 2.64}
{'text': 'billionaire you have like a huge', 'start': 791.22, 'duration': 2.52}
{'text': 'business like you or employ a lot of', 'start': 792.36, 'duration': 2.7}
{'text': 'people whatever but like this is one of', 'start': 793.74, 'duration': 2.76}
{'text': 'the biggest exercises I think of like', 'start': 795.06, 'duration': 3.12}
{'text': 'one of the most unique freedoms in', 'start': 796.5, 'duration': 3.0}
