{'text': 'should that be made illegal to you', 'start': 0.0, 'duration': 3.319}
{'text': 'corporate social responsibility and best', 'start': 247.62, 'duration': 4.44}
{'text': 'practices and corporate governance so', 'start': 250.14, 'duration': 3.84}
{'text': 'what you end up with is what stakeholder', 'start': 252.06, 'duration': 3.959}
{'text': 'capitalism or stakeholder theory is is', 'start': 253.98, 'duration': 5.039}
{'text': 'that the economy writ large is best', 'start': 256.019, 'duration': 4.381}
{'text': 'organized', 'start': 259.019, 'duration': 2.881}
{'text': 'by', 'start': 260.4, 'duration': 4.26}
{'text': 'expert in an expert class of people who', 'start': 261.9, 'duration': 4.32}
{'text': 'are appointed to kind of dictate', 'start': 264.66, 'duration': 4.14}
{'text': 'especially on environmental social and', 'start': 266.22, 'duration': 5.1}
{'text': 'governance policy uh in terms of what', 'start': 268.8, 'duration': 4.44}
{'text': 'this means in practice it means that', 'start': 271.32, 'duration': 3.84}
{'text': 'these stakeholders somehow convened', 'start': 273.24, 'duration': 3.959}
{'text': 'somehow get together through maybe an', 'start': 275.16, 'duration': 3.539}
{'text': 'organization like the world economic', 'start': 277.199, 'duration': 4.44}
{'text': 'forum and they set policies and they set', 'start': 278.699, 'duration': 5.22}
{'text': 'the standards for industry so that', 'start': 281.639, 'duration': 3.84}
{'text': 'capitalism can be taken away from the', 'start': 283.919, 'duration': 3.181}
{'text': 'shareholders to put in hands of the', 'start': 285.479, 'duration': 2.821}
{'text': "stakeholders so that we don't create", 'start': 287.1, 'duration': 3.659}
{'text': 'calamities like catastrophic climate', 'start': 288.3, 'duration': 4.44}
{'text': 'change and so on so that I try to give a', 'start': 290.759, 'duration': 3.481}
{'text': 'neutral definition for what they', 'start': 292.74, 'duration': 3.6}
{'text': 'consider the stakeholder Theory to be', 'start': 294.24, 'duration': 5.48}
{'text': 'but in the shortest answer is it is that', 'start': 296.34, 'duration': 5.4}
{'text': "technocrats need to decide how we're", 'start': 299.72, 'duration': 3.34}
{'text': "going to run everything or else we're", 'start': 301.74, 'duration': 3.36}
{'text': 'going to have a Glen', 'start': 303.06, 'duration': 5.639}
{'text': 'or you also like leave like the', 'start': 305.1, 'duration': 5.819}
{'text': 'stakeholder theory is that is that the', 'start': 308.699, 'duration': 4.56}
{'text': 'correct definition yeah it sounds pretty', 'start': 310.919, 'duration': 3.72}
{'text': 'accurate', 'start': 313.259, 'duration': 3.961}
{'text': 'why why is this good or bad', 'start': 314.639, 'duration': 4.521}
{'text': 'why is it yeah why why', 'start': 317.22, 'duration': 4.86}
{'text': 'stakeholder Theory thinks okay I I can', 'start': 319.16, 'duration': 5.319}
{'text': "imagine someone who's saying well look", 'start': 322.08, 'duration': 5.459}
{'text': 'capitalism all having a company run', 'start': 324.479, 'duration': 5.461}
{'text': 'completely for the shareholders you you', 'start': 327.539, 'duration': 4.621}
{'text': 'might jump sludge into the river you', 'start': 329.94, 'duration': 5.099}
{'text': 'might do a lot of you might kind of take', 'start': 332.16, 'duration': 5.039}
{'text': "advantage of people that don't have a", 'start': 335.039, 'duration': 3.66}
{'text': 'big state in society so we have to', 'start': 337.199, 'duration': 2.881}
{'text': 'consider the community', 'start': 338.699, 'duration': 4.801}
{'text': 'yeah so from the Wes context which', 'start': 340.08, 'duration': 4.92}
{'text': "obviously uh when we're talking about", 'start': 343.5, 'duration': 3.12}
{'text': "the great reset we're looking towards", 'start': 345.0, 'duration': 2.699}
{'text': "their policies and what they're", 'start': 346.62, 'duration': 3.419}
{'text': 'introducing in 2009 they introduced', 'start': 347.699, 'duration': 5.161}
{'text': 'their own stakeholder proposal Global', 'start': 350.039, 'duration': 5.961}
{'text': "redesign initiative dri I think and it's", 'start': 352.86, 'duration': 6.899}
{'text': 'essentially a plutocracy they are very', 'start': 356.0, 'duration': 7.06}
{'text': 'wealthy people with a lot of capital in', 'start': 359.759, 'duration': 6.961}
{'text': 'Nations companies corporations and with', 'start': 363.06, 'duration': 6.12}
{'text': 'the stakehold stakeholder Theory they', 'start': 366.72, 'duration': 3.84}
{'text': 'are going to be the ones making the', 'start': 369.18, 'duration': 3.06}
{'text': 'decision for the little people and this', 'start': 370.56, 'duration': 3.24}
{'text': 'used to be something highly criticized', 'start': 372.24, 'duration': 3.959}
{'text': 'by the left actually pre-covered you can', 'start': 373.8, 'duration': 4.2}
{'text': 'find Guardian articles about it saying', 'start': 376.199, 'duration': 3.12}
{'text': 'these people are trying to set up a', 'start': 378.0, 'duration': 3.479}
{'text': 'government run by themselves as the', 'start': 379.319, 'duration': 5.461}
{'text': 'stakeholder over poor people but', 'start': 381.479, 'duration': 5.101}
{'text': "it's obviously", 'start': 384.78, 'duration': 2.52}
{'text': 'um', 'start': 386.58, 'duration': 2.399}
{'text': 'become just something the right you have', 'start': 387.3, 'duration': 3.119}
{'text': 'to criticize now this is the left have', 'start': 388.979, 'duration': 3.601}
{'text': 'given up that as well okay so Peter your', 'start': 390.419, 'duration': 4.261}
{'text': 'big Power of the people God how do you', 'start': 392.58, 'duration': 4.739}
{'text': 'see this I mean this this is taking an', 'start': 394.68, 'duration': 4.799}
{'text': 'advantage is this why is this something', 'start': 397.319, 'duration': 4.561}
{'text': "worthy well I actually don't think so", 'start': 399.479, 'duration': 3.961}
{'text': "I'll be working class I think it's more", 'start': 401.88, 'duration': 3.36}
{'text': "or less exactly what they're saying like", 'start': 403.44, 'duration': 4.86}
{'text': "uh it's ultimately a representation", 'start': 405.24, 'duration': 5.7}
{'text': 'matters type situation where they pick', 'start': 408.3, 'duration': 5.16}
{'text': 'the people who are going to', 'start': 410.94, 'duration': 5.28}
{'text': 'sort of uh advocate in their interests', 'start': 413.46, 'duration': 5.579}
{'text': 'in order to make the decisions and all', 'start': 416.22, 'duration': 4.08}
{'text': "that I don't really have a lot to say", 'start': 419.039, 'duration': 2.66}
{'text': 'the contradictions they have to say', 'start': 420.3, 'duration': 4.38}
{'text': 'testing any thoughts on stakeholder I', 'start': 421.699, 'duration': 4.9}
{'text': "think we've been told a lot that um the", 'start': 424.68, 'duration': 3.84}
{'text': 'United States arising time lists all', 'start': 426.599, 'duration': 3.481}
{'text': "boats and I don't think we really feel", 'start': 428.52, 'duration': 3.06}
{'text': 'that way in the United States I think', 'start': 430.08, 'duration': 3.42}
{'text': 'the concept of stakeholding is is better', 'start': 431.58, 'duration': 3.54}
{'text': 'than the concept of only having', 'start': 433.5, 'duration': 3.18}
{'text': 'shareholders', 'start': 435.12, 'duration': 3.299}
{'text': "um because I don't think all of us feel", 'start': 436.68, 'duration': 4.079}
{'text': 'invested in the United States when our', 'start': 438.419, 'duration': 4.081}
{'text': 'businesses do well or I could be wrong', 'start': 440.759, 'duration': 3.241}
{'text': "but I don't think very many people feel", 'start': 442.5, 'duration': 3.78}
{'text': 'good when Elon Musk makes another 20', 'start': 444.0, 'duration': 3.9}
{'text': 'billion dollars open Zuckerberg makes', 'start': 446.28, 'duration': 3.0}
{'text': 'another however many billions of dollars', 'start': 447.9, 'duration': 2.76}
{'text': "I don't think we all feel like we're", 'start': 449.28, 'duration': 2.819}
{'text': 'invested in the success of American', 'start': 450.66, 'duration': 3.9}
{'text': "companies and you know I hear it's funny", 'start': 452.099, 'duration': 4.141}
{'text': 'because people explain like well', 'start': 454.56, 'duration': 4.56}
{'text': 'stakeholder capitalism is when a very', 'start': 456.24, 'duration': 5.16}
{'text': 'limited number of Highly Capital', 'start': 459.12, 'duration': 3.84}
{'text': 'intensive Elite people make decisions', 'start': 461.4, 'duration': 4.019}
{'text': 'that impact all society and in this', 'start': 462.96, 'duration': 4.2}
{'text': "level we have right now like what's the", 'start': 465.419, 'duration': 2.881}
{'text': 'difference there between like', 'start': 467.16, 'duration': 3.0}
{'text': 'shareholder like I think the concept of', 'start': 468.3, 'duration': 3.899}
{'text': 'a stakeholder is to move some of that', 'start': 470.16, 'duration': 5.219}
{'text': 'burden from only being being allegiance', 'start': 472.199, 'duration': 4.981}
{'text': 'to your your board of whatever your', 'start': 475.379, 'duration': 3.121}
{'text': 'shareholders for your company and trying', 'start': 477.18, 'duration': 3.66}
{'text': 'to have a little bit more of a socially', 'start': 478.5, 'duration': 4.319}
{'text': 'responsible I guess way of running your', 'start': 480.84, 'duration': 3.24}
{'text': 'company which is kind of what we already', 'start': 482.819, 'duration': 2.461}
{'text': 'try to do in any way with like', 'start': 484.08, 'duration': 2.64}
{'text': 'government organizations right like the', 'start': 485.28, 'duration': 3.66}
{'text': 'EPA exists to represent like the public', 'start': 486.72, 'duration': 3.599}
{'text': 'as a stakeholder and how companies', 'start': 488.94, 'duration': 3.18}
{'text': 'function or other you know executive', 'start': 490.319, 'duration': 4.021}
{'text': 'branches exist the FDA to represent like', 'start': 492.12, 'duration': 3.78}
{'text': "people's interests and you know food", 'start': 494.34, 'duration': 3.359}
{'text': "companies we have a safe event that's", 'start': 495.9, 'duration': 4.919}
{'text': 'fair now one of the things that advocacy', 'start': 497.699, 'duration': 6.661}
{'text': 'like the EPA that actually does have at', 'start': 500.819, 'duration': 5.341}
{'text': 'least some connection to the president', 'start': 504.36, 'duration': 4.019}
{'text': 'and some of the Voting is going is', 'start': 506.16, 'duration': 5.34}
{'text': "getting replaced with esgs so there's", 'start': 508.379, 'duration': 5.22}
{'text': 'the ESG products you can have like', 'start': 511.5, 'duration': 4.56}
{'text': 'environmental social Global scores or', 'start': 513.599, 'duration': 5.341}
{'text': "corporations you may um if you don't", 'start': 516.06, 'duration': 5.82}
{'text': 'have a high Mark that means you could be', 'start': 518.94, 'duration': 4.56}
{'text': 'cut out on a lending', 'start': 521.88, 'duration': 4.019}
{'text': 'um you could be forced to do whatever he', 'start': 523.5, 'duration': 4.98}
{'text': 'has to use it so do you feel that this', 'start': 525.899, 'duration': 4.741}
{'text': 'is cutting out some of the defenses that', 'start': 528.48, 'duration': 4.799}
{'text': 'you said were there I mean I I doubt it', 'start': 530.64, 'duration': 3.78}
{'text': 'would ever Implement something like that', 'start': 533.279, 'duration': 3.18}
{'text': 'I like people talk about it a lot but I', 'start': 534.42, 'duration': 3.24}
{'text': 'mean I brought this up earlier in a', 'start': 536.459, 'duration': 3.421}
{'text': 'panel like all of Europe will uniformly', 'start': 537.66, 'duration': 3.72}
{'text': 'condemn Russia for their actions but', 'start': 539.88, 'duration': 3.18}
{'text': "they won't stop buying their gas I don't", 'start': 541.38, 'duration': 3.48}
{'text': 'think that any individual country is', 'start': 543.06, 'duration': 4.02}
{'text': "about to sign there's a reason why so", 'start': 544.86, 'duration': 4.32}
{'text': 'many of these like Global Climate Wars', 'start': 547.08, 'duration': 3.54}
{'text': 'that everybody gets so mad about end up', 'start': 549.18, 'duration': 2.7}
{'text': 'being non-bining with no enforcement', 'start': 550.62, 'duration': 3.48}
{'text': "mechanisms it's because the the result", 'start': 551.88, 'duration': 4.2}
{'text': 'of actually enforcing these types of you', 'start': 554.1, 'duration': 3.84}
{'text': 'call them ESP scores whatever it would', 'start': 556.08, 'duration': 3.24}
{'text': 'probably be pretty catastrophic to trade', 'start': 557.94, 'duration': 3.12}
{'text': 'for a lot of these companies and a lot', 'start': 559.32, 'duration': 3.0}
{'text': 'of these countries and at the end of the', 'start': 561.06, 'duration': 2.459}
{'text': 'day the people that will get hurt the', 'start': 562.32, 'duration': 2.28}
{'text': 'most by that are probably going to be', 'start': 563.519, 'duration': 3.121}
{'text': 'working class or four people but one of', 'start': 564.6, 'duration': 5.16}
{'text': 'all the companies decide to do it like', 'start': 566.64, 'duration': 4.5}
{'text': 'what if the bulk of the company 90', 'start': 569.76, 'duration': 3.48}
{'text': "companies decided to do it as csg's if", 'start': 571.14, 'duration': 3.24}
{'text': "you're divorceable", 'start': 573.24, 'duration': 3.42}
{'text': 'I mean that is kind of what the score is', 'start': 574.38, 'duration': 3.899}
{'text': 'rated for I guess or what kind of score', 'start': 576.66, 'duration': 2.94}
{'text': "we're talking about", 'start': 578.279, 'duration': 2.821}
{'text': 'um like for instance like you know when', 'start': 579.6, 'duration': 2.88}
{'text': 'we talk about like making healthier food', 'start': 581.1, 'duration': 4.32}
{'text': 'for um for kids I know that the', 'start': 582.48, 'duration': 4.32}
{'text': 'Department of Education I think has', 'start': 585.42, 'duration': 2.82}
{'text': 'standards for like what your food had to', 'start': 586.8, 'duration': 3.18}
{'text': 'be to be able to be sold in cafeterias', 'start': 588.24, 'duration': 3.24}
{'text': 'like if people are meeting those types', 'start': 589.98, 'duration': 2.34}
{'text': "of Standards I don't think there's", 'start': 591.48, 'duration': 2.28}
{'text': 'necessarily anything wrong with that but', 'start': 592.32, 'duration': 2.76}
{'text': "it's going to come down to the", 'start': 593.76, 'duration': 2.519}
{'text': "individual regulation we're talking", 'start': 595.08, 'duration': 2.64}
{'text': "about something like climate change it's", 'start': 596.279, 'duration': 2.641}
{'text': 'not going to be a lot more contentious', 'start': 597.72, 'duration': 2.34}
{'text': "because I've seen as a way more", 'start': 598.92, 'duration': 3.08}
{'text': "politicized issue than once you've got a", 'start': 600.06, 'duration': 4.86}
{'text': "sustains so we're not talking about", 'start': 602.0, 'duration': 4.42}
{'text': "policy that we're talking about", 'start': 604.92, 'duration': 4.14}
{'text': 'corporate investment strategies and so', 'start': 606.42, 'duration': 4.14}
{'text': "the enforcement mechanism isn't", 'start': 609.06, 'duration': 2.88}
{'text': 'necessarily through governments they', 'start': 610.56, 'duration': 3.48}
{'text': 'sign on the SEC is now back to for', 'start': 611.94, 'duration': 3.959}
{'text': 'example', 'start': 614.04, 'duration': 4.62}
{'text': 'um the the ESG model for for', 'start': 615.899, 'duration': 6.301}
{'text': 'ETS for for grading uh Securities and', 'start': 618.66, 'duration': 5.1}
{'text': 'other things you might trade stocks et', 'start': 622.2, 'duration': 3.06}
{'text': "cetera what we're actually talking about", 'start': 623.76, 'duration': 3.06}
{'text': 'is that the large investment Capital', 'start': 625.26, 'duration': 4.139}
{'text': 'firms like Vanguard BlackRock State', 'start': 626.82, 'duration': 4.98}
{'text': 'Street Fidelity the largest banks in the', 'start': 629.399, 'duration': 4.321}
{'text': 'world including the central banks have', 'start': 631.8, 'duration': 3.719}
{'text': 'decided that he SGS are going to be if', 'start': 633.72, 'duration': 3.299}
{'text': 'you have a high score according to what', 'start': 635.519, 'duration': 4.56}
{'text': 'their corporate boards have decided are', 'start': 637.019, 'duration': 5.88}
{'text': 'sound environmental policy that again', 'start': 640.079, 'duration': 4.44}
{'text': 'this is people like we can name', 'start': 642.899, 'duration': 4.081}
{'text': 'individuals like Bill Gates Larry Fink', 'start': 644.519, 'duration': 4.26}
{'text': 'and we can name single individuals very', 'start': 646.98, 'duration': 3.72}
{'text': 'small numbers of them they get to set', 'start': 648.779, 'duration': 3.541}
{'text': 'what gives you a high score and that', 'start': 650.7, 'duration': 2.879}
{'text': 'determines whether or not you get', 'start': 652.32, 'duration': 2.699}
{'text': 'investment Capital that determines', 'start': 653.579, 'duration': 3.561}
{'text': 'whether or not you qualify for for loans', 'start': 655.019, 'duration': 5.82}
{'text': 'or or startup Capital uh', 'start': 657.14, 'duration': 5.86}
{'text': 'will determine whether or not for', 'start': 660.839, 'duration': 4.68}
{'text': 'example BlackRock will carry your stock', 'start': 663.0, 'duration': 4.86}
{'text': 'so all of a sudden BlackRock which might', 'start': 665.519, 'duration': 4.021}
{'text': 'have bought up already using other', 'start': 667.86, 'duration': 3.719}
{'text': "people's money by the way a twin keeper", 'start': 669.54, 'duration': 3.84}
{'text': "which you're the stakeholder but they're", 'start': 671.579, 'duration': 3.601}
{'text': "doing it for you uh that's how that", 'start': 673.38, 'duration': 3.0}
{'text': 'works', 'start': 675.18, 'duration': 3.12}
{'text': "it's your money but now they have a 20", 'start': 676.38, 'duration': 4.199}
{'text': 'controlling interest in some company and', 'start': 678.3, 'duration': 3.42}
{'text': 'they come and they tell the company well', 'start': 680.579, 'duration': 2.88}
{'text': 'you need to do this and the company says', 'start': 681.72, 'duration': 3.119}
{'text': "well you know piss off and they're like", 'start': 683.459, 'duration': 2.82}
{'text': "well we won't get the investment cap I'm", 'start': 684.839, 'duration': 2.641}
{'text': "like we'll find it somewhere else and", 'start': 686.279, 'duration': 2.821}
{'text': "they'll say well we'll sell our 20 share", 'start': 687.48, 'duration': 3.12}
{'text': 'in your stock and just watch your', 'start': 689.1, 'duration': 3.78}
{'text': "company tank on the market we'll sell", 'start': 690.6, 'duration': 4.14}
{'text': "all of our shares and we'll we'll", 'start': 692.88, 'duration': 3.48}
{'text': 'destroy your company and they say okay', 'start': 694.74, 'duration': 2.94}
{'text': 'well we have to play ball and this is', 'start': 696.36, 'duration': 2.82}
{'text': 'what you see they also end up being the', 'start': 697.68, 'duration': 3.54}
{'text': 'top and what happened when Elon Musk', 'start': 699.18, 'duration': 3.659}
{'text': 'tried to buy Twitter and he bought a', 'start': 701.22, 'duration': 3.559}
{'text': 'nine point whatever percent share', 'start': 702.839, 'duration': 3.781}
{'text': 'Vanguard which is another one of these', 'start': 704.779, 'duration': 3.461}
{'text': 'gigantic Banks bought just enough to', 'start': 706.62, 'duration': 4.44}
{'text': 'become a nine point whatever one Higher', 'start': 708.24, 'duration': 4.86}
{'text': 'percent share so that they Remain the', 'start': 711.06, 'duration': 4.14}
{'text': 'top shareholder in Twitter so they can', 'start': 713.1, 'duration': 4.44}
{'text': "continue to dictate Twitter's policy uh", 'start': 715.2, 'duration': 4.5}
{'text': 'at the level of the board how do you', 'start': 717.54, 'duration': 4.26}
{'text': 'increase your ESG score well you', 'start': 719.7, 'duration': 3.54}
{'text': 'increase your ESG score by doing', 'start': 721.8, 'duration': 3.479}
{'text': 'whatever the essential Bankers decide', 'start': 723.24, 'duration': 3.96}
{'text': 'constitute sound environmental policy', 'start': 725.279, 'duration': 3.421}
{'text': 'for example when covid-19 was a big', 'start': 727.2, 'duration': 3.12}
{'text': "problem they decided that there's an", 'start': 728.7, 'duration': 3.0}
{'text': 'environmental hazard with the virus it', 'start': 730.32, 'duration': 2.94}
{'text': 'was best mitigated by wearing large', 'start': 731.7, 'duration': 4.02}
{'text': 'numbers of disposable paper masks for', 'start': 733.26, 'duration': 5.04}
{'text': 'example so surgical mask and so your ESG', 'start': 735.72, 'duration': 3.9}
{'text': 'score your environmental score might', 'start': 738.3, 'duration': 2.339}
{'text': 'have gone up despite the fact that', 'start': 739.62, 'duration': 3.06}
{'text': "there's 160 billion masks floating in", 'start': 740.639, 'duration': 3.781}
{'text': 'the ocean now which normally we think is', 'start': 742.68, 'duration': 3.719}
{'text': 'an ecological catastrophe', 'start': 744.42, 'duration': 4.2}
{'text': "um so they get to decide maybe it's that", 'start': 746.399, 'duration': 3.781}
{'text': "they're going to cramp the fossil fuel", 'start': 748.62, 'duration': 3.0}
{'text': 'Industries which they have been doing', 'start': 750.18, 'duration': 3.36}
{'text': 'for a very long time making it much more', 'start': 751.62, 'duration': 3.0}
{'text': "expensive to them maybe it's that", 'start': 753.54, 'duration': 2.46}
{'text': "they're going to subsidize green energy", 'start': 754.62, 'duration': 3.0}
{'text': "which they've been doing for a very long", 'start': 756.0, 'duration': 3.36}
{'text': "time maybe it's they're going to decide", 'start': 757.62, 'duration': 4.08}
{'text': 'as they just did when the the conflict', 'start': 759.36, 'duration': 4.08}
{'text': 'of Ukraine broke out that all of a', 'start': 761.7, 'duration': 3.6}
{'text': 'sudden you can raise your social store', 'start': 763.44, 'duration': 5.339}
{'text': "under ESG that's the S by investing by", 'start': 765.3, 'duration': 7.38}
{'text': 'by somebody like you know uh North or', 'start': 768.779, 'duration': 5.161}
{'text': 'Grumman or something like that and', 'start': 772.68, 'duration': 3.24}
{'text': 'building weapons to send to Ukraine so', 'start': 773.94, 'duration': 3.48}
{'text': 'all of a sudden weapons manufacturers', 'start': 775.92, 'duration': 3.479}
{'text': 'the military-industrial complex become a', 'start': 777.42, 'duration': 4.44}
{'text': 'social good under the new global social', 'start': 779.399, 'duration': 3.901}
{'text': "order that they're looking at so now", 'start': 781.86, 'duration': 2.94}
{'text': "we're doing their policy so it's", 'start': 783.3, 'duration': 3.96}
{'text': 'ultimately whatever they decide mostly', 'start': 784.8, 'duration': 4.92}
{'text': 'the S is not this weird Ukraine weapons', 'start': 787.26, 'duration': 4.139}
{'text': "thing it's mostly did you implement", 'start': 789.72, 'duration': 4.559}
{'text': 'social justice policies did you uh', 'start': 791.399, 'duration': 5.341}
{'text': 'Implement a Dei office do you have the', 'start': 794.279, 'duration': 5.101}
