{'text': 'wait this person is live right now', 'start': 0.08, 'duration': 3.839}
{'text': "say it's cool don't be sorry", 'start': 82.64, 'duration': 6.479}
{'text': 'this is a scum [\xa0__\xa0] crop this is a scum', 'start': 84.72, 'duration': 7.28}
{'text': 'crop also um just something in case you', 'start': 89.119, 'duration': 3.601}
{'text': "guys don't know", 'start': 92.0, 'duration': 2.0}
{'text': "because a lot of you we've i've talked", 'start': 92.72, 'duration': 2.079}
{'text': 'about this a little bit before', 'start': 94.0, 'duration': 1.92}
{'text': 'apparently this is presented some people', 'start': 94.799, 'duration': 2.161}
{'text': "cause people don't know this", 'start': 95.92, 'duration': 3.199}
{'text': 'it is possible that you can be trapped', 'start': 96.96, 'duration': 3.519}
{'text': 'in like an emotionally abusive', 'start': 99.119, 'duration': 2.081}
{'text': 'relationship', 'start': 100.479, 'duration': 2.64}
{'text': 'where the other person is like', 'start': 101.2, 'duration': 3.12}
{'text': 'gaslighting you', 'start': 103.119, 'duration': 4.64}
{'text': 'um and threatening you with their own', 'start': 104.32, 'duration': 4.64}
{'text': 'emotions to make you', 'start': 107.759, 'duration': 3.601}
{'text': 'feel like you have to stick around so a', 'start': 108.96, 'duration': 3.92}
{'text': 'good example is like this person', 'start': 111.36, 'duration': 3.28}
{'text': 'tweeting out stuff like oh my god like', 'start': 112.88, 'duration': 3.36}
{'text': "i'm suicidal now blah blah blah blah", 'start': 114.64, 'duration': 2.159}
{'text': 'blah', 'start': 116.24, 'duration': 1.919}
{'text': "if you're with somebody and you want to", 'start': 116.799, 'duration': 2.881}
{'text': "leave and they're constantly threatening", 'start': 118.159, 'duration': 2.24}
{'text': "that they're going to like kill", 'start': 119.68, 'duration': 2.0}
{'text': 'themselves if you do something if you', 'start': 120.399, 'duration': 2.4}
{'text': 'talk to somebody if you leave if you', 'start': 121.68, 'duration': 2.479}
{'text': 'make a friend or whatever that is a form', 'start': 122.799, 'duration': 3.201}
{'text': 'of emotional abuse and manipulation', 'start': 124.159, 'duration': 4.08}
{'text': 'actually if anybody in these convos is', 'start': 126.0, 'duration': 3.92}
{'text': 'emotionally manipulative or', 'start': 128.239, 'duration': 3.761}
{'text': 'likely to be a groomer it is this haley', 'start': 129.92, 'duration': 3.84}
{'text': 'person one million percent more', 'start': 132.0, 'duration': 3.76}
{'text': 'than the [\xa0__\xa0] chud logic guy than the', 'start': 133.76, 'duration': 3.92}
{'text': "[\xa0__\xa0] guy who's saying like oh yeah", 'start': 135.76, 'duration': 3.28}
{'text': "it's inappropriate with me to talk to", 'start': 137.68, 'duration': 3.12}
{'text': "somebody who's even 18", 'start': 139.04, 'duration': 3.919}
{'text': 'and oh yeah um are you awkward about me', 'start': 140.8, 'duration': 3.6}
{'text': "talking like this if you don't like it", 'start': 142.959, 'duration': 2.561}
{'text': 'you can say', 'start': 144.4, 'duration': 3.919}
{'text': "oh like how old are you like i'm 33 so", 'start': 145.52, 'duration': 3.68}
{'text': 'you know right', 'start': 148.319, 'duration': 3.28}
{'text': 'this person is way less likely to grow', 'start': 149.2, 'duration': 3.679}
{'text': 'up to be a groomer', 'start': 151.599, 'duration': 3.761}
{'text': 'pedophile slash abuser manipulator than', 'start': 152.879, 'duration': 3.681}
{'text': 'the person here who is', 'start': 155.36, 'duration': 3.2}
{'text': 'lying about their age threatening to', 'start': 156.56, 'duration': 3.28}
{'text': "commit suicide because people won't", 'start': 158.56, 'duration': 3.039}
{'text': "believe they're highly disingenuously", 'start': 159.84, 'duration': 3.36}
{'text': '[\xa0__\xa0] corrupt screenshots', 'start': 161.599, 'duration': 3.441}
{'text': "and somebody that's like not giving any", 'start': 163.2, 'duration': 3.52}
{'text': "indication right now at all that they're", 'start': 165.04, 'duration': 2.72}
{'text': 'uncomfortable with this and then coming', 'start': 166.72, 'duration': 2.72}
{'text': 'out later trying to pretend they were', 'start': 167.76, 'duration': 4.16}
{'text': 'oh also destiny acted like i claimed i', 'start': 169.44, 'duration': 3.519}
{'text': "surrendered lures i'm sure i'll do a", 'start': 171.92, 'duration': 1.76}
{'text': 'show screenshot of things made me', 'start': 172.959, 'duration': 1.681}
{'text': "uncomfortable bringing the community's", 'start': 173.68, 'duration': 2.559}
{'text': 'attention also he misgendered me the', 'start': 174.64, 'duration': 2.8}
{'text': 'whole segment', 'start': 176.239, 'duration': 3.441}
{'text': "i misgendered her because they're using", 'start': 177.44, 'duration': 3.439}
{'text': 'neo pronouns', 'start': 179.68, 'duration': 5.839}
{'text': 'of ma mar that they invented themselves', 'start': 180.879, 'duration': 7.681}
{'text': '[\xa0__\xa0] outta here did you invent malmar', 'start': 185.519, 'duration': 4.08}
{'text': "you can't find any information on these", 'start': 188.56, 'duration': 2.88}
{'text': 'words related to your pronouns yes i did', 'start': 189.599, 'duration': 4.241}
{'text': 'actually', 'start': 191.44, 'duration': 3.76}
{'text': 'not to mention the fact that in her', 'start': 193.84, 'duration': 2.88}
{'text': 'little location she even has that she', 'start': 195.2, 'duration': 3.2}
{'text': 'and her is acceptable', 'start': 196.72, 'duration': 3.519}
{'text': 'also the like this stuff like if you', 'start': 198.4, 'duration': 3.28}
{'text': 'want me to kill myself you all are doing', 'start': 200.239, 'duration': 2.241}
{'text': 'a good job', 'start': 201.68, 'duration': 2.16}
{'text': "the harassment i've gotten is just as", 'start': 202.48, 'duration': 3.039}
{'text': 'damaging as what cl did', 'start': 203.84, 'duration': 2.959}
{'text': 'if i knew what would happen i probably', 'start': 205.519, 'duration': 2.161}
{'text': 'would have been a coward and not have', 'start': 206.799, 'duration': 2.08}
{'text': 'told my story', 'start': 207.68, 'duration': 2.32}
{'text': 'this is how you treat people for coming', 'start': 208.879, 'duration': 2.241}
{'text': 'out that people are not going to want to', 'start': 210.0, 'duration': 2.799}
{'text': 'come out good if there are people that', 'start': 211.12, 'duration': 2.24}
{'text': 'want to share', 'start': 212.799, 'duration': 2.72}
{'text': 'fake accusations or people that want to', 'start': 213.36, 'duration': 3.92}
{'text': "try to destroy people's lives over", 'start': 215.519, 'duration': 2.321}
{'text': 'nothing', 'start': 217.28, 'duration': 1.84}
{'text': 'yeah you probably should keep that to', 'start': 217.84, 'duration': 3.039}
{'text': "yourself if you're uncomfortable because", 'start': 219.12, 'duration': 3.119}
{'text': "you just don't like somebody after", 'start': 220.879, 'duration': 2.72}
{'text': 'engaging in consensual flirting with', 'start': 222.239, 'duration': 2.161}
{'text': 'them for [\xa0__\xa0]', 'start': 223.599, 'duration': 2.881}
{'text': 'hours and hours or days or weeks or', 'start': 224.4, 'duration': 3.52}
{'text': 'whatever afterwards then yeah what the', 'start': 226.48, 'duration': 3.039}
{'text': '[\xa0__\xa0] you like why the [\xa0__\xa0] would you go', 'start': 227.92, 'duration': 2.56}
{'text': 'public something like that', 'start': 229.519, 'duration': 2.72}
{'text': 'like this is damaging on two ends is', 'start': 230.48, 'duration': 3.119}
{'text': 'that one um', 'start': 232.239, 'duration': 3.601}
{'text': "hold on one second there's two huge", 'start': 233.599, 'duration': 3.84}
{'text': 'damages that are happening here is one', 'start': 235.84, 'duration': 3.52}
{'text': 'you are like damaging the person that', 'start': 237.439, 'duration': 3.841}
{'text': "you're accusing obviously", 'start': 239.36, 'duration': 4.48}
{'text': 'which is [\xa0__\xa0] up but then two and i', 'start': 241.28, 'duration': 3.92}
{'text': 'hate to repeat the meme', 'start': 243.84, 'duration': 3.84}
{'text': 'you are unironically like doing a', 'start': 245.2, 'duration': 3.2}
{'text': 'massive', 'start': 247.68, 'duration': 2.32}
{'text': 'like disservice to everybody that', 'start': 248.4, 'duration': 3.119}
{'text': 'actually comes out with these types of', 'start': 250.0, 'duration': 2.879}
{'text': 'accusations', 'start': 251.519, 'duration': 3.521}
{'text': 'like because now every because it sucks', 'start': 252.879, 'duration': 3.441}
{'text': 'that like when people come out with', 'start': 255.04, 'duration': 2.08}
{'text': 'accusations', 'start': 256.32, 'duration': 2.159}
{'text': 'these types of things that would come to', 'start': 257.12, 'duration': 2.72}
{'text': "people's minds like the past few weeks", 'start': 258.479, 'duration': 2.401}
{'text': 'like hey like the metoo movement', 'start': 259.84, 'duration': 2.079}
{'text': 'produced a lot of credible like', 'start': 260.88, 'duration': 2.4}
{'text': 'accusations a lot of people like [\xa0__\xa0]', 'start': 261.919, 'duration': 2.881}
{'text': 'bill cosby kevin spacey like these were', 'start': 263.28, 'duration': 2.639}
{'text': 'really important but then people like', 'start': 264.8, 'duration': 2.24}
{'text': "why aren't there a lot of [\xa0__\xa0]", 'start': 265.919, 'duration': 2.481}
{'text': 'accusations like well not really well', 'start': 267.04, 'duration': 2.32}
{'text': 'well what about like', 'start': 268.4, 'duration': 2.96}
{'text': 'this person and this prince like hmm', 'start': 269.36, 'duration': 3.76}
{'text': 'okay fine [\xa0__\xa0]', 'start': 271.36, 'duration': 4.399}
{'text': "not good also i personally don't feel", 'start': 273.12, 'duration': 3.68}
{'text': "like it's nothing definitely not", 'start': 275.759, 'duration': 1.681}
{'text': 'warranted but', 'start': 276.8, 'duration': 1.92}
{'text': 'with outing like this but the guy was', 'start': 277.44, 'duration': 2.64}
{'text': 'being kind of creepy despite the amount', 'start': 278.72, 'duration': 2.08}
{'text': 'of outs', 'start': 280.08, 'duration': 3.44}
{'text': "how is he being creepy dude you're", 'start': 280.8, 'duration': 3.44}
{'text': 'creating', 'start': 283.52, 'duration': 2.64}
{'text': 'mgtows i hope you guys realize this that', 'start': 284.24, 'duration': 4.08}
{'text': 'you are the you are creating the mgtows', 'start': 286.16, 'duration': 3.92}
{'text': 'and the incels and the black pills and', 'start': 288.32, 'duration': 3.04}
{'text': 'the red pills of the future', 'start': 290.08, 'duration': 3.36}
{'text': 'when every single [\xa0__\xa0] flirtatious', 'start': 291.36, 'duration': 3.2}
{'text': 'line is creepy', 'start': 293.44, 'duration': 2.88}
{'text': "like if you're gonna go with this then", 'start': 294.56, 'duration': 3.359}
{'text': 'girls just need to make every first move', 'start': 296.32, 'duration': 3.04}
{'text': 'and stop expecting guys to do it if', 'start': 297.919, 'duration': 2.881}
{'text': "every single time we say anything it's", 'start': 299.36, 'duration': 2.72}
{'text': 'gonna be considered like creepy or', 'start': 300.8, 'duration': 2.72}
{'text': 'inappropriate [\xa0__\xa0] that [\xa0__\xa0]', 'start': 302.08, 'duration': 3.2}
{'text': "like i'm sorry but half the population", 'start': 303.52, 'duration': 3.119}
{'text': 'is still too much of a [\xa0__\xa0] coward to', 'start': 305.28, 'duration': 2.56}
{'text': 'even make the first move', 'start': 306.639, 'duration': 2.56}
{'text': "and anything you're gonna accuse guys or", 'start': 307.84, 'duration': 2.88}
{'text': 'men of being creepy every single time', 'start': 309.199, 'duration': 3.041}
{'text': 'they even talk to a [\xa0__\xa0] girl', 'start': 310.72, 'duration': 2.88}
{'text': 'and then also [\xa0__\xa0] out of here with the', 'start': 312.24, 'duration': 3.679}
{'text': 'power dynamic [\xa0__\xa0] too every single part', 'start': 313.6, 'duration': 3.92}
{'text': 'of this stinks to high heaven is some', 'start': 315.919, 'duration': 2.241}
{'text': '[\xa0__\xa0]', 'start': 317.52, 'duration': 3.519}
{'text': 'power dynamics this guy is [\xa0__\xa0] 6 000', 'start': 318.16, 'duration': 4.64}
{'text': "subs on youtube okay my kid's", 'start': 321.039, 'duration': 3.44}
{'text': 'kindergarten teacher probably had a', 'start': 322.8, 'duration': 2.88}
{'text': 'bigger youtube channel than this dude', 'start': 324.479, 'duration': 2.641}
{'text': 'what the [\xa0__\xa0] power dynamics are you', 'start': 325.68, 'duration': 2.239}
{'text': 'talking about', 'start': 327.12, 'duration': 2.16}
{'text': 'shut the [\xa0__\xa0] up get out of here with', 'start': 327.919, 'duration': 4.801}
{'text': 'this [\xa0__\xa0] no offense to chub logic', 'start': 329.28, 'duration': 6.639}
{'text': 'what are you some [\xa0__\xa0] destiny simp', 'start': 332.72, 'duration': 6.319}
{'text': '[\xa0__\xa0] cringe jesus christ imagine', 'start': 335.919, 'duration': 4.641}
{'text': 'being a fan of such a', 'start': 339.039, 'duration': 3.881}
{'text': '[\xa0__\xa0] manlet', 'start': 340.56, 'duration': 3.52}
{'text': '[Music]', 'start': 342.92, 'duration': 3.24}
{'text': '[\xa0__\xa0] needs to go [\xa0__\xa0] wash', 'start': 344.08, 'duration': 3.52}
{'text': 'his hair', 'start': 346.16, 'duration': 3.759}
{'text': "i like how beca sorry i'm gonna be raw", 'start': 347.6, 'duration': 3.28}
{'text': 'as [\xa0__\xa0] with you', 'start': 349.919, 'duration': 2.961}
{'text': 'i like how because this person is trans', 'start': 350.88, 'duration': 3.92}
{'text': 'i could not make fun of a single aspect', 'start': 352.88, 'duration': 3.439}
{'text': 'of how she looks without being called', 'start': 354.8, 'duration': 2.32}
{'text': 'transphobic', 'start': 356.319, 'duration': 2.801}
{'text': "but she can call me a manlet and say i'm", 'start': 357.12, 'duration': 5.199}
{'text': 'greasy [\xa0__\xa0] you what a [\xa0__\xa0] loser', 'start': 359.12, 'duration': 5.44}
{'text': 'destiny responds to oh no oh [\xa0__\xa0] i know', 'start': 362.319, 'duration': 6.0}
{'text': "this is over the it's the one thing", 'start': 364.56, 'duration': 3.759}
{'text': 'not to speak if i speak i am in in big', 'start': 371.12, 'duration': 3.919}
{'text': 'trouble', 'start': 373.919, 'duration': 2.961}
{'text': "in big trouble and i don't want to be a", 'start': 375.039, 'duration': 2.571}
{'text': 'victor', 'start': 376.88, 'duration': 2.72}
{'text': '[Laughter]', 'start': 377.61, 'duration': 4.07}
{'text': 'i love how so many people in lsf are so', 'start': 379.6, 'duration': 3.599}
{'text': '[\xa0__\xa0] scared to agree with anyone say', 'start': 381.68, 'duration': 2.639}
{'text': 'they always such a person like', 'start': 383.199, 'duration': 3.201}
{'text': 'now i [\xa0__\xa0] hate destiny and i wish', 'start': 384.319, 'duration': 3.44}
{'text': 'this whole family would [\xa0__\xa0]', 'start': 386.4, 'duration': 4.079}
{'text': 'die but i agree with him here like', 'start': 387.759, 'duration': 5.201}
{'text': 'normally destiny just spews diarrhea', 'start': 390.479, 'duration': 4.881}
{'text': '[\xa0__\xa0] all day long but in this one take i', 'start': 392.96, 'duration': 3.28}
{'text': 'think', 'start': 395.36, 'duration': 4.0}
{'text': 'like i like it this person is even worse', 'start': 396.24, 'duration': 4.56}
{'text': 'i can forgive the other girl because she', 'start': 399.36, 'duration': 2.32}
{'text': 'or', 'start': 400.8, 'duration': 4.239}
{'text': 'ma furry whatever the [\xa0__\xa0] she goes by', 'start': 401.68, 'duration': 4.16}
{'text': 'they', 'start': 405.039, 'duration': 3.201}
{'text': "mar goes by i'm never i'm [\xa0__\xa0]", 'start': 405.84, 'duration': 3.199}
{'text': 'neopronouns', 'start': 408.24, 'duration': 4.64}
{'text': 'okay um this person', 'start': 409.039, 'duration': 4.961}
{'text': "i'm not going to run for cover while", 'start': 412.88, 'duration': 2.56}
{'text': "destiny's fans may be the subject of a", 'start': 414.0, 'duration': 2.96}
{'text': "targeted harassment campaign instead i'm", 'start': 415.44, 'duration': 2.96}
{'text': 'going to respond in video form', 'start': 416.96, 'duration': 3.359}
{'text': 'fully explain my side of this and try to', 'start': 418.4, 'duration': 3.44}
{'text': 'do something good for others who have', 'start': 420.319, 'duration': 3.041}
{'text': 'been affected by behavior like this if', 'start': 421.84, 'duration': 2.96}
{'text': 'you had uncomfortable experiences with', 'start': 423.36, 'duration': 3.04}
{'text': 'figures on the left and feel safe doing', 'start': 424.8, 'duration': 2.0}
{'text': 'so', 'start': 426.4, 'duration': 2.0}
{'text': 'you can send me messages anonymous or', 'start': 426.8, 'duration': 3.119}
{'text': "not written or audio and i'll include", 'start': 428.4, 'duration': 2.88}
{'text': 'them in this video to show exactly why', 'start': 429.919, 'duration': 2.481}
{'text': 'we need to address harassment on the', 'start': 431.28, 'duration': 1.919}
{'text': 'left and start holding people', 'start': 432.4, 'duration': 1.44}
{'text': 'accountable', 'start': 433.199, 'duration': 2.0}
{'text': "i'm here for y'all and i'm not gonna", 'start': 433.84, 'duration': 3.199}
{'text': "bend uh to these [\xa0__\xa0] let's make a", 'start': 435.199, 'duration': 3.201}
{'text': 'difference for the better my account is', 'start': 437.039, 'duration': 2.481}
{'text': "like for the time being so if y'all can", 'start': 438.4, 'duration': 1.919}
{'text': "spread the word about the video i'll", 'start': 439.52, 'duration': 1.6}
{'text': 'love you forever already', 'start': 440.319, 'duration': 2.241}
{'text': 'can somebody give me the screenshots of', 'start': 441.12, 'duration': 4.88}
{'text': 'her conversation with the guy', 'start': 442.56, 'duration': 4.72}
{'text': 'this smells like something that is using', 'start': 446.0, 'duration': 2.56}
{'text': 'the toolkit they learned online to', 'start': 447.28, 'duration': 3.28}
{'text': 'garner foss support i wonder', 'start': 448.56, 'duration': 4.0}
{'text': 'the screenshots are insane are the', 'start': 450.56, 'duration': 3.12}
{'text': 'screenshots in your video yeah but i', 'start': 452.56, 'duration': 2.16}
{'text': "don't want to watch myself", 'start': 453.68, 'duration': 5.359}
{'text': "ah good much don't listen to me", 'start': 454.72, 'duration': 7.199}
{'text': 'the screenshots are unreal this is a', 'start': 459.039, 'duration': 3.841}
{'text': 'woman', 'start': 461.919, 'duration': 4.801}
{'text': "or person i don't know sorry who is", 'start': 462.88, 'duration': 8.48}
{'text': '30 years old 30 years old', 'start': 466.72, 'duration': 7.759}
{'text': 'saying that they got groomed okay', 'start': 471.36, 'duration': 6.8}
{'text': '30 years old saying they got groomed', 'start': 474.479, 'duration': 5.521}
{'text': 'and here are their screenshots of the', 'start': 478.16, 'duration': 4.24}
{'text': 'other person being uncomfortable', 'start': 480.0, 'duration': 4.639}
{'text': 'ready how dirty are you really though as', 'start': 482.4, 'duration': 4.16}
{'text': "in mind i'm sure you're very pure", 'start': 484.639, 'duration': 4.801}
{'text': "ha ha me pure funny no i'm a healing in", 'start': 486.56, 'duration': 4.24}
{'text': 'the eyes of god himself', 'start': 489.44, 'duration': 3.439}
{'text': "i'm sure i could whip you into shape i", 'start': 490.8, 'duration': 3.92}
{'text': "mean i'm usually the one whipping others", 'start': 492.879, 'duration': 2.401}
{'text': 'into shape', 'start': 494.72, 'duration': 3.36}
{'text': 'or submission depends on my mood lol', 'start': 495.28, 'duration': 4.0}
{'text': 'damn well is that how this is going to', 'start': 498.08, 'duration': 2.64}
{'text': "work between us it's a clash of the", 'start': 499.28, 'duration': 2.319}
{'text': 'titans what happens', 'start': 500.72, 'duration': 3.44}
{'text': 'to like this person is claiming that the', 'start': 501.599, 'duration': 3.921}
{'text': 'other person was being cree', 'start': 504.16, 'duration': 4.719}
{'text': "are you [\xa0__\xa0] serious we're like", 'start': 505.52, 'duration': 3.84}
{'text': '[\xa0__\xa0]', 'start': 508.879, 'duration': 2.081}
{'text': "flirting with sexting here like they're", 'start': 509.36, 'duration': 3.28}
{'text': "almost at that level and they're trying", 'start': 510.96, 'duration': 3.12}
{'text': 'to say that the other person was', 'start': 512.64, 'duration': 2.8}
{'text': 'grooming them', 'start': 514.08, 'duration': 4.399}
{'text': 'like dude unbelievable this is like', 'start': 515.44, 'duration': 5.92}
{'text': 'unfucking real to me [\xa0__\xa0] this [\xa0__\xa0]', 'start': 518.479, 'duration': 3.601}
{'text': 'these people', 'start': 521.36, 'duration': 3.12}
{'text': 'should be [\xa0__\xa0] shamed uh for for what', 'start': 522.08, 'duration': 4.56}
{'text': "they've done like unreal how disgusting", 'start': 524.48, 'duration': 2.799}
{'text': 'you are', 'start': 526.64, 'duration': 3.04}
{'text': 'to try and come on and and acquire some', 'start': 527.279, 'duration': 3.281}
{'text': 'trendy [\xa0__\xa0]', 'start': 529.68, 'duration': 2.96}
{'text': 'victim status at both the expense of the', 'start': 530.56, 'duration': 3.279}
{'text': "person you're accusing and", 'start': 532.64, 'duration': 3.199}
{'text': 'other people that actually have actual', 'start': 533.839, 'duration': 3.841}
{'text': 'real problems that occur with them and', 'start': 535.839, 'duration': 3.041}
{'text': 'other people online that are either', 'start': 537.68, 'duration': 2.4}
{'text': 'trying to groom them', 'start': 538.88, 'duration': 3.28}
{'text': 'or or abuse them in other ways like', 'start': 540.08, 'duration': 3.199}
{'text': 'unreal dude', 'start': 542.16, 'duration': 2.72}
{'text': "i don't even like no offense but i don't", 'start': 543.279, 'duration': 2.801}
{'text': "even know if i like this i don't even", 'start': 544.88, 'duration': 2.399}
{'text': 'know who this person is somebody said', 'start': 546.08, 'duration': 2.0}
{'text': "i'm defending my", 'start': 547.279, 'duration': 2.24}
{'text': "friends i don't even remember this", 'start': 548.08, 'duration': 2.96}
{'text': "person i don't remember somebody that", 'start': 549.519, 'duration': 3.041}
{'text': 'uses a [\xa0__\xa0] avatar to speak online i', 'start': 551.04, 'duration': 3.359}
{'text': "don't know who the [\xa0__\xa0] this guy is", 'start': 552.56, 'duration': 3.12}
{'text': 'is it possible to groom some people over', 'start': 554.399, 'duration': 3.601}
{'text': '18 yeah of course you could california', 'start': 555.68, 'duration': 4.4}
{'text': 'this person was not groomed or if they', 'start': 558.0, 'duration': 3.68}
{'text': 'were they were in other messages that', 'start': 560.08, 'duration': 2.879}
{'text': 'madam speaker', 'start': 561.68, 'duration': 3.279}
{'text': 'do you think this kind of suit outrage', 'start': 562.959, 'duration': 4.56}
{'text': 'is a tactic to garner online popularity', 'start': 564.959, 'duration': 4.081}
{'text': 'or are these people just', 'start': 567.519, 'duration': 5.121}
{'text': 'actually crazy destiny or mr mouton', 'start': 569.04, 'duration': 6.08}
{'text': 'figured out what a not father is yet', 'start': 572.64, 'duration': 4.24}
{'text': 'or you get like popular off of like', 'start': 575.12, 'duration': 3.44}
{'text': 'making accusations or something 50', 'start': 576.88, 'duration': 3.68}
{'text': 'swedish krona', 'start': 578.56, 'duration': 3.6}
{'text': 'people just want credit for being like a', 'start': 580.56, 'duration': 2.959}
{'text': 'victim sometimes they want to identify', 'start': 582.16, 'duration': 2.48}
{'text': 'with a group', 'start': 583.519, 'duration': 2.801}
{'text': 'of all the attention and everything', 'start': 584.64, 'duration': 3.44}
{'text': "don't judge like", 'start': 586.32, 'duration': 3.28}
{'text': "trans people don't hold them by the same", 'start': 588.08, 'duration': 3.36}
{'text': "judgment as you do like they're", 'start': 589.6, 'duration': 3.919}
{'text': "[\xa0__\xa0] crazy lefties online okay that's", 'start': 591.44, 'duration': 3.76}
{'text': "all i'll say a lot of cool people in the", 'start': 593.519, 'duration': 2.481}
{'text': 'real world', 'start': 595.2, 'duration': 2.319}
{'text': "online people are [\xa0__\xa0] insane don't", 'start': 596.0, 'duration': 3.68}
{'text': 'let them ruin everybody for you', 'start': 597.519, 'duration': 4.481}
{'text': 'not that i necessarily disagree but your', 'start': 599.68, 'duration': 4.32}
{'text': 'position is illogical the overwhelming', 'start': 602.0, 'duration': 3.92}
{'text': 'number of trans people are in fact', 'start': 604.0, 'duration': 4.079}
{'text': 'leftists and the idea that they just', 'start': 605.92, 'duration': 3.84}
{'text': "don't use the internet is just", 'start': 608.079, 'duration': 2.721}
{'text': 'delusional', 'start': 609.76, 'duration': 4.48}
{'text': 'so i am not sure this argument works', 'start': 610.8, 'duration': 5.2}
{'text': 'there are tons of people in the real', 'start': 614.24, 'duration': 4.08}
{'text': "world that don't use the internet um on", 'start': 616.0, 'duration': 4.48}
{'text': 'twitter 24 [\xa0__\xa0] seven', 'start': 618.32, 'duration': 4.24}
{'text': 'um the the people that you see like on', 'start': 620.48, 'duration': 3.599}
{'text': 'youtube or on twitter', 'start': 622.56, 'duration': 4.719}
{'text': 'are not um are not representative of', 'start': 624.079, 'duration': 3.601}
{'text': 'like', 'start': 627.279, 'duration': 2.24}
{'text': 'people in the real world generally trust', 'start': 627.68, 'duration': 3.04}
{'text': 'me i hope', 'start': 629.519, 'duration': 3.0}
{'text': 'someday to combat the political', 'start': 630.72, 'duration': 3.84}
{'text': "radicalization that's happening in the", 'start': 632.519, 'duration': 3.401}
{'text': 'trans community', 'start': 634.56, 'duration': 3.68}
