{'text': "is ideological you're asking me for", 'start': 1.08, 'duration': 4.52}
{'text': 'so you probably know what i just showed', 'start': 121.52, 'duration': 3.12}
{'text': 'and then you say', 'start': 123.439, 'duration': 4.161}
{'text': 'i cannot take white men who yell about', 'start': 124.64, 'duration': 4.8}
{'text': 'socialism means everyone still gets to', 'start': 127.6, 'duration': 3.359}
{'text': 'keep the same standard of living or it', 'start': 129.44, 'duration': 2.64}
{'text': "isn't socialism", 'start': 130.959, 'duration': 3.601}
{'text': 'seriously what about black people or', 'start': 132.08, 'duration': 4.159}
{'text': 'people in the global south who the west', 'start': 134.56, 'duration': 2.72}
{'text': 'profits from', 'start': 136.239, 'duration': 3.121}
{'text': 'the standard of living is a capitalist', 'start': 137.28, 'duration': 3.28}
{'text': 'concept', 'start': 139.36, 'duration': 3.44}
{'text': 'do you want to elaborate on that in any', 'start': 140.56, 'duration': 3.28}
{'text': 'way', 'start': 142.8, 'duration': 3.04}
{'text': "um i mean i'd rather i just want you to", 'start': 143.84, 'duration': 3.759}
{'text': 'ask me like how you how you feel about', 'start': 145.84, 'duration': 2.16}
{'text': 'like d', 'start': 147.599, 'duration': 2.0}
{'text': 'growth and and how you feel about what i', 'start': 148.0, 'duration': 3.68}
{'text': "said like i mean i'm not going to defend", 'start': 149.599, 'duration': 3.36}
{'text': 'anything that i said on twitter because', 'start': 151.68, 'duration': 5.36}
{'text': "it's just it's twitter so like oh", 'start': 152.959, 'duration': 7.041}
{'text': 'um so first of all the white men thing', 'start': 157.04, 'duration': 3.919}
{'text': 'is pretty weird', 'start': 160.0, 'duration': 2.8}
{'text': 'i understand broader like generalized', 'start': 160.959, 'duration': 3.121}
{'text': "criticisms but i don't know what that", 'start': 162.8, 'duration': 2.4}
{'text': 'has to do with my argument', 'start': 164.08, 'duration': 2.799}
{'text': "well i mean i'm a person of color so if", 'start': 165.2, 'duration': 3.039}
{'text': "i say the word white i think i'm allowed", 'start': 166.879, 'duration': 4.961}
{'text': 'to right like who cares', 'start': 168.239, 'duration': 3.601}
{'text': 'how do we just get how do we get a swing', 'start': 172.16, 'duration': 5.2}
{'text': 'and a miss in both directions here', 'start': 174.48, 'duration': 5.36}
{'text': 'mel saying the white men thing is', 'start': 177.36, 'duration': 4.239}
{'text': 'actually super valid', 'start': 179.84, 'duration': 4.399}
{'text': 'but not for the reason she just gave', 'start': 181.599, 'duration': 4.481}
{'text': 'wait what the [\xa0__\xa0]', 'start': 184.239, 'duration': 3.601}
{'text': 'the bringing up the white thing here', 'start': 186.08, 'duration': 3.519}
{'text': 'might be valid because you could argue', 'start': 187.84, 'duration': 3.84}
{'text': 'that a western standard of living', 'start': 189.599, 'duration': 4.321}
{'text': "is mainly eurocentric and it's based on", 'start': 191.68, 'duration': 4.479}
{'text': 'the subjugation arguably of persons of', 'start': 193.92, 'duration': 2.8}
{'text': 'color', 'start': 196.159, 'duration': 1.841}
{'text': "that's like one way that you could say", 'start': 196.72, 'duration': 2.4}
{'text': "like yeah that's why i criticize white", 'start': 198.0, 'duration': 2.319}
{'text': 'men when i say western', 'start': 199.12, 'duration': 2.8}
{'text': 'when people talk about western standard', 'start': 200.319, 'duration': 3.441}
{'text': "of living that's mainly like a um", 'start': 201.92, 'duration': 3.44}
{'text': "that's mainly like an uh an illusion", 'start': 203.76, 'duration': 3.6}
{'text': 'created by white eurocentric people that', 'start': 205.36, 'duration': 3.439}
{'text': 'are taking advantage of profiting off of', 'start': 207.36, 'duration': 2.64}
{'text': 'third world countries that are generally', 'start': 208.799, 'duration': 1.761}
{'text': 'in persons', 'start': 210.0, 'duration': 1.92}
{'text': 'that would be like an okay response but', 'start': 210.56, 'duration': 2.88}
{'text': "from elders go well i'm a person of", 'start': 211.92, 'duration': 3.2}
{'text': 'color so i can just say white like wait', 'start': 213.44, 'duration': 2.4}
{'text': "that's not", 'start': 215.12, 'duration': 2.64}
{'text': "that's not that's not the right response", 'start': 215.84, 'duration': 3.679}
{'text': 'that was equally stupid', 'start': 217.76, 'duration': 4.0}
{'text': 'how can you how why would you why would', 'start': 219.519, 'duration': 5.321}
{'text': 'you why would you counter with that', 'start': 221.76, 'duration': 5.44}
{'text': "jesus i didn't say you're not allowed to", 'start': 224.84, 'duration': 4.2}
{'text': "but it's pretty weird", 'start': 227.2, 'duration': 3.52}
{'text': "why do you think it's weird i think it's", 'start': 229.04, 'duration': 2.88}
{'text': 'a little weird why does it have me to', 'start': 230.72, 'duration': 1.599}
{'text': 'make an', 'start': 231.92, 'duration': 3.2}
{'text': 'argument and for people to dismiss it by', 'start': 232.319, 'duration': 4.401}
{'text': 'implying that my whiteness', 'start': 235.12, 'duration': 2.64}
{'text': 'has something to do with the', 'start': 236.72, 'duration': 3.36}
{'text': 'non-validity of that argument okay', 'start': 237.76, 'duration': 4.399}
{'text': 'so let me let me push back on this first', 'start': 240.08, 'duration': 3.519}
{'text': 'one second and then i would like to get', 'start': 242.159, 'duration': 2.881}
{'text': 'back on the subject but i do want to say', 'start': 243.599, 'duration': 2.481}
{'text': 'this so', 'start': 245.04, 'duration': 2.64}
{'text': "when we're talking about people of color", 'start': 246.08, 'duration': 3.12}
{'text': "when we're talking about marginalized", 'start': 247.68, 'duration': 2.96}
{'text': "folks when we're talking about anybody", 'start': 249.2, 'duration': 3.599}
{'text': 'who is not living in the imperial court', 'start': 250.64, 'duration': 4.64}
{'text': "when we're not talking about um when we", 'start': 252.799, 'duration': 3.201}
{'text': 'look at how', 'start': 255.28, 'duration': 4.16}
{'text': 'capitalism and imperialism has impacted', 'start': 256.0, 'duration': 5.84}
{'text': 'the rest of the world um for the last', 'start': 259.44, 'duration': 4.319}
{'text': '400 years', 'start': 261.84, 'duration': 4.24}
{'text': 'no one when i when i say that this is a', 'start': 263.759, 'duration': 3.841}
{'text': 'white person talking', 'start': 266.08, 'duration': 4.16}
{'text': "it's not saying that like bosh is white", 'start': 267.6, 'duration': 4.48}
{'text': "don't listen to him because he's white", 'start': 270.24, 'duration': 3.679}
{'text': "it's that generally like whiteness", 'start': 272.08, 'duration': 3.679}
{'text': 'carries a perspective', 'start': 273.919, 'duration': 4.961}
{'text': 'that is it outweighs', 'start': 275.759, 'duration': 6.961}
{'text': 'any other kind of marginalization um', 'start': 278.88, 'duration': 7.84}
{'text': 'it outweighs all kinds of other factors', 'start': 282.72, 'duration': 6.16}
{'text': "in the discussion that you're having so", 'start': 286.72, 'duration': 3.44}
{'text': "so if you're talking about", 'start': 288.88, 'duration': 3.599}
{'text': "you dismissing it because i'm white but", 'start': 290.16, 'duration': 3.12}
{'text': 'it is', 'start': 292.479, 'duration': 4.401}
{'text': 'god what a dog should answer oh my god', 'start': 293.28, 'duration': 6.8}
{'text': "she's close but just ugh okay no", 'start': 296.88, 'duration': 5.36}
{'text': 'because your whiteness oh is is heavier', 'start': 300.08, 'duration': 3.679}
{'text': 'than any other marginalization that you', 'start': 302.24, 'duration': 3.28}
{'text': "have and that's just a fact", 'start': 303.759, 'duration': 2.88}
{'text': 'what if that would have to do with the', 'start': 305.52, 'duration': 2.72}
{'text': 'argument that i made why not critique', 'start': 306.639, 'duration': 2.721}
{'text': 'the argument why does it', 'start': 308.24, 'duration': 3.2}
{'text': 'i mean i can i can totally critique the', 'start': 309.36, 'duration': 3.44}
{'text': "argument but like that's just the", 'start': 311.44, 'duration': 3.039}
{'text': 'hyperbolic statement that i am saying so', 'start': 312.8, 'duration': 3.2}
{'text': "you wanted to know why i said it i'm", 'start': 314.479, 'duration': 2.72}
{'text': "giving you the death i'm giving you the", 'start': 316.0, 'duration': 2.88}
{'text': 'reason why i said it and what it means', 'start': 317.199, 'duration': 3.84}
{'text': "but it's not like means hyperbolic", 'start': 318.88, 'duration': 3.759}
{'text': "doesn't mean calling a person", 'start': 321.039, 'duration': 3.361}
{'text': "white in a way that implies that that's", 'start': 322.639, 'duration': 3.601}
{'text': 'in some way impugning my ability to make', 'start': 324.4, 'duration': 3.28}
{'text': 'a coherent argument do we', 'start': 326.24, 'duration': 4.08}
{'text': 'do we want to go over the definition of', 'start': 327.68, 'duration': 3.84}
{'text': 'hyperbolic', 'start': 330.32, 'duration': 3.28}
{'text': "that's not identity politics that's", 'start': 331.52, 'duration': 3.36}
{'text': 'intersection like you have to be', 'start': 333.6, 'duration': 2.48}
{'text': "intersectional when we're talking about", 'start': 334.88, 'duration': 2.0}
{'text': 'the idea', 'start': 336.08, 'duration': 3.92}
{'text': 'that my argument is less valid or that', 'start': 336.88, 'duration': 4.08}
{'text': 'its validity', 'start': 340.0, 'duration': 3.28}
{'text': 'is in some way hold on hold on or that', 'start': 340.96, 'duration': 4.239}
{'text': 'my the validity of that argument is in', 'start': 343.28, 'duration': 3.84}
{'text': "some way determined by my race it's not", 'start': 345.199, 'duration': 2.961}
{'text': "it's not about being", 'start': 347.12, 'duration': 3.68}
{'text': "it's not about being invalid oh wait you", 'start': 348.16, 'duration': 3.52}
{'text': 'just said', 'start': 350.8, 'duration': 3.04}
{'text': 'that my whiteness weighs on my', 'start': 351.68, 'duration': 3.6}
{'text': 'perspective more than any other', 'start': 353.84, 'duration': 2.639}
{'text': 'marginalization', 'start': 355.28, 'duration': 3.199}
{'text': 'and you did that so because that', 'start': 356.479, 'duration': 3.681}
{'text': 'influences my perspective', 'start': 358.479, 'duration': 4.72}
{'text': "so what you're saying is my race in some", 'start': 360.16, 'duration': 4.4}
{'text': 'way shape or form', 'start': 363.199, 'duration': 3.361}
{'text': 'influences the validity or at least the', 'start': 364.56, 'duration': 3.6}
{'text': 'thought process behind my takes', 'start': 366.56, 'duration': 3.44}
{'text': "oh no no i'm not saying it's because you", 'start': 368.16, 'duration': 3.28}
{'text': 'are white that influences that that', 'start': 370.0, 'duration': 1.84}
{'text': "that's", 'start': 371.44, 'duration': 1.84}
{'text': "that is what you're that is how your", 'start': 371.84, 'duration': 3.12}
{'text': 'perspective is going to come across', 'start': 373.28, 'duration': 4.72}
{'text': 'to like people of color and so i think', 'start': 374.96, 'duration': 5.28}
{'text': 'people of color capable of grappling', 'start': 378.0, 'duration': 4.4}
{'text': 'already without imputing me for being', 'start': 380.24, 'duration': 3.6}
{'text': 'white', 'start': 382.4, 'duration': 2.96}
{'text': "there's already a bias there that's", 'start': 383.84, 'duration': 3.04}
{'text': "that's all i'm trying to do is always", 'start': 385.36, 'duration': 3.279}
{'text': 'bias to everyone but this is what lets', 'start': 386.88, 'duration': 3.599}
{'text': 'people like candace owens get away with', 'start': 388.639, 'duration': 4.201}
{'text': 'dismissing arguments', 'start': 390.479, 'duration': 5.361}
{'text': 'jesus', 'start': 392.84, 'duration': 3.0}
{'text': "we're just going into all the debate", 'start': 396.96, 'duration': 3.679}
{'text': 'tactics oh my god', 'start': 398.479, 'duration': 5.361}
{'text': 'wait no and you take validity away from', 'start': 400.639, 'duration': 3.761}
{'text': 'groups', 'start': 403.84, 'duration': 2.24}
{'text': 'uh or arguments made from groups that', 'start': 404.4, 'duration': 3.28}
{'text': 'are privileged this', 'start': 406.08, 'duration': 3.28}
{'text': 'is okay so these two people [\xa0__\xa0]', 'start': 407.68, 'duration': 3.2}
{'text': 'hated you to be fair i [\xa0__\xa0] hate the', 'start': 409.36, 'duration': 2.88}
{'text': 'chaos of small person too', 'start': 410.88, 'duration': 4.879}
{'text': "but um damn we're just getting right", 'start': 412.24, 'duration': 4.959}
{'text': 'into it i guess here huh', 'start': 415.759, 'duration': 2.88}
{'text': 'in addition to being a bad way of', 'start': 417.199, 'duration': 3.28}
{'text': 'determining which arguments are valid', 'start': 418.639, 'duration': 4.321}
{'text': "is also okay so like i don't know why", 'start': 420.479, 'duration': 4.16}
{'text': 'you okay can we like talk about the', 'start': 422.96, 'duration': 2.72}
{'text': 'growth please like', 'start': 424.639, 'duration': 2.801}
{'text': "i don't know why you're fixated on this", 'start': 425.68, 'duration': 3.44}
{'text': "race thing because i don't care i wanted", 'start': 427.44, 'duration': 2.96}
{'text': 'to talk to you about the growth the', 'start': 429.12, 'duration': 2.24}
{'text': 'entire time', 'start': 430.4, 'duration': 2.48}
{'text': "don't worry we only have about a dozen", 'start': 431.36, 'duration': 2.8}
{'text': 'more tweets to get through and then we', 'start': 432.88, 'duration': 2.8}
{'text': 'can talk about the abstract ideas and', 'start': 434.16, 'duration': 2.479}
{'text': 'their totality', 'start': 435.68, 'duration': 2.4}
{'text': "i'm not going to give myself wait hold", 'start': 436.639, 'duration': 3.68}
{'text': "on i just i don't want to give my", 'start': 438.08, 'duration': 4.0}
{'text': 'audience the impression that you act in', 'start': 440.319, 'duration': 2.481}
{'text': 'good faith', 'start': 442.08, 'duration': 2.239}
{'text': 'i have plenty of evidence that you said', 'start': 442.8, 'duration': 4.08}
{'text': 'so so so why would you even bring me on', 'start': 444.319, 'duration': 4.32}
{'text': "here if you're not even going to just", 'start': 446.88, 'duration': 4.879}
{'text': 'give me the fair and balanced like tm', 'start': 448.639, 'duration': 5.84}
{'text': 'like just i i say my arguments you say', 'start': 451.759, 'duration': 4.401}
{'text': 'yours and we kind of see where we meet', 'start': 454.479, 'duration': 2.0}
{'text': 'and', 'start': 456.16, 'duration': 2.64}
{'text': 'and you know not so like let me ask you', 'start': 456.479, 'duration': 3.201}
{'text': 'are you saying that', 'start': 458.8, 'duration': 3.04}
{'text': 'your arguments on twitter are so bad', 'start': 459.68, 'duration': 3.919}
{'text': "that you're unwilling to defend them in", 'start': 461.84, 'duration': 2.24}
{'text': 'a public', 'start': 463.599, 'duration': 4.0}
{'text': 'setting no i can i will i will actually', 'start': 464.08, 'duration': 5.6}
{'text': 'elaborate on anything you want to talk', 'start': 467.599, 'duration': 3.761}
{'text': 'to me about but', 'start': 469.68, 'duration': 3.6}
{'text': 'i think it is more productive for your', 'start': 471.36, 'duration': 3.76}
{'text': 'audience for me and for you', 'start': 473.28, 'duration': 3.599}
{'text': 'to have a conversation that is not', 'start': 475.12, 'duration': 3.199}
{'text': 'fixated on just', 'start': 476.879, 'duration': 4.32}
{'text': 'the the content of twitter um well i', 'start': 478.319, 'duration': 3.521}
{'text': 'think that the', 'start': 481.199, 'duration': 2.801}
{'text': 'content is twitter discussion frames the', 'start': 481.84, 'duration': 4.0}
{'text': 'entirety of the discourse well', 'start': 484.0, 'duration': 3.759}
{'text': "not always not always because like i'm", 'start': 485.84, 'duration': 3.359}
{'text': 'obviously like i mean', 'start': 487.759, 'duration': 2.801}
{'text': "i don't like to take every like i don't", 'start': 489.199, 'duration': 2.56}
{'text': 'take everything that you say on twitter', 'start': 490.56, 'duration': 2.639}
{'text': 'for face value you should i do know that', 'start': 491.759, 'duration': 2.081}
{'text': 'you get', 'start': 493.199, 'duration': 3.201}
{'text': "i don't say dumb [\xa0__\xa0] on twitter you get", 'start': 493.84, 'duration': 3.759}
{'text': "no i don't think", 'start': 496.4, 'duration': 2.639}
{'text': "it's not about whether you say dumbshit", 'start': 497.599, 'duration': 3.201}
{'text': "on twitter it's that anyone can say", 'start': 499.039, 'duration': 2.801}
{'text': 'anything on twitter', 'start': 500.8, 'duration': 2.88}
{'text': 'and so generally when anyone says a take', 'start': 501.84, 'duration': 3.919}
{'text': 'or an idea i try to not take everything', 'start': 503.68, 'duration': 3.28}
{'text': "with a grain of salt i don't like", 'start': 505.759, 'duration': 2.401}
{'text': 'literally see something on twitter and', 'start': 506.96, 'duration': 2.4}
{'text': "go that's exactly what that person", 'start': 508.16, 'duration': 3.28}
{'text': 'believes in this is a good idea', 'start': 509.36, 'duration': 3.52}
{'text': "why don't we go through these so i can", 'start': 511.44, 'duration': 3.839}
{'text': 'play if i can see if i can look at', 'start': 512.88, 'duration': 4.32}
{'text': 'if i can look at something and i go oh i', 'start': 515.279, 'duration': 3.521}
{'text': "think this person's like kind of [\xa0__\xa0]", 'start': 517.2, 'duration': 2.8}
{'text': 'posty posterior being mimi', 'start': 518.8, 'duration': 2.88}
{'text': "i just like don't care so first of all", 'start': 520.0, 'duration': 3.599}
{'text': "wait first of all then why don't we go", 'start': 521.68, 'duration': 3.44}
{'text': 'through these tweets and you can tell me', 'start': 523.599, 'duration': 3.281}
{'text': 'what you meant and what was mimi or [\xa0__\xa0]', 'start': 525.12, 'duration': 2.399}
{'text': 'posting', 'start': 526.88, 'duration': 2.88}
{'text': "and second of all you're lying right now", 'start': 527.519, 'duration': 3.361}
{'text': 'because you quote', 'start': 529.76, 'duration': 3.68}
{'text': 'me why am i lying the time you quote', 'start': 530.88, 'duration': 4.32}
{'text': 'tweet me or you take screenshots of me', 'start': 533.44, 'duration': 3.36}
{'text': 'on twitter and impugn my ideas', 'start': 535.2, 'duration': 2.48}
{'text': 'constantly', 'start': 536.8, 'duration': 3.039}
{'text': 'the idea that you just play live and let', 'start': 537.68, 'duration': 3.92}
{'text': 'live with twitter conversations is', 'start': 539.839, 'duration': 4.321}
{'text': 'factually incorrect you play serious', 'start': 541.6, 'duration': 4.0}
{'text': 'with them until somebody holds you to', 'start': 544.16, 'duration': 3.04}
{'text': 'account for the stuff that you say', 'start': 545.6, 'duration': 4.48}
{'text': "in which case oh it's twitter oh it's", 'start': 547.2, 'duration': 5.28}
{'text': "just hyperbolic oh no no no no let's", 'start': 550.08, 'duration': 4.16}
{'text': 'talk about the ideas well i want to talk', 'start': 552.48, 'duration': 2.799}
{'text': 'about the ideas', 'start': 554.24, 'duration': 3.12}
{'text': "but why don't we start that so by", 'start': 555.279, 'duration': 3.921}
{'text': 'clarifying what it is you believe right', 'start': 557.36, 'duration': 4.08}
{'text': "now like here's the thing i i don't okay", 'start': 559.2, 'duration': 4.0}
{'text': 'so let me let me back this up', 'start': 561.44, 'duration': 3.6}
{'text': 'how how how serious do you want to have', 'start': 563.2, 'duration': 3.28}
{'text': 'this conversation with me', 'start': 565.04, 'duration': 3.84}
{'text': "uh i'm quite prepared to have a serious", 'start': 566.48, 'duration': 4.24}
{'text': "conversation about our so if you're if", 'start': 568.88, 'duration': 2.16}
{'text': 'you', 'start': 570.72, 'duration': 1.44}
{'text': 'if you want to have a serious', 'start': 571.04, 'duration': 4.0}
{'text': 'conversation then i would expect you to', 'start': 572.16, 'duration': 4.239}
{'text': 'have the maturity', 'start': 575.04, 'duration': 3.359}
{'text': "to just ignore the stupid [\xa0__\xa0] you've", 'start': 576.399, 'duration': 3.281}
{'text': 'seen', 'start': 578.399, 'duration': 2.88}
{'text': 'well if you want like i mean i say', 'start': 579.68, 'duration': 2.8}
{'text': 'stupid [\xa0__\xa0] and twenty will say i wish', 'start': 581.279, 'duration': 1.601}
{'text': "i'm like", 'start': 582.48, 'duration': 2.4}
{'text': 'i will ignore everything on twitter i', 'start': 582.88, 'duration': 4.079}
{'text': 'will drop the entire thing if you say', 'start': 584.88, 'duration': 3.92}
{'text': 'these words', 'start': 586.959, 'duration': 4.401}
{'text': 'i say dumb [\xa0__\xa0] on twitter and i do not', 'start': 588.8, 'duration': 3.84}
{'text': "want to defend it because it's not", 'start': 591.36, 'duration': 3.84}
{'text': 'defensible', 'start': 592.64, 'duration': 2.56}
{'text': 'why are you boxing why are you why are', 'start': 595.279, 'duration': 3.281}
{'text': 'you boxing me into this corner why do i', 'start': 596.88, 'duration': 3.519}
{'text': "have one or the other it's defensible or", 'start': 598.56, 'duration': 3.36}
{'text': "it's not defensible it's worth talking", 'start': 600.399, 'duration': 1.761}
{'text': 'no', 'start': 601.92, 'duration': 2.8}
{'text': "because that's that's that's not how", 'start': 602.16, 'duration': 4.08}
{'text': "that's even that's not how basic", 'start': 604.72, 'duration': 3.52}
{'text': 'communication works or even implicitly', 'start': 606.24, 'duration': 2.96}
{'text': 'implying', 'start': 608.24, 'duration': 2.24}
{'text': 'any of the information should just bite', 'start': 609.2, 'duration': 2.8}
{'text': 'the bullet here if mel thinks that she', 'start': 610.48, 'duration': 2.64}
{'text': 'says dumb [\xa0__\xa0] on twitter', 'start': 612.0, 'duration': 2.16}
{'text': "and she's like yeah i see a lot of dumb", 'start': 613.12, 'duration': 2.64}
{'text': "[\xa0__\xa0] on twitter it's not defensible mel", 'start': 614.16, 'duration': 2.799}
{'text': 'should just bite the bullet here but she', 'start': 615.76, 'duration': 2.56}
{'text': "doesn't want to give wash the optic one", 'start': 616.959, 'duration': 3.761}
{'text': 'i think', 'start': 618.32, 'duration': 2.4}
{'text': 'information that we looked at go right', 'start': 620.8, 'duration': 5.279}
{'text': "ahead so let's talk about this", 'start': 624.079, 'duration': 4.481}
{'text': "so i said yeah we're gonna boost their", 'start': 626.079, 'duration': 3.601}
{'text': 'standard of living too', 'start': 628.56, 'duration': 3.12}
{'text': "that's they being black people or people", 'start': 629.68, 'duration': 4.0}
{'text': 'in the global south will make the entire', 'start': 631.68, 'duration': 3.68}
{'text': 'god damn world richer', 'start': 633.68, 'duration': 3.279}
{'text': "is what we'll do which i think is a", 'start': 635.36, 'duration': 4.0}
{'text': 'level i ask can i ask you something', 'start': 636.959, 'duration': 6.241}
{'text': 'uh sure how are you how would we', 'start': 639.36, 'duration': 6.64}
{'text': 'the united states how would we do that', 'start': 643.2, 'duration': 4.56}
{'text': "well i think it's the responsibility of", 'start': 646.0, 'duration': 4.04}
{'text': 'american leftists to try to detooth our', 'start': 647.76, 'duration': 4.079}
{'text': 'military-industrial complex and our', 'start': 650.04, 'duration': 3.08}
{'text': 'intelligence agencies', 'start': 651.839, 'duration': 2.801}
{'text': 'which would allow countries in the', 'start': 653.12, 'duration': 3.2}
{'text': 'global south to develop with a little', 'start': 654.64, 'duration': 2.72}
{'text': 'bit more autonomy', 'start': 656.32, 'duration': 3.28}
{'text': 'we can also try to do things to say for', 'start': 657.36, 'duration': 3.039}
{'text': 'example', 'start': 659.6, 'duration': 2.72}
{'text': 'reign in our politicians domestically by', 'start': 660.399, 'duration': 4.0}
{'text': 'focusing national attention on domestic', 'start': 662.32, 'duration': 2.72}
{'text': 'issues', 'start': 664.399, 'duration': 1.921}
{'text': 'black lives matter would be a good', 'start': 665.04, 'duration': 3.6}
{'text': 'example of that the more our agencies', 'start': 666.32, 'duration': 3.92}
{'text': 'are dedicated to addressing social', 'start': 668.64, 'duration': 3.199}
{'text': 'unrest domestically the less they can do', 'start': 670.24, 'duration': 2.48}
{'text': 'so abroad', 'start': 671.839, 'duration': 2.321}
{'text': 'which means we have less of an ability', 'start': 672.72, 'duration': 4.16}
{'text': 'to [\xa0__\xa0] with countries like bolivia or', 'start': 674.16, 'duration': 6.32}
{'text': 'venezuela or whatever okay um', 'start': 676.88, 'duration': 5.68}
{'text': 'so how do we tackle the industrial the', 'start': 680.48, 'duration': 3.44}
{'text': 'military industrial complex', 'start': 682.56, 'duration': 2.56}
{'text': 'that has nothing to do with the', 'start': 683.92, 'duration': 2.72}
{'text': 'conversation about deep growth that', 'start': 685.12, 'duration': 4.08}
{'text': "we're going to have and how to tackle", 'start': 686.64, 'duration': 5.759}
{'text': 'complex wait okay hold on wash just said', 'start': 689.2, 'duration': 4.56}
{'text': 'a whole bunch of stuff about domestic', 'start': 692.399, 'duration': 2.161}
{'text': 'policy', 'start': 693.76, 'duration': 2.079}
{'text': 'then mel asked okay well how does that', 'start': 694.56, 'duration': 2.88}
{'text': 'deal with the industrial military comics', 'start': 695.839, 'duration': 1.921}
