{'text': 'you have any regrets about yesterday', 'start': 0.0, 'duration': 3.679}
{'text': 'sneaker be so enamored with him um i', 'start': 445.12, 'duration': 4.0}
{'text': "think it's the i've said this before but", 'start': 447.68, 'duration': 3.12}
{'text': "it's that that anti-establishment [\xa0__\xa0]", 'start': 449.12, 'duration': 4.079}
{'text': 'is so attractive like if you can preach', 'start': 450.8, 'duration': 4.08}
{'text': 'some [\xa0__\xa0] about how like the system is', 'start': 453.199, 'duration': 3.28}
{'text': "[\xa0__\xa0] and everybody's a bot or whatever", 'start': 454.88, 'duration': 3.2}
{'text': 'like you can say almost anything after', 'start': 456.479, 'duration': 3.201}
{'text': 'that and like the the other', 'start': 458.08, 'duration': 2.959}
{'text': 'anti-establishment types will just like', 'start': 459.68, 'duration': 3.519}
{'text': 'sorry out like oh yeah bro of course', 'start': 461.039, 'duration': 4.241}
{'text': 'percent', 'start': 463.199, 'duration': 3.84}
{'text': "okay maybe this doesn't make sense i was", 'start': 465.28, 'duration': 3.199}
{'text': 'trying to think about it my head but', 'start': 467.039, 'duration': 3.761}
{'text': "isn't that kind of indicative of the", 'start': 468.479, 'duration': 4.56}
{'text': 'fact that despite being so different', 'start': 470.8, 'duration': 4.799}
{'text': 'even having world views where like one', 'start': 473.039, 'duration': 5.121}
{'text': 'would lead the other person to not exist', 'start': 475.599, 'duration': 5.121}
{'text': 'you find such common ground with someone', 'start': 478.16, 'duration': 5.039}
{'text': 'who shares your perspective', 'start': 480.72, 'duration': 4.72}
{'text': "over your race that you're like even", 'start': 483.199, 'duration': 5.041}
{'text': 'willing to entertain that', 'start': 485.44, 'duration': 4.879}
{'text': 'what i would say what is the question is', 'start': 488.24, 'duration': 3.28}
{'text': 'that like an indictment of your world', 'start': 490.319, 'duration': 3.521}
{'text': 'view or', 'start': 491.52, 'duration': 2.32}
{'text': "because you know if you're coming from", 'start': 494.56, 'duration': 2.96}
{'text': "an angle where you're like against", 'start': 496.24, 'duration': 2.88}
{'text': 'multiculturalism and all this other', 'start': 497.52, 'duration': 3.519}
{'text': "stuff isn't it kind of interesting that", 'start': 499.12, 'duration': 3.68}
{'text': 'these two people are able to connect so', 'start': 501.039, 'duration': 4.241}
{'text': 'strongly on their anti-establishment', 'start': 502.8, 'duration': 4.959}
{'text': 'views even beyond the fact that like one', 'start': 505.28, 'duration': 5.28}
{'text': 'wants the other one to not exist anymore', 'start': 507.759, 'duration': 4.0}
{'text': "no i think that i think there's some", 'start': 510.56, 'duration': 2.88}
{'text': 'truth to the people meme about it online', 'start': 511.759, 'duration': 3.121}
{'text': "but there's some truth to the idea that", 'start': 513.44, 'duration': 2.399}
{'text': 'like', 'start': 514.88, 'duration': 2.24}
{'text': '[\xa0__\xa0] i q i', 'start': 515.839, 'duration': 2.56}
{'text': "tweeted a video the other day where it's", 'start': 517.12, 'duration': 3.12}
{'text': 'like racists are awesome like as long as', 'start': 518.399, 'duration': 2.961}
{'text': "you're racist they'll accept you no", 'start': 520.24, 'duration': 2.64}
{'text': 'matter what race you are', 'start': 521.36, 'duration': 3.039}
{'text': 'because there was like it was like some', 'start': 522.88, 'duration': 2.32}
{'text': 'like', 'start': 524.399, 'duration': 2.241}
{'text': 'black nationalism white nationals like', 'start': 525.2, 'duration': 3.12}
{'text': "walking off somewhere and the guy's like", 'start': 526.64, 'duration': 2.879}
{'text': "why do you even like this dude's like oh", 'start': 528.32, 'duration': 4.32}
{'text': "he's racist just like me or whatever um", 'start': 529.519, 'duration': 4.561}
{'text': "yeah i don't know like unironically like", 'start': 532.64, 'duration': 2.56}
{'text': 'some of these groups are like pretty', 'start': 534.08, 'duration': 2.48}
{'text': 'inclusive which is funny they make like', 'start': 535.2, 'duration': 3.36}
{'text': 'a lot of [\xa0__\xa0] reasons for like why', 'start': 536.56, 'duration': 3.839}
{'text': "it's okay that like you know sworthy", 'start': 538.56, 'duration': 3.2}
{'text': 'spaniards are allowed in their movement', 'start': 540.399, 'duration': 2.721}
{'text': 'or hispanic people are allowed as long', 'start': 541.76, 'duration': 3.36}
{'text': "as they're wide enough or whatever so", 'start': 543.12, 'duration': 3.92}
{'text': "yeah i mean hatred hatred hatred i'm", 'start': 545.12, 'duration': 3.52}
{'text': 'sure they can understand each other', 'start': 547.04, 'duration': 3.04}
{'text': "that's beautiful and it's only yeah i'd", 'start': 548.64, 'duration': 3.52}
{'text': "be careful i wouldn't say hatred", 'start': 550.08, 'duration': 3.6}
{'text': 'um', 'start': 552.16, 'duration': 2.88}
{'text': "i think it's you really just want to", 'start': 553.68, 'duration': 3.44}
{'text': 'belong to like a group or a club and', 'start': 555.04, 'duration': 3.84}
{'text': 'yeah i mean racism plays out as hatred a', 'start': 557.12, 'duration': 3.76}
{'text': "lot but i think it's important that like", 'start': 558.88, 'duration': 3.36}
{'text': "it's a little bit different because i", 'start': 560.88, 'duration': 3.28}
{'text': "don't think the i don't think it stems", 'start': 562.24, 'duration': 4.159}
{'text': 'from hatred i think it stems from like', 'start': 564.16, 'duration': 4.08}
{'text': 'not belonging and like kind of looking', 'start': 566.399, 'duration': 3.12}
{'text': 'for a group yeah', 'start': 568.24, 'duration': 3.599}
{'text': "i mean it's racism i guess like i was a", 'start': 569.519, 'duration': 3.281}
{'text': 'white person i could be a little bit', 'start': 571.839, 'duration': 2.641}
{'text': 'more detached from it than you can', 'start': 572.8, 'duration': 3.84}
{'text': "because i'm not affected as much so yeah", 'start': 574.48, 'duration': 4.08}
{'text': 'but yeah i think that um yeah i think i', 'start': 576.64, 'duration': 3.52}
{'text': "think it's more like people just want to", 'start': 578.56, 'duration': 3.36}
{'text': 'belong somewhere and racism is a really', 'start': 580.16, 'duration': 3.76}
{'text': 'easy way to get people to buy into it', 'start': 581.92, 'duration': 4.4}
{'text': 'do you have any regrets about yesterday', 'start': 583.92, 'duration': 5.2}
{'text': 'um i feel like i did about as well as i', 'start': 586.32, 'duration': 4.639}
{'text': 'could have it was it was a really really', 'start': 589.12, 'duration': 3.839}
{'text': 'really difficult conversation', 'start': 590.959, 'duration': 4.241}
{'text': 'because i have to skirt the line between', 'start': 592.959, 'duration': 4.961}
{'text': 'i think one everybody um', 'start': 595.2, 'duration': 5.28}
{'text': 'especially', 'start': 597.92, 'duration': 4.24}
{'text': "minorities i'll say instead of black", 'start': 600.48, 'duration': 3.039}
{'text': "people but like you like we've talked", 'start': 602.16, 'duration': 2.96}
{'text': 'about this before that like black people', 'start': 603.519, 'duration': 3.841}
{'text': 'are automatically kind of predisposed to', 'start': 605.12, 'duration': 3.68}
{'text': 'kind of like not trust the system for a', 'start': 607.36, 'duration': 3.44}
{'text': 'variety of reasons so', 'start': 608.8, 'duration': 3.279}
{'text': "when i'm stepping into an environment", 'start': 610.8, 'duration': 2.56}
{'text': "where you've got one guy that is like", 'start': 612.079, 'duration': 2.721}
{'text': 'selling that anti-establishment', 'start': 613.36, 'duration': 3.44}
{'text': "narrative and he's also like pretty", 'start': 614.8, 'duration': 3.68}
{'text': "funny and he's telling jokes and [\xa0__\xa0] to", 'start': 616.8, 'duration': 3.52}
{'text': 'like to push back on him i have to do it', 'start': 618.48, 'duration': 3.44}
{'text': "in a way that is like i'm pushing back", 'start': 620.32, 'duration': 3.12}
{'text': "substantively on everything he's saying", 'start': 621.92, 'duration': 3.039}
{'text': "but i can't come off as like a screechy", 'start': 623.44, 'duration': 3.04}
{'text': "redditer like i don't want to come in", 'start': 624.959, 'duration': 3.041}
{'text': 'like sewing the [\xa0__\xa0] out and then', 'start': 626.48, 'duration': 2.64}
{'text': "everybody's like well nick was like", 'start': 628.0, 'duration': 2.48}
{'text': "chilly he's just like chatting with us", 'start': 629.12, 'duration': 2.48}
{'text': "and now you've like turned into a", 'start': 630.48, 'duration': 2.64}
{'text': "screaming match so yeah i don't know so", 'start': 631.6, 'duration': 3.44}
{'text': "it's a really really difficult um needle", 'start': 633.12, 'duration': 3.68}
{'text': 'to thread', 'start': 635.04, 'duration': 3.84}
{'text': 'yeah i think generally a softer approach', 'start': 636.8, 'duration': 3.279}
