{'text': "i don't know well isn't that pretty", 'start': 1.599, 'duration': 2.161}
{'text': 'a genocide hello hello', 'start': 73.439, 'duration': 6.801}
{'text': 'hello am i on again yeah all right so i', 'start': 77.04, 'duration': 4.96}
{'text': 'mean i understand what systemic racism', 'start': 80.24, 'duration': 2.48}
{'text': 'is but', 'start': 82.0, 'duration': 2.4}
{'text': 'i think that we can probably both', 'start': 82.72, 'duration': 3.52}
{'text': 'acknowledge that systemic racism', 'start': 84.4, 'duration': 3.12}
{'text': 'is probably a little bit different than', 'start': 86.24, 'duration': 4.0}
{'text': 'genocide right', 'start': 87.52, 'duration': 4.48}
{'text': 'not if it extends to the point where', 'start': 90.24, 'duration': 4.48}
{'text': "it's going where it's actively pursuing", 'start': 92.0, 'duration': 5.04}
{'text': 'uh an ethnic cleansing do you believe', 'start': 94.72, 'duration': 4.399}
{'text': 'that what israel is doing to palestine', 'start': 97.04, 'duration': 3.92}
{'text': 'is the genocide', 'start': 99.119, 'duration': 3.601}
{'text': "that's a way different conversation", 'start': 100.96, 'duration': 3.36}
{'text': "let's keep it centered on like actually", 'start': 102.72, 'duration': 3.52}
{'text': "no no it's very similar there have been", 'start': 104.32, 'duration': 3.68}
{'text': 'palestinian journalists that have', 'start': 106.24, 'duration': 3.919}
{'text': 'actually compared it to what is ongoing', 'start': 108.0, 'duration': 3.28}
{'text': 'here in canada', 'start': 110.159, 'duration': 3.841}
{'text': 'okay so the people who are experiencing', 'start': 111.28, 'duration': 4.159}
{'text': 'this very much feel it', 'start': 114.0, 'duration': 3.68}
{'text': 'is the same so we can we can talk about', 'start': 115.439, 'duration': 3.921}
{'text': "both what do you think i don't know", 'start': 117.68, 'duration': 3.039}
{'text': "right now yeah so right now i'm not", 'start': 119.36, 'duration': 3.759}
{'text': 'really interested in what people feel is', 'start': 120.719, 'duration': 3.121}
{'text': 'the same', 'start': 123.119, 'duration': 2.32}
{'text': "i guess what i'm more interested in is", 'start': 123.84, 'duration': 3.919}
{'text': 'like what do you think constitutes a', 'start': 125.439, 'duration': 4.001}
{'text': 'genocide or what is a', 'start': 127.759, 'duration': 4.64}
{'text': 'genocide to you', 'start': 129.44, 'duration': 2.959}
{'text': 'a genocide is anything that promotes an', 'start': 132.64, 'duration': 3.84}
{'text': 'ethnic cleansing', 'start': 135.2, 'duration': 4.8}
{'text': 'okay if you set up um in livable', 'start': 136.48, 'duration': 4.88}
{'text': 'situations', 'start': 140.0, 'duration': 4.64}
{'text': 'that will lead to a community of people', 'start': 141.36, 'duration': 4.56}
{'text': 'to no longer exist', 'start': 144.64, 'duration': 3.599}
{'text': "that's it that's the genocide okay isn't", 'start': 145.92, 'duration': 4.48}
{'text': 'the intentionality of that pretty', 'start': 148.239, 'duration': 4.881}
{'text': 'important though', 'start': 150.4, 'duration': 5.28}
{'text': "why would that be important if i'm if", 'start': 153.12, 'duration': 4.0}
{'text': "i'm just um", 'start': 155.68, 'duration': 3.199}
{'text': "completely ignoring the fact that i'm", 'start': 157.12, 'duration': 3.68}
{'text': 'pushing someone off a cliff am i not', 'start': 158.879, 'duration': 3.44}
{'text': 'still pushing them off', 'start': 160.8, 'duration': 4.159}
{'text': 'off a cliff', 'start': 162.319, 'duration': 2.64}
{'text': 'do you think that if you okay so then if', 'start': 166.239, 'duration': 3.761}
{'text': 'we were to look at things like', 'start': 168.879, 'duration': 2.64}
{'text': 'birth rates and whatnot if you were to', 'start': 170.0, 'duration': 3.36}
{'text': 'mess with those in order to', 'start': 171.519, 'duration': 3.681}
{'text': 'like get rid of a certain type of', 'start': 173.36, 'duration': 3.76}
{'text': 'population would you consider that to be', 'start': 175.2, 'duration': 10.56}
{'text': 'like a type of genocide', 'start': 177.12, 'duration': 12.8}
{'text': "hello okay i think he's disconnecting", 'start': 185.76, 'duration': 5.52}
{'text': "again we'll try it one more time when", 'start': 189.92, 'duration': 2.319}
{'text': "he's", 'start': 191.28, 'duration': 4.879}
{'text': "i don't know what's going on okay hello", 'start': 192.239, 'duration': 5.521}
{'text': "hi i don't know why this keeps on", 'start': 196.159, 'duration': 2.961}
{'text': "happening now i'm not doing anything to", 'start': 197.76, 'duration': 2.64}
{'text': 'my phone', 'start': 199.12, 'duration': 4.64}
{'text': 'okay oh', 'start': 200.4, 'duration': 5.04}
{'text': 'um okay we can try again but this is', 'start': 203.76, 'duration': 3.759}
{'text': "probably not gonna work um but we'll try", 'start': 205.44, 'duration': 3.519}
{'text': 'until it disconnects again', 'start': 207.519, 'duration': 3.921}
{'text': 'okay so okay do you do you think that if', 'start': 208.959, 'duration': 3.84}
{'text': 'yeah go ahead', 'start': 211.44, 'duration': 3.359}
{'text': "intentionality doesn't matter can we", 'start': 212.799, 'duration': 3.681}
{'text': 'agree on that absolutely not i think', 'start': 214.799, 'duration': 3.601}
{'text': 'intentionality is central to it being a', 'start': 216.48, 'duration': 3.6}
{'text': "genocide i think it's probably the most", 'start': 218.4, 'duration': 3.839}
{'text': 'important thing', 'start': 220.08, 'duration': 4.32}
{'text': "why if you're doing if you're acting in", 'start': 222.239, 'duration': 4.08}
{'text': "a way that's going to cause an entire", 'start': 224.4, 'duration': 4.24}
{'text': 'like ethnic group of people to no longer', 'start': 226.319, 'duration': 2.961}
{'text': 'exist', 'start': 228.64, 'duration': 3.36}
{'text': "uh that's genocide okay would you", 'start': 229.28, 'duration': 5.039}
{'text': 'consider whether you intend to or not', 'start': 232.0, 'duration': 4.08}
{'text': 'okay so would you say that in the united', 'start': 234.319, 'duration': 3.361}
{'text': 'states a white genocide is happening', 'start': 236.08, 'duration': 4.32}
{'text': 'right now', 'start': 237.68, 'duration': 6.0}
{'text': "no because it it it's not setting up", 'start': 240.4, 'duration': 5.039}
{'text': "conditions in which they'll they will no", 'start': 243.68, 'duration': 2.639}
{'text': 'longer exist', 'start': 245.439, 'duration': 3.36}
{'text': "well it's kind of it's maybe maybe just", 'start': 246.319, 'duration': 3.681}
{'text': 'because they are becoming', 'start': 248.799, 'duration': 3.52}
{'text': 'a minority does not mean they are like', 'start': 250.0, 'duration': 4.56}
{'text': 'being wiped off the [\xa0__\xa0] planet', 'start': 252.319, 'duration': 5.04}
{'text': 'okay but like what if we left some um', 'start': 254.56, 'duration': 4.079}
{'text': 'what if there were some indigenous', 'start': 257.359, 'duration': 2.481}
{'text': 'peoples left over not all of them are', 'start': 258.639, 'duration': 2.081}
{'text': 'wiped out just', 'start': 259.84, 'duration': 2.239}
{'text': 'they dramatically decrease their', 'start': 260.72, 'duration': 4.24}
{'text': 'percentage of a population', 'start': 262.079, 'duration': 5.201}
{'text': "okay well that's already happened but no", 'start': 264.96, 'duration': 3.84}
{'text': "it's it's the fact that", 'start': 267.28, 'duration': 4.16}
{'text': 'the living conditions are so that they', 'start': 268.8, 'duration': 3.52}
{'text': 'cannot', 'start': 271.44, 'duration': 4.479}
{'text': 'live is is the problem', 'start': 272.32, 'duration': 3.599}
{'text': 'okay so the only so in your head a', 'start': 276.0, 'duration': 4.0}
{'text': "genocide is just when you've set up", 'start': 278.479, 'duration': 3.041}
{'text': 'conditions so that', 'start': 280.0, 'duration': 3.28}
{'text': "certain people can't live that's not", 'start': 281.52, 'duration': 4.0}
{'text': "that's not in my head that's the actual", 'start': 283.28, 'duration': 4.639}
{'text': 'definition of genocide well to be clear', 'start': 285.52, 'duration': 3.6}
{'text': 'the actual', 'start': 287.919, 'duration': 2.881}
{'text': 'yeah the actual definition of genocide', 'start': 289.12, 'duration': 3.359}
{'text': 'it was the holocaust okay', 'start': 290.8, 'duration': 4.88}
{'text': "no so the actual cost wasn't story go", 'start': 292.479, 'duration': 3.521}
{'text': 'ahead', 'start': 295.68, 'duration': 2.079}
{'text': "yeah i'm just saying that the actual", 'start': 296.0, 'duration': 4.16}
{'text': 'definition of genocide includes intent', 'start': 297.759, 'duration': 4.16}
{'text': "that's part of the actual definition of", 'start': 300.16, 'duration': 3.84}
{'text': 'genocide', 'start': 301.919, 'duration': 5.12}
{'text': 'or do you contest that or', 'start': 304.0, 'duration': 5.84}
{'text': 'contest that i think setting up the', 'start': 307.039, 'duration': 4.561}
{'text': 'conditions in which the genocide is', 'start': 309.84, 'duration': 3.12}
{'text': 'occurring', 'start': 311.6, 'duration': 3.52}
{'text': "it doesn't need intent okay how can you", 'start': 312.96, 'duration': 4.079}
{'text': 'actually claim intent upon a government', 'start': 315.12, 'duration': 3.68}
{'text': "except for the actual leaders but we're", 'start': 317.039, 'duration': 3.521}
{'text': 'talking about an ongoing systemic', 'start': 318.8, 'duration': 4.399}
{'text': 'colonization that has led to this okay', 'start': 320.56, 'duration': 5.44}
{'text': 'so this is the intent of many of people', 'start': 323.199, 'duration': 3.201}
{'text': 'and', 'start': 326.0, 'duration': 3.039}
{'text': "even currently it's not just that it", 'start': 326.4, 'duration': 4.48}
{'text': 'like the guy picked up the reigns but it', 'start': 329.039, 'duration': 4.88}
{'text': "doesn't matter whether or not he knows", 'start': 330.88, 'duration': 5.36}
{'text': "you know where it's been going it", 'start': 333.919, 'duration': 3.521}
{'text': "doesn't matter his intent", 'start': 336.24, 'duration': 4.0}
{'text': 'article two in the u.n um in defining', 'start': 337.44, 'duration': 4.24}
{'text': 'genocide the convention', 'start': 340.24, 'duration': 2.399}
{'text': 'on the prevention and punishment of the', 'start': 341.68, 'duration': 2.239}
{'text': 'crime of genocide says that in the', 'start': 342.639, 'duration': 2.241}
{'text': 'present convention', 'start': 343.919, 'duration': 2.641}
{'text': 'genocide means any of the following acts', 'start': 344.88, 'duration': 3.759}
{'text': 'committed with the intent to destroy and', 'start': 346.56, 'duration': 3.76}
{'text': 'hold or in part a national ethic', 'start': 348.639, 'duration': 4.081}
{'text': 'ethnical racial or religious group so', 'start': 350.32, 'duration': 3.84}
{'text': 'the intent is pretty important and we', 'start': 352.72, 'duration': 3.36}
{'text': 'can infer intent based on the actions', 'start': 354.16, 'duration': 5.44}
{'text': 'of a particular government of course', 'start': 356.08, 'duration': 6.0}
{'text': 'okay so then if we can in for an intent', 'start': 359.6, 'duration': 3.84}
{'text': 'then what does it matter', 'start': 362.08, 'duration': 3.2}
{'text': 'i mean just because i said we can infer', 'start': 363.44, 'duration': 4.479}
{'text': 'we can infer intent of course we can', 'start': 365.28, 'duration': 5.12}
{'text': 'how how can you claim whether or not', 'start': 367.919, 'duration': 3.361}
{'text': 'okay trudeau', 'start': 370.4, 'duration': 2.72}
{'text': 'has been given like a list of things he', 'start': 371.28, 'duration': 3.68}
{'text': 'could be doing in order to stop this and', 'start': 373.12, 'duration': 2.16}
{'text': 'he', 'start': 374.96, 'duration': 3.04}
{'text': 'has barely done any of them so can that', 'start': 375.28, 'duration': 3.6}
{'text': 'be um', 'start': 378.0, 'duration': 4.24}
{'text': 'regarded as in his intent it depends on', 'start': 378.88, 'duration': 5.759}
{'text': 'not stopping something is the same as', 'start': 382.24, 'duration': 4.239}
{'text': 'intentionally doing something those are', 'start': 384.639, 'duration': 3.361}
{'text': 'two different things right a negative', 'start': 386.479, 'duration': 3.28}
{'text': 'verse a positive action or whatever', 'start': 388.0, 'duration': 4.8}
{'text': 'um okay but if you have been made aware', 'start': 389.759, 'duration': 4.321}
{'text': "that if you don't do this", 'start': 392.8, 'duration': 4.239}
{'text': 'thing this genocide is going to happen', 'start': 394.08, 'duration': 4.959}
{'text': "and you don't do the thing then isn't", 'start': 397.039, 'duration': 2.961}
{'text': 'that intense', 'start': 399.039, 'duration': 2.801}
{'text': "i don't even know right now what what is", 'start': 400.0, 'duration': 4.72}
{'text': 'the genocide', 'start': 401.84, 'duration': 2.88}
{'text': "like what is happening right now that's", 'start': 407.36, 'duration': 4.48}
{'text': 'genociding indigenous people in canada', 'start': 408.88, 'duration': 4.319}
{'text': 'you have to you have to look at the', 'start': 411.84, 'duration': 4.16}
{'text': 'report okay um indigenous people make up', 'start': 413.199, 'duration': 4.0}
{'text': 'over 50', 'start': 416.0, 'duration': 3.52}
{'text': 'of the prison population though they are', 'start': 417.199, 'duration': 3.521}
{'text': 'five percent of the', 'start': 419.52, 'duration': 3.36}
{'text': "of the actual population don't you think", 'start': 420.72, 'duration': 3.84}
{'text': "that's a little bit alarming", 'start': 422.88, 'duration': 3.12}
{'text': 'it could be it could also be that they', 'start': 424.56, 'duration': 3.12}
{'text': 'live in poor socioeconomic conditions', 'start': 426.0, 'duration': 2.16}
{'text': 'and are', 'start': 427.68, 'duration': 2.079}
{'text': 'have a higher likelihood to commit crime', 'start': 428.16, 'duration': 3.12}
{'text': 'like okay yes', 'start': 429.759, 'duration': 3.521}
{'text': 'they absolutely do live in poorer', 'start': 431.28, 'duration': 4.96}
{'text': "economic situations okay that's systemic", 'start': 433.28, 'duration': 5.359}
{'text': 'okay living in situations and then', 'start': 436.24, 'duration': 3.76}
{'text': 'committing a lot of crimes and being', 'start': 438.639, 'duration': 2.881}
{'text': 'sentenced to jail because of that even', 'start': 440.0, 'duration': 2.96}
{'text': "if it's not even if it isn't evidence of", 'start': 441.52, 'duration': 2.88}
{'text': 'systemic racism none of this gets you', 'start': 442.96, 'duration': 7.84}
{'text': 'anywhere near genocide', 'start': 444.4, 'duration': 8.4}
{'text': 'the nesting and murdered okay they they', 'start': 450.8, 'duration': 3.839}
{'text': 'are dying at a rate', 'start': 452.8, 'duration': 5.119}
{'text': 'that that that exceeds anything', 'start': 454.639, 'duration': 5.441}
{'text': "like no it it's just it's your", 'start': 457.919, 'duration': 3.601}
{'text': 'definition of', 'start': 460.08, 'duration': 3.28}
{'text': 'genocide versus your definition of a', 'start': 461.52, 'duration': 4.0}
{'text': 'holocaust and and by the way holocaust', 'start': 463.36, 'duration': 3.76}
{'text': 'is an actual word you can apply to', 'start': 465.52, 'duration': 3.359}
{'text': "things it doesn't just mean the one", 'start': 467.12, 'duration': 3.759}
{'text': 'incident', 'start': 468.879, 'duration': 3.281}
{'text': 'do you think that black people in the', 'start': 470.879, 'duration': 3.04}
{'text': 'united states are being genocided right', 'start': 472.16, 'duration': 3.039}
{'text': 'now', 'start': 473.919, 'duration': 3.84}
{'text': 'no because they they they are they', 'start': 475.199, 'duration': 3.521}
{'text': "aren't seeing this", 'start': 477.759, 'duration': 3.201}
{'text': 'at this rate what do you mean at this', 'start': 478.72, 'duration': 3.759}
{'text': 'rate black people in the united states', 'start': 480.96, 'duration': 2.88}
{'text': 'are incarcerated at higher rates they', 'start': 482.479, 'duration': 3.28}
{'text': 'live in worse socioeconomic conditions', 'start': 483.84, 'duration': 3.759}
{'text': 'they have a higher propensity to die of', 'start': 485.759, 'duration': 3.28}
{'text': 'preventable disease they have', 'start': 487.599, 'duration': 3.44}
{'text': 'worse access to health care they engage', 'start': 489.039, 'duration': 3.44}
{'text': 'in abortion or you might say', 'start': 491.039, 'duration': 2.801}
{'text': 'sterilization or whatever at higher', 'start': 492.479, 'duration': 3.521}
{'text': 'rates than white people like', 'start': 493.84, 'duration': 4.24}
{'text': 'there is a difference between because', 'start': 496.0, 'duration': 3.52}
{'text': 'indigenous people live on', 'start': 498.08, 'duration': 3.679}
{'text': 'on communities they have reservations a', 'start': 499.52, 'duration': 3.92}
{'text': "lot of which don't even have drinking", 'start': 501.759, 'duration': 4.321}
{'text': 'water okay so they have been isolated', 'start': 503.44, 'duration': 4.24}
{'text': 'okay and black people have lived in', 'start': 506.08, 'duration': 4.16}
{'text': 'ghettos with houses that are have been', 'start': 507.68, 'duration': 4.0}
{'text': 'you know painted with lead paint and', 'start': 510.24, 'duration': 3.599}
{'text': 'live in places like flint michigan where', 'start': 511.68, 'duration': 5.599}
{'text': 'the water pipes are contaminated i mean', 'start': 513.839, 'duration': 4.961}
{'text': "okay what's the age gap for life", 'start': 517.279, 'duration': 4.401}
{'text': 'expectancy of a black person in the u.s', 'start': 518.8, 'duration': 5.359}
{'text': "versus a white person just what's the", 'start': 521.68, 'duration': 4.88}
{'text': 'age gap in life expectancy', 'start': 524.159, 'duration': 5.841}
{'text': 'in the united states white americans', 'start': 526.56, 'duration': 4.48}
{'text': 'live on average', 'start': 530.0, 'duration': 4.08}
{'text': '78.6 years african americans lived 75', 'start': 531.04, 'duration': 6.64}
{'text': "years so it's about a four-year age gap", 'start': 534.08, 'duration': 3.6}
{'text': 'left again what oh', 'start': 538.24, 'duration': 6.56}
{'text': "[\xa0__\xa0] all right i don't think it's gonna", 'start': 541.279, 'duration': 5.68}
{'text': 'work', 'start': 544.8, 'duration': 2.159}
{'text': 'okay hello oh', 'start': 547.6, 'duration': 4.0}
{'text': 'hello hello [\xa0__\xa0] big pepe okay', 'start': 556.56, 'duration': 5.76}
{'text': "if you're using mobile discord i don't", 'start': 560.72, 'duration': 3.52}
{'text': 'know why but like sometimes every three', 'start': 562.32, 'duration': 3.28}
{'text': "minutes it'll disconnect you i", 'start': 564.24, 'duration': 2.8}
{'text': 'i this is why i never use mobile discord', 'start': 565.6, 'duration': 2.48}
{'text': 'i call people i have to call them on', 'start': 567.04, 'duration': 2.239}
{'text': "facebook or something because it's super", 'start': 568.08, 'duration': 3.199}
{'text': "[\xa0__\xa0] i don't know why it doesn't but", 'start': 569.279, 'duration': 4.401}
{'text': "um okay so yeah so it's about a four", 'start': 571.279, 'duration': 3.521}
{'text': 'year difference in life expectancy', 'start': 573.68, 'duration': 2.64}
{'text': "between white and black okay it's a", 'start': 574.8, 'duration': 4.24}
{'text': "it's 11 years here in canada so doesn't", 'start': 576.32, 'duration': 3.199}
{'text': 'that', 'start': 579.04, 'duration': 3.04}
{'text': 'um amount to a little bit more severe', 'start': 579.519, 'duration': 3.841}
{'text': 'situation', 'start': 582.08, 'duration': 2.48}
{'text': 'yeah it sounds more like a severe', 'start': 583.36, 'duration': 4.479}
{'text': 'situation but still not a genocide', 'start': 584.56, 'duration': 6.24}
{'text': 'why why why is it not though because', 'start': 587.839, 'duration': 4.801}
{'text': 'genocide requires some intentional', 'start': 590.8, 'duration': 2.4}
{'text': 'action', 'start': 592.64, 'duration': 2.4}
{'text': 'by a large organization or body or', 'start': 593.2, 'duration': 3.6}
{'text': 'whatever to', 'start': 595.04, 'duration': 3.04}
{'text': 'i mean we can go through any of the the', 'start': 596.8, 'duration': 3.2}
{'text': 'u.n things for trying to eliminate okay', 'start': 598.08, 'duration': 2.56}
{'text': 'well', 'start': 600.0, 'duration': 2.56}
{'text': "let's just look at uh the government of", 'start': 600.64, 'duration': 3.6}
{'text': 'canada yeah', 'start': 602.56, 'duration': 3.839}
{'text': "okay let's consider that a body has it", 'start': 604.24, 'duration': 4.08}
{'text': 'not intentionally done so', 'start': 606.399, 'duration': 3.601}
{'text': 'in the past for sure it seems to be the', 'start': 608.32, 'duration': 3.36}
{'text': "case yeah but ongoing right now i don't", 'start': 610.0, 'duration': 2.56}
{'text': 'think so no', 'start': 611.68, 'duration': 2.719}
{'text': "i feel like it's part it's part of the", 'start': 612.56, 'duration': 3.2}
{'text': "same thing though it's been an", 'start': 614.399, 'duration': 4.401}
{'text': 'ongoing thing it has never ended', 'start': 615.76, 'duration': 4.24}
{'text': 'do you guys still have like the', 'start': 618.8, 'duration': 2.8}
{'text': 'indigenous schools and everything is', 'start': 620.0, 'duration': 2.959}
{'text': 'that an ongoing thing i thought that', 'start': 621.6, 'duration': 3.679}
{'text': 'that policy was largely instant', 'start': 622.959, 'duration': 4.161}
{'text': "instead of indigenous schools it's", 'start': 625.279, 'duration': 3.601}
{'text': 'become the foster care system you can', 'start': 627.12, 'duration': 3.52}
{'text': 'look up the stats on how many indigenous', 'start': 628.88, 'duration': 3.44}
{'text': 'people are in the foster care', 'start': 630.64, 'duration': 3.439}
{'text': 'system wait so should just not be sent', 'start': 632.32, 'duration': 3.6}
{'text': "to foster care what's the alternative", 'start': 634.079, 'duration': 2.801}
{'text': 'here', 'start': 635.92, 'duration': 4.0}
{'text': 'look up millennial scoop the alternative', 'start': 636.88, 'duration': 4.959}
{'text': 'is to find ways to keep them with', 'start': 639.92, 'duration': 4.32}
{'text': 'indigenous people part of a genocide is', 'start': 641.839, 'duration': 5.761}
{'text': 'taking the youth from them', 'start': 644.24, 'duration': 5.039}
{'text': "so they're i'm just trying to understand", 'start': 647.6, 'duration': 2.479}
{'text': "so you're telling me that they're", 'start': 649.279, 'duration': 1.521}
{'text': 'indigenous', 'start': 650.079, 'duration': 2.641}
{'text': 'indigenous people that are capable and', 'start': 650.8, 'duration': 3.44}
{'text': 'willing to look after indigenous', 'start': 652.72, 'duration': 2.32}
{'text': 'children', 'start': 654.24, 'duration': 2.159}
{'text': "but the government won't let them they", 'start': 655.04, 'duration': 3.2}
{'text': 'just take them from their kids and', 'start': 656.399, 'duration': 3.041}
{'text': "don't let them they're taking it yeah", 'start': 658.24, 'duration': 3.68}
{'text': "yes yes that's currently happening", 'start': 659.44, 'duration': 5.519}
{'text': 'yes and this is happening on like', 'start': 661.92, 'duration': 4.479}
{'text': 'so if i were to look for evidence of', 'start': 664.959, 'duration': 2.721}
{'text': "this happening this isn't going to be", 'start': 666.399, 'duration': 1.68}
{'text': 'like', 'start': 667.68, 'duration': 2.24}
{'text': 'one or two reported cases this is going', 'start': 668.079, 'duration': 3.681}
{'text': 'to be like a day no no policy', 'start': 669.92, 'duration': 4.96}
{'text': 'no no government this is like something', 'start': 671.76, 'duration': 4.0}
{'text': "that's [\xa0__\xa0]", 'start': 674.88, 'duration': 3.28}
{'text': 'frightening okay okay can you tell me', 'start': 675.76, 'duration': 4.16}
{'text': 'real quick what can i look up to find', 'start': 678.16, 'duration': 3.44}
{'text': 'information about this', 'start': 679.92, 'duration': 4.32}
{'text': 'google the millennial scoop it actually', 'start': 681.6, 'duration': 3.84}
{'text': 'has its own name', 'start': 684.24, 'duration': 3.92}
{'text': 'it used to be called the the 60s scoop', 'start': 685.44, 'duration': 3.92}
{'text': 'when it happened back then', 'start': 688.16, 'duration': 3.76}
{'text': "it's currently happening okay when you", 'start': 689.36, 'duration': 4.24}
{'text': 'say the 60s scoop', 'start': 691.92, 'duration': 3.919}
{'text': 'that makes it sound like it happened in', 'start': 693.6, 'duration': 3.6}
{'text': 'the 60s', 'start': 695.839, 'duration': 3.921}
{'text': 'well that was that was one of one of the', 'start': 697.2, 'duration': 4.16}
{'text': "earlier ones it's happening", 'start': 699.76, 'duration': 4.24}
{'text': 'again do you understand ongoing do you', 'start': 701.36, 'duration': 5.919}
{'text': 'understand current today', 'start': 704.0, 'duration': 3.279}
{'text': 'hold on one second just reading', 'start': 711.92, 'duration': 3.2}
{'text': 'so just reading this um dylan cohen was', 'start': 715.279, 'duration': 5.281}
{'text': 'taken into care in his early teens along', 'start': 718.959, 'duration': 3.041}
{'text': 'with his twin sister their first foster', 'start': 720.56, 'duration': 2.64}
{'text': 'home was 45 minutes away from their', 'start': 722.0, 'duration': 2.16}
{'text': 'community in winnipeg', 'start': 723.2, 'duration': 2.0}
{'text': 'he said that while placement with', 'start': 724.16, 'duration': 2.479}
{'text': 'well-meaning families is great on paper', 'start': 725.2, 'duration': 2.639}
{'text': 'it leaves children very far away from', 'start': 726.639, 'duration': 2.081}
{'text': 'what they know', 'start': 727.839, 'duration': 2.641}
{'text': 'and what they will need to survive once', 'start': 728.72, 'duration': 3.04}
{'text': 'they exit care they were eventually', 'start': 730.48, 'duration': 3.12}
{'text': 'separated and moved from home to home', 'start': 731.76, 'duration': 3.199}
{'text': 'my social workers would always speak', 'start': 733.6, 'duration': 2.64}
{'text': 'about high case loads and the limited', 'start': 734.959, 'duration': 2.88}
{'text': 'number of foster homes', 'start': 736.24, 'duration': 3.52}
{'text': 'is this like an intentional effort by', 'start': 737.839, 'duration': 5.041}
{'text': 'the canadian government to destroy', 'start': 739.76, 'duration': 5.12}
{'text': 'indigenous families or is this just like', 'start': 742.88, 'duration': 3.519}
{'text': 'the foster care system sucks and they', 'start': 744.88, 'duration': 2.8}
{'text': "don't have the resources they need to do", 'start': 746.399, 'duration': 3.841}
{'text': 'the job well', 'start': 747.68, 'duration': 2.56}
{'text': "it's it's the same thing that they're", 'start': 750.72, 'duration': 3.76}
{'text': 'doing with the residential schools i', 'start': 752.88, 'duration': 4.56}
{'text': "don't know how you call it any different", 'start': 754.48, 'duration': 5.039}
{'text': "my i i don't know as much about the", 'start': 757.44, 'duration': 3.6}
{'text': 'residential school and totally honest my', 'start': 759.519, 'duration': 2.721}
{'text': 'understanding with the residential', 'start': 761.04, 'duration': 2.0}
{'text': 'schools was that', 'start': 762.24, 'duration': 3.839}
{'text': 'those were literally like set up by', 'start': 763.04, 'duration': 4.96}
{'text': 'i want to say the catholics and they', 'start': 766.079, 'duration': 3.841}
{'text': 'were literally done to re-educate and', 'start': 768.0, 'duration': 3.519}
{'text': 'destroy the culture', 'start': 769.92, 'duration': 3.84}
{'text': 'of the indigenous peoples that was my', 'start': 771.519, 'duration': 3.12}
{'text': 'understanding for the', 'start': 773.76, 'duration': 3.44}
{'text': 'residential schools but my understanding', 'start': 774.639, 'duration': 4.081}
{'text': "is that those don't exist", 'start': 777.2, 'duration': 3.439}
{'text': "that isn't a thing anymore that canada", 'start': 778.72, 'duration': 3.679}
{'text': 'recognizes that those were horrible', 'start': 780.639, 'duration': 4.2}
{'text': "and that's a far cry from the foster", 'start': 782.399, 'duration': 3.841}
{'text': 'system', 'start': 784.839, 'duration': 4.601}
