{'text': "i believe it's child abuse what is the", 'start': 0.08, 'duration': 4.12}
{'text': 'whether white people becoming a minority', 'start': 127.04, 'duration': 5.04}
{'text': 'is a good thing or not however when i', 'start': 129.36, 'duration': 5.2}
{'text': 'say these issues are up for debate that', 'start': 132.08, 'duration': 5.44}
{'text': 'is rather erroneous as all forms of', 'start': 134.56, 'duration': 5.28}
{'text': 'debate on this issue are shut down by', 'start': 137.52, 'duration': 4.64}
{'text': 'the mainstream media social media', 'start': 139.84, 'duration': 4.56}
{'text': 'companies big business and even', 'start': 142.16, 'duration': 4.32}
{'text': 'governments attempt to criminalize those', 'start': 144.4, 'duration': 4.24}
{'text': 'who push back against such demographic', 'start': 146.48, 'duration': 3.119}
{'text': 'change', 'start': 148.64, 'duration': 3.84}
{'text': 'this fact alone is enough to prove that', 'start': 149.599, 'duration': 4.72}
{'text': 'white replacement is not just an', 'start': 152.48, 'duration': 4.56}
{'text': 'accident but the powers that be endorsed', 'start': 154.319, 'duration': 5.761}
{'text': "it but let's look at the uk figures on", 'start': 157.04, 'duration': 5.68}
{'text': 'demographic replacement as they are very', 'start': 160.08, 'duration': 6.0}
{'text': 'illuminating in 1950 there were fewer', 'start': 162.72, 'duration': 6.48}
{'text': 'than 20 000 non-whites in britain', 'start': 166.08, 'duration': 5.439}
{'text': 'the vast majority of whom were first', 'start': 169.2, 'duration': 4.72}
{'text': 'generation immigrants in other words', 'start': 171.519, 'duration': 4.641}
{'text': "they weren't born here these people made", 'start': 173.92, 'duration': 4.239}
{'text': 'up just point', 'start': 176.16, 'duration': 5.2}
{'text': 'zero four percent of the population by', 'start': 178.159, 'duration': 6.0}
{'text': '2011 the time of the last census the', 'start': 181.36, 'duration': 4.959}
{'text': 'non-white population of britain had', 'start': 184.159, 'duration': 4.881}
{'text': 'risen to over 8 million and accounted', 'start': 186.319, 'duration': 5.601}
{'text': 'for around 13 percent of the population', 'start': 189.04, 'duration': 4.96}
{'text': 'to put this into perspective in just', 'start': 191.92, 'duration': 5.039}
{'text': 'over 60 years the non-white population', 'start': 194.0, 'duration': 6.8}
{'text': 'of britain has grown over 400 fold this', 'start': 196.959, 'duration': 6.56}
{'text': 'is a planned social experiment on an', 'start': 200.8, 'duration': 5.12}
{'text': 'unprecedented level and to put it into a', 'start': 203.519, 'duration': 4.881}
{'text': 'historical perspective more people', 'start': 205.92, 'duration': 4.959}
{'text': 'arrive in britain each year under the', 'start': 208.4, 'duration': 4.479}
{'text': 'current government than arrived here', 'start': 210.879, 'duration': 4.64}
{'text': 'between 1066 the last time we were', 'start': 212.879, 'duration': 5.92}
{'text': 'successfully invaded and 1939 the', 'start': 215.519, 'duration': 5.28}
{'text': 'beginning of the second world war mass', 'start': 218.799, 'duration': 4.08}
{'text': 'immigration which is the primary means', 'start': 220.799, 'duration': 3.681}
{'text': 'by which this demographic change has', 'start': 222.879, 'duration': 4.161}
{'text': 'been brought about is not natural it is', 'start': 224.48, 'duration': 4.399}
{'text': 'a post-war phenomenon and it was', 'start': 227.04, 'duration': 4.8}
{'text': 'completely manufactured managed and', 'start': 228.879, 'duration': 5.121}
{'text': 'accelerated by the establishment for', 'start': 231.84, 'duration': 5.599}
{'text': 'political social and financial purposes', 'start': 234.0, 'duration': 5.28}
{'text': 'so that just leaves one point up for', 'start': 237.439, 'duration': 5.761}
{'text': 'debate is this demographic change good', 'start': 239.28, 'duration': 4.959}
{'text': 'well', 'start': 243.2, 'duration': 2.88}
{'text': 'white people all over the world and', 'start': 244.239, 'duration': 4.481}
{'text': 'especially in the uk have consistently', 'start': 246.08, 'duration': 4.56}
{'text': "shown they don't want this change", 'start': 248.72, 'duration': 3.76}
{'text': 'whether that has been demonstrated in', 'start': 250.64, 'duration': 3.92}
{'text': 'polls in their habits such as white', 'start': 252.48, 'duration': 5.039}
{'text': 'flights or in voting patterns despite', 'start': 254.56, 'duration': 5.44}
{'text': 'this though both sides of the illusory', 'start': 257.519, 'duration': 4.801}
{'text': 'political divide have supported this', 'start': 260.0, 'duration': 4.8}
{'text': 'demographic replacement and the constant', 'start': 262.32, 'duration': 4.72}
{'text': 'narrative from the mainstream media is', 'start': 264.8, 'duration': 3.92}
{'text': 'that white people must accept', 'start': 267.04, 'duration': 5.12}
{'text': 'immigration and embrace it or else the', 'start': 268.72, 'duration': 5.919}
{'text': 'consequences of this replacement for', 'start': 272.16, 'duration': 5.2}
{'text': 'white people in the uk have been on', 'start': 274.639, 'duration': 5.921}
{'text': 'balance profoundly negative whilst white', 'start': 277.36, 'duration': 4.72}
{'text': 'people are constantly told that', 'start': 280.56, 'duration': 3.76}
{'text': 'minorities must be given special', 'start': 282.08, 'duration': 4.559}
{'text': 'privileges and a leg up when white', 'start': 284.32, 'duration': 4.4}
{'text': 'people become a minority in towns and', 'start': 286.639, 'duration': 4.881}
{'text': 'cities they do not benefit from their', 'start': 288.72, 'duration': 5.12}
{'text': 'minority status they receive no', 'start': 291.52, 'duration': 4.399}
{'text': 'protections and are often treated', 'start': 293.84, 'duration': 4.96}
{'text': 'appallingly as worse than second-class', 'start': 295.919, 'duration': 4.961}
{'text': 'citizens and the establishment and the', 'start': 298.8, 'duration': 4.399}
{'text': 'media are regularly complicit in', 'start': 300.88, 'duration': 4.96}
{'text': 'covering up crimes against white people', 'start': 303.199, 'duration': 4.961}
{'text': 'that are perpetrated by those not', 'start': 305.84, 'duration': 4.88}
{'text': 'indigenous to the british isles if white', 'start': 308.16, 'duration': 5.2}
{'text': 'people are reduced to minorities they', 'start': 310.72, 'duration': 5.6}
{'text': 'will not be celebrated and protected but', 'start': 313.36, 'duration': 5.04}
{'text': 'instead they will be a hated and', 'start': 316.32, 'duration': 4.319}
{'text': 'despised minority that will be', 'start': 318.4, 'duration': 4.96}
{'text': 'repeatedly blamed for all the ills and', 'start': 320.639, 'duration': 4.881}
{'text': 'all the failings of the multicultural', 'start': 323.36, 'duration': 3.839}
{'text': 'state in which they live', 'start': 325.52, 'duration': 4.72}
{'text': 'i advocate for the uk and for other', 'start': 327.199, 'duration': 5.681}
{'text': 'western nations to remain places where', 'start': 330.24, 'duration': 4.88}
{'text': 'people of european descent are a', 'start': 332.88, 'duration': 4.96}
{'text': 'supermajority and where their cultures', 'start': 335.12, 'duration': 5.44}
{'text': 'and traditions remain dominant and i', 'start': 337.84, 'duration': 4.56}
{'text': 'believe this is not just best for', 'start': 340.56, 'duration': 5.44}
{'text': 'europeans but it is best for all peoples', 'start': 342.4, 'duration': 6.88}
{'text': 'from all over the world', 'start': 346.0, 'duration': 3.28}
{'text': 'thank you sir i appreciate that getting', 'start': 349.36, 'duration': 3.119}
{'text': 'us started here', 'start': 351.12, 'duration': 3.12}
{'text': 'destiny again welcome back to the show', 'start': 352.479, 'duration': 3.201}
{'text': 'and uh you can go ahead and do your', 'start': 354.24, 'duration': 2.799}
{'text': 'opening now', 'start': 355.68, 'duration': 2.48}
{'text': 'yeah when people talk about white', 'start': 357.039, 'duration': 3.361}
{'text': 'genocide i think the biggest uh hang up', 'start': 358.16, 'duration': 3.599}
{'text': 'that they have is establishing the', 'start': 360.4, 'duration': 3.12}
{'text': 'attentionality part um i think that', 'start': 361.759, 'duration': 2.88}
{'text': 'there are a lot of reasons why', 'start': 363.52, 'duration': 2.88}
{'text': 'immigration benefits a society', 'start': 364.639, 'duration': 3.921}
{'text': 'especially economic ones and i think', 'start': 366.4, 'duration': 3.44}
{'text': 'that there are a lot of people that', 'start': 368.56, 'duration': 2.56}
{'text': 'support immigration throughout all of', 'start': 369.84, 'duration': 3.359}
{'text': 'society uh all without having white', 'start': 371.12, 'duration': 4.079}
{'text': 'genocidal reasons so the establishment', 'start': 373.199, 'duration': 3.44}
{'text': 'of an intentionality i think is a pretty', 'start': 375.199, 'duration': 3.521}
{'text': 'important part of genocide if we agree', 'start': 376.639, 'duration': 4.241}
{'text': 'with the um i forget which conference it', 'start': 378.72, 'duration': 3.599}
{'text': 'was that established like genocide is', 'start': 380.88, 'duration': 2.72}
{'text': 'the thing but the intentionality part is', 'start': 382.319, 'duration': 3.201}
{'text': 'pretty important um one of the reasons', 'start': 383.6, 'duration': 3.36}
{'text': "why or the main reason why i'm talking", 'start': 385.52, 'duration': 2.72}
{'text': 'about kind of white genocide i think is', 'start': 386.96, 'duration': 2.799}
{'text': 'a pretty boring topic or a topic that', 'start': 388.24, 'duration': 3.2}
{'text': "isn't very relevant to modern day debate", 'start': 389.759, 'duration': 3.601}
{'text': 'is or even political conversations is', 'start': 391.44, 'duration': 4.16}
{'text': "that there's not really anything you can", 'start': 393.36, 'duration': 4.88}
{'text': 'do about it at this point the idea of', 'start': 395.6, 'duration': 5.2}
{'text': 'trying to uh block all immigration based', 'start': 398.24, 'duration': 4.16}
{'text': 'on a certain skin color or the idea of', 'start': 400.8, 'duration': 2.64}
{'text': 'even getting the majority of the public', 'start': 402.4, 'duration': 3.2}
{'text': 'to support such a policy is basically', 'start': 403.44, 'duration': 4.24}
{'text': 'impossible um and i think that the', 'start': 405.6, 'duration': 3.999}
{'text': 'framing around a lot of these topics of', 'start': 407.68, 'duration': 4.48}
{'text': 'there are secret people trying to get uh', 'start': 409.599, 'duration': 4.081}
{'text': 'white people to be a minority et cetera', 'start': 412.16, 'duration': 3.2}
{'text': "et cetera um i i just don't think it's", 'start': 413.68, 'duration': 3.44}
{'text': 'very productive to getting to an actual', 'start': 415.36, 'duration': 3.52}
{'text': 'good place in terms of public policy or', 'start': 417.12, 'duration': 2.96}
{'text': 'discourse i do agree that there are', 'start': 418.88, 'duration': 3.12}
{'text': 'problems even problems faced by white', 'start': 420.08, 'duration': 3.679}
{'text': 'people uniquely maybe in certain', 'start': 422.0, 'duration': 3.28}
{'text': "countries in the west but i don't think", 'start': 423.759, 'duration': 3.761}
{'text': 'that the solution to these problems is', 'start': 425.28, 'duration': 4.4}
{'text': 'some fantastical border policy that has', 'start': 427.52, 'duration': 5.2}
{'text': 'zero chance of passing in almost any uh', 'start': 429.68, 'duration': 4.32}
{'text': 'relevant country i think that instead', 'start': 432.72, 'duration': 2.24}
{'text': "it's probably better that we talk about", 'start': 434.0, 'duration': 2.319}
{'text': 'those specific problems and then the', 'start': 434.96, 'duration': 2.72}
{'text': 'policy positions we would need to adopt', 'start': 436.319, 'duration': 2.961}
{'text': 'to address those problems', 'start': 437.68, 'duration': 4.48}
{'text': "um and then yeah that's all i got", 'start': 439.28, 'duration': 4.88}
{'text': 'now what now what do you say to that', 'start': 442.16, 'duration': 3.92}
{'text': 'mark he kind of says not even', 'start': 444.16, 'duration': 3.439}
{'text': "he didn't say it was not a big deal", 'start': 446.08, 'duration': 3.119}
{'text': 'necessarily but the ship has kind of', 'start': 447.599, 'duration': 3.121}
{'text': "sailing on wait he didn't really say", 'start': 449.199, 'duration': 2.881}
{'text': 'anything did he', 'start': 450.72, 'duration': 2.64}
{'text': "well i mean he didn't really say", 'start': 452.08, 'duration': 2.559}
{'text': "anything other than well it's sort of", 'start': 453.36, 'duration': 2.72}
{'text': "going to happen and you can't really", 'start': 454.639, 'duration': 3.761}
{'text': "stop it and that's it well white people", 'start': 456.08, 'duration': 4.08}
{'text': 'coming a minority is going to happen the', 'start': 458.4, 'duration': 4.56}
{'text': 'white genocide', 'start': 460.16, 'duration': 2.8}
{'text': "so let's establish this", 'start': 463.039, 'duration': 4.72}
{'text': 'you do believe that white people will', 'start': 465.199, 'duration': 4.72}
{'text': 'become a minority that is actually', 'start': 467.759, 'duration': 3.761}
{'text': 'happening when you define white people', 'start': 469.919, 'duration': 3.201}
{'text': 'with the one drop rule then like', 'start': 471.52, 'duration': 3.04}
{'text': "mathematically of course that's always", 'start': 473.12, 'duration': 2.96}
{'text': 'going to happen if any amount of', 'start': 474.56, 'duration': 3.12}
{'text': 'hispanic or black blood makes you', 'start': 476.08, 'duration': 2.72}
{'text': "hispanic or black then you're", 'start': 477.68, 'duration': 2.799}
{'text': "necessarily going to have them you don't", 'start': 478.8, 'duration': 3.36}
{'text': 'need to say a thousand words very', 'start': 480.479, 'duration': 3.361}
{'text': 'quickly your opening speech is like five', 'start': 482.16, 'duration': 2.8}
{'text': "minutes long i don't know why you would", 'start': 483.84, 'duration': 2.079}
{'text': "accuse me you don't need to say a", 'start': 484.96, 'duration': 2.88}
{'text': "thousand words very quickly i'm just", 'start': 485.919, 'duration': 3.521}
{'text': 'trying to establish', 'start': 487.84, 'duration': 4.24}
{'text': 'you are accepting that white people in', 'start': 489.44, 'duration': 5.199}
{'text': 'western nations are becoming', 'start': 492.08, 'duration': 5.6}
{'text': 'minorities and the likelihood is that if', 'start': 494.639, 'duration': 5.68}
{'text': 'trends continue white people in nations', 'start': 497.68, 'duration': 5.44}
{'text': 'like britain france germany united', 'start': 500.319, 'duration': 5.6}
{'text': 'states wherever will be a minority and', 'start': 503.12, 'duration': 5.04}
{'text': 'will no longer hold majority status you', 'start': 505.919, 'duration': 4.321}
{'text': 'agree with that um', 'start': 508.16, 'duration': 3.52}
{'text': 'based on how you define white people', 'start': 510.24, 'duration': 3.44}
{'text': 'yeah of course', 'start': 511.68, 'duration': 3.919}
{'text': "based on how i define white people we're", 'start': 513.68, 'duration': 3.919}
{'text': 'not going into uh sargon-esque', 'start': 515.599, 'duration': 4.641}
{'text': 'definitions here are we destiny well if', 'start': 517.599, 'duration': 4.401}
{'text': 'a black person and a white person have a', 'start': 520.24, 'duration': 4.08}
{'text': 'child what kind of child is that child', 'start': 522.0, 'duration': 4.48}
{'text': "it's mixed race", 'start': 524.32, 'duration': 3.84}
{'text': 'what would you consider mixed race would', 'start': 526.48, 'duration': 4.0}
{'text': 'be non-white to you right', 'start': 528.16, 'duration': 4.32}
{'text': "mixed race would be mixed race it's well", 'start': 530.48, 'duration': 3.359}
{'text': 'hold on no no no no no no no hold on you', 'start': 532.48, 'duration': 2.72}
{'text': "can't push me on an answer and not", 'start': 533.839, 'duration': 2.881}
{'text': 'answer a very simple question would you', 'start': 535.2, 'duration': 2.88}
{'text': 'answer a mixed-race person white or', 'start': 536.72, 'duration': 2.96}
{'text': "non-white i'm answering a question i'm", 'start': 538.08, 'duration': 2.96}
{'text': 'answering the question', 'start': 539.68, 'duration': 4.159}
{'text': "it's quite simple whenever a child is", 'start': 541.04, 'duration': 5.2}
{'text': 'born that is mixed race i classify them', 'start': 543.839, 'duration': 5.12}
{'text': 'as mixed race i classify them as', 'start': 546.24, 'duration': 4.8}
{'text': "somebody who's of mixed race origin it's", 'start': 548.959, 'duration': 4.56}
{'text': 'generally the media in the establishment', 'start': 551.04, 'duration': 5.52}
{'text': 'that defines anyone who is mixed race as', 'start': 553.519, 'duration': 6.481}
{'text': 'black so for example obama is not black', 'start': 556.56, 'duration': 6.32}
{'text': 'obama is mixed race yet he is widely', 'start': 560.0, 'duration': 5.68}
{'text': 'categorized as the as the first um', 'start': 562.88, 'duration': 4.56}
{'text': 'african-american president when in fact', 'start': 565.68, 'duration': 4.0}
{'text': "he's mixed race i'm saying they're mixed", 'start': 567.44, 'duration': 4.48}
{'text': 'race and when we say that white people', 'start': 569.68, 'duration': 4.4}
{'text': 'are going to become a minority that', 'start': 571.92, 'duration': 5.039}
{'text': 'obviously means that people of european', 'start': 574.08, 'duration': 4.48}
{'text': 'descent who are wholly of european', 'start': 576.959, 'duration': 5.521}
{'text': 'descent will become a minority', 'start': 578.56, 'duration': 6.0}
{'text': "that's quite simple sure but by that", 'start': 582.48, 'duration': 3.6}
{'text': 'definition then', 'start': 584.56, 'duration': 2.959}
{'text': "isn't literally everybody being", 'start': 586.08, 'duration': 3.52}
{'text': 'genocided black people and hispanic', 'start': 587.519, 'duration': 4.161}
{'text': 'people and every other minority group', 'start': 589.6, 'duration': 3.84}
{'text': 'because the more interracial marriages', 'start': 591.68, 'duration': 3.44}
{'text': 'that happened what a ridiculous point', 'start': 593.44, 'duration': 3.44}
{'text': 'hold on i need you all the way back i', 'start': 595.12, 'duration': 2.96}
{'text': "didn't even finish my question i know", 'start': 596.88, 'duration': 2.48}
{'text': 'that you might be used to steamrolling', 'start': 598.08, 'duration': 2.24}
{'text': "people because you don't talk to me i'm", 'start': 599.36, 'duration': 2.56}
{'text': "not i'm not used to steamrolling sure", 'start': 600.32, 'duration': 4.639}
{'text': 'well let me finish let', 'start': 601.92, 'duration': 3.039}
{'text': 'by the certain premises that you lay out', 'start': 609.68, 'duration': 3.12}
{'text': "for the argument you're almost begging", 'start': 611.279, 'duration': 3.361}
{'text': 'the question right so with any person', 'start': 612.8, 'duration': 3.599}
{'text': 'that has a child with a white person if', 'start': 614.64, 'duration': 3.28}
{'text': 'that child is considered non-white and', 'start': 616.399, 'duration': 3.041}
{'text': 'if we have multiple ethnic groups mixing', 'start': 617.92, 'duration': 3.039}
{'text': "together and we're trying to use this", 'start': 619.44, 'duration': 2.639}
{'text': "framing to say well there's a white", 'start': 620.959, 'duration': 3.201}
{'text': 'genocide happening well if a mixed-race', 'start': 622.079, 'duration': 3.841}
{'text': "child is not a white child and you're", 'start': 624.16, 'duration': 3.28}
{'text': 'telling me now that a mixed-race black', 'start': 625.92, 'duration': 3.039}
{'text': "child isn't a black job their mixed race", 'start': 627.44, 'duration': 2.56}
{'text': "then it kind of sounds like everybody's", 'start': 628.959, 'duration': 2.56}
{'text': "being genocided now i don't think you", 'start': 630.0, 'duration': 2.72}
{'text': 'want to own that conclusion because', 'start': 631.519, 'duration': 2.721}
{'text': 'obviously it weakens the white genocide', 'start': 632.72, 'duration': 3.28}
{'text': 'point but would you not agree then that', 'start': 634.24, 'duration': 3.599}
{'text': 'if a lot of hispanic and black people', 'start': 636.0, 'duration': 3.839}
{'text': 'and white people are all interracially', 'start': 637.839, 'duration': 4.321}
{'text': 'marriaging and having kids that kind of', 'start': 639.839, 'duration': 4.24}
{'text': 'every race is being genocided', 'start': 642.16, 'duration': 3.28}
{'text': "no because it's different because what", 'start': 644.079, 'duration': 2.721}
{'text': "we're talking about here we're talking", 'start': 645.44, 'duration': 3.2}
{'text': 'about nations where white people are', 'start': 646.8, 'duration': 3.84}
{'text': 'either indigenous or white people were', 'start': 648.64, 'duration': 4.319}
{'text': 'the founders of those nations and the', 'start': 650.64, 'duration': 3.759}
{'text': 'white people in those nations are being', 'start': 652.959, 'duration': 3.921}
{'text': 'reduced to minority so here in britain a', 'start': 654.399, 'duration': 5.041}
{'text': 'white people are indigenous so the', 'start': 656.88, 'duration': 4.56}
{'text': 'english the irish the scots and the west', 'start': 659.44, 'duration': 4.399}
{'text': 'are the indigenous people and they are', 'start': 661.44, 'duration': 5.04}
{'text': 'being reduced to minority status you', 'start': 663.839, 'duration': 4.081}
{'text': "don't have", 'start': 666.48, 'duration': 5.12}
{'text': 'say nigerians being reduced to a', 'start': 667.92, 'duration': 6.88}
{'text': "minority status in nigeria so it's a", 'start': 671.6, 'duration': 4.799}
{'text': 'completely different point you know it', 'start': 674.8, 'duration': 3.12}
{'text': "is you're just being", 'start': 676.399, 'duration': 3.521}
{'text': "intentionally slippery and what i'm", 'start': 677.92, 'duration': 4.8}
{'text': 'trying to establish is that you do agree', 'start': 679.92, 'duration': 5.28}
{'text': 'that white people in western nations are', 'start': 682.72, 'duration': 4.48}
{'text': 'becoming a minority', 'start': 685.2, 'duration': 3.6}
{'text': 'okay', 'start': 687.2, 'duration': 3.84}
{'text': "so it's a yes or no really isn't it okay", 'start': 688.8, 'duration': 4.0}
{'text': 'well so i understand that you have a', 'start': 691.04, 'duration': 3.44}
{'text': 'dialogue tree that you usually like to', 'start': 692.8, 'duration': 3.599}
{'text': "run people down don't call me slippery", 'start': 694.48, 'duration': 3.12}
{'text': "just because i'm trying to engage with", 'start': 696.399, 'duration': 2.801}
{'text': "your questions on more than just yes i'm", 'start': 697.6, 'duration': 2.479}
{'text': "not calling you slippery because you're", 'start': 699.2, 'duration': 2.079}
{'text': "trying to engage my questions i'm", 'start': 700.079, 'duration': 2.32}
{'text': "calling you slippery because you're not", 'start': 701.279, 'duration': 2.881}
{'text': 'trying to engage with my questions so', 'start': 702.399, 'duration': 3.361}
{'text': 'initially you said that there was a', 'start': 704.16, 'duration': 3.52}
{'text': 'planned genocide of white people okay', 'start': 705.76, 'duration': 2.96}
{'text': 'you said there was a plant genocide of', 'start': 707.68, 'duration': 2.159}
{'text': 'white people and then you said mixed', 'start': 708.72, 'duration': 2.32}
{'text': "race children don't count as white", 'start': 709.839, 'duration': 2.721}
{'text': "that's fair okay we might end up", 'start': 711.04, 'duration': 2.72}
{'text': "agreeing finally and everything you're", 'start': 712.56, 'duration': 2.079}
{'text': "saying i'm just trying to make sure we", 'start': 713.76, 'duration': 1.84}
{'text': 'have all of our terms and everything', 'start': 714.639, 'duration': 2.721}
{'text': "straight okay now you're telling me that", 'start': 715.6, 'duration': 3.28}
{'text': "it's not so much that white people are", 'start': 717.36, 'duration': 3.68}
{'text': "being genocided it's that the indigenous", 'start': 718.88, 'duration': 3.84}
{'text': 'or founders of a certain nation which', 'start': 721.04, 'duration': 3.44}
{'text': 'may be white people are being genocided', 'start': 722.72, 'duration': 3.76}
{'text': 'there might be minority genocides going', 'start': 724.48, 'duration': 4.24}
{'text': 'along uh going on as well because of', 'start': 726.48, 'duration': 4.479}
{'text': 'interracial dating and children making', 'start': 728.72, 'duration': 3.919}
{'text': "and everything but you don't care as", 'start': 730.959, 'duration': 3.12}
{'text': 'much about those genocides as you do', 'start': 732.639, 'duration': 3.521}
{'text': 'about the white genocide is that no what', 'start': 734.079, 'duration': 4.161}
{'text': "i'm saying is that", 'start': 736.16, 'duration': 4.64}
{'text': "i don't believe it is a good thing for", 'start': 738.24, 'duration': 4.8}
{'text': 'white people to reduce to minority', 'start': 740.8, 'duration': 4.8}
{'text': 'status for a variety of different', 'start': 743.04, 'duration': 4.64}
{'text': 'reasons which we can get into okay but', 'start': 745.6, 'duration': 3.919}
{'text': 'what i am clearly stating or trying to', 'start': 747.68, 'duration': 5.52}
{'text': 'ask you is you accept that white people', 'start': 749.519, 'duration': 6.241}
{'text': 'people of european descent are becoming', 'start': 753.2, 'duration': 5.199}
{'text': 'minorities in western countries that', 'start': 755.76, 'duration': 4.639}
{'text': 'seems to be the case yes we if we are', 'start': 758.399, 'duration': 3.601}
{'text': 'ignoring mixed-race children then yes', 'start': 760.399, 'duration': 2.801}
{'text': 'white people seem to probably be', 'start': 762.0, 'duration': 2.8}
{'text': 'becoming minorities and persons okay so', 'start': 763.2, 'duration': 4.319}
{'text': 'we agree on that we agree on that so', 'start': 764.8, 'duration': 4.719}
{'text': "what we probably don't agree on then is", 'start': 767.519, 'duration': 4.721}
{'text': 'whether that is intentional but what i', 'start': 769.519, 'duration': 4.481}
