{'text': "they've created a pathological fear of a", 'start': 0.08, 'duration': 5.279}
{'text': 'percentage of america obesity', 'start': 171.12, 'duration': 5.04}
{'text': "i was gonna say 60 70 but that's i think", 'start': 174.56, 'duration': 3.759}
{'text': 'overweight 42.4 percent of america is', 'start': 176.16, 'duration': 3.28}
{'text': 'obese', 'start': 178.319, 'duration': 2.961}
{'text': 'the risk of severe copenhagen illness', 'start': 179.44, 'duration': 4.32}
{'text': 'increases sharply with elevated bmi', 'start': 181.28, 'duration': 5.2}
{'text': 'is there like an official category for', 'start': 183.76, 'duration': 5.839}
{'text': 'like this is officially defined as a', 'start': 186.48, 'duration': 4.64}
{'text': 'comorbidity', 'start': 189.599, 'duration': 3.041}
{'text': 'people with excess weight even without', 'start': 191.12, 'duration': 3.199}
{'text': 'other comorbidities', 'start': 192.64, 'duration': 3.04}
{'text': 'obesity is the co-morbidity more', 'start': 194.319, 'duration': 2.881}
{'text': 'strongly associated for cover 19 in', 'start': 195.68, 'duration': 3.68}
{'text': 'mexico okay so like when you say like', 'start': 197.2, 'duration': 4.8}
{'text': 'like without pre-existing conditions', 'start': 199.36, 'duration': 4.959}
{'text': "you're like you're cutting off like 80", 'start': 202.0, 'duration': 4.319}
{'text': 'of americans right because i think', 'start': 204.319, 'duration': 3.28}
{'text': "diabetes might be one as well i don't", 'start': 206.319, 'duration': 2.401}
{'text': 'know we should go and check all that', 'start': 207.599, 'duration': 3.121}
{'text': "well actually let's just look at it", 'start': 208.72, 'duration': 4.48}
{'text': "does age count as a comorbidity he's", 'start': 210.72, 'duration': 4.239}
{'text': "talking about kids i'm pretty sure 80 of", 'start': 213.2, 'duration': 3.679}
{'text': "kids don't have comorbidities sure and", 'start': 214.959, 'duration': 4.0}
{'text': 'that might be the case but any time you', 'start': 216.879, 'duration': 4.401}
{'text': 'utter the phrase these this many people', 'start': 218.959, 'duration': 5.2}
{'text': 'have died with no comorbidities like why', 'start': 221.28, 'duration': 4.4}
{'text': 'would you why would you phrase it that', 'start': 224.159, 'duration': 3.521}
{'text': "way that's such a stupid way to phrase", 'start': 225.68, 'duration': 4.16}
{'text': 'things right', 'start': 227.68, 'duration': 3.52}
{'text': 'it was like when we watched that great a', 'start': 229.84, 'duration': 2.88}
{'text': 'under video and the guy was like oh well', 'start': 231.2, 'duration': 3.119}
{'text': 'you know like this is a disease but it', 'start': 232.72, 'duration': 3.439}
{'text': 'mainly just targets people that have', 'start': 234.319, 'duration': 3.681}
{'text': 'like pre-existing conditions and that', 'start': 236.159, 'duration': 5.121}
{'text': "are very old if you're over 45 you are", 'start': 238.0, 'duration': 4.36}
{'text': 'literally', 'start': 241.28, 'duration': 3.08}
{'text': '[Music]', 'start': 242.36, 'duration': 4.599}
{'text': '958 times more likely to die than', 'start': 244.36, 'duration': 5.56}
{'text': "someone under 18. and if you're over 65", 'start': 246.959, 'duration': 4.961}
{'text': "mate you're almost two and a half", 'start': 249.92, 'duration': 4.72}
{'text': 'thousand times more likely to die', 'start': 251.92, 'duration': 6.4}
{'text': 'oh my god yummy covid is an old people', 'start': 254.64, 'duration': 5.839}
{'text': 'disease only three percent of all', 'start': 258.32, 'duration': 4.96}
{'text': 'covered deaths are under 45. okay and', 'start': 260.479, 'duration': 4.72}
{'text': 'again just to reiterate how kind of', 'start': 263.28, 'duration': 4.0}
{'text': 'silly this sounds like like', 'start': 265.199, 'duration': 3.761}
{'text': "if you're gonna go that way", 'start': 267.28, 'duration': 3.52}
{'text': 'almost all diseases are old people', 'start': 268.96, 'duration': 2.959}
{'text': 'diseases', 'start': 270.8, 'duration': 3.76}
{'text': 'like diseases usually would kill old', 'start': 271.919, 'duration': 5.921}
{'text': "people it's it is really hard when", 'start': 274.56, 'duration': 7.52}
{'text': "you're in your 20s or 30s or even 40s to", 'start': 277.84, 'duration': 5.919}
{'text': 'die because you get like a flu or', 'start': 282.08, 'duration': 3.76}
{'text': "whatever like that's pretty that's some", 'start': 283.759, 'duration': 3.841}
{'text': 'pretty crazy [\xa0__\xa0] like generally younger', 'start': 285.84, 'duration': 3.2}
{'text': 'people you have to start getting like', 'start': 287.6, 'duration': 3.84}
{'text': 'pretty old to like die of diseases', 'start': 289.04, 'duration': 3.439}
{'text': 'generally', 'start': 291.44, 'duration': 2.56}
{'text': "unless we've got some crazy like", 'start': 292.479, 'duration': 3.361}
{'text': 'bacterial meningitis or whatever crazy', 'start': 294.0, 'duration': 2.96}
{'text': '[\xa0__\xa0] or whatever like generally people', 'start': 295.84, 'duration': 2.88}
{'text': "don't die of diseases when they're like", 'start': 296.96, 'duration': 5.2}
{'text': 'below 50 years old you know', 'start': 298.72, 'duration': 3.44}
{'text': "45's not even that young in the first", 'start': 303.039, 'duration': 4.241}
{'text': 'place simulation time which means that', 'start': 304.72, 'duration': 5.36}
{'text': 'over 838 that died from covered right', 'start': 307.28, 'duration': 4.88}
{'text': 'unlucky boys the amount that we would', 'start': 310.08, 'duration': 6.399}
{'text': 'expect to be younger than 45 is', 'start': 312.16, 'duration': 7.28}
{'text': 'just 25 of them', 'start': 316.479, 'duration': 2.961}
{'text': "rest in peace boys but let's analyze", 'start': 319.68, 'duration': 5.92}
{'text': 'that remaining 25 one last time and see', 'start': 322.479, 'duration': 5.121}
{'text': 'how many of them were already in [\xa0__\xa0]', 'start': 325.6, 'duration': 3.84}
{'text': 'health to start with', 'start': 327.6, 'duration': 4.8}
{'text': 'one two three four one so i looked down', 'start': 329.44, 'duration': 5.599}
{'text': 'covered is deadly', 'start': 332.4, 'duration': 4.32}
{'text': "okay i don't understand the point of any", 'start': 335.039, 'duration': 3.44}
{'text': 'of this analysis this is going to be', 'start': 336.72, 'duration': 3.44}
{'text': 'true for every single disease even if we', 'start': 338.479, 'duration': 4.321}
{'text': "had a highly lethal disease it's still", 'start': 340.16, 'duration': 4.24}
{'text': "going to kill older people more it's", 'start': 342.8, 'duration': 2.399}
{'text': 'still going to kill people with', 'start': 344.4, 'duration': 3.2}
{'text': 'pre-existing conditions more this this', 'start': 345.199, 'duration': 4.161}
{'text': 'is going to be true for every single', 'start': 347.6, 'duration': 3.599}
{'text': 'disease and then every disease that ever', 'start': 349.36, 'duration': 4.08}
{'text': 'comes out ever like what is the name of', 'start': 351.199, 'duration': 4.801}
{'text': 'the disease that targets young healthy', 'start': 353.44, 'duration': 3.599}
{'text': 'people', 'start': 356.0, 'duration': 2.72}
{'text': "congratulations that's literally every", 'start': 357.039, 'duration': 3.44}
{'text': 'single disease ever', 'start': 358.72, 'duration': 2.8}
{'text': 'um', 'start': 360.479, 'duration': 3.361}
{'text': "that's all of them that's every disease", 'start': 361.52, 'duration': 4.399}
{'text': "that's all the diseases all of the", 'start': 363.84, 'duration': 3.84}
{'text': "diseases are like that and when they're", 'start': 365.919, 'duration': 3.921}
{'text': "not like that it's a really big deal", 'start': 367.68, 'duration': 4.32}
{'text': "i'm pretty sure obesity is a risk factor", 'start': 369.84, 'duration': 4.24}
{'text': 'not a co-morbidity yeah it might be that', 'start': 372.0, 'duration': 3.36}
{'text': 'because i think comorbidity might be', 'start': 374.08, 'duration': 3.28}
{'text': 'defined as just a disease like having a', 'start': 375.36, 'duration': 4.32}
{'text': "second disease a systematic review i'm", 'start': 377.36, 'duration': 4.08}
{'text': 'sorry by review method defined and uh', 'start': 379.68, 'duration': 3.0}
{'text': 'brief cancer', 'start': 381.44, 'duration': 2.96}
{'text': 'cerebrovascular disease chronic kidney', 'start': 382.68, 'duration': 3.4}
{'text': 'disease chronic lung disease chronic', 'start': 384.4, 'duration': 4.48}
{'text': 'liver disease diabetes heart conditions', 'start': 386.08, 'duration': 4.559}
{'text': 'mental health disorders', 'start': 388.88, 'duration': 2.64}
{'text': 'weird', 'start': 390.639, 'duration': 2.881}
{'text': 'obesity is listed here is obesity', 'start': 391.52, 'duration': 3.92}
{'text': 'considered a disease', 'start': 393.52, 'duration': 5.679}
{'text': 'is obesity a disease', 'start': 395.44, 'duration': 6.08}
{'text': 'obesity is a complex disease involving', 'start': 399.199, 'duration': 4.161}
{'text': 'an excessive amount of body fat oh', 'start': 401.52, 'duration': 3.36}
{'text': 'interesting okay', 'start': 403.36, 'duration': 4.24}
{'text': 'so then it can be co-morbidity right', 'start': 404.88, 'duration': 5.36}
{'text': 'oh because smoking is listed here too', 'start': 407.6, 'duration': 4.879}
{'text': 'interesting gotcha', 'start': 410.24, 'duration': 3.6}
{'text': "and mark cuban is saying that he's going", 'start': 412.479, 'duration': 2.961}
{'text': 'to yell at you and force you to get', 'start': 413.84, 'duration': 3.6}
{'text': 'vaccinated be in your mfa year because', 'start': 415.44, 'duration': 3.44}
{'text': 'his kids are at risk the only way you', 'start': 417.44, 'duration': 2.56}
{'text': "can believe this is if you've been", 'start': 418.88, 'duration': 3.2}
{'text': 'propagandized to democrats have put that', 'start': 420.0, 'duration': 3.599}
{'text': 'propaganda out there for too long and', 'start': 422.08, 'duration': 3.679}
{'text': 'now people are ensconced in it and when', 'start': 423.599, 'duration': 3.281}
{'text': "they're called on it they have no", 'start': 425.759, 'duration': 2.481}
{'text': 'response to it', 'start': 426.88, 'duration': 4.48}
{'text': "so joe rogan who is i mean listen i'm", 'start': 428.24, 'duration': 4.56}
{'text': "full disclosure i'm very friendly with", 'start': 431.36, 'duration': 4.0}
{'text': "joe i think joe's great so joe head on", 'start': 432.8, 'duration': 4.959}
{'text': 'sanjay gupta from cnn their medical', 'start': 435.36, 'duration': 4.399}
{'text': 'expert over at cnn and it just went so', 'start': 437.759, 'duration': 3.84}
{'text': 'poorly for gupta because if you are the', 'start': 439.759, 'duration': 3.121}
{'text': 'public health expert over the last year', 'start': 441.599, 'duration': 2.561}
{'text': "you look like a fool you've done a", 'start': 442.88, 'duration': 3.68}
{'text': 'terrible job generally speaking so gupta', 'start': 444.16, 'duration': 3.84}
{'text': 'was asked by rogan about children', 'start': 446.56, 'duration': 3.44}
{'text': 'vaccine and rogan says something very', 'start': 448.0, 'duration': 3.84}
{'text': "simple and what you're about to hear is", 'start': 450.0, 'duration': 3.36}
{'text': 'a very simple logical point from rogan', 'start': 451.84, 'duration': 3.68}
{'text': 'that gupta completely misses', 'start': 453.36, 'duration': 4.08}
{'text': 'okay the argument against children', 'start': 455.52, 'duration': 4.0}
{'text': 'getting vaccinated is that children', 'start': 457.44, 'duration': 3.0}
{'text': 'already', 'start': 459.52, 'duration': 4.56}
{'text': 'incredibly low incredibly low risk for', 'start': 460.44, 'duration': 5.159}
{'text': 'like any serious complication anything', 'start': 464.08, 'duration': 3.76}
{'text': 'bad happened with chronovirus and there', 'start': 465.599, 'duration': 4.32}
{'text': 'probably are some side effects to the', 'start': 467.84, 'duration': 4.799}
{'text': "vaccine they're incredibly rare but when", 'start': 469.919, 'duration': 4.321}
{'text': "you're weighing the incredibly rare", 'start': 472.639, 'duration': 3.041}
{'text': 'chance of a child to get seriously ill', 'start': 474.24, 'duration': 2.959}
{'text': 'versus the incredibly rare side effect', 'start': 475.68, 'duration': 3.6}
{'text': "of vaccine it's probably the day i don't", 'start': 477.199, 'duration': 3.84}
{'text': "think they've approved vaccinations for", 'start': 479.28, 'duration': 5.12}
{'text': "under 16 yet i don't think so", 'start': 481.039, 'duration': 5.6}
{'text': "uh that's my understanding of it", 'start': 484.4, 'duration': 4.0}
{'text': 'hey rogan says to him', 'start': 486.639, 'duration': 2.96}
{'text': "so here's the deal sanjay you're", 'start': 488.4, 'duration': 2.56}
{'text': 'vaccinated right', 'start': 489.599, 'duration': 2.72}
{'text': "and guppy's like yeah he's like and you", 'start': 490.96, 'duration': 2.88}
{'text': "don't feel afraid right he's just like", 'start': 492.319, 'duration': 3.44}
{'text': "yeah he's like you're 51 right that was", 'start': 493.84, 'duration': 3.759}
{'text': "like yeah it's like well um your chances", 'start': 495.759, 'duration': 3.201}
{'text': 'of dying from kobe are still higher than', 'start': 497.599, 'duration': 3.28}
{'text': 'that of a child so why are we supposed', 'start': 498.96, 'duration': 3.76}
{'text': 'to be worried about kids', 'start': 500.879, 'duration': 3.121}
{'text': 'should they be worried should they walk', 'start': 502.72, 'duration': 2.64}
{'text': "you're not worried oh they are they", 'start': 504.0, 'duration': 4.0}
{'text': 'approved for up to 12 now or or down to', 'start': 505.36, 'duration': 4.559}
{'text': '12 now maybe they are toward a lower', 'start': 508.0, 'duration': 3.28}
{'text': 'risk than you should their parents be', 'start': 509.919, 'duration': 2.721}
{'text': 'worried', 'start': 511.28, 'duration': 2.879}
{'text': "there is here's rogan", 'start': 512.64, 'duration': 3.44}
{'text': 'from 12 division', 'start': 514.159, 'duration': 3.521}
{'text': "your attitude that you're not worried", 'start': 516.08, 'duration': 4.079}
{'text': "about catching it because you've been", 'start': 517.68, 'duration': 4.719}
{'text': "vaccinated and you're a healthy guy that", 'start': 520.159, 'duration': 4.881}
{'text': 'is the exact same feeling that people', 'start': 522.399, 'duration': 4.56}
{'text': 'have about vaccinating their children if', 'start': 525.04, 'duration': 3.84}
{'text': 'they have healthy children and they know', 'start': 526.959, 'duration': 4.641}
{'text': "that statistically speaking there's so", 'start': 528.88, 'duration': 5.2}
{'text': 'few children that have died from covet', 'start': 531.6, 'duration': 4.88}
{'text': 'and again just you gotta stop talking', 'start': 534.08, 'duration': 6.319}
{'text': "about it from dying okay it's so stupid", 'start': 536.48, 'duration': 5.52}
{'text': "on the democrat side it's dumb when", 'start': 540.399, 'duration': 2.961}
{'text': "you're like oh all your kids are gonna", 'start': 542.0, 'duration': 3.44}
{'text': 'die oh or like that but then on the', 'start': 543.36, 'duration': 3.36}
{'text': "republican side it's like oh well let's", 'start': 545.44, 'duration': 2.24}
{'text': "just look at the death number it's so", 'start': 546.72, 'duration': 3.6}
{'text': 'just such a dumb way to look at it right', 'start': 547.68, 'duration': 4.0}
{'text': 'like a couple people in china brought', 'start': 550.32, 'duration': 2.959}
{'text': 'this up this is true', 'start': 551.68, 'duration': 3.76}
{'text': 'an argument in favor of vaccinating kids', 'start': 553.279, 'duration': 4.801}
{'text': 'in school might not necessarily be that', 'start': 555.44, 'duration': 4.399}
{'text': 'like we need to keep our kids from dying', 'start': 558.08, 'duration': 3.199}
{'text': 'but it might just be that like if we', 'start': 559.839, 'duration': 3.12}
{'text': "don't vaccinate then so many kids are", 'start': 561.279, 'duration': 2.881}
{'text': 'going to get it and kids are like going', 'start': 562.959, 'duration': 2.241}
{'text': 'to spread it to each other and the', 'start': 564.16, 'duration': 2.08}
{'text': 'teachers are going to get sick and you', 'start': 565.2, 'duration': 2.8}
{'text': 'have to close schools because teachers', 'start': 566.24, 'duration': 2.96}
{'text': 'are out and getting sick right that', 'start': 568.0, 'duration': 3.36}
{'text': 'might be like an argument in favor of um', 'start': 569.2, 'duration': 4.319}
{'text': 'protecting uh vaccinating children right', 'start': 571.36, 'duration': 3.52}
{'text': 'but stop trying to make it all about', 'start': 573.519, 'duration': 2.721}
{'text': 'like are they dying or are they not', 'start': 574.88, 'duration': 3.76}
{'text': "dying it's so stupid", 'start': 576.24, 'duration': 4.32}
{'text': "there there are it's like i think 500 or", 'start': 578.64, 'duration': 2.639}
{'text': 'so', 'start': 580.56, 'duration': 2.399}
{'text': 'millions and millions and millions of', 'start': 581.279, 'duration': 3.361}
{'text': 'kids that probably have been exposed', 'start': 582.959, 'duration': 4.721}
{'text': "yeah and but you know it's again part of", 'start': 584.64, 'duration': 4.879}
{'text': 'it is is not defining this in terms of', 'start': 587.68, 'duration': 4.88}
{'text': 'life and death oh okay well okay okay', 'start': 589.519, 'duration': 4.481}
{'text': "but by the way rogan didn't stop there", 'start': 592.56, 'duration': 2.959}
{'text': "he also went after gupta because he's on", 'start': 594.0, 'duration': 3.68}
{'text': 'cnn and he was like um so i took', 'start': 595.519, 'duration': 4.32}
{'text': 'ivermectin and people kept saying on cnn', 'start': 597.68, 'duration': 3.92}
{'text': 'that it was worse to warmer and uh you', 'start': 599.839, 'duration': 3.44}
{'text': "guys are liars here's here's rogan just", 'start': 601.6, 'duration': 3.679}
{'text': 'shellacking up to over it horse', 'start': 603.279, 'duration': 3.441}
{'text': "dewormer's not a flattering thing i", 'start': 605.279, 'duration': 2.881}
{'text': "guess it's a lie", 'start': 606.72, 'duration': 4.239}
{'text': "it's a lie on a news network and it's a", 'start': 608.16, 'duration': 5.2}
{'text': "lie that's a willing", 'start': 610.959, 'duration': 3.921}
{'text': "that's that's a lie that they're", 'start': 613.36, 'duration': 4.4}
{'text': "conscious of it's not a mistake yeah", 'start': 614.88, 'duration': 5.12}
{'text': "they're unfavorably framing it as a", 'start': 617.76, 'duration': 4.48}
{'text': "veterinary medicine don't you think that", 'start': 620.0, 'duration': 4.32}
{'text': 'a lie like that is dangerous on a news', 'start': 622.24, 'duration': 3.52}
{'text': 'network when you know that they know', 'start': 624.32, 'duration': 3.44}
{'text': "they're lying the thing is we're we're", 'start': 625.76, 'duration': 3.84}
{'text': "like going so fast like i feel like i'm", 'start': 627.76, 'duration': 5.28}
{'text': "missing i'm missing i want", 'start': 629.6, 'duration': 3.44}
{'text': 'my issue is the heart effects after', 'start': 640.64, 'duration': 3.439}
{'text': "getting covered i've heard it really", 'start': 642.079, 'duration': 3.841}
{'text': '[\xa0__\xa0] sucks uh it really [\xa0__\xa0] with', 'start': 644.079, 'duration': 3.041}
{'text': 'your heart after seeing both my parents', 'start': 645.92, 'duration': 2.08}
{'text': "go through their heart failure that's", 'start': 647.12, 'duration': 2.719}
{'text': 'frightening to me um yeah i mean i think', 'start': 648.0, 'duration': 3.04}
{'text': 'it can be', 'start': 649.839, 'duration': 2.401}
{'text': 'um for all the complaints about', 'start': 651.04, 'duration': 2.88}
{'text': "myocarditis with the vaccine which i'm", 'start': 652.24, 'duration': 3.2}
{'text': 'pretty sure is still exceedingly rare', 'start': 653.92, 'duration': 3.12}
{'text': "with the coronavirus i think it's like a", 'start': 655.44, 'duration': 3.76}
{'text': 'much bigger concern', 'start': 657.04, 'duration': 3.44}
{'text': 'yeah it turns out that our media are', 'start': 659.2, 'duration': 2.879}
{'text': 'really really bad at their jobs okay but', 'start': 660.48, 'duration': 2.72}
{'text': "here's the problem", 'start': 662.079, 'duration': 2.641}
{'text': 'a lot of people trust that media a lot', 'start': 663.2, 'duration': 2.72}
{'text': 'of people been listening to that media i', 'start': 664.72, 'duration': 2.559}
{'text': "don't see how biden pulls out of the", 'start': 665.92, 'duration': 3.12}
{'text': "economic talespin i don't i think that", 'start': 667.279, 'duration': 3.68}
{'text': 'he has created a pathological paranoia', 'start': 669.04, 'duration': 3.2}
{'text': 'and a significant percentage of the', 'start': 670.959, 'duration': 2.961}
{'text': 'population i think there are people who', 'start': 672.24, 'duration': 3.12}
{'text': 'are going to be wearing masks four years', 'start': 673.92, 'duration': 3.359}
{'text': 'from now five years from now maybe', 'start': 675.36, 'duration': 4.0}
{'text': "forever because they've been told that", 'start': 677.279, 'duration': 3.601}
{'text': "the masks are protective it's become a", 'start': 679.36, 'duration': 3.84}
{'text': 'security hey in asian cultures people', 'start': 680.88, 'duration': 4.48}
{'text': "have always worn that it's like one of", 'start': 683.2, 'duration': 3.84}
{'text': "the weirdest things if you well now it's", 'start': 685.36, 'duration': 2.88}
{'text': 'not weird but like if you go to like', 'start': 687.04, 'duration': 3.12}
{'text': '[\xa0__\xa0] south korea or japan or whatever', 'start': 688.24, 'duration': 3.44}
{'text': "it's not uncommon to see people wearing", 'start': 690.16, 'duration': 3.119}
{'text': 'masks in public areas sometimes because', 'start': 691.68, 'duration': 2.88}
{'text': "they're sick or they have a cold or", 'start': 693.279, 'duration': 2.56}
{'text': 'other times just because they do like', 'start': 694.56, 'duration': 2.8}
{'text': "it's not like the most uncommon thing in", 'start': 695.839, 'duration': 3.521}
{'text': 'the world now maybe in the western world', 'start': 697.36, 'duration': 3.84}
{'text': "we'd never ever do that in the western", 'start': 699.36, 'duration': 4.4}
{'text': 'world people will just go out', 'start': 701.2, 'duration': 4.0}
{'text': 'and just be like coughing and sneezing', 'start': 703.76, 'duration': 3.68}
{'text': 'all over [\xa0__\xa0] everything but', 'start': 705.2, 'duration': 3.6}
{'text': "it's like not the end of the world why", 'start': 707.44, 'duration': 3.199}
{'text': 'dude people like it i think the message', 'start': 708.8, 'duration': 4.24}
{'text': 'of the last year truly is that for a new', 'start': 710.639, 'duration': 4.481}
{'text': 'normal to set in does not take very long', 'start': 713.04, 'duration': 4.08}
{'text': 'at all like at all', 'start': 715.12, 'duration': 3.44}
{'text': 'i mean you do wonder over the course of', 'start': 717.12, 'duration': 2.32}
{'text': 'human history there have been some', 'start': 718.56, 'duration': 2.32}
{'text': 'pretty massive changes in how people', 'start': 719.44, 'duration': 3.519}
{'text': 'live and you wonder how did people just', 'start': 720.88, 'duration': 4.079}
{'text': 'accept that how do people just go along', 'start': 722.959, 'duration': 3.521}
