{'text': 'you see one or two YouTube videos where', 'start': 0.979, 'duration': 4.541}
{'text': 'like these things as long as that lives', 'start': 288.54, 'duration': 3.719}
{'text': 'like aware between the two of them they', 'start': 290.52, 'duration': 3.36}
{'text': 'have a good like relationship that a', 'start': 292.259, 'duration': 3.181}
{'text': "good like you can't have a good healthy", 'start': 293.88, 'duration': 3.24}
{'text': 'relationship in that regard so like Oh', 'start': 295.44, 'duration': 4.86}
{'text': "no you're telling everyone's 24. okay", 'start': 297.12, 'duration': 4.32}
{'text': "that's", 'start': 300.3, 'duration': 2.959}
{'text': 'kind of yeah', 'start': 301.44, 'duration': 4.74}
{'text': "until I'm married wait", 'start': 303.259, 'duration': 4.72}
{'text': "if you're dishonest to somebody that", 'start': 306.18, 'duration': 3.42}
{'text': "you're trying to just like [\xa0__\xa0] isn't", 'start': 307.979, 'duration': 3.901}
{'text': "that it's not very Christian oh no I'm", 'start': 309.6, 'duration': 4.8}
{'text': "not trying to just [\xa0__\xa0] I said I'll let", 'start': 311.88, 'duration': 4.44}
{'text': 'him know on my married day this is what', 'start': 314.4, 'duration': 4.5}
{'text': 'transgender people do beardson oh yeah', 'start': 316.32, 'duration': 4.74}
{'text': 'that is very dishonest you cannot lie', 'start': 318.9, 'duration': 5.04}
{'text': 'about your age or your genitalia are', 'start': 321.06, 'duration': 4.44}
{'text': "they gonna age clock me is that what's", 'start': 323.94, 'duration': 3.18}
{'text': "gonna happen you think I don't I don't", 'start': 325.5, 'duration': 3.78}
{'text': 'think they do that in general I think', 'start': 327.12, 'duration': 3.78}
{'text': "there's just a discussion around it", 'start': 329.28, 'duration': 3.859}
{'text': 'right', 'start': 330.9, 'duration': 2.239}
{'text': 'um or transgender people', 'start': 334.08, 'duration': 4.619}
{'text': 'a discussion but I think some people', 'start': 337.02, 'duration': 4.619}
{'text': "probably believe that I don't know", 'start': 338.699, 'duration': 5.28}
{'text': "wait whatever I've lost", 'start': 341.639, 'duration': 4.141}
{'text': 'which one are we talking about probably', 'start': 343.979, 'duration': 5.041}
{'text': 'lying about age or like lying lying', 'start': 345.78, 'duration': 5.58}
{'text': 'about generals oh okay yeah well I mean', 'start': 349.02, 'duration': 3.78}
{'text': 'I read an article about that literally', 'start': 351.36, 'duration': 3.48}
{'text': 'happening like last week it was like a', 'start': 352.8, 'duration': 3.38}
{'text': 'football player for some University', 'start': 354.84, 'duration': 4.799}
{'text': 'ended up like killing uh filling this uh', 'start': 356.18, 'duration': 5.739}
{'text': 'this trans person because okay just real', 'start': 359.639, 'duration': 4.261}
{'text': "quick because everybody everybody's", 'start': 361.919, 'duration': 3.301}
{'text': 'citing this [\xa0__\xa0] story and', 'start': 363.9, 'duration': 3.419}
{'text': "everybody's using it for like there are", 'start': 365.22, 'duration': 3.72}
{'text': 'no trans people involved it was a there', 'start': 367.319, 'duration': 3.901}
{'text': "was a catfish guy who's like 40 years", 'start': 368.94, 'duration': 4.44}
{'text': 'old who just tries to get like young men', 'start': 371.22, 'duration': 3.84}
{'text': 'off of Twitter to like meet him like in', 'start': 373.38, 'duration': 3.24}
{'text': "a dark place and then he blows them it's", 'start': 375.06, 'duration': 5.78}
{'text': "he's not Transit all those what the [\xa0__\xa0]", 'start': 376.62, 'duration': 4.22}
{'text': 'oh that sucks what if we just like had', 'start': 398.06, 'duration': 4.44}
{'text': 'sex with each other', 'start': 400.8, 'duration': 5.94}
{'text': "it's like how does it work yeah", 'start': 402.5, 'duration': 6.28}
{'text': 'jeez you wanna talk about shooting your', 'start': 406.74, 'duration': 4.26}
{'text': 'shot', 'start': 408.78, 'duration': 4.699}
{'text': "I don't know", 'start': 411.0, 'duration': 5.96}
{'text': "all right uh let's just go", 'start': 413.479, 'duration': 6.581}
{'text': "no no about like I'm actually interested", 'start': 416.96, 'duration': 4.42}
{'text': "I don't know how much you guys dived", 'start': 420.06, 'duration': 4.5}
{'text': 'into this but like do you believe', 'start': 421.38, 'duration': 6.539}
{'text': "uh uh how do I phrase this no I'll just", 'start': 424.56, 'duration': 4.56}
{'text': "I'll say something that I'm interested", 'start': 427.919, 'duration': 3.06}
{'text': "about given the topic I think it's", 'start': 429.12, 'duration': 3.54}
{'text': 'fascinating like the reasons that men', 'start': 430.979, 'duration': 3.301}
{'text': 'and women divorce each other and I think', 'start': 432.66, 'duration': 4.2}
{'text': 'it speaks to like the realities where', 'start': 434.28, 'duration': 4.74}
{'text': 'men and women differ I think you know', 'start': 436.86, 'duration': 4.02}
{'text': "some of it's like evolutionary psych", 'start': 439.02, 'duration': 4.38}
{'text': "stuff so it's all very um you have to", 'start': 440.88, 'duration': 4.14}
{'text': "just like consider it there's not any", 'start': 443.4, 'duration': 4.079}
{'text': 'empirics about it really but I think', 'start': 445.02, 'duration': 3.78}
{'text': 'that one of the big things is that women', 'start': 447.479, 'duration': 3.481}
{'text': "seek stability more than men and that's", 'start': 448.8, 'duration': 3.78}
{'text': 'like really observable in sexual', 'start': 450.96, 'duration': 3.66}
{'text': 'selection but I think also carries into', 'start': 452.58, 'duration': 6.3}
{'text': 'a marriage and uh I think if a male', 'start': 454.62, 'duration': 6.72}
{'text': 'is just providing like some values a', 'start': 458.88, 'duration': 4.379}
{'text': "stay-at-home dad I don't know if the", 'start': 461.34, 'duration': 5.1}
{'text': 'woman is as dependent or on the man or', 'start': 463.259, 'duration': 5.581}
{'text': "is or maybe even as faithful I'd be very", 'start': 466.44, 'duration': 4.5}
{'text': 'interested in that especially given some', 'start': 468.84, 'duration': 3.9}
{'text': 'of the culture around like you know at', 'start': 470.94, 'duration': 4.439}
{'text': "work like husbands like that's my work", 'start': 472.74, 'duration': 4.019}
{'text': "husband I don't know if you guys are", 'start': 475.379, 'duration': 3.301}
{'text': 'familiar with like this terminology but', 'start': 476.759, 'duration': 4.321}
{'text': "that's always kind of sussed me out", 'start': 478.68, 'duration': 3.84}
{'text': 'um and I think that you know women', 'start': 481.08, 'duration': 3.0}
{'text': 'getting into the workforce I was', 'start': 482.52, 'duration': 3.0}
{'text': "discussing this with these guys I'm", 'start': 484.08, 'duration': 3.239}
{'text': "staying with in Texas right now that's", 'start': 485.52, 'duration': 4.019}
{'text': "why I don't have my regular setup", 'start': 487.319, 'duration': 4.761}
{'text': 'um but I think that women may have', 'start': 489.539, 'duration': 4.681}
{'text': 'started like getting more into the', 'start': 492.08, 'duration': 3.76}
{'text': "workforce of course there's a lot of", 'start': 494.22, 'duration': 3.599}
{'text': 'influences into why that happened but', 'start': 495.84, 'duration': 3.78}
{'text': 'one of the reasons might be that they', 'start': 497.819, 'duration': 5.401}
{'text': 'stopped viewing men as providing as much', 'start': 499.62, 'duration': 6.299}
{'text': 'stability as they used to', 'start': 503.22, 'duration': 4.68}
{'text': 'um and I want your thoughts I want', 'start': 505.919, 'duration': 5.821}
{'text': 'thoughts and and provoking answers', 'start': 507.9, 'duration': 6.18}
{'text': 'I think that as women are so I think', 'start': 511.74, 'duration': 4.08}
{'text': 'that I think there are traditionally', 'start': 514.08, 'duration': 3.899}
{'text': 'male roles that we get from society and', 'start': 515.82, 'duration': 3.599}
{'text': 'traditionally female roles we got from', 'start': 517.979, 'duration': 3.06}
{'text': 'society and I think that when you look', 'start': 519.419, 'duration': 3.841}
{'text': 'at these roles descriptively I think', 'start': 521.039, 'duration': 4.201}
{'text': 'usually or not just when like if you', 'start': 523.26, 'duration': 3.36}
{'text': 'kind of like divorce them from our', 'start': 525.24, 'duration': 3.0}
{'text': 'understanding of General when you look', 'start': 526.62, 'duration': 4.2}
{'text': 'at like the roles the male ones are', 'start': 528.24, 'duration': 4.68}
{'text': 'really [\xa0__\xa0] cool and everybody thinks', 'start': 530.82, 'duration': 4.019}
{'text': 'that men and women think that and the', 'start': 532.92, 'duration': 5.58}
{'text': 'female ones are sometimes okay and', 'start': 534.839, 'duration': 5.341}
{'text': 'sometimes they suck so if you think', 'start': 538.5, 'duration': 2.82}
{'text': 'about like if you ask if you get like', 'start': 540.18, 'duration': 3.12}
{'text': 'men and women just like women yeah yeah', 'start': 541.32, 'duration': 3.6}
{'text': 'so if you get like men and women in a', 'start': 543.3, 'duration': 3.06}
{'text': 'room together and you ask them like what', 'start': 544.92, 'duration': 3.12}
{'text': 'are like male traits like what do we', 'start': 546.36, 'duration': 2.76}
{'text': "think of like tradition but and you're", 'start': 548.04, 'duration': 2.4}
{'text': 'like you know you think like somebody', 'start': 549.12, 'duration': 3.24}
{'text': "that's strong somebody that can be a", 'start': 550.44, 'duration': 3.48}
{'text': 'provider for their family or friends', 'start': 552.36, 'duration': 3.18}
{'text': 'somebody that could be like an emotional', 'start': 553.92, 'duration': 3.599}
{'text': 'Bedrock for you somebody that has like', 'start': 555.54, 'duration': 3.479}
{'text': 'honor and integrity they can handle', 'start': 557.519, 'duration': 2.82}
{'text': 'their stuff you know they can be', 'start': 559.019, 'duration': 2.521}
{'text': 'confrontational they need to they can do', 'start': 560.339, 'duration': 2.94}
{'text': 'like Warriors Fighters like all of these', 'start': 561.54, 'duration': 3.479}
{'text': 'things are like women or men would look', 'start': 563.279, 'duration': 3.0}
{'text': "at these trades like that's really cool", 'start': 565.019, 'duration': 3.0}
{'text': 'that sounds like cool [\xa0__\xa0] and then when', 'start': 566.279, 'duration': 2.581}
{'text': 'you think of like well what are the', 'start': 568.019, 'duration': 3.241}
{'text': "traits for women it's like well", 'start': 568.86, 'duration': 4.14}
{'text': 'they can be emotionally intelligent they', 'start': 571.26, 'duration': 4.199}
{'text': 'can take care of kids', 'start': 573.0, 'duration': 3.779}
{'text': 'elegant', 'start': 575.459, 'duration': 4.021}
{'text': "cool dresses like it's kind of like so", 'start': 576.779, 'duration': 4.261}
{'text': "so like yeah you're seeing men are", 'start': 579.48, 'duration': 3.419}
{'text': 'cooler than women yeah I mean we all', 'start': 581.04, 'duration': 4.44}
{'text': 'know that I mean is that your point yeah', 'start': 582.899, 'duration': 4.38}
{'text': 'so the traits for women kind of suck so', 'start': 585.48, 'duration': 2.88}
{'text': "when we're in a more like liberal", 'start': 587.279, 'duration': 2.941}
{'text': 'Society people can choose what they want', 'start': 588.36, 'duration': 4.62}
{'text': 'to do women now with access to more', 'start': 590.22, 'duration': 4.559}
{'text': 'traditionally masculine things like hold', 'start': 592.98, 'duration': 3.6}
{'text': 'on like even though there are problems', 'start': 594.779, 'duration': 3.12}
{'text': 'with these a lot of the choices that men', 'start': 596.58, 'duration': 2.58}
{'text': 'are allowed to make are [\xa0__\xa0] awesome', 'start': 597.899, 'duration': 3.301}
{'text': 'why the [\xa0__\xa0] would I choose to like lock', 'start': 599.16, 'duration': 4.02}
{'text': 'myself in a dungeon and just take care', 'start': 601.2, 'duration': 3.72}
{'text': 'of kids for my entire life when you guys', 'start': 603.18, 'duration': 3.12}
{'text': 'are like out in the world making things', 'start': 604.92, 'duration': 3.359}
{'text': 'for yourself having a name like doing', 'start': 606.3, 'duration': 3.18}
{'text': 'things having accomplishments and', 'start': 608.279, 'duration': 2.641}
{'text': "achievements and I think that's kind of", 'start': 609.48, 'duration': 3.539}
{'text': 'what we have to reckon with in Liberal', 'start': 610.92, 'duration': 3.419}
{'text': 'Society where people are able to make', 'start': 613.019, 'duration': 3.0}
{'text': 'more choices that traditionally women', 'start': 614.339, 'duration': 3.781}
{'text': 'made the choice the choice to be like', 'start': 616.019, 'duration': 3.841}
{'text': 'family like caregivers and everything', 'start': 618.12, 'duration': 2.76}
{'text': "because they didn't really have a choice", 'start': 619.86, 'duration': 3.36}
{'text': 'and now given the opportunity to why the', 'start': 620.88, 'duration': 3.959}
{'text': '[\xa0__\xa0] would anybody elect to do that as', 'start': 623.22, 'duration': 3.9}
{'text': 'the issue I think well then I think we', 'start': 624.839, 'duration': 3.74}
{'text': 'get into the discussions', 'start': 627.12, 'duration': 4.44}
{'text': 'right like why why did men and women', 'start': 628.579, 'duration': 5.2}
{'text': 'diverge so much why are there so few', 'start': 631.56, 'duration': 4.74}
{'text': 'matriarchal societies and that speaks to', 'start': 633.779, 'duration': 4.141}
{'text': 'like the the roles that men and women', 'start': 636.3, 'duration': 3.24}
{'text': 'are better equipped for and it is only', 'start': 637.92, 'duration': 4.32}
{'text': 'when you grossly change the environment', 'start': 639.54, 'duration': 5.88}
{'text': 'in a way that mismatches with you know', 'start': 642.24, 'duration': 4.74}
{'text': 'men and women like sure women can get', 'start': 645.42, 'duration': 3.12}
{'text': 'into the military but most of them are', 'start': 646.98, 'duration': 2.58}
{'text': 'going to fail some of the insurance', 'start': 648.54, 'duration': 2.28}
{'text': 'exams', 'start': 649.56, 'duration': 2.399}
{'text': 'um at least especially the physical', 'start': 650.82, 'duration': 3.06}
{'text': 'portion so when we start kind of', 'start': 651.959, 'duration': 3.541}
{'text': 'divorcing from the reality of sexual', 'start': 653.88, 'duration': 3.78}
{'text': 'differences sure you can let people do', 'start': 655.5, 'duration': 6.06}
{'text': 'stuff but they still seem unequipped to', 'start': 657.66, 'duration': 7.44}
{'text': 'do them and we basically just arrive at', 'start': 661.56, 'duration': 5.76}
{'text': 'the schisms that we had before and you', 'start': 665.1, 'duration': 4.38}
{'text': 'see this like in college yeah so you', 'start': 667.32, 'duration': 3.84}
{'text': "don't want to be divorced from the", 'start': 669.48, 'duration': 2.94}
{'text': "reality but you don't want to be", 'start': 671.16, 'duration': 2.94}
{'text': 'Tethered to it or like chained to it', 'start': 672.42, 'duration': 3.3}
{'text': 'right when we look at these like', 'start': 674.1, 'duration': 3.0}
{'text': 'differences between the genders and', 'start': 675.72, 'duration': 4.08}
{'text': 'things like this which wholly exist we', 'start': 677.1, 'duration': 4.56}
{'text': 'look at it in a way that it can tell us', 'start': 679.8, 'duration': 3.3}
{'text': 'a lot about the person or the', 'start': 681.66, 'duration': 3.299}
{'text': "potentiality well we don't try to like", 'start': 683.1, 'duration': 4.44}
{'text': 'uh really let it be deterministic about', 'start': 684.959, 'duration': 4.5}
{'text': 'that individual', 'start': 687.54, 'duration': 4.08}
{'text': 'so there could be like everything that', 'start': 689.459, 'duration': 3.601}
{'text': "you're noticing basically up to like", 'start': 691.62, 'duration': 3.12}
{'text': 'basically the developed Society or like', 'start': 693.06, 'duration': 3.899}
{'text': 'post-industrial Revolution like when', 'start': 694.74, 'duration': 4.2}
{'text': 'everywhere started getting away from', 'start': 696.959, 'duration': 4.201}
{'text': 'being like an agricultural nation and', 'start': 698.94, 'duration': 4.019}
{'text': 'labor started to be more sophisticated', 'start': 701.16, 'duration': 4.619}
{'text': 'and like skilled and like talented the', 'start': 702.959, 'duration': 4.741}
{'text': 'capacity which was the main limitation', 'start': 705.779, 'duration': 4.5}
{'text': 'right like when we look at uh societies', 'start': 707.7, 'duration': 4.319}
{'text': "where they're still like largely", 'start': 710.279, 'duration': 3.601}
{'text': "agricultural we see that there's like a", 'start': 712.019, 'duration': 4.921}
{'text': 'larger uh labor force participation of', 'start': 713.88, 'duration': 4.5}
{'text': 'women right like', 'start': 716.94, 'duration': 3.42}
{'text': 'um the reason sorry', 'start': 718.38, 'duration': 4.32}
{'text': 'lower sorry lower but I meant to say', 'start': 720.36, 'duration': 3.36}
{'text': 'lower', 'start': 722.7, 'duration': 5.66}
{'text': 'um a lot of what we see is built out of', 'start': 723.72, 'duration': 7.799}
{'text': 'the needs of the society at the time not', 'start': 728.36, 'duration': 4.96}
{'text': "something that's coded specifically in", 'start': 731.519, 'duration': 4.201}
{'text': 'women individually or like as a gender', 'start': 733.32, 'duration': 5.04}
{'text': 'like whatever', 'start': 735.72, 'duration': 5.16}
{'text': "well there's also like I guess some of", 'start': 738.36, 'duration': 5.76}
{'text': 'the like societal values as well that', 'start': 740.88, 'duration': 4.98}
{'text': 'might be influencing those decisions', 'start': 744.12, 'duration': 4.8}
{'text': "because I think generally now it's kind", 'start': 745.86, 'duration': 5.94}
{'text': 'of looked down upon to Aspire to be a a', 'start': 748.92, 'duration': 5.64}
{'text': 'woman that wants to like have kids and', 'start': 751.8, 'duration': 5.219}
{'text': "raise them as like as as you're like", 'start': 754.56, 'duration': 4.74}
{'text': "that's how I want to find fulfillment in", 'start': 757.019, 'duration': 5.041}
{'text': "my life it's sort of like look down upon", 'start': 759.3, 'duration': 4.92}
{'text': 'in modern society or at least by some', 'start': 762.06, 'duration': 5.579}
{'text': 'like pretty prominent voices in like', 'start': 764.22, 'duration': 4.799}
{'text': 'broader culture', 'start': 767.639, 'duration': 3.601}
{'text': "what if we flip it and it's like men are", 'start': 769.019, 'duration': 3.841}
{'text': 'just a lot better at making the things', 'start': 771.24, 'duration': 4.26}
{'text': "that they're more apt to do seem a lot", 'start': 772.86, 'duration': 3.84}
{'text': 'cooler', 'start': 775.5, 'duration': 3.72}
{'text': 'um like saying that well women get', 'start': 776.7, 'duration': 3.84}
{'text': 'Tethered to these things that maybe', 'start': 779.22, 'duration': 3.72}
{'text': "aren't as cool seeming", 'start': 780.54, 'duration': 4.859}
{'text': 'um I think may just demonstrate that', 'start': 782.94, 'duration': 6.24}
{'text': 'they are not happy about it because they', 'start': 785.399, 'duration': 5.521}
{'text': 'feel Tethered to it rather than trying', 'start': 789.18, 'duration': 3.42}
{'text': 'to say like this is a really cool thing', 'start': 790.92, 'duration': 4.56}
{'text': 'I mean men have been going to war and', 'start': 792.6, 'duration': 4.679}
{'text': "dying I wouldn't necessarily say that", 'start': 795.48, 'duration': 3.479}
{'text': 'actually dying depending on how it', 'start': 797.279, 'duration': 3.36}
{'text': 'happens is kind of a cool thing but I', 'start': 798.959, 'duration': 3.06}
{'text': "don't know if women share like that same", 'start': 800.639, 'duration': 4.561}
{'text': "drive and so maybe it's just that women", 'start': 802.019, 'duration': 5.88}
{'text': 'are not as good as at romanticizing', 'start': 805.2, 'duration': 5.16}
{'text': "their role because they've constantly", 'start': 807.899, 'duration': 4.081}
{'text': 'been in this idea and I think this is', 'start': 810.36, 'duration': 3.36}
{'text': 'the same thing with liberalism generally', 'start': 811.98, 'duration': 3.24}
{'text': "they're constantly in a state of", 'start': 813.72, 'duration': 4.44}
