{'text': 'all right i want to find a new', 'start': 0.16, 'duration': 3.24}
{'text': "um i'm doing one more event with the", 'start': 99.119, 'duration': 2.881}
{'text': 'video guy', 'start': 100.72, 'duration': 4.32}
{'text': 'i i at one of the college things i did i', 'start': 102.0, 'duration': 4.64}
{'text': "ran into a guy that's done video for me", 'start': 105.04, 'duration': 2.88}
{'text': 'now at two events he seems pretty', 'start': 106.64, 'duration': 2.56}
{'text': 'reliable', 'start': 107.92, 'duration': 2.479}
{'text': "but i don't have much to compare him", 'start': 109.2, 'duration': 3.04}
{'text': "against i'm taking him to the mines", 'start': 110.399, 'duration': 5.441}
{'text': "event as well where he'll do stuff there", 'start': 112.24, 'duration': 3.6}
{'text': 'the only problem is like', 'start': 115.92, 'duration': 3.519}
{'text': "if i do like college things i'm", 'start': 118.159, 'duration': 3.041}
{'text': 'literally just doing like a crowder', 'start': 119.439, 'duration': 4.0}
{'text': 'copycat', 'start': 121.2, 'duration': 4.4}
{'text': 'go set up change my mind booths at', 'start': 123.439, 'duration': 6.001}
{'text': 'conservative events like trump rallies', 'start': 125.6, 'duration': 5.68}
{'text': "also i don't wanna i don't if i do", 'start': 129.44, 'duration': 3.36}
{'text': 'something like real life oriented i', 'start': 131.28, 'duration': 3.44}
{'text': "don't think i wanna [\xa0__\xa0] on", 'start': 132.8, 'duration': 3.12}
{'text': "i don't think i just wanna [\xa0__\xa0] on", 'start': 134.72, 'duration': 4.64}
{'text': 'progressives or attack progressives', 'start': 135.92, 'duration': 4.64}
{'text': 'destiny apologists are actually two', 'start': 139.36, 'duration': 2.959}
{'text': 'separate subtext irony actually iron are', 'start': 140.56, 'duration': 3.12}
{'text': 'not just saying absurd things because so', 'start': 142.319, 'duration': 3.241}
{'text': 'random or', 'start': 143.68, 'duration': 4.96}
{'text': 'prolocationary prolocationary effects', 'start': 145.56, 'duration': 4.52}
{'text': "they're actually so dumb they're immune", 'start': 148.64, 'duration': 5.72}
{'text': 'to anything more complex than a button', 'start': 150.08, 'duration': 4.28}
{'text': 'per locutionary or per locutionary', 'start': 168.0, 'duration': 4.64}
{'text': 'you can do a minor fix of like crowder', 'start': 177.2, 'duration': 2.64}
{'text': 'in channel five go to lefty slash', 'start': 178.56, 'duration': 2.56}
{'text': 'conservative content minds to set up a', 'start': 179.84, 'duration': 2.96}
{'text': 'debate booth', 'start': 181.12, 'duration': 4.96}
{'text': 'call it change my idea', 'start': 182.8, 'duration': 3.28}
{'text': "there's housing policy you could support", 'start': 186.64, 'duration': 3.28}
{'text': "me i don't feel comfortable supporting", 'start': 188.0, 'duration': 3.44}
{'text': 'local policy', 'start': 189.92, 'duration': 4.48}
{'text': 'truly in any place except for like omaha', 'start': 191.44, 'duration': 4.879}
{'text': 'i feel like an outsider in miami even in', 'start': 194.4, 'duration': 3.119}
{'text': 'la i kind of felt like an outsider i', 'start': 196.319, 'duration': 2.881}
{'text': 'lived there for three years i feel like', 'start': 197.519, 'duration': 3.121}
{'text': 'omaha is where i would push for it but', 'start': 199.2, 'duration': 2.48}
{'text': "then people call me not sorry i don't", 'start': 200.64, 'duration': 3.92}
{'text': 'live there anymore so i', 'start': 201.68, 'duration': 2.88}
{'text': 'call it oscillate my opinion', 'start': 205.12, 'duration': 4.32}
{'text': 'once a week you could hold a frank lunch', 'start': 207.76, 'duration': 2.96}
{'text': 'style event where you find people from', 'start': 209.44, 'duration': 2.879}
{'text': 'outside the political divide ones that', 'start': 210.72, 'duration': 2.799}
{'text': 'are not on twitter read it all day like', 'start': 212.319, 'duration': 2.321}
{'text': 'average people hold a zoom conference', 'start': 213.519, 'duration': 2.321}
{'text': 'and ask them about policies and what', 'start': 214.64, 'duration': 2.64}
{'text': 'bond is doing', 'start': 215.84, 'duration': 2.64}
{'text': 'i feel like whatever i do i feel like i', 'start': 217.28, 'duration': 3.599}
{'text': 'want to do stuff in real life', 'start': 218.48, 'duration': 3.92}
{'text': "we're like what do we like what do i", 'start': 220.879, 'duration': 3.681}
{'text': "have that's like kind of well here okay", 'start': 222.4, 'duration': 3.28}
{'text': "here's like the things that i have that", 'start': 224.56, 'duration': 2.64}
{'text': 'are kind of unique like what can we', 'start': 225.68, 'duration': 3.119}
{'text': 'leverage here', 'start': 227.2, 'duration': 3.28}
{'text': 'we have a large fan base', 'start': 228.799, 'duration': 3.841}
{'text': 'politically', 'start': 230.48, 'duration': 3.839}
{'text': 'mobile fan base because you guys will go', 'start': 232.64, 'duration': 4.08}
{'text': 'and do [\xa0__\xa0] if i force you to we have', 'start': 234.319, 'duration': 5.041}
{'text': 'okay money available if i need to', 'start': 236.72, 'duration': 4.48}
{'text': 'i can debate well', 'start': 239.36, 'duration': 3.519}
{'text': 'i can be empathetic so i can talk to', 'start': 241.2, 'duration': 4.08}
{'text': 'different people we can travel', 'start': 242.879, 'duration': 4.481}
{'text': 'some connections', 'start': 245.28, 'duration': 4.319}
{'text': "youtube's minor celebs i guess like", 'start': 247.36, 'duration': 4.48}
{'text': 'shkreli or sam hyde', 'start': 249.599, 'duration': 4.0}
{'text': 'and bipartisan', 'start': 251.84, 'duration': 3.119}
{'text': 'you have enough resources to arm a', 'start': 253.599, 'duration': 2.801}
{'text': 'couple hundred people and take over a', 'start': 254.959, 'duration': 4.081}
{'text': 'small rural town', 'start': 256.4, 'duration': 3.679}
{'text': "are you sure you wouldn't want to do a", 'start': 259.04, 'duration': 2.319}
{'text': 'crowd or ask change my mind at a', 'start': 260.079, 'duration': 2.881}
{'text': 'conservative college the only problem is', 'start': 261.359, 'duration': 2.881}
{'text': "if it's a really small conservative", 'start': 262.96, 'duration': 2.88}
{'text': 'college will i even get anybody to show', 'start': 264.24, 'duration': 2.48}
{'text': 'up', 'start': 265.84, 'duration': 2.4}
{'text': 'change my mind at a conservative campus', 'start': 266.72, 'duration': 3.44}
{'text': 'sounds like the makings of a cult', 'start': 268.24, 'duration': 5.6}
{'text': 'by a compound if i could um', 'start': 270.16, 'duration': 5.599}
{'text': 'if i could actually find a big', 'start': 273.84, 'duration': 3.6}
{'text': 'conservative college is hill still the', 'start': 275.759, 'duration': 4.0}
{'text': 'largest one this would actually be super', 'start': 277.44, 'duration': 4.319}
{'text': "fun we don't leverage that we don't", 'start': 279.759, 'duration': 4.0}
{'text': 'leverage that i can spend some money and', 'start': 281.759, 'duration': 5.44}
{'text': 'travel i can debate and be empathetic', 'start': 283.759, 'duration': 5.44}
{'text': "um and i'm bipartisan this doesn't", 'start': 287.199, 'duration': 4.0}
{'text': 'leverage very much of who i am', 'start': 289.199, 'duration': 3.761}
{'text': 'uh or what i have available to me but i', 'start': 291.199, 'duration': 5.401}
{'text': 'guess it does my personality', 'start': 292.96, 'duration': 3.64}
{'text': 'university of chicago that sounds like', 'start': 297.199, 'duration': 4.481}
{'text': 'the most liberal place in the world', 'start': 299.199, 'duration': 4.56}
{'text': 'rage poke saying university of chicago', 'start': 301.68, 'duration': 3.84}
{'text': 'as well really', 'start': 303.759, 'duration': 3.761}
{'text': 'not the econ department', 'start': 305.52, 'duration': 4.239}
{'text': 'okay but i need like are econ and', 'start': 307.52, 'duration': 3.6}
{'text': 'business students really gonna give a', 'start': 309.759, 'duration': 3.521}
{'text': '[\xa0__\xa0] about a change my mind thing like', 'start': 311.12, 'duration': 3.2}
{'text': "are those guys like they're just gonna", 'start': 313.28, 'duration': 3.359}
{'text': 'see it like just go to class', 'start': 314.32, 'duration': 3.599}
{'text': 'would they care', 'start': 316.639, 'duration': 4.0}
{'text': 'the big two are liberty university and', 'start': 317.919, 'duration': 6.441}
{'text': 'brigham young', 'start': 320.639, 'duration': 3.721}
{'text': 'your brother went to university of', 'start': 327.6, 'duration': 2.64}
{'text': "chicago but it's right-lane but what did", 'start': 328.88, 'duration': 2.64}
{'text': 'he go to what did he go there for', 'start': 330.24, 'duration': 2.799}
{'text': 'because if he went for econ then those', 'start': 331.52, 'duration': 2.239}
{'text': 'the', 'start': 333.039, 'duration': 2.0}
{'text': "i think the econ department's always a", 'start': 333.759, 'duration': 2.641}
{'text': 'bit more right-leaning than like the', 'start': 335.039, 'duration': 3.041}
{'text': 'sociology [\xa0__\xa0] or that everything else', 'start': 336.4, 'duration': 3.04}
{'text': 'at the college gets associated with', 'start': 338.08, 'duration': 2.88}
{'text': 'right do you want to keep it political', 'start': 339.44, 'duration': 3.599}
{'text': 'or would you or would a project that can', 'start': 340.96, 'duration': 3.36}
{'text': "save the world interests you i don't", 'start': 343.039, 'duration': 2.72}
{'text': "know if i'm big enough to save the world", 'start': 344.32, 'duration': 3.84}
{'text': 'my dude', 'start': 345.759, 'duration': 2.401}
{'text': 'flash needs some relationship advice', 'start': 348.56, 'duration': 3.84}
{'text': 'what should i do if she says she wants', 'start': 350.88, 'duration': 2.8}
{'text': "to take a break but doesn't want to", 'start': 352.4, 'duration': 3.44}
{'text': 'break up', 'start': 353.68, 'duration': 3.68}
{'text': 'um if somebody says they want to take a', 'start': 355.84, 'duration': 2.72}
{'text': "break but they don't break up it means", 'start': 357.36, 'duration': 2.32}
{'text': "that they've got another person that", 'start': 358.56, 'duration': 2.24}
{'text': "they're going to go test drive for a", 'start': 359.68, 'duration': 2.239}
{'text': 'while and if they like that person', 'start': 360.8, 'duration': 2.08}
{'text': "they're going to come back and break up", 'start': 361.919, 'duration': 2.0}
{'text': "with you completely if they don't like", 'start': 362.88, 'duration': 1.759}
{'text': "it they're going to come back to you", 'start': 363.919, 'duration': 3.921}
{'text': "after they realize it doesn't work out", 'start': 364.639, 'duration': 3.201}
{'text': 'your live event tour training people and', 'start': 368.08, 'duration': 3.119}
{'text': 'canvassing essentials there by giving', 'start': 369.52, 'duration': 3.2}
{'text': 'people social interactions to give them', 'start': 371.199, 'duration': 3.201}
{'text': 'momentum immobilize', 'start': 372.72, 'duration': 3.52}
{'text': "um i think there's some value in that", 'start': 374.4, 'duration': 3.28}
{'text': "session but i don't think people would", 'start': 376.24, 'duration': 3.28}
{'text': 'care to hear about it from me i think i', 'start': 377.68, 'duration': 2.88}
{'text': 'all of those', 'start': 379.52, 'duration': 2.56}
{'text': 'my brain is rotted on like local', 'start': 380.56, 'duration': 2.96}
{'text': 'political groups i think that even if we', 'start': 382.08, 'duration': 2.72}
{'text': 'had like the best canvassing training', 'start': 383.52, 'duration': 2.399}
{'text': '[\xa0__\xa0] available i think that a lot of', 'start': 384.8, 'duration': 2.239}
{'text': 'those groups would just continue to do', 'start': 385.919, 'duration': 2.241}
{'text': "their own thing there doesn't seem to be", 'start': 387.039, 'duration': 2.561}
{'text': 'very much coordination there like', 'start': 388.16, 'duration': 2.8}
{'text': 'nationwide in terms of like training', 'start': 389.6, 'duration': 2.96}
{'text': 'people to do any of that', 'start': 390.96, 'duration': 3.04}
{'text': 'and nobody seems to want it because', 'start': 392.56, 'duration': 3.52}
{'text': 'everybody just does their own [\xa0__\xa0]', 'start': 394.0, 'duration': 3.52}
{'text': 'destiny just give up politics and start', 'start': 396.08, 'duration': 4.64}
{'text': 'a youtube prank channel', 'start': 397.52, 'duration': 3.2}
{'text': 'come to nyu if you only want to troll', 'start': 404.24, 'duration': 2.64}
{'text': 'lefties the neighborhood nyu is one of', 'start': 405.6, 'duration': 2.8}
{'text': 'the most left communities in the county', 'start': 406.88, 'duration': 3.039}
{'text': 'or in the country washington square park', 'start': 408.4, 'duration': 4.639}
{'text': 'routinely has comey larpers in it', 'start': 409.919, 'duration': 4.641}
{'text': 'what premise would you go with if you', 'start': 413.039, 'duration': 3.28}
{'text': 'did a change my mind style event in a', 'start': 414.56, 'duration': 5.479}
{'text': 'conservative university', 'start': 416.319, 'duration': 3.72}
{'text': "um i don't know i'd probably do a gallup", 'start': 422.479, 'duration': 4.241}
{'text': 'poll um or like a gallup polls and what', 'start': 424.96, 'duration': 2.799}
{'text': 'are the most important issues facing', 'start': 426.72, 'duration': 2.08}
{'text': 'americans right now and then we take a', 'start': 427.759, 'duration': 2.72}
{'text': 'left-leaning position on it and', 'start': 428.8, 'duration': 4.399}
{'text': 'antagonize the students', 'start': 430.479, 'duration': 4.641}
{'text': 'so maybe something like right now like i', 'start': 433.199, 'duration': 3.84}
{'text': 'think i think if i if i was only like if', 'start': 435.12, 'duration': 4.16}
{'text': 'i was on a conservative campus', 'start': 437.039, 'duration': 3.361}
{'text': 'and i would have put up a sign saying', 'start': 439.28, 'duration': 2.4}
{'text': 'something like biden has been better for', 'start': 440.4, 'duration': 3.359}
{'text': 'the economy than donald trump i think', 'start': 441.68, 'duration': 4.239}
{'text': 'that would get people to come and argue', 'start': 443.759, 'duration': 2.551}
{'text': 'um', 'start': 445.919, 'duration': 2.641}
{'text': '[Music]', 'start': 446.31, 'duration': 3.449}
{'text': 'i would need a lot of reading to', 'start': 448.56, 'duration': 3.68}
{'text': 'substantiate that but', 'start': 449.759, 'duration': 3.761}
{'text': 'that i think people would come to fight', 'start': 452.24, 'duration': 2.48}
{'text': 'over it if they were conservatives when', 'start': 453.52, 'duration': 2.239}
{'text': "they saw i think they'd come and fight", 'start': 454.72, 'duration': 2.479}
{'text': "over it because that's like the economy", 'start': 455.759, 'duration': 3.681}
{'text': 'is a hot button issue right now', 'start': 457.199, 'duration': 4.081}
{'text': 'are you only interested in doing live', 'start': 459.44, 'duration': 3.12}
{'text': 'events like change my mind or would be', 'start': 461.28, 'duration': 2.72}
{'text': 'interested in a long-term endeavor to', 'start': 462.56, 'duration': 3.199}
{'text': 'influence public opinion i feel like', 'start': 464.0, 'duration': 2.96}
{'text': "you're good at doing honest deep dives", 'start': 465.759, 'duration': 2.401}
{'text': 'into political issues and it seems like', 'start': 466.96, 'duration': 2.239}
{'text': 'you like to write a research would you', 'start': 468.16, 'duration': 2.24}
{'text': "ever say they're starting a small think", 'start': 469.199, 'duration': 3.12}
{'text': "tank such i mean i can but that's not", 'start': 470.4, 'duration': 4.56}
{'text': 'the thing i excel at like i think i', 'start': 472.319, 'duration': 4.16}
{'text': 'think that okay', 'start': 474.96, 'duration': 3.679}
{'text': "so here's like a business life", 'start': 476.479, 'duration': 3.84}
{'text': "skills thing i can't even do a pain on", 'start': 478.639, 'duration': 4.641}
{'text': 'this um when i picture myself and i', 'start': 480.319, 'duration': 5.121}
{'text': 'picture like what i want to do there are', 'start': 483.28, 'duration': 4.0}
{'text': "things that i'm good at", 'start': 485.44, 'duration': 3.759}
{'text': 'that a lot of people are good at and', 'start': 487.28, 'duration': 3.52}
{'text': "then there are things i'm good at that i", 'start': 489.199, 'duration': 3.361}
{'text': "think i'm uniquely good at so when it", 'start': 490.8, 'duration': 3.36}
{'text': 'comes to like doing like reading and', 'start': 492.56, 'duration': 3.12}
{'text': 'research and writing and like presenting', 'start': 494.16, 'duration': 2.8}
{'text': "arguments like that i think i'm pretty", 'start': 495.68, 'duration': 3.199}
{'text': 'good at that i think there are a lot of', 'start': 496.96, 'duration': 3.519}
{'text': 'people that are way better than me at', 'start': 498.879, 'duration': 3.6}
{'text': 'that so why would i', 'start': 500.479, 'duration': 3.761}
{'text': "push in that area there's so many people", 'start': 502.479, 'duration': 2.961}
{'text': 'that could be better than me at that are', 'start': 504.24, 'duration': 2.72}
{'text': 'better than me at that and do that so i', 'start': 505.44, 'duration': 3.199}
{'text': "don't think there's any reason to do", 'start': 506.96, 'duration': 3.359}
{'text': 'that but when it comes to like engaging', 'start': 508.639, 'duration': 3.76}
{'text': 'people in debate or live conversation in', 'start': 510.319, 'duration': 4.16}
{'text': 'an empathetic manner um and then like', 'start': 512.399, 'duration': 3.52}
{'text': 'being intelligent irrational doing so i', 'start': 514.479, 'duration': 3.281}
{'text': "think i'm uniquely good at that i don't", 'start': 515.919, 'duration': 3.04}
{'text': 'think there are very many people that', 'start': 517.76, 'duration': 2.56}
{'text': 'can do it at the level that i do it so', 'start': 518.959, 'duration': 2.401}
{'text': "if i'm going to do something i would", 'start': 520.32, 'duration': 2.399}
{'text': 'want it to be there why would i want to', 'start': 521.36, 'duration': 2.799}
{'text': 'do something this is kind of like when', 'start': 522.719, 'duration': 2.881}
{'text': 'you guys are like oh destiny you should', 'start': 524.159, 'duration': 3.12}
{'text': 'make like a how-to on like how to do', 'start': 525.6, 'duration': 2.799}
{'text': "this thing and it's like there's like a", 'start': 527.279, 'duration': 2.24}
{'text': 'million people that can do this way', 'start': 528.399, 'duration': 2.321}
{'text': 'better than me why would i be the one to', 'start': 529.519, 'duration': 2.641}
{'text': 'make that video like anybody can go and', 'start': 530.72, 'duration': 3.2}
{'text': 'do that i would rather focus on the', 'start': 532.16, 'duration': 4.08}
{'text': "things that i'm kind of like uniquely", 'start': 533.92, 'duration': 4.0}
{'text': 'good at some of the best content that', 'start': 536.24, 'duration': 2.64}
{'text': 'reached the most people was your debate', 'start': 537.92, 'duration': 1.919}
{'text': 'with the canvassing lady setting', 'start': 538.88, 'duration': 2.72}
{'text': 'yourself up for voice oh [\xa0__\xa0] that was', 'start': 539.839, 'duration': 3.68}
{'text': 'so lucky oh my god how many views i', 'start': 541.6, 'duration': 2.88}
{'text': "don't even know that video got a lot of", 'start': 543.519, 'duration': 2.161}
{'text': 'views did it', 'start': 544.48, 'duration': 3.12}
{'text': 'oh it did 500', 'start': 545.68, 'duration': 4.32}
{'text': 'oh what a what a horrible mistake this', 'start': 547.6, 'duration': 3.6}
{'text': 'poor lady ran into', 'start': 550.0, 'duration': 4.08}
{'text': '[Laughter]', 'start': 551.2, 'duration': 6.0}
{'text': "i couldn't believe it how rock hard i", 'start': 554.08, 'duration': 4.96}
{'text': 'was when she flagged me down', 'start': 557.2, 'duration': 3.84}
{'text': "um i'm gonna film a debate with you for", 'start': 559.04, 'duration': 5.28}
{'text': 'my facebook really', 'start': 561.04, 'duration': 5.12}
{'text': 'okay', 'start': 564.32, 'duration': 3.76}
{'text': 'you were obviously built for this i am', 'start': 566.16, 'duration': 3.359}
{'text': 'built for this i think that was my first', 'start': 568.08, 'duration': 3.439}
{'text': 'ever destiny video oh', 'start': 569.519, 'duration': 5.361}
{'text': 'this was [\xa0__\xa0] that was just wild', 'start': 571.519, 'duration': 6.081}
{'text': 'irl smurfing nice', 'start': 574.88, 'duration': 4.32}
{'text': 'millionaire youtubers livestreamer', 'start': 577.6, 'duration': 3.04}
{'text': 'famous for debating conservatives gets', 'start': 579.2, 'duration': 2.72}
{'text': 'randomly interviewed by a curious', 'start': 580.64, 'duration': 3.12}
{'text': 'election denying trump voter jesus', 'start': 581.92, 'duration': 4.16}
{'text': 'christ that title i must have read this', 'start': 583.76, 'duration': 3.84}
{'text': 'thread this almost has more views in', 'start': 586.08, 'duration': 3.36}
{'text': 'your allahu akbar memes', 'start': 587.6, 'duration': 3.6}
{'text': 'trump supporters triggered by the only', 'start': 589.44, 'duration': 3.519}
{'text': 'democrat oh yeah [\xa0__\xa0] these were a lot', 'start': 591.2, 'duration': 3.44}
{'text': "of fun too it's so hard to find", 'start': 592.959, 'duration': 3.121}
{'text': 'conservatives they live in different', 'start': 594.64, 'duration': 3.36}
{'text': 'worlds how did that alexander guy is', 'start': 596.08, 'duration': 3.52}
{'text': "that his name or what is it i don't want", 'start': 598.0, 'duration': 2.959}
{'text': "to use their name if he's kind of dogs", 'start': 599.6, 'duration': 2.72}
{'text': 'how do you describe it like a shadow', 'start': 600.959, 'duration': 3.041}
{'text': 'world or something he had a name for', 'start': 602.32, 'duration': 3.68}
{'text': 'this where like even though all of you', 'start': 604.0, 'duration': 5.279}
{'text': 'are like living like geographically', 'start': 606.0, 'duration': 4.72}
{'text': "spatially you're living in the same", 'start': 609.279, 'duration': 3.841}
{'text': "places scott alexander spatially you're", 'start': 610.72, 'duration': 4.239}
{'text': 'occupying the same places but like', 'start': 613.12, 'duration': 3.68}
{'text': "you're you're like it's like dark matter", 'start': 614.959, 'duration': 3.601}
{'text': "like you're really you're occupying in", 'start': 616.8, 'duration': 3.039}
{'text': 'totally different dimensions like', 'start': 618.56, 'duration': 2.719}
{'text': "they're not even seeing each other it's", 'start': 619.839, 'duration': 4.881}
{'text': 'like crazy um', 'start': 621.279, 'duration': 3.441}
{'text': 'yeah i just have to find a way to bring', 'start': 627.04, 'duration': 2.96}
{'text': "him out it'd be great if you could start", 'start': 628.399, 'duration': 3.761}
{'text': "a new org like the young turks i've", 'start': 630.0, 'duration': 3.519}
{'text': 'thought about something like media', 'start': 632.16, 'duration': 2.48}
{'text': 'related like even though i could get a', 'start': 633.519, 'duration': 2.481}
{'text': 'guy to start writing articles like can', 'start': 634.64, 'duration': 2.72}
{'text': 'you do it not biased but then i feel', 'start': 636.0, 'duration': 2.56}
{'text': "like everybody does that like that's", 'start': 637.36, 'duration': 2.64}
{'text': 'there are so many news like where the', 'start': 638.56, 'duration': 3.36}
{'text': 'truth project veritas tim cool like when', 'start': 640.0, 'duration': 3.92}
{'text': 'i was like well', 'start': 641.92, 'duration': 3.68}
{'text': 'why the [\xa0__\xa0] would i because everybody', 'start': 643.92, 'duration': 3.039}
{'text': 'wants to do that and why would i believe', 'start': 645.6, 'duration': 2.799}
{'text': 'me over anybody else doing it you know i', 'start': 646.959, 'duration': 2.961}
{'text': "don't know", 'start': 648.399, 'duration': 3.041}
{'text': 'i wonder if i can get', 'start': 649.92, 'duration': 3.2}
{'text': 'i feel like i could get a conversation', 'start': 651.44, 'duration': 5.6}
{'text': 'with dennis prager because', 'start': 653.12, 'duration': 3.92}
{'text': "i'm doing a speech at a college for", 'start': 657.519, 'duration': 4.401}
{'text': 'incoming freshmen', 'start': 659.6, 'duration': 4.32}
{'text': 'um', 'start': 661.92, 'duration': 3.84}
{'text': "in three days that's what i'm going to", 'start': 663.92, 'duration': 3.28}
{'text': 'california for', 'start': 665.76, 'duration': 4.16}
{'text': 'and prager is the guy on right after me', 'start': 667.2, 'duration': 5.28}
{'text': "so i know i'm gonna see him there", 'start': 669.92, 'duration': 3.599}
{'text': 'i wonder if i could i wonder if i could', 'start': 672.48, 'duration': 2.4}
{'text': "hit him up for a talk he's literally he", 'start': 673.519, 'duration': 4.961}
{'text': 'literally comes on stage right after me', 'start': 674.88, 'duration': 3.6}
{'text': "what college um it's called", 'start': 678.56, 'duration': 3.44}
{'text': "i don't know if it's public if they've", 'start': 682.8, 'duration': 2.159}
{'text': "announced i don't think this is being", 'start': 683.92, 'duration': 3.599}
{'text': 'streamed or anything', 'start': 684.959, 'duration': 3.841}
{'text': "i don't know if i want to announce it or", 'start': 687.519, 'duration': 2.081}
{'text': "i don't know if i should say i don't", 'start': 688.8, 'duration': 2.479}
{'text': "know i've already said it", 'start': 689.6, 'duration': 3.919}
{'text': 'so i should just move on i feel so bad', 'start': 691.279, 'duration': 3.761}
{'text': 'just giving up', 'start': 693.519, 'duration': 4.961}
{'text': "it's been a six year relationship", 'start': 695.04, 'duration': 3.44}
{'text': 'um', 'start': 699.92, 'duration': 3.359}
{'text': 'here is what i would do my dude okay but', 'start': 701.12, 'duration': 4.32}
{'text': "i'm a sociopath this is what i would do", 'start': 703.279, 'duration': 3.921}
{'text': 'here you go', 'start': 705.44, 'duration': 3.12}
{'text': 'it sucks but this is what you have to do', 'start': 707.2, 'duration': 2.72}
{'text': 'you agree that women should bear a', 'start': 708.56, 'duration': 2.8}
{'text': 'higher degree of responsibility for', 'start': 709.92, 'duration': 3.039}
{'text': 'activism because they can amass hundreds', 'start': 711.36, 'duration': 3.039}
{'text': 'of lonely virgins by themselves with', 'start': 712.959, 'duration': 3.041}
{'text': 'minimal effort by offering free paint', 'start': 714.399, 'duration': 3.921}
{'text': 'jobs at the end of the day', 'start': 716.0, 'duration': 5.36}
{'text': 'is that actually taff', 'start': 718.32, 'duration': 4.4}
{'text': 'you need to send her a message you need', 'start': 721.36, 'duration': 2.8}
{'text': "to say hey listen up i've thought about", 'start': 722.72, 'duration': 2.559}
{'text': "the break thing and i don't really think", 'start': 724.16, 'duration': 2.239}
{'text': 'i should do it i think maybe we should', 'start': 725.279, 'duration': 2.56}
{'text': 'just break up', 'start': 726.399, 'duration': 3.761}
{'text': 'send her that message and if she says', 'start': 727.839, 'duration': 4.0}
{'text': "wait a second hold on i don't want to", 'start': 730.16, 'duration': 2.56}
{'text': 'break up', 'start': 731.839, 'duration': 2.321}
{'text': "then maybe there's something there but", 'start': 732.72, 'duration': 2.799}
{'text': "if you send her that message and she's", 'start': 734.16, 'duration': 3.04}
{'text': "like yeah i think you're right then it", 'start': 735.519, 'duration': 5.201}
{'text': 'was [\xa0__\xa0] them boom there you go', 'start': 737.2, 'duration': 3.52}
{'text': "it's literally rich white kids", 'start': 740.8, 'duration': 3.839}
