{'text': 'putin challenged joe biden to a debate', 'start': 0.08, 'duration': 6.0}
{'text': "there's and then what is what counts as", 'start': 327.039, 'duration': 3.44}
{'text': 'medicine versus public health what does', 'start': 328.88, 'duration': 2.8}
{'text': 'that even mean', 'start': 330.479, 'duration': 3.601}
{'text': 'like do vaccines not count as medicine', 'start': 331.68, 'duration': 3.6}
{'text': "because it's", 'start': 334.08, 'duration': 4.72}
{'text': "public health or now that's just a guess", 'start': 335.28, 'duration': 3.84}
{'text': 'and', 'start': 338.8, 'duration': 2.08}
{'text': "but it's and and it could easily be", 'start': 339.12, 'duration': 3.76}
{'text': 'wrong but', 'start': 340.88, 'duration': 5.28}
{'text': 'why did you make statements like this', 'start': 342.88, 'duration': 6.48}
{'text': 'why would you do something like i think', 'start': 346.16, 'duration': 3.52}
{'text': 'that', 'start': 349.36, 'duration': 3.679}
{'text': "women are bad for society now that's", 'start': 349.68, 'duration': 4.16}
{'text': 'just a guess', 'start': 353.039, 'duration': 4.961}
{'text': 'and i could be wrong but like', 'start': 353.84, 'duration': 7.28}
{'text': 'why why say this', 'start': 358.0, 'duration': 3.12}
{'text': 'not be wrong and that is a good example', 'start': 362.319, 'duration': 3.6}
{'text': 'or', 'start': 364.88, 'duration': 2.72}
{'text': "that's where my thinking about what we", 'start': 365.919, 'duration': 3.361}
{'text': "don't know has taken me", 'start': 367.6, 'duration': 3.36}
{'text': 'with regards to the critique of what we', 'start': 369.28, 'duration': 3.199}
{'text': 'do', 'start': 370.96, 'duration': 3.6}
{'text': "the fact that it's even plausible is a", 'start': 372.479, 'duration': 4.321}
{'text': 'stunning well you know medical error is', 'start': 374.56, 'duration': 4.4}
{'text': 'the third leading cause of death', 'start': 376.8, 'duration': 4.88}
{'text': 'yeah you know and that in the world or', 'start': 378.96, 'duration': 3.44}
{'text': 'in the u.s', 'start': 381.68, 'duration': 4.56}
{'text': "or doesn't take into account", 'start': 382.4, 'duration': 7.12}
{'text': 'the generation of superbugs for example', 'start': 386.24, 'duration': 5.44}
{'text': 'the generation of superbugs or you know', 'start': 389.52, 'duration': 6.16}
{'text': "if you're thinking broadly about it", 'start': 391.68, 'duration': 6.639}
{'text': "let's i don't know where you stand on", 'start': 395.68, 'duration': 4.72}
{'text': 'this issue but i have been', 'start': 398.319, 'duration': 5.6}
{'text': 'tracking the lab leak hypothesis', 'start': 400.4, 'duration': 6.56}
{'text': 'for covid and it is very distressing to', 'start': 403.919, 'duration': 3.601}
{'text': 'me', 'start': 406.96, 'duration': 2.16}
{'text': "that as much as it's an unsettled", 'start': 407.52, 'duration': 3.119}
{'text': 'question', 'start': 409.12, 'duration': 3.359}
{'text': 'the evidence for the lab leak gets', 'start': 410.639, 'duration': 3.28}
{'text': 'stronger over time', 'start': 412.479, 'duration': 3.84}
{'text': 'all of the competing hypotheses fall one', 'start': 413.919, 'duration': 3.041}
{'text': 'by one', 'start': 416.319, 'duration': 2.401}
{'text': 'and are replaced by some alternative', 'start': 416.96, 'duration': 3.6}
{'text': "that hasn't yet been falsified", 'start': 418.72, 'duration': 4.64}
{'text': "but that's very ominous to me and if", 'start': 420.56, 'duration': 3.919}
{'text': 'this is the case', 'start': 423.36, 'duration': 4.72}
{'text': 'if this was a a bug that was modified', 'start': 424.479, 'duration': 5.601}
{'text': 'in the lab through gain of function', 'start': 428.08, 'duration': 4.32}
{'text': 'research and escaped', 'start': 430.08, 'duration': 6.16}
{'text': 'then you have to add that to the balance', 'start': 432.4, 'duration': 4.4}
{'text': 'sheet', 'start': 436.24, 'duration': 2.88}
{'text': 'why does this how what like what one', 'start': 436.8, 'duration': 3.839}
{'text': 'this is like', 'start': 439.12, 'duration': 4.479}
{'text': "what's the meme like what one sjw does", 'start': 440.639, 'duration': 4.481}
{'text': 'to a [\xa0__\xa0]', 'start': 443.599, 'duration': 5.44}
{'text': 'like what the [\xa0__\xa0] what happened', 'start': 445.12, 'duration': 6.32}
{'text': 'if we want to defeat capitalism we are', 'start': 449.039, 'duration': 4.401}
{'text': 'going to need a party that will organize', 'start': 451.44, 'duration': 2.96}
{'text': 'working people', 'start': 453.44, 'duration': 2.8}
{'text': 'to fight for the demands that we want', 'start': 454.4, 'duration': 3.68}
{'text': 'and to win socialism', 'start': 456.24, 'duration': 3.92}
{'text': 'thank you so much great quick point of', 'start': 458.08, 'duration': 3.44}
{'text': 'privilege quick point of personal', 'start': 460.16, 'duration': 2.08}
{'text': 'privilege', 'start': 461.52, 'duration': 3.2}
{'text': 'um guys uh first of all james jackson', 'start': 462.24, 'duration': 3.76}
{'text': 'sacramento he him', 'start': 464.72, 'duration': 3.44}
{'text': 'i just want to say can we please keep', 'start': 466.0, 'duration': 3.599}
{'text': "the chatter to a minimum i'm one of the", 'start': 468.16, 'duration': 3.759}
{'text': "people who's very very prone to sensory", 'start': 469.599, 'duration': 2.961}
{'text': 'overload', 'start': 471.919, 'duration': 1.921}
{'text': "there's a lot of whispering and chatter", 'start': 472.56, 'duration': 2.72}
{'text': "going on it's making it very difficult", 'start': 473.84, 'duration': 2.56}
{'text': 'for me to focus', 'start': 475.28, 'duration': 2.639}
{'text': "please can we just i know it's we're all", 'start': 476.4, 'duration': 3.199}
{'text': 'fresh and ready to go but can we please', 'start': 477.919, 'duration': 3.12}
{'text': 'just keep the chatter to a minimum', 'start': 479.599, 'duration': 2.961}
{'text': "it's affecting my ability to focus thank", 'start': 481.039, 'duration': 3.201}
{'text': 'you thank you comrade', 'start': 482.56, 'duration': 4.16}
{'text': 'okay is there a speaker against name', 'start': 484.24, 'duration': 3.6}
{'text': 'chapter pronoun', 'start': 486.72, 'duration': 4.08}
{'text': 'point of personal privilege yes please', 'start': 487.84, 'duration': 3.68}
{'text': 'do not', 'start': 490.8, 'duration': 3.6}
{'text': 'use gendered language to to address', 'start': 491.52, 'duration': 5.359}
{'text': 'everyone', 'start': 494.4, 'duration': 2.479}
{'text': 'okay hi everyone um', 'start': 497.28, 'duration': 6.56}
{'text': "my name is sam lewis uh he him i'm from", 'start': 501.039, 'duration': 5.121}
{'text': 'the new york city bsa chapter', 'start': 503.84, 'duration': 5.6}
{'text': 'um this very simple amendment', 'start': 506.16, 'duration': 6.16}
{'text': 'is to strike the language about forming', 'start': 509.44, 'duration': 3.36}
{'text': 'um', 'start': 512.32, 'duration': 3.68}
{'text': 'an independent party um i want', 'start': 512.8, 'duration': 5.359}
{'text': 'in conversation with the authors of the', 'start': 516.0, 'duration': 4.32}
{'text': "proposal since i think we're all", 'start': 518.159, 'duration': 4.721}
{'text': 'um in agreement that we do want to build', 'start': 520.32, 'duration': 3.279}
{'text': 'a mass', 'start': 522.88, 'duration': 2.639}
{'text': 'organization political organization of', 'start': 523.599, 'duration': 3.92}
{'text': 'the working class that buys for state', 'start': 525.519, 'duration': 2.641}
{'text': 'power', 'start': 527.519, 'duration': 3.76}
{'text': "so it's not an attempt to get rid of", 'start': 528.16, 'duration': 4.96}
{'text': 'that shared goal', 'start': 531.279, 'duration': 3.841}
{'text': 'the problem with the language as i see', 'start': 533.12, 'duration': 4.08}
{'text': 'it is that it counter-poses', 'start': 535.12, 'duration': 3.44}
{'text': 'forming an independent working-class', 'start': 537.2, 'duration': 3.36}
{'text': 'party with the tactical use of the', 'start': 538.56, 'duration': 3.04}
{'text': 'democratic line', 'start': 540.56, 'duration': 3.04}
{'text': "so it's basically saying in the future", 'start': 541.6, 'duration': 3.76}
{'text': 'we will break with', 'start': 543.6, 'duration': 4.0}
{'text': 'our tactical use of the democratic line', 'start': 545.36, 'duration': 4.08}
{'text': 'i think many of us have an agnostic', 'start': 547.6, 'duration': 3.28}
{'text': 'position on that question', 'start': 549.44, 'duration': 4.0}
{'text': 'right we want to behave in the most', 'start': 550.88, 'duration': 4.24}
{'text': 'strategic way as', 'start': 553.44, 'duration': 3.44}
{'text': 'class politics in this country develops', 'start': 555.12, 'duration': 4.0}
{'text': "we don't want to commit to what has", 'start': 556.88, 'duration': 4.079}
{'text': 'historically been a failed strategy in', 'start': 559.12, 'duration': 2.96}
{'text': 'the united states of forming a', 'start': 560.959, 'duration': 2.641}
{'text': 'third-party ballot line', 'start': 562.08, 'duration': 5.12}
{'text': 'so um i consider this a friendly debate', 'start': 563.6, 'duration': 6.32}
{'text': 'um i will be voting for this proposal', 'start': 567.2, 'duration': 3.84}
{'text': 'whether or not this', 'start': 569.92, 'duration': 3.359}
{'text': "um this passes but i think it's", 'start': 571.04, 'duration': 3.76}
{'text': 'important to discuss', 'start': 573.279, 'duration': 4.641}
{'text': 'thank you so well', 'start': 574.8, 'duration': 4.64}
{'text': 'right into a jordan peterson video of', 'start': 577.92, 'duration': 4.56}
{'text': 'course dude alt writers', 'start': 579.44, 'duration': 5.839}
{'text': 'are so good or like extremist people on', 'start': 582.48, 'duration': 3.6}
{'text': 'the right are so', 'start': 585.279, 'duration': 2.801}
{'text': 'smart and clever when it comes to like', 'start': 586.08, 'duration': 3.52}
{'text': 'advertising their ideas', 'start': 588.08, 'duration': 3.68}
{'text': 'like they will utilize whichever leaders', 'start': 589.6, 'duration': 3.84}
{'text': 'are like unintentionally parroting white', 'start': 591.76, 'duration': 3.12}
{'text': "nationalist talking points they'll", 'start': 593.44, 'duration': 3.28}
{'text': 'astroturf like [\xa0__\xa0]', 'start': 594.88, 'duration': 5.519}
{'text': "like they're so good when it comes to it", 'start': 596.72, 'duration': 5.6}
{'text': 'and then people on the left will like', 'start': 600.399, 'duration': 4.081}
{'text': "any successful strategy you suggest it's", 'start': 602.32, 'duration': 3.6}
{'text': "like it's not good enough it's not good", 'start': 604.48, 'duration': 2.72}
{'text': "enough it's not enough it's not good", 'start': 605.92, 'duration': 1.84}
{'text': 'enough', 'start': 607.2, 'duration': 3.04}
{'text': 'okay dude like jesus what is astro', 'start': 607.76, 'duration': 3.519}
{'text': 'turfing', 'start': 610.24, 'duration': 4.0}
{'text': "um it's it's kind of a newer term", 'start': 611.279, 'duration': 4.321}
{'text': 'because of the elon musk rocket stuff', 'start': 614.24, 'duration': 1.76}
{'text': "it's", 'start': 615.6, 'duration': 2.239}
{'text': "basically it's like the idea is that", 'start': 616.0, 'duration': 3.04}
{'text': "like you're bringing in like bad", 'start': 617.839, 'duration': 3.281}
{'text': 'information from like a higher place', 'start': 619.04, 'duration': 3.6}
{'text': "so it's called astroturfing because it's", 'start': 621.12, 'duration': 3.04}
{'text': "like you're turfing like outside of the", 'start': 622.64, 'duration': 2.24}
{'text': 'atmosphere', 'start': 624.16, 'duration': 2.239}
{'text': "kind of like you're like spewing", 'start': 624.88, 'duration': 3.04}
{'text': 'misinformation from like a', 'start': 626.399, 'duration': 3.361}
{'text': 'place of authority kind of um', 'start': 627.92, 'duration': 3.44}
{'text': 'astroturfing is when you show up in a', 'start': 629.76, 'duration': 2.639}
{'text': "community and you pretend that you're", 'start': 631.36, 'duration': 1.76}
{'text': 'just like a', 'start': 632.399, 'duration': 2.56}
{'text': "dewy eyed outsider or you're like an", 'start': 633.12, 'duration': 3.6}
{'text': 'authentic person in the community', 'start': 634.959, 'duration': 4.481}
{'text': 'and but you or no no no no you pretend', 'start': 636.72, 'duration': 3.76}
{'text': "you're a person in the community and", 'start': 639.44, 'duration': 1.44}
{'text': 'then you', 'start': 640.48, 'duration': 2.72}
{'text': 'like kind of sort of unintentionally um', 'start': 640.88, 'duration': 4.079}
{'text': 'or through chance like bring up ideas', 'start': 643.2, 'duration': 3.6}
{'text': "that you're actually like", 'start': 644.959, 'duration': 3.12}
{'text': 'trying to intentionally do via', 'start': 646.8, 'duration': 2.719}
{'text': "propaganda so like for instance let's", 'start': 648.079, 'duration': 2.401}
{'text': "say that there's like a community of", 'start': 649.519, 'duration': 2.081}
{'text': 'people to talk about like their favorite', 'start': 650.48, 'duration': 3.359}
{'text': 'sodas to drink and i get paid by pepsi', 'start': 651.6, 'duration': 4.239}
{'text': 'i like i go into the communion like man', 'start': 653.839, 'duration': 3.841}
{'text': 'guys i just found this new soda to drink', 'start': 655.839, 'duration': 3.68}
{'text': "it's called pepsi cola it's actually", 'start': 657.68, 'duration': 3.2}
{'text': 'so good you guys should try that would', 'start': 659.519, 'duration': 4.161}
{'text': 'be like astro turfing right', 'start': 660.88, 'duration': 4.639}
{'text': "when people don't basically disclose", 'start': 663.68, 'duration': 3.12}
{'text': 'like um', 'start': 665.519, 'duration': 2.88}
{'text': "that they're being paid or like that", 'start': 666.8, 'duration': 3.039}
{'text': "they're coming from like an outside area", 'start': 668.399, 'duration': 2.0}
{'text': 'to like', 'start': 669.839, 'duration': 2.0}
{'text': 'spread a certain opinion and instead', 'start': 670.399, 'duration': 3.041}
{'text': "they pretend like they're an authentic", 'start': 671.839, 'duration': 3.601}
{'text': 'part of the community', 'start': 673.44, 'duration': 3.2}
{'text': "what'd you talk about on the prime case", 'start': 675.44, 'duration': 3.36}
{'text': 'thing people were getting mad about', 'start': 676.64, 'duration': 4.4}
{'text': 'whether or not like', 'start': 678.8, 'duration': 4.32}
{'text': 'is it good for companies for woke', 'start': 681.04, 'duration': 3.52}
{'text': "capitalism and people like well i don't", 'start': 683.12, 'duration': 2.399}
{'text': "think they're authentic with their", 'start': 684.56, 'duration': 2.16}
{'text': "messaging like i don't think they really", 'start': 685.519, 'duration': 2.56}
{'text': "mean it's like who the [\xa0__\xa0] cares", 'start': 686.72, 'duration': 3.04}
{'text': "like i'd rather have like some woke gay", 'start': 688.079, 'duration': 3.121}
{'text': 'stuff rather than like', 'start': 689.76, 'duration': 3.04}
{'text': 'people that are anti-gay or not giving', 'start': 691.2, 'duration': 3.199}
{'text': 'any gay representation like the [\xa0__\xa0]', 'start': 692.8, 'duration': 2.719}
{'text': 'everything capitalism does is', 'start': 694.399, 'duration': 2.321}
{'text': "performative they're doing it for money", 'start': 695.519, 'duration': 2.481}
{'text': "they're performing for it for profit", 'start': 696.72, 'duration': 2.559}
{'text': "that's what that's all it is", 'start': 698.0, 'duration': 2.48}
{'text': "is it impossible to know if it's real", 'start': 699.279, 'duration': 2.321}
{'text': "diversity what's even the point of", 'start': 700.48, 'duration': 1.84}
{'text': "talking about that yeah i don't know", 'start': 701.6, 'duration': 1.679}
{'text': "there is no point you're just checking", 'start': 702.32, 'duration': 2.079}
{'text': 'to see if the representation is good or', 'start': 703.279, 'duration': 2.481}
{'text': "not the representation is good it's not", 'start': 704.399, 'duration': 2.641}
{'text': "offensive whatever that's fine who cares", 'start': 705.76, 'duration': 4.079}
{'text': "they're doing it for money", 'start': 707.04, 'duration': 2.799}
{'text': "and that's like my frustrations like", 'start': 710.0, 'duration': 3.12}
{'text': 'people on the right will like will latch', 'start': 711.12, 'duration': 3.44}
{'text': 'on to anybody that unintentionally', 'start': 713.12, 'duration': 2.399}
{'text': 'spreads a message', 'start': 714.56, 'duration': 2.719}
{'text': 'like all writers look at trump and they', 'start': 715.519, 'duration': 3.44}
{'text': 'see like an opportunity for some guy to', 'start': 717.279, 'duration': 3.201}
{'text': 'unwittingly spread their message', 'start': 718.959, 'duration': 3.521}
{'text': 'lefties look at biden and they see like', 'start': 720.48, 'duration': 3.919}
{'text': "literal [\xa0__\xa0] hitler incarnate it's", 'start': 722.48, 'duration': 2.799}
{'text': 'like unbelievable', 'start': 724.399, 'duration': 3.921}
{'text': "that's how stupid they are although to", 'start': 725.279, 'duration': 4.0}
{'text': 'be fair there has been a lot of', 'start': 728.32, 'duration': 2.8}
{'text': 'infighting on the right', 'start': 729.279, 'duration': 5.12}
{'text': 'recently kind of recently', 'start': 731.12, 'duration': 3.279}
{'text': 'so although i think that probably came', 'start': 734.639, 'duration': 3.361}
{'text': 'more with the trump losing the election', 'start': 736.24, 'duration': 3.12}
{'text': 'and all of that [\xa0__\xa0]', 'start': 738.0, 'duration': 3.36}
{'text': 'omaha mayoral candidate cuts ties', 'start': 739.36, 'duration': 3.52}
{'text': 'internet personality over protest', 'start': 741.36, 'duration': 3.039}
{'text': 'comments and omaha mayoral candidates', 'start': 742.88, 'duration': 2.399}
{'text': 'contacts the popular internet', 'start': 744.399, 'duration': 2.961}
{'text': 'personality publicly backed his campaign', 'start': 745.279, 'duration': 3.521}
{'text': 'their video surfaced the man supporting', 'start': 747.36, 'duration': 2.88}
{'text': 'violence against some protesters during', 'start': 748.8, 'duration': 2.88}
{'text': 'summer demonstrations over police', 'start': 750.24, 'duration': 2.64}
{'text': 'brutality', 'start': 751.68, 'duration': 3.2}
{'text': 'mark gudgel and omaha north america and', 'start': 752.88, 'duration': 3.36}
