{'text': 'wait suspect sushi got arrested proud', 'start': 0.08, 'duration': 4.96}
{'text': 'and the north had the same reliance on', 'start': 145.84, 'duration': 2.8}
{'text': 'slavery when the south like entire', 'start': 147.2, 'duration': 3.44}
{'text': 'agricultural system was filled by slaves', 'start': 148.64, 'duration': 3.76}
{'text': 'and manufacturing and other forms of', 'start': 150.64, 'duration': 2.8}
{'text': 'goods and services very well in the', 'start': 152.4, 'duration': 1.44}
{'text': 'north', 'start': 153.44, 'duration': 2.4}
{'text': 'is like is hugely disingenuous like to', 'start': 153.84, 'duration': 3.36}
{'text': 'pretend that both sides rely on this the', 'start': 155.84, 'duration': 3.039}
{'text': 'same amount is just not true', 'start': 157.2, 'duration': 3.28}
{'text': "so you're telling me that the raw goods", 'start': 158.879, 'duration': 3.601}
{'text': 'that was like that was absolutely needed', 'start': 160.48, 'duration': 3.6}
{'text': 'from the south to the north for the like', 'start': 162.48, 'duration': 2.0}
{'text': 'for', 'start': 164.08, 'duration': 2.32}
{'text': 'for them to have any type of exports', 'start': 164.48, 'duration': 3.44}
{'text': 'when it came to like raw goods like', 'start': 166.4, 'duration': 3.6}
{'text': 'like tobacco and cotton and things of', 'start': 167.92, 'duration': 3.039}
{'text': "that nature you're telling me that they", 'start': 170.0, 'duration': 2.4}
{'text': "didn't benefit even though they made", 'start': 170.959, 'duration': 3.441}
{'text': 'more profit than what they got sold to', 'start': 172.4, 'duration': 3.44}
{'text': 'them from the south like are you kidding', 'start': 174.4, 'duration': 2.24}
{'text': 'me um', 'start': 175.84, 'duration': 2.319}
{'text': "all i'm saying is this don't make a", 'start': 176.64, 'duration': 3.28}
{'text': 'morality claim about the civil war when', 'start': 178.159, 'duration': 3.36}
{'text': 'both sides obviously benefit in my', 'start': 179.92, 'duration': 3.039}
{'text': 'opinion because of the fact that', 'start': 181.519, 'duration': 3.601}
{'text': 'the new york the new york city whose', 'start': 182.959, 'duration': 4.321}
{'text': 'largest exports were cotton and tobacco', 'start': 185.12, 'duration': 5.36}
{'text': 'primarily uh uh uh picked by slaves', 'start': 187.28, 'duration': 4.959}
{'text': 'were the hugest benefits and the largest', 'start': 190.48, 'duration': 3.44}
{'text': "benefactors the federal government's tax", 'start': 192.239, 'duration': 2.321}
{'text': 'revenue', 'start': 193.92, 'duration': 3.28}
{'text': 'what i am telling you right here is stop', 'start': 194.56, 'duration': 4.319}
{'text': "being like oh it's about good versus", 'start': 197.2, 'duration': 3.2}
{'text': 'evil oh it was about slavery when there', 'start': 198.879, 'duration': 3.121}
{'text': 'was considerably more nuance to the', 'start': 200.4, 'duration': 2.8}
{'text': 'issue at hand', 'start': 202.0, 'duration': 2.239}
{'text': "no one is saying that it's about wait", 'start': 203.2, 'duration': 3.52}
{'text': "wait hold on no one is saying that it's", 'start': 204.239, 'duration': 3.841}
{'text': "or i'm not trying to make any claims", 'start': 206.72, 'duration': 2.799}
{'text': "about good or evil i'm just saying that", 'start': 208.08, 'duration': 2.96}
{'text': 'oftentimes we try to make like really', 'start': 209.519, 'duration': 2.881}
{'text': '[\xa0__\xa0] claims behind the the', 'start': 211.04, 'duration': 3.199}
{'text': "pretend that we're being nuanced like", 'start': 212.4, 'duration': 3.36}
{'text': 'there is no nuance here to try to say', 'start': 214.239, 'duration': 3.201}
{'text': 'that like well both sides benefited', 'start': 215.76, 'duration': 3.199}
{'text': 'slavery yeah of course anything down a', 'start': 217.44, 'duration': 2.96}
{'text': 'supply chain is going to depend on', 'start': 218.959, 'duration': 2.56}
{'text': 'things that are above', 'start': 220.4, 'duration': 2.479}
{'text': 'on the higher part of the supply chain', 'start': 221.519, 'duration': 2.64}
{'text': 'but that higher part of the supplies', 'start': 222.879, 'duration': 3.44}
{'text': "chain literally wouldn't exist like", 'start': 224.159, 'duration': 3.681}
{'text': 'the the entire economy the south almost', 'start': 226.319, 'duration': 3.121}
{'text': "wouldn't exist without slaves like did", 'start': 227.84, 'duration': 2.56}
{'text': 'the north benefit', 'start': 229.44, 'duration': 2.32}
{'text': 'from from having supply chains that were', 'start': 230.4, 'duration': 2.64}
{'text': 'located yeah sure but they would have', 'start': 231.76, 'duration': 4.0}
{'text': 'survived regardless', 'start': 233.04, 'duration': 4.08}
{'text': 'sure they might have incentivized it but', 'start': 235.76, 'duration': 2.88}
{'text': 'they were also fighting against it so it', 'start': 237.12, 'duration': 2.64}
{'text': 'was pretty clear that the north was more', 'start': 238.64, 'duration': 2.319}
{'text': 'willing to give up slavery than the', 'start': 239.76, 'duration': 1.839}
{'text': 'south was', 'start': 240.959, 'duration': 2.64}
{'text': 'nobody disputes this like and the idea', 'start': 241.599, 'duration': 3.28}
{'text': 'that the north was just as reliant on', 'start': 243.599, 'duration': 2.961}
{'text': 'slaves as the south when the south was', 'start': 244.879, 'duration': 3.041}
{'text': 'you know feeling things to the north', 'start': 246.56, 'duration': 2.56}
{'text': "it's just a ridiculous proposition it's", 'start': 247.92, 'duration': 2.72}
{'text': "just it's just", 'start': 249.12, 'duration': 3.44}
{'text': 'so when when when they protect the', 'start': 250.64, 'duration': 3.28}
{'text': 'institution of slavery with the corwin', 'start': 252.56, 'duration': 2.56}
{'text': 'amendment and i guess i understand when', 'start': 253.92, 'duration': 2.96}
{'text': 'it was passed in 1861 like the states', 'start': 255.12, 'duration': 3.2}
{'text': "were already succeeding but that's off", 'start': 256.88, 'duration': 2.079}
{'text': 'after', 'start': 258.32, 'duration': 2.72}
{'text': 'consistent trampling of the sovereign', 'start': 258.959, 'duration': 3.761}
{'text': "states rights you're in like you're in", 'start': 261.04, 'duration': 2.96}
{'text': 'right now', 'start': 262.72, 'duration': 3.36}
{'text': "huh no it's actually multiple things it", 'start': 264.0, 'duration': 3.12}
{'text': 'was actually about multiple things it', 'start': 266.08, 'duration': 2.48}
{'text': 'was not one of which was slavery big', 'start': 267.12, 'duration': 3.2}
{'text': 'deal but go ahead', 'start': 268.56, 'duration': 3.04}
{'text': "if you're in the south and you want to", 'start': 270.32, 'duration': 3.2}
{'text': 'fly a flag to honor your country like we', 'start': 271.6, 'duration': 4.08}
{'text': "have one it has 13 stripes it's got 50", 'start': 273.52, 'duration': 3.679}
{'text': "stars it's the american flag the", 'start': 275.68, 'duration': 3.68}
{'text': 'confederate flag is not an american flag', 'start': 277.199, 'duration': 3.761}
{'text': 'this was a separate country that broke', 'start': 279.36, 'duration': 2.64}
{'text': 'up it was not the united', 'start': 280.96, 'duration': 2.64}
{'text': 'states to try to say that these people', 'start': 282.0, 'duration': 3.36}
{'text': 'were americans i mean they were in the', 'start': 283.6, 'duration': 2.56}
{'text': 'same way that', 'start': 285.36, 'duration': 2.24}
{'text': 'you know in the early revolution the', 'start': 286.16, 'duration': 3.12}
{'text': 'americans were the british they used to', 'start': 287.6, 'duration': 2.879}
{'text': "be but that's not what you call them", 'start': 289.28, 'duration': 2.56}
{'text': 'after they seceded but', 'start': 290.479, 'duration': 3.201}
{'text': 'no they came they became americans when', 'start': 291.84, 'duration': 3.04}
{'text': 'we accepted them back', 'start': 293.68, 'duration': 2.4}
{'text': 'you guys are acting like we should have', 'start': 294.88, 'duration': 4.08}
{'text': 'never did this', 'start': 296.08, 'duration': 3.76}
{'text': 'do you think that we should have', 'start': 298.96, 'duration': 2.88}
{'text': "accepted this well let's let cindy", 'start': 299.84, 'duration': 3.12}
{'text': 'finish his point first', 'start': 301.84, 'duration': 2.56}
{'text': "we didn't bring them back in as their", 'start': 302.96, 'duration': 3.12}
{'text': 'own confederate states of america we', 'start': 304.4, 'duration': 3.12}
{'text': 'brought them back in as part of the', 'start': 306.08, 'duration': 2.8}
{'text': 'united states of america', 'start': 307.52, 'duration': 3.2}
{'text': "the same way that we don't or i imagine", 'start': 308.88, 'duration': 2.8}
{'text': "if you were german you wouldn't be", 'start': 310.72, 'duration': 2.479}
{'text': "flying nazi flags around you it's not", 'start': 311.68, 'duration': 2.799}
{'text': 'like you killed every single person that', 'start': 313.199, 'duration': 2.641}
{'text': 'was a nazi when you brought them back in', 'start': 314.479, 'duration': 2.56}
{'text': "much the same we're going to kill every", 'start': 315.84, 'duration': 2.079}
{'text': "single person that's part of the", 'start': 317.039, 'duration': 1.761}
{'text': "confederacy when you're running", 'start': 317.919, 'duration': 2.481}
{'text': "that's not a moral issue like all these", 'start': 318.8, 'duration': 3.2}
{'text': "people were evil i'm not saying that but", 'start': 320.4, 'duration': 2.639}
{'text': "it's really weird that you would", 'start': 322.0, 'duration': 2.56}
{'text': 'fetishize or defend a group of people', 'start': 323.039, 'duration': 2.88}
{'text': 'that broke off from our country to try', 'start': 324.56, 'duration': 2.32}
{'text': 'to rebel against it', 'start': 325.919, 'duration': 3.441}
{'text': 'they broke off they came back yeah but', 'start': 326.88, 'duration': 3.44}
{'text': 'then why are you defending them', 'start': 329.36, 'duration': 2.08}
{'text': 'like these are america the confederate', 'start': 330.32, 'duration': 2.56}
{'text': 'nothing about the confederate flag is', 'start': 331.44, 'duration': 2.08}
{'text': 'american', 'start': 332.88, 'duration': 2.159}
{'text': 'we have an american flag why would you', 'start': 333.52, 'duration': 2.959}
{'text': 'defend one from another country that', 'start': 335.039, 'duration': 2.88}
{'text': 'tried to exist as a separatist nation', 'start': 336.479, 'duration': 2.081}
{'text': 'from our own', 'start': 337.919, 'duration': 1.84}
{'text': "well we're not talking about the", 'start': 338.56, 'duration': 3.12}
{'text': 'confederate flag but again', 'start': 339.759, 'duration': 3.121}
{'text': "i'm not the one that says the", 'start': 341.68, 'duration': 2.88}
{'text': 'confederate flag stands for different', 'start': 342.88, 'duration': 3.36}
{'text': "it's a red the rebel flag stands for", 'start': 344.56, 'duration': 3.28}
{'text': 'different things to different people i', 'start': 346.24, 'duration': 3.2}
{'text': "i don't know because i'm not from the", 'start': 347.84, 'duration': 4.88}
{'text': "south i don't have", 'start': 349.44, 'duration': 5.44}
{'text': 'i know lots of people who say that what', 'start': 352.72, 'duration': 4.16}
{'text': 'it means to them is they have a family', 'start': 354.88, 'duration': 2.8}
{'text': 'history', 'start': 356.88, 'duration': 2.72}
{'text': 'uh of that and that you know they', 'start': 357.68, 'duration': 4.0}
{'text': 'recognize that it has bad parts of it', 'start': 359.6, 'duration': 2.48}
{'text': 'history', 'start': 361.68, 'duration': 2.4}
{'text': 'they reject the bad part but still', 'start': 362.08, 'duration': 3.839}
{'text': 'recognize it as as their family and', 'start': 364.08, 'duration': 3.44}
{'text': 'their some they had good people in their', 'start': 365.919, 'duration': 2.961}
{'text': 'family with some good redeeming', 'start': 367.52, 'duration': 3.04}
{'text': "qualities it's not this black and white", 'start': 368.88, 'duration': 2.4}
{'text': 'issue', 'start': 370.56, 'duration': 3.12}
{'text': 'where it only stands for one thing and', 'start': 371.28, 'duration': 4.24}
{'text': 'whoever can hate it the most is the most', 'start': 373.68, 'duration': 2.56}
{'text': 'virtuous', 'start': 375.52, 'duration': 2.16}
{'text': 'would you have defended flying british', 'start': 376.24, 'duration': 2.959}
{'text': 'flags in the early days of the united', 'start': 377.68, 'duration': 3.12}
{'text': 'states if there were group large groups', 'start': 379.199, 'duration': 3.041}
{'text': 'of people that were still flying british', 'start': 380.8, 'duration': 2.239}
{'text': 'flags', 'start': 382.24, 'duration': 3.36}
{'text': "there were i'm not asking if there were", 'start': 383.039, 'duration': 3.841}
{'text': "i'm asking if he would defend it would", 'start': 385.6, 'duration': 2.64}
{'text': 'you have been a lawyer it feels like you', 'start': 386.88, 'duration': 2.48}
{'text': 'literally would have been it feels like', 'start': 388.24, 'duration': 1.92}
{'text': 'you', 'start': 389.36, 'duration': 4.399}
{'text': "like i'm curious would you defend that", 'start': 390.16, 'duration': 5.12}
{'text': "i yeah because it's called freedom of", 'start': 393.759, 'duration': 3.121}
{'text': 'speech', 'start': 395.28, 'duration': 3.28}
{'text': "i'm not i'm not asking if you have the", 'start': 396.88, 'duration': 2.8}
{'text': "freedom to speak to dude i'm saying", 'start': 398.56, 'duration': 2.4}
{'text': 'would you say like yeah you this is like', 'start': 399.68, 'duration': 2.72}
{'text': "you're honoring your heritage as", 'start': 400.96, 'duration': 2.88}
{'text': 'as british people or do you think', 'start': 402.4, 'duration': 3.44}
{'text': "there's more you've defended from being", 'start': 403.84, 'duration': 3.12}
{'text': "a british person and now you're an", 'start': 405.84, 'duration': 2.72}
{'text': "american person right you're no longer", 'start': 406.96, 'duration': 2.639}
{'text': 'celebrating your british heritage', 'start': 408.56, 'duration': 2.16}
{'text': "because you're an american now", 'start': 409.599, 'duration': 2.561}
{'text': "you can celebrate that but you don't fly", 'start': 410.72, 'duration': 2.879}
{'text': 'public flags honoring the british', 'start': 412.16, 'duration': 2.64}
{'text': 'government honoring the crown', 'start': 413.599, 'duration': 2.081}
{'text': "the same way you wouldn't fly a", 'start': 414.8, 'duration': 2.56}
{'text': 'confederate flag honoring a nation that', 'start': 415.68, 'duration': 3.28}
{'text': 'is dissolved you take the number of', 'start': 417.36, 'duration': 2.48}
{'text': 'slaveholders', 'start': 418.96, 'duration': 3.679}
{'text': 'in relation to the overall population of', 'start': 419.84, 'duration': 3.68}
{'text': 'free white', 'start': 422.639, 'duration': 2.801}
{'text': 'uh men in the south who once you could', 'start': 423.52, 'duration': 3.44}
{'text': 'own uh uh land and things', 'start': 425.44, 'duration': 4.08}
{'text': 'it was uh one point four percent so uh', 'start': 426.96, 'duration': 3.28}
{'text': 'this the', 'start': 429.52, 'duration': 2.959}
{'text': "and uh i mean of course it's snopes but", 'start': 430.24, 'duration': 3.84}
{'text': 'uh i mean i like to think that they', 'start': 432.479, 'duration': 2.16}
{'text': "don't like", 'start': 434.08, 'duration': 2.16}
{'text': 'right wingers in any capacity so i think', 'start': 434.639, 'duration': 4.0}
{'text': "that's good enough right there so 1.4", 'start': 436.24, 'duration': 4.64}
{'text': 'overall of the entire uh south owned', 'start': 438.639, 'duration': 4.4}
{'text': 'slaves in any capacity', 'start': 440.88, 'duration': 3.92}
{'text': "i'm so curious one final question i have", 'start': 443.039, 'duration': 3.361}
{'text': 'lecture fan would you support', 'start': 444.8, 'duration': 3.119}
{'text': 'like mexican immigrants that come here', 'start': 446.4, 'duration': 5.28}
{'text': 'flying mexican flags in public areas', 'start': 447.919, 'duration': 5.361}
{'text': "i don't have any problem with anybody", 'start': 451.68, 'duration': 3.28}
{'text': "flying any flag it's called freedom of", 'start': 453.28, 'duration': 2.72}
{'text': 'speech', 'start': 454.96, 'duration': 2.639}
{'text': 'okay so if you went down to your public', 'start': 456.0, 'duration': 3.039}
{'text': 'courthouse and there were flags of', 'start': 457.599, 'duration': 3.121}
{'text': "mexico flying in that corridor you'd be", 'start': 459.039, 'duration': 3.761}
{'text': 'totally okay with that', 'start': 460.72, 'duration': 3.44}
{'text': "you are that's cool i just i appreciate", 'start': 462.8, 'duration': 3.6}
{'text': 'it about it', 'start': 464.16, 'duration': 2.24}
{'text': "that's not the difference that", 'start': 466.639, 'duration': 3.201}
{'text': 'absolutely is the debate', 'start': 467.599, 'duration': 3.841}
{'text': 'united succession was actually', 'start': 469.84, 'duration': 3.6}
{'text': 'absolutely codified in the constitution', 'start': 471.44, 'duration': 3.52}
{'text': "and allowed so the point where they're", 'start': 473.44, 'duration': 3.439}
{'text': 'not treated', 'start': 474.96, 'duration': 4.16}
{'text': 'for', 'start': 476.879, 'duration': 2.241}
{'text': "legal and on a state's rights issue", 'start': 480.08, 'duration': 4.239}
{'text': 'justified if they believe', 'start': 482.879, 'duration': 4.16}
{'text': 'that they uh had a standing reason', 'start': 484.319, 'duration': 3.521}
{'text': 'because like remember', 'start': 487.039, 'duration': 2.481}
{'text': 'they go to like their local like not', 'start': 487.84, 'duration': 2.96}
{'text': "parliament but they'll go to their like", 'start': 489.52, 'duration': 2.16}
{'text': 'local like', 'start': 490.8, 'duration': 2.72}
{'text': 'congress and they vote on whether they', 'start': 491.68, 'duration': 3.68}
{'text': "should secede it doesn't make them a", 'start': 493.52, 'duration': 3.04}
{'text': 'traitor for doing so', 'start': 495.36, 'duration': 3.119}
{'text': "like you might say morally they're wrong", 'start': 496.56, 'duration': 3.359}
{'text': 'but like calling him a traitor is a', 'start': 498.479, 'duration': 2.16}
{'text': 'misnomer', 'start': 499.919, 'duration': 2.081}
{'text': "at its very best and that's being", 'start': 500.639, 'duration': 3.601}
{'text': "charitable there's no it's world against", 'start': 502.0, 'duration': 4.319}
{'text': 'us this is just wrong like', 'start': 504.24, 'duration': 4.799}
{'text': "you're just wrong", 'start': 506.319, 'duration': 2.72}
{'text': 'where the supreme court said no our', 'start': 511.919, 'duration': 3.281}
{'text': 'constitution has a supremacy clause that', 'start': 513.519, 'duration': 2.801}
{'text': 'says federal law', 'start': 515.2, 'duration': 2.959}
{'text': "is supreme over state law and it's not", 'start': 516.32, 'duration': 4.32}
{'text': 'even unclear it is quite clear', 'start': 518.159, 'duration': 4.081}
{'text': 'do you understand like do you understand', 'start': 520.64, 'duration': 3.279}
{'text': 'that when they identify themselves as', 'start': 522.24, 'duration': 2.88}
{'text': 'the sovereign states', 'start': 523.919, 'duration': 2.881}
{'text': 'then they only put a certain amount of', 'start': 525.12, 'duration': 3.279}
{'text': 'powers within the federal government', 'start': 526.8, 'duration': 3.039}
{'text': 'they are also encouraged when they', 'start': 528.399, 'duration': 2.961}
{'text': 'believe something to be tyrannical', 'start': 529.839, 'duration': 3.281}
{'text': 'regardless of what the issue is', 'start': 531.36, 'duration': 4.64}
{'text': "they can't go up against that force", 'start': 533.12, 'duration': 4.399}
{'text': "that's the whole reason as to why", 'start': 536.0, 'duration': 3.44}
{'text': 'america was created so the secession', 'start': 537.519, 'duration': 3.921}
{'text': 'is american in nature slavery was not', 'start': 539.44, 'duration': 3.519}
{'text': 'just some little niche thing', 'start': 541.44, 'duration': 3.44}
{'text': 'it was ingrained not just into the', 'start': 542.959, 'duration': 3.041}
{'text': 'economy of the south', 'start': 544.88, 'duration': 3.92}
{'text': 'but unlike the north into the society', 'start': 546.0, 'duration': 3.839}
{'text': 'into the culture', 'start': 548.8, 'duration': 3.92}
{'text': 'into the everyday experience of the', 'start': 549.839, 'duration': 4.321}
{'text': "south so i'm just going to talk about", 'start': 552.72, 'duration': 3.76}
{'text': 'secession right so the fact that it was', 'start': 554.16, 'duration': 3.6}
{'text': "ratified under constitution but i'm", 'start': 556.48, 'duration': 2.799}
{'text': "going to get more into it right so i'm", 'start': 557.76, 'duration': 2.96}
{'text': 'just going to say this is a', 'start': 559.279, 'duration': 4.881}
{'text': "excerpt from uh what's his first name", 'start': 560.72, 'duration': 5.04}
{'text': 'something kaiser i forget his name but', 'start': 564.16, 'duration': 2.239}
{'text': 'uh', 'start': 565.76, 'duration': 2.24}
{'text': 'basically he says uh there has to be a', 'start': 566.399, 'duration': 3.201}
{'text': 'specific constitutional prohibition of', 'start': 568.0, 'duration': 3.04}
{'text': 'secession for it to be illegal', 'start': 569.6, 'duration': 3.12}
{'text': 'conversely there did not have to be a', 'start': 571.04, 'duration': 3.44}
{'text': 'specific constitutional affirmation of', 'start': 572.72, 'duration': 3.28}
{'text': 'the right for secession for it to be', 'start': 574.48, 'duration': 2.24}
{'text': 'legal', 'start': 576.0, 'duration': 2.08}
{'text': 'why because of the 10th amendment to the', 'start': 576.72, 'duration': 3.28}
{'text': 'united states constitution which states', 'start': 578.08, 'duration': 4.0}
{'text': 'the powers not delegated to the united', 'start': 580.0, 'duration': 3.36}
{'text': 'states by the constitution nor', 'start': 582.08, 'duration': 2.8}
{'text': 'prohibited by it to the states are', 'start': 583.36, 'duration': 2.08}
{'text': 'reserved', 'start': 584.88, 'duration': 2.56}
{'text': 'to the states respectively or to the', 'start': 585.44, 'duration': 3.839}
{'text': 'people this amendment states nothing new', 'start': 587.44, 'duration': 3.2}
{'text': "but it's merely a restatement as a", 'start': 589.279, 'duration': 2.881}
{'text': 'preamble to the bill of rights explains', 'start': 590.64, 'duration': 3.04}
{'text': 'it is a restatement of the fact the', 'start': 592.16, 'duration': 2.96}
{'text': 'federal government can govern', 'start': 593.68, 'duration': 3.839}
{'text': 'only as to express and that is made', 'start': 595.12, 'duration': 3.92}
{'text': 'clear also in the preamble', 'start': 597.519, 'duration': 4.081}
{'text': 'powers granted delega or delegated to it', 'start': 599.04, 'duration': 4.0}
{'text': 'by the constitution articles', 'start': 601.6, 'duration': 3.44}
{'text': 'through three and states are prohibited', 'start': 603.04, 'duration': 4.0}
{'text': 'from doing certain things only if it', 'start': 605.04, 'duration': 2.64}
{'text': 'states', 'start': 607.04, 'duration': 2.479}
{'text': 'so expressly therein the power to', 'start': 607.68, 'duration': 3.68}
{'text': 'prevent secession is not granted to the', 'start': 609.519, 'duration': 3.041}
{'text': 'federal government and the right to', 'start': 611.36, 'duration': 2.24}
{'text': 'secede is not', 'start': 612.56, 'duration': 3.36}
{'text': 'prohibited to the states under the our', 'start': 613.6, 'duration': 3.04}
{'text': 'constitution', 'start': 615.92, 'duration': 3.28}
{'text': 'so when they succeeded they were not', 'start': 616.64, 'duration': 3.12}
{'text': 'like', 'start': 619.2, 'duration': 2.079}
{'text': 'they were seceded against what you to be', 'start': 619.76, 'duration': 2.8}
{'text': 'a tyrannical government or someone who', 'start': 621.279, 'duration': 3.041}
{'text': 'is infringing on their rights regardless', 'start': 622.56, 'duration': 3.12}
{'text': 'of whether it is due to like the', 'start': 624.32, 'duration': 2.88}
{'text': 'taxation regardless due to slavery', 'start': 625.68, 'duration': 2.399}
{'text': 'regardless so', 'start': 627.2, 'duration': 2.4}
{'text': 'they they farted too hard and now', 'start': 628.079, 'duration': 2.641}
{'text': "they're angry at the north it doesn't", 'start': 629.6, 'duration': 1.76}
{'text': 'matter', 'start': 630.72, 'duration': 2.48}
{'text': 'their rights to secede if they vote on', 'start': 631.36, 'duration': 4.08}
{'text': 'it is constitutionally allowed', 'start': 633.2, 'duration': 4.16}
{'text': 'and it does not make them traitors and', 'start': 635.44, 'duration': 3.6}
{'text': 'the eyes of the us government', 'start': 637.36, 'duration': 3.28}
{'text': "plain and simple i don't really care", 'start': 639.04, 'duration': 2.96}
{'text': 'much about the statute thing i think if', 'start': 640.64, 'duration': 2.879}
{'text': 'communities want to take them down they', 'start': 642.0, 'duration': 3.12}
{'text': "can i think that's totally fine", 'start': 643.519, 'duration': 3.76}
{'text': "um i think it's really weird that people", 'start': 645.12, 'duration': 4.08}
{'text': 'are like fetishized or obsessed over', 'start': 647.279, 'duration': 3.761}
{'text': 'having like confederate statues up', 'start': 649.2, 'duration': 3.36}
{'text': 'um considering that they argue all the', 'start': 651.04, 'duration': 3.039}
{'text': 'time that like the confederacy was', 'start': 652.56, 'duration': 2.399}
{'text': 'democrats', 'start': 654.079, 'duration': 2.241}
