{'text': "okay I'll be back wish me luck okay wait", 'start': 0.03, 'duration': 13.229}
{'text': 'you know help you improve as the game', 'start': 483.95, 'duration': 6.54}
{'text': 'okay my current rating now obviously', 'start': 485.69, 'duration': 6.36}
{'text': "this isn't reflective of my true skill", 'start': 490.49, 'duration': 5.01}
{'text': "but it's eleven seventy okay okay", 'start': 492.05, 'duration': 7.58}
{'text': 'perfect so chat anybody in the 1100 to', 'start': 495.5, 'duration': 7.83}
{'text': "1300 Wow okay let's have my like eleven", 'start': 499.63, 'duration': 5.02}
{'text': 'to twelve all right we really need a', 'start': 503.33, 'duration': 3.27}
{'text': 'thirteen hundred guy in here to show off', 'start': 504.65, 'duration': 3.57}
{'text': "like how much he's been studying the", 'start': 506.6, 'duration': 2.88}
{'text': 'past three weeks to a breast urine', 'start': 508.22, 'duration': 3.63}
{'text': "stream I think I'm I think 11 to 12", 'start': 509.48, 'duration': 5.91}
{'text': 'should be okay right I have a 1200 for', 'start': 511.85, 'duration': 6.27}
{'text': 'you let me check his username okay check', 'start': 515.39, 'duration': 4.2}
{'text': 'for Smurfs - okay these guys make', 'start': 518.12, 'duration': 2.669}
{'text': 'alternate accounts to impress you I know', 'start': 519.59, 'duration': 4.53}
{'text': 'they do 100% to impress me I mean I', 'start': 520.789, 'duration': 5.731}
{'text': 'mostly just roast my chat this is this', 'start': 524.12, 'duration': 4.02}
{'text': "is not that kind of chat you're looking", 'start': 526.52, 'duration': 4.11}
{'text': 'for destiny you must be confusing me for', 'start': 528.14, 'duration': 5.25}
{'text': 'the ones that you usually watch oh that', 'start': 530.63, 'duration': 3.37}
{'text': 'was a swing', 'start': 533.39, 'duration': 2.14}
{'text': 'miss because nobody hates me more than', 'start': 534.0, 'duration': 5.42}
{'text': 'my own chat but I respect it okay oh', 'start': 535.53, 'duration': 6.42}
{'text': 'okay well let me quickly check separate', 'start': 539.42, 'duration': 4.57}
{'text': 'can you put your your username in chat', 'start': 541.95, 'duration': 3.51}
{'text': 'just to make sure I can match you guys', 'start': 543.99, 'duration': 8.37}
{'text': "up alright so I see that you're in chest", 'start': 545.46, 'duration': 8.67}
{'text': 'comm /home can you go to chest lock on', 'start': 552.36, 'duration': 14.66}
{'text': "slash live yeah wait okay I'm there", 'start': 554.13, 'duration': 12.89}
{'text': 'alright so I will set up a practice game', 'start': 572.33, 'duration': 9.73}
{'text': 'so so user name is Steven Benelli Bo and', 'start': 578.42, 'duration': 7.63}
{'text': "II l li it's okay it's Steven Bo and an", 'start': 582.06, 'duration': 6.18}
{'text': "EO Li I stands for the second it's not", 'start': 586.05, 'duration': 4.2}
{'text': "Benelli okay I can't just write it and", 'start': 588.24, 'duration': 3.3}
{'text': "discard because it's a little small in", 'start': 590.25, 'duration': 7.44}
{'text': 'your stream sure thing here you go all', 'start': 591.54, 'duration': 10.17}
{'text': "right all right oh oh that's that's", 'start': 597.69, 'duration': 4.94}
{'text': 'different', 'start': 601.71, 'duration': 2.94}
{'text': 'how do you spell your name again is it', 'start': 602.63, 'duration': 4.0}
{'text': 'is it a and D Rea', 'start': 604.65, 'duration': 7.01}
{'text': 'or funny gonna get my stream title right', 'start': 606.63, 'duration': 9.209}
{'text': 'Andrea yes and ER e a space bo t easy I', 'start': 611.66, 'duration': 7.179}
{'text': 'mean my little sister is fantastic at', 'start': 615.839, 'duration': 4.321}
{'text': "streaming that's why I brought her on so", 'start': 618.839, 'duration': 2.671}
{'text': 'like putting her in the titles is only', 'start': 620.16, 'duration': 2.55}
{'text': "gonna help I'm okay with that", 'start': 621.51, 'duration': 5.94}
{'text': 'yeah okay you said you played 15 to 15', 'start': 622.71, 'duration': 7.5}
{'text': 'one what 15 to is for babies okay you', 'start': 627.45, 'duration': 5.73}
{'text': "can't think of fast wild side okay hang", 'start': 630.21, 'duration': 5.46}
{'text': 'on I just matched you guys up so sniper', 'start': 633.18, 'duration': 4.08}
{'text': "please don't your stream off oh no wait", 'start': 635.67, 'duration': 3.3}
{'text': "I'm sorry I meant 15 second one second", 'start': 637.26, 'duration': 4.35}
{'text': "oh but I'll try oh wait it's already", 'start': 638.97, 'duration': 7.16}
{'text': "going yeah is this guy okay this guy's", 'start': 641.61, 'duration': 7.5}
{'text': "1450 I'm gonna get crushed wait and your", 'start': 646.13, 'duration': 6.82}
{'text': '800 is this way why am I so low on this', 'start': 649.11, 'duration': 7.2}
{'text': "yeah I see no I didn't light okay you", 'start': 652.95, 'duration': 6.09}
{'text': 'Chur safety announcement for for all the', 'start': 656.31, 'duration': 6.65}
{'text': 'girls who you know are competing', 'start': 659.04, 'duration': 3.92}
{'text': 'down okay good one whatever okay hey', 'start': 663.86, 'duration': 9.18}
{'text': 'calm down', 'start': 671.65, 'duration': 2.68}
{'text': "tell me what I'm supposed to do now all", 'start': 673.04, 'duration': 2.97}
{'text': "right one out there I'm the teacher so", 'start': 674.33, 'duration': 3.27}
{'text': 'you have to explain your thought process', 'start': 676.01, 'duration': 2.67}
{'text': "and I'll tell you if it's correct and", 'start': 677.6, 'duration': 1.77}
{'text': "I'll guide you", 'start': 678.68, 'duration': 3.48}
{'text': 'gotcha okay I put put my pawn out', 'start': 679.37, 'duration': 5.76}
{'text': 'because now look I have my bishop and my', 'start': 682.16, 'duration': 4.56}
{'text': 'queen are free to roam the countryside', 'start': 685.13, 'duration': 4.35}
{'text': 'and cause great devastation okay okay', 'start': 686.72, 'duration': 5.97}
{'text': "now all I do in this game is I'm either", 'start': 689.48, 'duration': 5.07}
{'text': "attacking or defending pieces that's all", 'start': 692.69, 'duration': 3.84}
{'text': "my brain does so I see that he's got a", 'start': 694.55, 'duration': 3.63}
{'text': "little pawn out there so I'm gonna bring", 'start': 696.53, 'duration': 3.62}
{'text': 'out my pony guy and attack the pawn', 'start': 698.18, 'duration': 4.35}
{'text': 'perfect and usually you want to take', 'start': 700.15, 'duration': 4.9}
{'text': 'your horse out before your bishop', 'start': 702.53, 'duration': 3.87}
{'text': "because it's the piece that's a little", 'start': 705.05, 'duration': 4.71}
{'text': 'bit slower to develop gotcha oh now he', 'start': 706.4, 'duration': 7.32}
{'text': "defended his thing I'm [\xa0__\xa0] if I bring", 'start': 709.76, 'duration': 5.46}
{'text': "my pawn for it that doesn't really help", 'start': 713.72, 'duration': 5.21}
{'text': "me the other one that's a D for that guy", 'start': 715.22, 'duration': 6.66}
{'text': 'yeah the one on the night you can i', 'start': 718.93, 'duration': 4.78}
{'text': 'Thanh the side you can bring out you', 'start': 721.88, 'duration': 3.51}
{'text': 'know oh my god I [\xa0__\xa0] up what I mean', 'start': 723.71, 'duration': 4.29}
{'text': "to move it I clicked can i redo no it's", 'start': 725.39, 'duration': 3.81}
{'text': "too late we're gonna have to go with it", 'start': 728.0, 'duration': 3.33}
{'text': 'but what I was gonna say is that you', 'start': 729.2, 'duration': 4.05}
{'text': 'usually want to continue taking out your', 'start': 731.33, 'duration': 3.36}
{'text': 'other night and then your LightSquared', 'start': 733.25, 'duration': 3.66}
{'text': 'bishop but now you kind of just blocked', 'start': 734.69, 'duration': 8.97}
{'text': 'that bishop on f1 I never have these', 'start': 736.91, 'duration': 13.04}
{'text': 'problems okay', 'start': 743.66, 'duration': 10.26}
{'text': "Andy oh okay all right I'm just kidding", 'start': 749.95, 'duration': 4.59}
{'text': 'all right', 'start': 753.92, 'duration': 3.57}
{'text': "we've got him on the ropes right now you", 'start': 754.54, 'duration': 4.72}
{'text': 'have to do like a nice three-sentence', 'start': 757.49, 'duration': 3.57}
{'text': 'pitch on why everybody should use chess', 'start': 759.26, 'duration': 8.37}
{'text': "calm like this guys 1453 oh it's so what", 'start': 761.06, 'duration': 8.37}
{'text': 'you say something nice about chess calm', 'start': 767.63, 'duration': 3.15}
{'text': "it's not like they're gonna clip and put", 'start': 769.43, 'duration': 2.46}
{'text': 'it on their website because they', 'start': 770.78, 'duration': 2.19}
{'text': "wouldn't want to associate with you", 'start': 771.89, 'duration': 4.32}
{'text': "anyway okay yeah you'll get much you'll", 'start': 772.97, 'duration': 4.11}
{'text': 'get a pitch from me', 'start': 776.21, 'duration': 5.64}
{'text': 'okay three seconds okay my shits', 'start': 777.08, 'duration': 6.66}
{'text': "developed what do I do now now I've got", 'start': 781.85, 'duration': 5.82}
{'text': "both nights out and now I'm well I", 'start': 783.74, 'duration': 5.58}
{'text': "didn't bring out my bishop because he's", 'start': 787.67, 'duration': 3.57}
{'text': 'cock-blocked by this dumbass pawn my', 'start': 789.32, 'duration': 4.76}
{'text': 'queen is stuck too', 'start': 791.24, 'duration': 2.84}
{'text': 'yeah oh if I move him I I mean I can do', 'start': 794.1, 'duration': 4.23}
{'text': 'this', 'start': 797.88, 'duration': 4.02}
{'text': "now he can't move what what bad word", 'start': 798.33, 'duration': 6.15}
{'text': 'what did you say I said blocked okay', 'start': 801.9, 'duration': 3.57}
{'text': 'fantastic', 'start': 804.48, 'duration': 3.74}
{'text': "you took out your bishop it's great yeah", 'start': 805.47, 'duration': 6.41}
{'text': "now he can't move the knight right true", 'start': 808.22, 'duration': 7.44}
{'text': 'so what would your next idea be here', 'start': 811.88, 'duration': 6.31}
{'text': 'wait notification wait oh my god hold on', 'start': 815.66, 'duration': 3.7}
{'text': 'can you pause the game apparently my', 'start': 818.19, 'duration': 2.19}
{'text': 'notifications are showing I thought or', 'start': 819.36, 'duration': 6.33}
{'text': 'turn them off okay', 'start': 820.38, 'duration': 6.66}
{'text': 'how do I change can I change my', 'start': 825.69, 'duration': 4.38}
{'text': 'notifications right now are they coming', 'start': 827.04, 'duration': 5.16}
{'text': "on Ches comm are they I don't know", 'start': 830.07, 'duration': 4.05}
{'text': 'someone said they were are they like', 'start': 832.2, 'duration': 6.57}
{'text': "you're getting friend requests you're", 'start': 834.12, 'duration': 6.36}
{'text': "okay you muted yourself I can't tell if", 'start': 838.77, 'duration': 2.94}
{'text': "it's your twitch notifications or your", 'start': 840.48, 'duration': 2.28}
{'text': "chest off you didn't get a bad another", 'start': 841.71, 'duration': 2.64}
{'text': 'feature you get one in the bottom right', 'start': 842.76, 'duration': 9.99}
{'text': "oh okay hold on I think I have like I'll", 'start': 844.35, 'duration': 12.33}
{'text': "do this okay take your time I'm gonna", 'start': 852.75, 'duration': 9.81}
{'text': 'grab some water real quick okay separate', 'start': 856.68, 'duration': 7.38}
{'text': "91 if you're listening you're not good", 'start': 862.56, 'duration': 3.0}
{'text': "at this [\xa0__\xa0] I'm gonna [\xa0__\xa0] crush you", 'start': 864.06, 'duration': 3.78}
{'text': "okay my secret rating is 1,800 you're", 'start': 865.56, 'duration': 4.02}
{'text': 'about to get checkmated 74 different', 'start': 867.84, 'duration': 3.21}
{'text': 'ways your head is gonna be spinning', 'start': 869.58, 'duration': 2.67}
{'text': "you're gonna question everything you", 'start': 871.05, 'duration': 2.7}
{'text': 'thought about life by the time we end', 'start': 872.25, 'duration': 2.76}
{'text': "this game you're gonna have four pieces", 'start': 873.75, 'duration': 3.18}
{'text': 'down okay in two minutes and you gonna', 'start': 875.01, 'duration': 3.45}
{'text': 'be wondering what the [\xa0__\xa0] happened to', 'start': 876.93, 'duration': 3.69}
{'text': 'me how did I get [\xa0__\xa0] clowned on so', 'start': 878.46, 'duration': 3.99}
{'text': 'hard by this dumbass League of Legends', 'start': 880.62, 'duration': 2.85}
{'text': "player that's what you're gonna be", 'start': 882.45, 'duration': 3.74}
{'text': 'thinking okay', 'start': 883.47, 'duration': 2.72}
{'text': 'all right did you figure it out yet or', 'start': 890.66, 'duration': 4.57}
{'text': "do you need another I'm just gonna hope", 'start': 893.07, 'duration': 4.64}
{'text': 'that my camera box it okay alright ready', 'start': 895.23, 'duration': 5.75}
{'text': 'yeah okay okay is it my turn', 'start': 897.71, 'duration': 7.42}
{'text': 'yes okay so you finish developing your', 'start': 900.98, 'duration': 5.38}
{'text': 'knights and your bishop', 'start': 905.13, 'duration': 4.92}
{'text': "yeah so now oh now it's my turn he moved", 'start': 906.36, 'duration': 10.32}
{'text': 'his bishop up did you scare my chat no I', 'start': 910.05, 'duration': 8.31}
{'text': "didn't even say anything I usually meet", 'start': 916.68, 'duration': 2.85}
