{'text': 'I watch your content all the time you', 'start': 0.92, 'duration': 4.24}
{'text': "inviting it it's kind of what it's", 'start': 69.96, 'duration': 4.68}
{'text': 'inviting it how was being a sex worker', 'start': 72.6, 'duration': 5.24}
{'text': 'inviting misogyny', 'start': 74.64, 'duration': 3.2}
{'text': 'I just think it is clearly inviting it I', 'start': 83.52, 'duration': 4.86}
{'text': "don't know you've got to answer so this", 'start': 86.22, 'duration': 3.3}
{'text': 'is like so do you think that like women', 'start': 88.38, 'duration': 3.059}
{'text': 'that do sex work deserve to be misogyny', 'start': 89.52, 'duration': 5.88}
{'text': 'or yeah okay well you got me you got me', 'start': 91.439, 'duration': 6.241}
{'text': "there never mind you win that's rough", 'start': 95.4, 'duration': 5.28}
{'text': 'and it all crumbles yeah never mind okay', 'start': 97.68, 'duration': 6.06}
{'text': "taste no not base sorry I shouldn't say", 'start': 100.68, 'duration': 5.18}
{'text': 'that', 'start': 103.74, 'duration': 2.12}
{'text': 'okay hold on how do you square away you', 'start': 106.92, 'duration': 4.68}
{'text': 'wearing like booby tops and stuff on', 'start': 110.1, 'duration': 2.64}
{'text': "stream don't you feel like you're", 'start': 111.6, 'duration': 2.94}
{'text': 'engaging because I have been doing that', 'start': 112.74, 'duration': 4.26}
{'text': "the gripers won't let me okay okay wait", 'start': 114.54, 'duration': 3.78}
{'text': 'how do you feel about that how do you', 'start': 117.0, 'duration': 2.759}
{'text': "feel that you can't wear like the", 'start': 118.32, 'duration': 3.0}
{'text': 'clothing that you want watching laugh', 'start': 119.759, 'duration': 3.441}
{'text': "I'm like embarrassed I ever even like", 'start': 121.32, 'duration': 6.32}
{'text': 'tiptoed anywhere near that actually', 'start': 123.2, 'duration': 7.66}
{'text': 'I might need for an argument um Brittany', 'start': 127.64, 'duration': 6.7}
{'text': "you you uh we're putting on clothes uh", 'start': 130.86, 'duration': 5.4}
{'text': 'because the gropers paid you too is that', 'start': 134.34, 'duration': 4.02}
{'text': 'not also just changing what you wear for', 'start': 136.26, 'duration': 2.82}
{'text': 'men', 'start': 138.36, 'duration': 3.54}
{'text': "I mean you put on a burqa because I'm", 'start': 139.08, 'duration': 5.22}
{'text': "respecting the audience that I'm um in", 'start': 141.9, 'duration': 4.64}
{'text': 'front of', 'start': 144.3, 'duration': 2.24}
{'text': "I don't know if that's I I don't know if", 'start': 146.64, 'duration': 3.599}
{'text': 'that if the is that respecting the', 'start': 148.26, 'duration': 4.26}
{'text': 'audience or yeah or is that just is that', 'start': 150.239, 'duration': 3.72}
{'text': 'just putting clothes on because they', 'start': 152.52, 'duration': 2.76}
{'text': 'told you yeah kind of like a really', 'start': 153.959, 'duration': 4.381}
{'text': 'Christian audience and um they are', 'start': 155.28, 'duration': 5.36}
{'text': 'obviously putting a burqa on is uh', 'start': 158.34, 'duration': 5.22}
{'text': "I'm working with a joke", 'start': 160.64, 'duration': 4.62}
{'text': 'that was a meme', 'start': 163.56, 'duration': 4.2}
{'text': 'have you ever seen burka porn that [\xa0__\xa0]', 'start': 165.26, 'duration': 4.839}
{'text': 'is okay how much burka porn is there', 'start': 167.76, 'duration': 4.08}
{'text': "realistically I don't believe this job", 'start': 170.099, 'duration': 3.601}
{'text': 'stuff and burka stuff is fire because', 'start': 171.84, 'duration': 3.3}
{'text': "there's the whole taboo limit of not", 'start': 173.7, 'duration': 3.06}
{'text': "seeing what's underneath the thing and", 'start': 175.14, 'duration': 3.0}
{'text': 'all of a sudden as soon as you pop it', 'start': 176.76, 'duration': 3.66}
{'text': "off you're like", 'start': 178.14, 'duration': 3.78}
{'text': "you guys are I don't believe you that's", 'start': 180.42, 'duration': 4.22}
{'text': 'weird so yes', 'start': 181.92, 'duration': 2.72}
{'text': "taking her class you don't believe that", 'start': 184.819, 'duration': 4.481}
{'text': "taboo topics I don't know I never buy", 'start': 186.9, 'duration': 4.5}
{'text': 'into that that like oh my God since I', 'start': 189.3, 'duration': 3.96}
{'text': "can't see that [\xa0__\xa0] they're it's so", 'start': 191.4, 'duration': 4.199}
{'text': "taboo that's weird I don't know hold up", 'start': 193.26, 'duration': 4.44}
{'text': "hold on I'm being judgmented people you", 'start': 195.599, 'duration': 3.181}
{'text': "don't imagine that was it different", 'start': 197.7, 'duration': 2.52}
{'text': "Brittany hold up you don't imagine that", 'start': 198.78, 'duration': 3.42}
{'text': 'the fantasy of not knowing is incredibly', 'start': 200.22, 'duration': 4.68}
{'text': 'enticing to people not that much no but', 'start': 202.2, 'duration': 3.959}
{'text': "I don't maybe I just like seeing naked", 'start': 204.9, 'duration': 2.52}
{'text': 'people', 'start': 206.159, 'duration': 3.061}
{'text': 'oh have you never seen somebody in like', 'start': 207.42, 'duration': 3.48}
{'text': 'a silky robe or a long robe but you', 'start': 209.22, 'duration': 2.64}
{'text': 'imagine what their curves like', 'start': 210.9, 'duration': 2.82}
{'text': "underneath yeah and I'm like hey take", 'start': 211.86, 'duration': 4.34}
{'text': 'that [\xa0__\xa0] off', 'start': 213.72, 'duration': 2.48}
{'text': "women hate me okay they're like what", 'start': 216.959, 'duration': 3.121}
{'text': 'kind of lingerie do you want me to wear', 'start': 218.76, 'duration': 2.22}
{'text': "I'm like I don't want you to wear", 'start': 220.08, 'duration': 1.98}
{'text': "lingerie I don't think you're [\xa0__\xa0]", 'start': 220.98, 'duration': 3.42}
{'text': 'naked okay yeah every woman hates me', 'start': 222.06, 'duration': 3.599}
{'text': "that's right I don't need to see that", 'start': 224.4, 'duration': 2.339}
{'text': 'fancy [\xa0__\xa0] I can go look at that in', 'start': 225.659, 'duration': 2.521}
{'text': "Victoria's Secret catalog I got a naked", 'start': 226.739, 'duration': 2.461}
{'text': "person in front of me that's what I want", 'start': 228.18, 'duration': 2.699}
{'text': 'to see okay', 'start': 229.2, 'duration': 3.48}
{'text': 'God damn it man just said take it off', 'start': 230.879, 'duration': 3.961}
{'text': 'that was yeah exactly I was referring to', 'start': 232.68, 'duration': 3.54}
{'text': "women you're not not sleeping with", 'start': 234.84, 'duration': 3.72}
{'text': 'consistently well I would never imagine', 'start': 236.22, 'duration': 4.14}
{'text': "sexually any woman that I'm not actively", 'start': 238.56, 'duration': 4.02}
{'text': "sexual with so I can't even fathom doing", 'start': 240.36, 'duration': 4.68}
{'text': "that ABBA that's right the fact that you", 'start': 242.58, 'duration': 4.2}
{'text': 'respect the ladies thank you I will say', 'start': 245.04, 'duration': 3.419}
{'text': "though to to Brittany's Point earlier", 'start': 246.78, 'duration': 3.12}
{'text': 'where she was talking about the whole uh', 'start': 248.459, 'duration': 4.261}
{'text': 'hating women oh sorry the whole sex work', 'start': 249.9, 'duration': 4.86}
{'text': "and fermenting misogyny you don't think", 'start': 252.72, 'duration': 3.84}
{'text': 'that in the um', 'start': 254.76, 'duration': 4.439}
{'text': "you don't think that any sex-deprived uh", 'start': 256.56, 'duration': 4.139}
{'text': "Society that's increasingly more 65", 'start': 259.199, 'duration': 2.581}
{'text': 'people are getting laid less and less', 'start': 260.699, 'duration': 2.881}
{'text': "less they don't think that the whole", 'start': 261.78, 'duration': 4.32}
{'text': 'idea of like because if you think about', 'start': 263.58, 'duration': 4.32}
{'text': "sex working like only fans models I'm", 'start': 266.1, 'duration': 3.12}
{'text': 'not speaking to the last specifically', 'start': 267.9, 'duration': 2.579}
{'text': "I'm just talking about General a lot of", 'start': 269.22, 'duration': 3.66}
{'text': 'them generate most of their income and', 'start': 270.479, 'duration': 3.72}
{'text': 'most of their money not necessarily from', 'start': 272.88, 'duration': 2.879}
{'text': 'like the content always but actually', 'start': 274.199, 'duration': 3.261}
{'text': 'from the interactions and the messages', 'start': 275.759, 'duration': 5.761}
{'text': 'and so I wonder if', 'start': 277.46, 'duration': 6.28}
{'text': "sorry what'd you say do you have data on", 'start': 281.52, 'duration': 3.48}
{'text': 'that like how do you know this is like', 'start': 283.74, 'duration': 4.14}
{'text': 'an entirely anecdotal absolutely it is I', 'start': 285.0, 'duration': 4.32}
{'text': 'thought I was just listening to podcasts', 'start': 287.88, 'duration': 3.0}
{'text': 'with some of the largest only friends uh', 'start': 289.32, 'duration': 2.64}
{'text': "content creators I don't think it's", 'start': 290.88, 'duration': 2.58}
{'text': "necessarily the messaging I think it's", 'start': 291.96, 'duration': 3.0}
{'text': 'selling personalized videos I think', 'start': 293.46, 'duration': 3.6}
{'text': "that's really common yes exactly so", 'start': 294.96, 'duration': 3.239}
{'text': "they'll like have conversations with", 'start': 297.06, 'duration': 2.88}
{'text': "these people where it's a little bit but", 'start': 298.199, 'duration': 3.181}
{'text': "but it won't even be them specifically", 'start': 299.94, 'duration': 2.819}
{'text': 'they actually have managers who kind of', 'start': 301.38, 'duration': 3.0}
{'text': 'do this stuff uh so these are for the', 'start': 302.759, 'duration': 3.481}
{'text': 'larger creators because you know with', 'start': 304.38, 'duration': 2.759}
{'text': "them they don't do everything", 'start': 306.24, 'duration': 2.7}
{'text': 'personalized on their', 'start': 307.139, 'duration': 2.941}
{'text': 'um on their early fans they actually', 'start': 308.94, 'duration': 2.16}
{'text': 'have a lot of people who work under', 'start': 310.08, 'duration': 3.179}
{'text': 'newspap to help them manage it for it', 'start': 311.1, 'duration': 4.14}
{'text': 'and so yeah we do like personal requests', 'start': 313.259, 'duration': 3.901}
{'text': 'where you get a lot of bonus money', 'start': 315.24, 'duration': 3.48}
{'text': "yeah that's how you get like the", 'start': 317.16, 'duration': 3.539}
{'text': 'strongest repeat customers oftentimes if', 'start': 318.72, 'duration': 4.38}
{'text': 'I saying something abnormal', 'start': 320.699, 'duration': 4.381}
{'text': "uh no I've heard this before I've seen I", 'start': 323.1, 'duration': 3.48}
{'text': 'know a couple of large of people that do', 'start': 325.08, 'duration': 2.64}
{'text': "it I've also heard other women say that", 'start': 326.58, 'duration': 2.22}
{'text': "that's not the case like I think Madam", 'start': 327.72, 'duration': 2.34}
{'text': 'genevue says she personally responds', 'start': 328.8, 'duration': 3.119}
{'text': "every message so I don't know but right", 'start': 330.06, 'duration': 4.44}
{'text': 'but how big how big is management no I', 'start': 331.919, 'duration': 4.021}
{'text': "understand you I I've heard some", 'start': 334.5, 'duration': 2.699}
{'text': "surprising larger one say but I don't", 'start': 335.94, 'duration': 2.099}
{'text': "know what they actually did I'd be", 'start': 337.199, 'duration': 2.041}
{'text': "curious to know I have heard I've heard", 'start': 338.039, 'duration': 2.761}
{'text': 'of some very large ones that do pay', 'start': 339.24, 'duration': 2.64}
{'text': "other people I've heard of smaller ones", 'start': 340.8, 'duration': 2.28}
{'text': "with other people and then I've heard of", 'start': 341.88, 'duration': 2.52}
{'text': 'some very large ones that do do it', 'start': 343.08, 'duration': 2.459}
{'text': 'personally and then others that pay', 'start': 344.4, 'duration': 2.88}
{'text': 'other people but but you can imagine as', 'start': 345.539, 'duration': 3.541}
{'text': 'it gets larger you need to streamline a', 'start': 347.28, 'duration': 3.419}
{'text': 'lot of stuff so you hire more people to', 'start': 349.08, 'duration': 3.3}
{'text': 'make sure that the process gets sweet', 'start': 350.699, 'duration': 3.541}
{'text': 'yeah I would imagine so yeah yeah so', 'start': 352.38, 'duration': 2.879}
{'text': "when you're the difference between", 'start': 354.24, 'duration': 3.72}
{'text': 'dealing with 100 people versus dealing', 'start': 355.259, 'duration': 4.801}
{'text': 'with 100 000 fans is completely', 'start': 357.96, 'duration': 3.6}
{'text': 'different like the amount of Labor', 'start': 360.06, 'duration': 2.54}
{'text': "that's involved", 'start': 361.56, 'duration': 3.12}
{'text': "like when I'm sexing with girls and [\xa0__\xa0]", 'start': 362.6, 'duration': 3.52}
{'text': "half the time that's [\xa0__\xa0] Nino or", 'start': 364.68, 'duration': 2.519}
{'text': "like one of my assistants like I don't", 'start': 366.12, 'duration': 2.419}
{'text': 'have time to keep up with all the women', 'start': 367.199, 'duration': 4.44}
{'text': 'being a giga chat is hard yeah okay and', 'start': 368.539, 'duration': 4.72}
{'text': 'so the point I was trying to make on the', 'start': 371.639, 'duration': 2.881}
{'text': 'panel', 'start': 373.259, 'duration': 4.341}
{'text': 'what was that', 'start': 374.52, 'duration': 3.08}
{'text': 'never mind', 'start': 378.06, 'duration': 4.199}
{'text': "I said I said there's at least two on", 'start': 379.699, 'duration': 5.201}
{'text': 'the panel right now two big sets that', 'start': 382.259, 'duration': 4.261}
{'text': 'are like large scale', 'start': 384.9, 'duration': 5.34}
{'text': 'no two women that Stephen stop', 'start': 386.52, 'duration': 7.34}
{'text': "go to the next part we'll be saying Eva", 'start': 390.24, 'duration': 7.04}
{'text': 'yeah grow up', 'start': 393.86, 'duration': 3.42}
{'text': 'um so I wonder in this kind of sex', 'start': 397.62, 'duration': 3.48}
{'text': "deprived world where like there's a", 'start': 399.539, 'duration': 3.241}
{'text': 'tremendous amount of frustration if this', 'start': 401.1, 'duration': 3.06}
{'text': 'kind of like personalized content where', 'start': 402.78, 'duration': 3.359}
{'text': 'there is no hope for any kind of', 'start': 404.16, 'duration': 3.539}
{'text': "intimacy between golf but there's like", 'start': 406.139, 'duration': 3.78}
{'text': "finances being siphoned out and there's", 'start': 407.699, 'duration': 3.78}
{'text': 'a bit of that kind of relationship where', 'start': 409.919, 'duration': 3.181}
{'text': "you know I mean listen I'm not saying", 'start': 411.479, 'duration': 3.421}
{'text': "it's inherently immoral but it is a bit", 'start': 413.1, 'duration': 3.719}
{'text': 'you know I mean on the edge', 'start': 414.9, 'duration': 3.359}
{'text': "um I wonder if that doesn't ferment", 'start': 416.819, 'duration': 3.541}
{'text': 'anti-fetal sentiment being the fact that', 'start': 418.259, 'duration': 3.901}
{'text': "like it's extremely transactional on one", 'start': 420.36, 'duration': 3.24}
{'text': "hand but for the person who's actually", 'start': 422.16, 'duration': 3.0}
{'text': "paying for it there's a deepening desire", 'start': 423.6, 'duration': 2.52}
{'text': 'for more', 'start': 425.16, 'duration': 3.72}
{'text': 'based', 'start': 426.12, 'duration': 4.38}
{'text': "um yeah that's a good question it's", 'start': 428.88, 'duration': 3.36}
{'text': 'honest to God a lot of my takes around', 'start': 430.5, 'duration': 3.0}
{'text': 'that are going to be similar to like', 'start': 432.24, 'duration': 3.6}
{'text': 'takes on gambling uh like when I look at', 'start': 433.5, 'duration': 5.699}
{'text': "gambling I personally I don't I don't", 'start': 435.84, 'duration': 4.74}
{'text': 'know if I believe that you can engage', 'start': 439.199, 'duration': 3.0}
{'text': 'with gambling in a responsible manner', 'start': 440.58, 'duration': 2.64}
{'text': 'because it feels like your brand has to', 'start': 442.199, 'duration': 2.34}
{'text': 'be [\xa0__\xa0] to find any enjoyment in that', 'start': 443.22, 'duration': 2.819}
{'text': 'but I mean a lot of people that do it', 'start': 444.539, 'duration': 2.581}
{'text': "like should it be illegal I don't know", 'start': 446.039, 'duration': 1.921}
{'text': 'what do you think what how do you feel', 'start': 447.12, 'duration': 2.94}
{'text': 'about gambling', 'start': 447.96, 'duration': 4.82}
{'text': 'gambling', 'start': 450.06, 'duration': 2.72}
{'text': 'with my ideal society would be illegal', 'start': 452.88, 'duration': 4.86}
{'text': 'damn okay interesting', 'start': 454.919, 'duration': 4.56}
{'text': "yeah but I also don't feel like all", 'start': 457.74, 'duration': 3.72}
{'text': 'forms of gambling are the same okay for', 'start': 459.479, 'duration': 3.66}
{'text': 'whatever reason I feel like I see sports', 'start': 461.46, 'duration': 3.179}
{'text': "betting this different but maybe I don't", 'start': 463.139, 'duration': 3.12}
{'text': "know if that's cultural bias but I have", 'start': 464.639, 'duration': 3.301}
{'text': 'to really sit and think on it but I do', 'start': 466.259, 'duration': 3.181}
{'text': 'think that every night gambling brings', 'start': 467.94, 'duration': 3.24}
{'text': 'outside of like the economic method I', 'start': 469.44, 'duration': 3.479}
{'text': "think it's just bad so I would pay it", 'start': 471.18, 'duration': 3.959}
{'text': "out right like I think it's a gamble", 'start': 472.919, 'duration': 4.62}
{'text': 'good one was that um but I also feel the', 'start': 475.139, 'duration': 3.78}
{'text': 'same about like cigarettes and a lot of', 'start': 477.539, 'duration': 2.521}
{'text': 'different things like people might not', 'start': 478.919, 'duration': 3.18}
{'text': "like the ideas but if I'm thinking about", 'start': 480.06, 'duration': 3.66}
{'text': "which is what's best for society and if", 'start': 482.099, 'duration': 2.82}
{'text': 'I can look at it and just say like', 'start': 483.72, 'duration': 3.06}
{'text': 'overwhelming this is really really bad', 'start': 484.919, 'duration': 3.661}
{'text': "then I would probably it's hard to tell", 'start': 486.78, 'duration': 2.88}
{'text': 'if people', 'start': 488.58, 'duration': 2.94}
{'text': "um it's it's hard to tell it's hard to", 'start': 489.66, 'duration': 3.539}
{'text': "Value people's autonomy when it comes to", 'start': 491.52, 'duration': 3.72}
{'text': 'engaging with certain things because it', 'start': 493.199, 'duration': 4.261}
{'text': 'feels to me and I could be wrong this', 'start': 495.24, 'duration': 3.06}
{'text': 'would be an interesting I want to get', 'start': 497.46, 'duration': 1.859}
{'text': 'Madame genoves take because she', 'start': 498.3, 'duration': 2.88}
{'text': "participates in this I feel like it's", 'start': 499.319, 'duration': 3.541}
{'text': 'impossible no offense anybody but I feel', 'start': 501.18, 'duration': 2.82}
{'text': "like it's impossible to have a healthy", 'start': 502.86, 'duration': 3.66}
{'text': 'like conversational relationship with', 'start': 504.0, 'duration': 3.3}
{'text': "somebody you're paying for the", 'start': 506.52, 'duration': 2.82}
{'text': 'conversation', 'start': 507.3, 'duration': 3.66}
{'text': "like if you're like paying an only fans", 'start': 509.34, 'duration': 3.42}
{'text': "girl to talk that feels like it's don't", 'start': 510.96, 'duration': 2.879}
{'text': 'worry', 'start': 512.76, 'duration': 3.899}
{'text': "don't therapists do that uh different", 'start': 513.839, 'duration': 5.041}
{'text': "that's a help that's a way different", 'start': 516.659, 'duration': 3.421}
{'text': "style of conversation you said it's", 'start': 518.88, 'duration': 3.18}
{'text': "impossible to what I feel like it's", 'start': 520.08, 'duration': 4.199}
{'text': 'impossible to have healthy conversations', 'start': 522.06, 'duration': 4.5}
{'text': "if you're paying like a only fence girl", 'start': 524.279, 'duration': 3.541}
{'text': 'for it that feels important like that', 'start': 526.56, 'duration': 3.12}
{'text': 'feels like that interaction to me feels', 'start': 527.82, 'duration': 3.36}
{'text': "like it's always going to be I think it", 'start': 529.68, 'duration': 2.76}
{'text': "makes them resent you think it's always", 'start': 531.18, 'duration': 3.98}
{'text': 'bad yes', 'start': 532.44, 'duration': 5.28}
{'text': 'you think that no one can ever benefit', 'start': 535.16, 'duration': 5.44}
{'text': "from it and understand that it's a it's", 'start': 537.72, 'duration': 4.679}
{'text': 'an engagement in flirting or some', 'start': 540.6, 'duration': 3.419}
{'text': "fantasy that they're never going to be", 'start': 542.399, 'duration': 3.781}
{'text': "able to attain but they find it's going", 'start': 544.019, 'duration': 4.88}
{'text': 'to be worth it for them in that moment', 'start': 546.18, 'duration': 5.88}
{'text': "I think that it's it's possible that it", 'start': 548.899, 'duration': 4.721}
{'text': "could be okay but it's impossible to", 'start': 552.06, 'duration': 3.3}
{'text': 'know from the outside right because', 'start': 553.62, 'duration': 3.0}
{'text': "everybody's going to say that it is no", 'start': 555.36, 'duration': 3.12}
{'text': 'you can know right there could be an 80', 'start': 556.62, 'duration': 4.62}
{'text': "year old dude who got like one leg he's", 'start': 558.48, 'duration': 5.22}
{'text': "bed bound and he's like at the end of", 'start': 561.24, 'duration': 4.56}
{'text': 'his [\xa0__\xa0] life and he just rather', 'start': 563.7, 'duration': 4.139}
{'text': 'flirt and throw some cash at some oh', 'start': 565.8, 'duration': 3.9}
{'text': 'okay there might be like a terminally', 'start': 567.839, 'duration': 4.321}
{'text': "ill person who's like on the death store", 'start': 569.7, 'duration': 4.98}
{'text': 'that okay so you are true okay my bad', 'start': 572.16, 'duration': 4.88}
{'text': 'let me thank you', 'start': 574.68, 'duration': 4.92}
{'text': 'there are terminally ill men that could', 'start': 577.04, 'duration': 4.06}
{'text': 'engage in sex work knowing that nothing', 'start': 579.6, 'duration': 2.94}
{'text': "will ever come of it because they're", 'start': 581.1, 'duration': 3.84}
{'text': 'literally days away from dying okay yeah', 'start': 582.54, 'duration': 3.78}
{'text': 'but I think for them here to advocate', 'start': 584.94, 'duration': 2.94}
{'text': 'for that okay well good job consider', 'start': 586.32, 'duration': 3.12}
{'text': 'them advocating are you for the', 'start': 587.88, 'duration': 3.3}
{'text': 'exception to the rule like I mean they', 'start': 589.44, 'duration': 3.3}
{'text': "don't even need to be terminally ill", 'start': 591.18, 'duration': 2.64}
{'text': 'right they could just be horribly', 'start': 592.74, 'duration': 2.46}
{'text': "disfigured and know that they're never", 'start': 593.82, 'duration': 3.54}
{'text': 'getting laid otherwise but yeah but I', 'start': 595.2, 'duration': 3.54}
{'text': 'know but like listen listen to the when', 'start': 597.36, 'duration': 2.88}
{'text': 'you start to make arguments like that', 'start': 598.74, 'duration': 2.76}
{'text': 'this is just what I would kind of like', 'start': 600.24, 'duration': 3.12}
{'text': "consider is you're basically arguing", 'start': 601.5, 'duration': 3.899}
{'text': 'that these types of like Outlets are', 'start': 603.36, 'duration': 3.96}
{'text': 'literally Last Resorts for like', 'start': 605.399, 'duration': 4.141}
{'text': 'emotionally devoided freaks that will', 'start': 607.32, 'duration': 4.62}
{'text': 'never find like any sort of compassion', 'start': 609.54, 'duration': 4.26}
{'text': 'or empathy from another like human being', 'start': 611.94, 'duration': 3.6}
{'text': 'like this and now so if we take that', 'start': 613.8, 'duration': 3.96}
{'text': 'away from like the um the one percent', 'start': 615.54, 'duration': 3.54}
{'text': "you're talking about and we look at the", 'start': 617.76, 'duration': 3.24}
{'text': '99 that engage does that still sound', 'start': 619.08, 'duration': 4.62}
{'text': 'like a healthy transaction right so are', 'start': 621.0, 'duration': 4.38}
{'text': 'you saying that even though this is the', 'start': 623.7, 'duration': 2.88}
{'text': "best deal they could get it's still", 'start': 625.38, 'duration': 3.36}
{'text': "exploitative it's not necessarily well", 'start': 626.58, 'duration': 4.5}
{'text': "in one sense it's X it could be seen as", 'start': 628.74, 'duration': 3.9}
{'text': 'exploitative and then in another sense', 'start': 631.08, 'duration': 3.78}
{'text': "it um well because it because I can't", 'start': 632.64, 'duration': 3.78}
{'text': 'say 100 there are there might be some', 'start': 634.86, 'duration': 3.659}
{'text': 'people that engage with it right', 'start': 636.42, 'duration': 4.44}
{'text': 'um but it just it feels like it lends', 'start': 638.519, 'duration': 4.681}
{'text': 'itself hardcore to exploitation um and', 'start': 640.86, 'duration': 3.36}
{'text': 'then it feels like it lends itself', 'start': 643.2, 'duration': 2.4}
{'text': 'towards like an unhealthy engagement', 'start': 644.22, 'duration': 2.94}
{'text': 'that these men are gonna have then with', 'start': 645.6, 'duration': 3.479}
{'text': 'women in the future if like the only', 'start': 647.16, 'duration': 5.64}
{'text': 'yeah I I would say even Beyond sex work', 'start': 649.079, 'duration': 5.94}
{'text': "I think there's even content creators", 'start': 652.8, 'duration': 4.38}
{'text': 'who you know either playing on the fact', 'start': 655.019, 'duration': 3.301}
{'text': "that like I don't think you have to", 'start': 657.18, 'duration': 1.98}
{'text': "reveal the fact that you're a", 'start': 658.32, 'duration': 2.04}
{'text': 'relationship or not but when you play on', 'start': 659.16, 'duration': 3.299}
{'text': "the fact that you're potentially single", 'start': 660.36, 'duration': 5.039}
{'text': 'and then kind of like almost hinting at', 'start': 662.459, 'duration': 4.38}
{'text': 'the audience and your availability and', 'start': 665.399, 'duration': 2.581}
{'text': "you're like like who didn't do it all", 'start': 666.839, 'duration': 2.101}
{'text': 'this stuff', 'start': 667.98, 'duration': 3.18}
{'text': "um I wouldn't be as severe with that but", 'start': 668.94, 'duration': 3.959}
{'text': 'I do think when it comes to sex work and', 'start': 671.16, 'duration': 3.6}
{'text': 'the way that a lot of icing the messages', 'start': 672.899, 'duration': 4.201}
{'text': 'go across that there is a one-sided', 'start': 674.76, 'duration': 3.9}
{'text': "dynamic in which one's paying for a", 'start': 677.1, 'duration': 3.06}
{'text': 'service that is inherently leading to', 'start': 678.66, 'duration': 4.44}
{'text': "them having a bad outcome yeah it's a", 'start': 680.16, 'duration': 5.1}
{'text': 'little funny because nobody it would be', 'start': 683.1, 'duration': 3.78}
{'text': 'very hard for me to see a world in which', 'start': 685.26, 'duration': 3.78}
{'text': 'these guys who are lonely in those kinds', 'start': 686.88, 'duration': 3.84}
{'text': "of situations aren't coming out of this", 'start': 689.04, 'duration': 4.26}
{'text': 'at some point with a more negative when', 'start': 690.72, 'duration': 3.9}
{'text': 'pretty much this girl just kind of took', 'start': 693.3, 'duration': 3.42}
{'text': "advantage of him in a way yeah it's", 'start': 694.62, 'duration': 3.48}
{'text': 'funny because nobody brought this up but', 'start': 696.72, 'duration': 2.94}
{'text': 'like nobody seemed to have a problem', 'start': 698.1, 'duration': 3.66}
{'text': 'that yeah amaranth essentially was lying', 'start': 699.66, 'duration': 3.6}
{'text': 'the entire time about being single but', 'start': 701.76, 'duration': 3.36}
{'text': 'she was like capitalizing on that', 'start': 703.26, 'duration': 5.06}
{'text': 'um people definitely brought it up', 'start': 705.12, 'duration': 5.339}
{'text': 'okay I felt like the most of the', 'start': 708.32, 'duration': 3.1}
{'text': 'conversations around like the husband', 'start': 710.459, 'duration': 2.701}
{'text': 'stuff but like um oh no no actually that', 'start': 711.42, 'duration': 2.82}
{'text': 'is true people did bring it up there', 'start': 713.16, 'duration': 2.4}
