{'text': 'ideally I would be an anarchist and like', 'start': 0.0, 'duration': 4.98}
{'text': 'first but I feel like the when I speak', 'start': 136.86, 'duration': 4.92}
{'text': 'about him like cooling things down so I', 'start': 139.62, 'duration': 3.54}
{'text': 'think that like the statements of like', 'start': 141.78, 'duration': 3.3}
{'text': "I'm not a I'm not the president for the", 'start': 143.16, 'duration': 3.299}
{'text': "Democrats I'm the president for all the", 'start': 145.08, 'duration': 3.239}
{'text': "United States I think he's constantly", 'start': 146.459, 'duration': 3.78}
{'text': 'trying to get like Republicans on board', 'start': 148.319, 'duration': 3.961}
{'text': "with legislation he's trying to pass", 'start': 150.239, 'duration': 4.321}
{'text': 'um I I think is better than just saying', 'start': 152.28, 'duration': 3.42}
{'text': "like we're gonna do a weekend with 50.", 'start': 154.56, 'duration': 1.98}
{'text': "we're gonna do what we can through", 'start': 155.7, 'duration': 2.399}
{'text': "budget reconciliation we're gonna do a", 'start': 156.54, 'duration': 3.059}
{'text': 'weekend in the Senate with 51 votes like', 'start': 158.099, 'duration': 2.941}
{'text': 'et cetera et cetera I think trying to', 'start': 159.599, 'duration': 2.521}
{'text': 'bring Republicans to the table to', 'start': 161.04, 'duration': 2.339}
{'text': 'negotiate on stuff is something that I', 'start': 162.12, 'duration': 2.699}
{'text': 'find admirable but', 'start': 163.379, 'duration': 3.661}
{'text': "I I don't know of any real successions", 'start': 164.819, 'duration': 4.321}
{'text': "that he's or um yes the sessions that", 'start': 167.04, 'duration': 4.32}
{'text': "he's made to Republicans at all like", 'start': 169.14, 'duration': 4.2}
{'text': 'well the infrastructure was voted on by', 'start': 171.36, 'duration': 3.659}
{'text': "they're like 16 or like Senate", 'start': 173.34, 'duration': 3.24}
{'text': 'Republicans that joined the Democrats on', 'start': 175.019, 'duration': 3.481}
{'text': 'that ball', 'start': 176.58, 'duration': 3.54}
{'text': "it's pretty good yeah pretty big", 'start': 178.5, 'duration': 2.819}
{'text': 'infrastructure bill', 'start': 180.12, 'duration': 3.96}
{'text': 'I I hate all those Republicans so well', 'start': 181.319, 'duration': 3.961}
{'text': 'of course you guys are you call them all', 'start': 184.08, 'duration': 3.72}
{'text': "rhinos no no no they're actual", 'start': 185.28, 'duration': 4.02}
{'text': 'Republicans', 'start': 187.8, 'duration': 3.78}
{'text': "um I'm just a Libertarian like Big Al", 'start': 189.3, 'duration': 3.78}
{'text': 'libertarian member of the libertarian', 'start': 191.58, 'duration': 3.6}
{'text': "party they're all awful both sides okay", 'start': 193.08, 'duration': 3.84}
{'text': 'but um no everything about that', 'start': 195.18, 'duration': 4.32}
{'text': 'infrastructure bill was just awful it', 'start': 196.92, 'duration': 5.28}
{'text': 'that their um the way they increase the', 'start': 199.5, 'duration': 5.4}
{'text': 'IRS was insane what an awesome idea how', 'start': 202.2, 'duration': 4.08}
{'text': 'could you be against the the increase', 'start': 204.9, 'duration': 3.419}
{'text': "the IRS the IRS it's an awful system", 'start': 206.28, 'duration': 3.66}
{'text': "it's one of the only things that", 'start': 208.319, 'duration': 2.941}
{'text': 'actually makes money in our government', 'start': 209.94, 'duration': 3.9}
{'text': 'we need more IRS agents by taxing', 'start': 211.26, 'duration': 4.02}
{'text': 'citizens and taking money from them', 'start': 213.84, 'duration': 2.7}
{'text': "that's how governments work yeah you", 'start': 215.28, 'duration': 2.28}
{'text': 'have to tax citizens to pay for the', 'start': 216.54, 'duration': 3.0}
{'text': "government they're never going to", 'start': 217.56, 'duration': 3.539}
{'text': 'decrease taxes in any meaningful way', 'start': 219.54, 'duration': 2.64}
{'text': 'ever', 'start': 221.099, 'duration': 3.06}
{'text': "who that's not what the irs's job is the", 'start': 222.18, 'duration': 4.02}
{'text': 'problem with the IRS as it existed prior', 'start': 224.159, 'duration': 3.421}
{'text': 'to that bill was that there are like', 'start': 226.2, 'duration': 3.3}
{'text': 'there are billions of dollars out there', 'start': 227.58, 'duration': 3.42}
{'text': 'that the IRS knows are out there they', 'start': 229.5, 'duration': 3.18}
{'text': "don't have the agents to go after it um", 'start': 231.0, 'duration': 3.12}
{'text': 'I think expanding the IRS is one of the', 'start': 232.68, 'duration': 3.119}
{'text': 'only like Revenue positive things where', 'start': 234.12, 'duration': 2.759}
{'text': 'when you throw more money at it it makes', 'start': 235.799, 'duration': 2.16}
{'text': 'more money for the government I feel', 'start': 236.879, 'duration': 2.28}
{'text': 'like of all the agencies we could talk', 'start': 237.959, 'duration': 1.92}
{'text': 'about in the US government are', 'start': 239.159, 'duration': 2.041}
{'text': 'increasing funding to the IRS like the', 'start': 239.879, 'duration': 2.58}
{'text': "most obvious way so here's my question", 'start': 241.2, 'duration': 3.599}
{'text': "why didn't the Democrats despite all of", 'start': 242.459, 'duration': 3.78}
{'text': 'their rhetoric about not wanting to go', 'start': 244.799, 'duration': 4.141}
{'text': 'after Americans under 400 000 reject the', 'start': 246.239, 'duration': 4.681}
{'text': 'crapo amendment uh what was that', 'start': 248.94, 'duration': 3.84}
{'text': 'Amendment the crapo amendment said that', 'start': 250.92, 'duration': 3.0}
{'text': 'any of the new funding going towards', 'start': 252.78, 'duration': 4.38}
{'text': 'those 87 000 new IRS agents would be uh', 'start': 253.92, 'duration': 5.219}
{'text': 'not used to go under Americans with an', 'start': 257.16, 'duration': 2.94}
{'text': 'income of less than four hundred', 'start': 259.139, 'duration': 2.88}
{'text': 'thousand dollars a year it was proposed', 'start': 260.1, 'duration': 3.659}
{'text': 'by Republicans named after one of them', 'start': 262.019, 'duration': 4.261}
{'text': 'crapo and it was voted down on party', 'start': 263.759, 'duration': 4.38}
{'text': 'lines by democrats over Republicans I', 'start': 266.28, 'duration': 2.699}
{'text': 'would have to see the specific language', 'start': 268.139, 'duration': 1.921}
{'text': "of the bill but I don't know why you", 'start': 268.979, 'duration': 2.28}
{'text': 'would exclude Americans earning less', 'start': 270.06, 'duration': 3.419}
{'text': 'than 400k that was that was the main', 'start': 271.259, 'duration': 3.841}
{'text': 'talking point that Democrats use to try', 'start': 273.479, 'duration': 3.72}
{'text': 'and get the bill through public opinion', 'start': 275.1, 'duration': 4.62}
{'text': 'okay and they voted against it on their', 'start': 277.199, 'duration': 4.201}
{'text': 'own practice it was straight up just a', 'start': 279.72, 'duration': 4.56}
{'text': 'lie across the board I wish I knew the', 'start': 281.4, 'duration': 4.14}
{'text': 'specific language of the bill I know', 'start': 284.28, 'duration': 2.699}
{'text': 'that for instance like when you are', 'start': 285.54, 'duration': 3.18}
{'text': 'doing audits um I know that the', 'start': 286.979, 'duration': 3.241}
{'text': 'Republicans have required that as people', 'start': 288.72, 'duration': 2.64}
{'text': 'earning', 'start': 290.22, 'duration': 4.56}
{'text': 'um people qualifying for the uh eitc I', 'start': 291.36, 'duration': 4.74}
{'text': 'think have to be audited at a certain', 'start': 294.78, 'duration': 2.52}
{'text': "percentage it's either like five percent", 'start': 296.1, 'duration': 3.539}
{'text': 'of like eitc earners half the audit', 'start': 297.3, 'duration': 3.6}
{'text': 'which is actually a huge waste of IRS', 'start': 299.639, 'duration': 3.0}
{'text': 'resources so um I would have to see the', 'start': 300.9, 'duration': 3.06}
{'text': 'specific language of the bill but I', 'start': 302.639, 'duration': 2.641}
{'text': "don't know why you would hire new IRS", 'start': 303.96, 'duration': 2.88}
{'text': 'agents and then like their ability', 'start': 305.28, 'duration': 2.94}
{'text': 'to go after certain types of income like', 'start': 306.84, 'duration': 3.12}
{'text': 'I know that again no I I would actually', 'start': 308.22, 'duration': 2.88}
{'text': 'I would actually agree with you on that', 'start': 309.96, 'duration': 2.94}
{'text': 'sense it makes no sense to add the IRS', 'start': 311.1, 'duration': 3.36}
{'text': 'agents and not do that but at the same', 'start': 312.9, 'duration': 3.96}
{'text': 'time that was the primary rhetoric', 'start': 314.46, 'duration': 4.26}
{'text': 'behind getting the bills public support', 'start': 316.86, 'duration': 3.24}
{'text': 'was saying that they would not go after', 'start': 318.72, 'duration': 3.36}
{'text': 'Americans under 400 000. so everything', 'start': 320.1, 'duration': 3.72}
{'text': 'they said about getting support for that', 'start': 322.08, 'duration': 3.899}
{'text': 'infrastructure bill was straight up a', 'start': 323.82, 'duration': 3.719}
{'text': "lie and it's a provable lie all right", 'start': 325.979, 'duration': 2.94}
{'text': 'well I would have to see the exact', 'start': 327.539, 'duration': 2.461}
{'text': 'statements made because I know a lot of', 'start': 328.919, 'duration': 2.701}
{'text': 'statements get uh you know running', 'start': 330.0, 'duration': 3.36}
{'text': 'around um in terms of like what people', 'start': 331.62, 'duration': 3.0}
{'text': 'say they said and what was actually good', 'start': 333.36, 'duration': 2.399}
{'text': 'on and how to see the exact Amendment', 'start': 334.62, 'duration': 2.04}
{'text': "but I don't have the language of that", 'start': 335.759, 'duration': 2.961}
{'text': 'building', 'start': 336.66, 'duration': 4.62}
{'text': 'but I mean like even regardless', 'start': 338.72, 'duration': 4.12}
{'text': 'um if they would have if that was like', 'start': 341.28, 'duration': 2.759}
{'text': 'the primary selling point I would have', 'start': 342.84, 'duration': 2.46}
{'text': "said oh well that's kind of dumb like", 'start': 344.039, 'duration': 2.341}
{'text': "that shouldn't be the primary selling", 'start': 345.3, 'duration': 2.88}
{'text': "point but I'm still like uh policy wise", 'start': 346.38, 'duration': 3.84}
{'text': 'like in favor of expanding the IRS so', 'start': 348.18, 'duration': 3.06}
{'text': 'that means being able to go after more', 'start': 350.22, 'duration': 2.16}
{'text': "tax revenue that's out there that they", 'start': 351.24, 'duration': 1.799}
{'text': "can't right now they're not the", 'start': 352.38, 'duration': 2.7}
{'text': 'manpowered and again one of my big', 'start': 353.039, 'duration': 4.081}
{'text': 'issues on taxes is that people who', 'start': 355.08, 'duration': 3.78}
{'text': 'basically use ex the government uses', 'start': 357.12, 'duration': 3.419}
{'text': 'excuses constantly to put things', 'start': 358.86, 'duration': 3.6}
{'text': 'temporarily in place to then permanently', 'start': 360.539, 'duration': 4.021}
{'text': 'uh Jack them up so a good example of', 'start': 362.46, 'duration': 3.48}
{'text': 'this would be income tax to begin with', 'start': 364.56, 'duration': 3.359}
{'text': 'it was started during World War One as a', 'start': 365.94, 'duration': 3.24}
{'text': 'temporary measure only for the richest', 'start': 367.919, 'duration': 3.481}
{'text': 'people and it was only two percent now', 'start': 369.18, 'duration': 3.959}
{'text': 'every single person in the middle class', 'start': 371.4, 'duration': 3.18}
{'text': 'has to deal with an insane amount of', 'start': 373.139, 'duration': 4.381}
{'text': 'federal income tax and this is a serious', 'start': 374.58, 'duration': 4.32}
{'text': 'problem that the government has across', 'start': 377.52, 'duration': 3.72}
{'text': 'the board they continuously use', 'start': 378.9, 'duration': 5.88}
{'text': 'um specific uh crises to then Jack up uh', 'start': 381.24, 'duration': 6.959}
{'text': 'to to then Jack up later federal laws', 'start': 384.78, 'duration': 6.6}
{'text': 'that just never ever go away uh I mean', 'start': 388.199, 'duration': 5.701}
{'text': "the FD FDR's New Deal is a good example", 'start': 391.38, 'duration': 3.539}
{'text': 'of this a lot of those programs that', 'start': 393.9, 'duration': 2.04}
{'text': 'were designed specifically for the Great', 'start': 394.919, 'duration': 2.161}
{'text': 'Depression are still around today', 'start': 395.94, 'duration': 3.599}
{'text': 'despite not really providing the same', 'start': 397.08, 'duration': 4.92}
{'text': 'benefit that they did then that might be', 'start': 399.539, 'duration': 4.141}
{'text': "the case but I'm not here to argue in", 'start': 402.0, 'duration': 3.36}
{'text': 'favor of like should permanent programs', 'start': 403.68, 'duration': 3.9}
{'text': 'that now ex or that came about 100 years', 'start': 405.36, 'duration': 3.48}
{'text': "ago should or shouldn't be in place", 'start': 407.58, 'duration': 2.52}
{'text': "anymore like there's if there's a", 'start': 408.84, 'duration': 2.1}
{'text': "specific program we're going to talk", 'start': 410.1, 'duration': 2.159}
{'text': 'about I can talk about whether or not a', 'start': 410.94, 'duration': 2.759}
{'text': 'defend or not defend that particular', 'start': 412.259, 'duration': 2.701}
{'text': "program but like I don't think we can", 'start': 413.699, 'duration': 2.461}
{'text': 'get rid of income tax still have the', 'start': 414.96, 'duration': 2.4}
{'text': 'federal government function in the way', 'start': 416.16, 'duration': 2.7}
{'text': "that it does right now well no that's", 'start': 417.36, 'duration': 2.7}
{'text': 'why we should get rid of most of the', 'start': 418.86, 'duration': 2.7}
{'text': "federal government yeah but I don't know", 'start': 420.06, 'duration': 2.639}
{'text': "anybody that's in favor of getting rid", 'start': 421.56, 'duration': 3.3}
{'text': 'of most of the federal government I I we', 'start': 422.699, 'duration': 4.021}
{'text': 'could start with the FBI the ATF and the', 'start': 424.86, 'duration': 3.66}
{'text': 'Federal Reserve so how do we investigate', 'start': 426.72, 'duration': 4.46}
{'text': 'federal crimes', 'start': 428.52, 'duration': 2.66}
{'text': 'with no FBI there are', 'start': 431.699, 'duration': 6.12}
{'text': 'I think I honestly in a real sense it', 'start': 435.36, 'duration': 4.619}
{'text': 'would be better system to get rid of all', 'start': 437.819, 'duration': 3.841}
{'text': 'the auxiliary investigatory agencies', 'start': 439.979, 'duration': 5.821}
{'text': 'like the ATF the DEA and um and some and', 'start': 441.66, 'duration': 6.0}
{'text': 'then and uh ice and then combine them', 'start': 445.8, 'duration': 3.48}
{'text': 'into a simplified agency that covers', 'start': 447.66, 'duration': 3.479}
{'text': 'everything and on a much more limited', 'start': 449.28, 'duration': 4.62}
{'text': 'scale but I mean so I mean that would be', 'start': 451.139, 'duration': 4.081}
{'text': 'the initial way to do to do it because', 'start': 453.9, 'duration': 3.18}
{'text': 'the current system of the FBI is', 'start': 455.22, 'duration': 4.02}
{'text': 'horrible the program how in what ways', 'start': 457.08, 'duration': 4.08}
{'text': 'the FBI was initially designed to go', 'start': 459.24, 'duration': 3.179}
{'text': "after political disc don't care about", 'start': 461.16, 'duration': 2.879}
{'text': 'initially the Libertarians like well 100', 'start': 462.419, 'duration': 3.18}
{'text': "years ago was like this that's no no the", 'start': 464.039, 'duration': 2.641}
{'text': 'world has changed the problem is it', 'start': 465.599, 'duration': 3.841}
{'text': "hasn't changed what is the so what is", 'start': 466.68, 'duration': 4.139}
{'text': 'the issue like you said like the FBI is', 'start': 469.44, 'duration': 2.94}
{'text': 'like a horrible or terrible organization', 'start': 470.819, 'duration': 2.761}
{'text': 'like what what is like a big change you', 'start': 472.38, 'duration': 2.819}
{'text': 'want to see in the FBI', 'start': 473.58, 'duration': 4.5}
{'text': 'I would like to see all of the high', 'start': 475.199, 'duration': 4.5}
{'text': 'level positions basically taken out I', 'start': 478.08, 'duration': 3.239}
{'text': 'would like to I would like them just uh', 'start': 479.699, 'duration': 4.981}
{'text': 'to be not a uh executive agency', 'start': 481.319, 'duration': 5.16}
{'text': 'responsible to the president I would', 'start': 484.68, 'duration': 3.06}
{'text': 'like to see them be responsible probably', 'start': 486.479, 'duration': 4.16}
{'text': 'to Congress directly', 'start': 487.74, 'duration': 2.899}
{'text': 'um responsible to Congress directly', 'start': 490.68, 'duration': 4.32}
{'text': 'um why Congress over the Executive', 'start': 493.319, 'duration': 3.421}
{'text': 'Branch because the executive branch at', 'start': 495.0, 'duration': 3.06}
{'text': 'any one time is controlled specifically', 'start': 496.74, 'duration': 3.66}
{'text': 'by one party whereas the whereas', 'start': 498.06, 'duration': 4.079}
{'text': 'Congress is controlled usually by at', 'start': 500.4, 'duration': 3.62}
{'text': 'least in large parts of both parties', 'start': 502.139, 'duration': 4.201}
{'text': "it's every single agency from the", 'start': 504.02, 'duration': 3.399}
{'text': 'executive branch then and then put it', 'start': 506.34, 'duration': 2.46}
{'text': 'over to Congress no no I think the', 'start': 507.419, 'duration': 2.761}
{'text': 'biggest issue specifically with the FBI', 'start': 508.8, 'duration': 3.96}
{'text': "is that it can be used uh under Trump's", 'start': 510.18, 'duration': 3.84}
{'text': 'Administration under binds admination', 'start': 512.76, 'duration': 2.76}
{'text': "under Obama's administration to Target", 'start': 514.02, 'duration': 4.139}
{'text': 'political political dissidents and in', 'start': 515.52, 'duration': 4.74}
{'text': 'that sense as long as it is controlled', 'start': 518.159, 'duration': 3.921}
{'text': 'specifically by one person and one party', 'start': 520.26, 'duration': 4.5}
{'text': 'then that can be targeted at the other', 'start': 522.08, 'duration': 4.6}
{'text': 'party regardless I mean it theoretically', 'start': 524.76, 'duration': 3.18}
{'text': 'could be but I mean like theoretically', 'start': 526.68, 'duration': 2.099}
{'text': 'things could happen from like', 'start': 527.94, 'duration': 2.22}
{'text': 'congressional committees as well right', 'start': 528.779, 'duration': 2.821}
{'text': 'like I just it feels strange because', 'start': 530.16, 'duration': 3.42}
{'text': 'like the um the legislative branch of', 'start': 531.6, 'duration': 3.419}
{'text': 'our government already has like so much', 'start': 533.58, 'duration': 2.52}
{'text': 'power like they can overall the', 'start': 535.019, 'duration': 2.581}
{'text': 'president in several ways than to start', 'start': 536.1, 'duration': 2.82}
{'text': 'stripping things from the exact I mean', 'start': 537.6, 'duration': 3.9}
{'text': "they've outsourced most of their actual", 'start': 538.92, 'duration': 5.4}
{'text': 'job to executive agencies I think that', 'start': 541.5, 'duration': 4.38}
{'text': 'well I mean most of those executive', 'start': 544.32, 'duration': 3.9}
{'text': 'agencies will be um will come from like', 'start': 545.88, 'duration': 3.6}
{'text': 'some piece of legislation Congress that', 'start': 548.22, 'duration': 2.34}
{'text': "says like we're granting the Press the", 'start': 549.48, 'duration': 2.16}
{'text': 'authority to make an agent to do this', 'start': 550.56, 'duration': 2.1}
{'text': 'and then they kind of figure out exactly', 'start': 551.64, 'duration': 1.98}
{'text': 'like how are they going to enforce the', 'start': 552.66, 'duration': 2.94}
{'text': 'law yes but it should not it was never', 'start': 553.62, 'duration': 3.899}
{'text': 'designed that the FDA would be the ones', 'start': 555.6, 'duration': 4.679}
{'text': 'that make laws on how drugs and food is', 'start': 557.519, 'duration': 4.021}
{'text': 'processed That was supposed to be', 'start': 560.279, 'duration': 3.0}
{'text': "congress's job they then outsourced that", 'start': 561.54, 'duration': 3.54}
{'text': "to the FDA and said we're not going to", 'start': 563.279, 'duration': 3.841}
{'text': 'touch it now you have a system that', 'start': 565.08, 'duration': 4.439}
{'text': 'makes the laws through the FDA the FDA', 'start': 567.12, 'duration': 3.839}
{'text': 'then investigates any breaches in those', 'start': 569.519, 'duration': 2.94}
{'text': 'laws and they have their own courts to', 'start': 570.959, 'duration': 3.781}
{'text': 'justify those fines so every I think', 'start': 572.459, 'duration': 3.901}
{'text': 'every executive agency has their own um', 'start': 574.74, 'duration': 4.26}
{'text': "there's a name for it their own courts", 'start': 576.36, 'duration': 4.2}
{'text': "yes yeah well and they've got their own", 'start': 579.0, 'duration': 3.48}
{'text': "like uh it's a separate investigatory", 'start': 580.56, 'duration': 3.839}
{'text': 'body for every Federal agency I should', 'start': 582.48, 'duration': 2.7}
{'text': 'remember what these are called but I', 'start': 584.399, 'duration': 2.101}
{'text': "don't remember half the time I had um", 'start': 585.18, 'duration': 2.52}
{'text': 'but but those are supposed to run', 'start': 586.5, 'duration': 2.339}
{'text': 'independently anytime you hear a story', 'start': 587.7, 'duration': 2.16}
{'text': "where it's like watch blowers have", 'start': 588.839, 'duration': 2.581}
{'text': "figured out this it's because of the uh", 'start': 589.86, 'duration': 3.96}
{'text': "the office of uh whatever that's serving", 'start': 591.42, 'duration': 3.24}
{'text': 'as the Counterpoint to that Federal', 'start': 593.82, 'duration': 2.1}
{'text': 'agency', 'start': 594.66, 'duration': 2.7}
{'text': "um if there's a big problem with like", 'start': 595.92, 'duration': 3.0}
{'text': 'the FDA just because it exists under the', 'start': 597.36, 'duration': 2.52}
{'text': "executive doesn't mean that we can't", 'start': 598.92, 'duration': 2.28}
{'text': 'change it in Congress like we can pass', 'start': 599.88, 'duration': 3.42}
{'text': 'laws congressionally to change how the', 'start': 601.2, 'duration': 3.54}
{'text': 'president is enacting certain things', 'start': 603.3, 'duration': 3.12}
{'text': 'executively so it seems like if there', 'start': 604.74, 'duration': 3.18}
{'text': 'was a huge issue we had with the FDA', 'start': 606.42, 'duration': 3.18}
{'text': 'whether it was ran by Congress or the', 'start': 607.92, 'duration': 3.3}
{'text': 'president like the change would happen', 'start': 609.6, 'duration': 3.54}
{'text': 'because we hated it so much in Congress', 'start': 611.22, 'duration': 2.88}
{'text': "it would change we'd be passing", 'start': 613.14, 'duration': 2.04}
{'text': 'legislation already in Congress to', 'start': 614.1, 'duration': 2.58}
{'text': 'change how the executive carries it out', 'start': 615.18, 'duration': 2.339}
{'text': 'no', 'start': 616.68, 'duration': 3.839}
{'text': 'in theory yes uh however I think the', 'start': 617.519, 'duration': 4.681}
{'text': "while I think it's a good thing that", 'start': 620.519, 'duration': 3.901}
{'text': 'Congress has uh needs extensive debates', 'start': 622.2, 'duration': 4.44}
{'text': 'to really do anything productive and it', 'start': 624.42, 'duration': 4.14}
{'text': 'intentionally slows them down I think', 'start': 626.64, 'duration': 3.36}
{'text': 'the way that presidents have recently', 'start': 628.56, 'duration': 2.88}
{'text': 'been using executive orders and this', 'start': 630.0, 'duration': 2.94}
{'text': 'includes pretty much every single', 'start': 631.44, 'duration': 3.959}
{'text': 'president of the 21st century', 'start': 632.94, 'duration': 4.38}
{'text': 'um it the president has found a lot of', 'start': 635.399, 'duration': 3.481}
{'text': 'ways to sort of get around certain', 'start': 637.32, 'duration': 3.3}
{'text': 'things a number of executive agencies', 'start': 638.88, 'duration': 3.36}
{'text': 'have been or executive orders have just', 'start': 640.62, 'duration': 2.64}
{'text': 'been', 'start': 642.24, 'duration': 2.839}
{'text': 'awful and', 'start': 643.26, 'duration': 3.9}
{'text': 'borderline unconstitutional honestly', 'start': 645.079, 'duration': 3.341}
{'text': 'sure but well we say borderline', 'start': 647.16, 'duration': 2.28}
{'text': 'unconstitutional but I mean the Supreme', 'start': 648.42, 'duration': 2.94}
{'text': "Court's there to to check any challenges", 'start': 649.44, 'duration': 3.3}
{'text': 'that come through I it feels like your', 'start': 651.36, 'duration': 3.06}
{'text': 'problem is less with the organization of', 'start': 652.74, 'duration': 3.0}
{'text': 'the government that these executive', 'start': 654.42, 'duration': 2.7}
